"","M","Ustar","sd_med","sd_sigma_T"
"48",5,0.47,1.42824406173043,0.181475738486029
"49",5,0.48,1.4282692328768,0.181475738486029
"50",5,0.49,1.42829597649715,0.181475738486029
"51",5,0.5,1.42832427098921,0.181475738486029
"52",5,0.51,1.42835409685938,0.181475738486029
"53",5,0.52,1.42838543656544,0.181475738486029
"54",5,0.53,1.42841827437166,0.181475738486029
"55",5,0.54,1.42845259621486,0.181475738486029
"56",5,0.55,1.42848838958058,0.181475738486029
"57",5,0.56,1.42852564338805,0.181475738486029
"58",5,0.57,1.42856434788335,0.181475738486029
"59",5,0.58,1.42860449453974,0.181475738486029
"60",5,0.59,1.42864607596464,0.181475738486029
"61",5,0.6,1.42868908581242,0.181475738486029
"62",5,0.61,1.42873351870265,0.181475738486029
"63",5,0.62,1.42877937014296,0.181475738486029
"64",5,0.63,1.42882663645644,0.181475738486029
"65",5,0.64,1.42887531471268,0.181475738486029
"66",5,0.65,1.42892540266242,0.181475738486029
"67",5,0.66,1.42897689867518,0.181475738486029
"68",5,0.67,1.42902980167961,0.181475738486029
"69",5,0.68,1.42908411110616,0.181475738486029
"70",5,0.69,1.42913982683174,0.181475738486029
"71",5,0.7,1.42919694912607,0.181475738486029
"72",5,0.71,1.42925547859935,0.181475738486029
"73",5,0.72,1.42931541615083,0.181475738486029
"74",5,0.73,1.42937676291802,0.181475738486029
"75",5,0.74,1.42943952022613,0.181475738486029
"76",5,0.75,1.4295036895372,0.181475738486029
"77",5,0.76,1.42956927239852,0.181475738486029
"78",5,0.77,1.42963627038971,0.181475738486029
"79",5,0.78,1.42970468506773,0.181475738486029
"80",5,0.79,1.42977451790907,0.181475738486029
"81",5,0.8,1.4298457702479,0.181475738486029
"82",5,0.81,1.42991844320895,0.181475738486029
"83",5,0.82,1.42999253763324,0.181475738486029
"84",5,0.83,1.43006805399435,0.181475738486029
"85",5,0.84,1.43014499230194,0.181475738486029
"86",5,0.85,1.43022335198813,0.181475738486029
"87",5,0.86,1.43030313177029,0.181475738486029
"88",5,0.87,1.43038432948106,0.181475738486029
"89",5,0.88,1.43046694185181,0.181475738486029
"90",5,0.89,1.43055096422831,0.181475738486029
"91",5,0.9,1.43063639018511,0.181475738486029
"92",5,0.91,1.43072321098301,0.181475738486029
"93",5,0.92,1.43081141477432,0.181475738486029
"94",5,0.93,1.43090098538243,0.181475738486029
"95",5,0.94,1.43099190032026,0.181475738486029
"96",5,0.95,1.43108412734445,0.181475738486029
"97",5,0.96,1.43117761791071,0.181475738486029
"98",5,0.97,1.43127229315153,0.181475738486029
"99",5,0.98,1.43136800790621,0.181475738486029
"100",5,0.99,1.43146442405172,0.181475738486029
"101",5,1,1.43155966943599,0.181475738486029
"102",5.1,0,1.35516331006023,0.181448765607115
"103",5.1,0.01,1.35495025567725,0.181448765607115
"104",5.1,0.02,1.35445414901205,0.181448765607115
"105",5.1,0.03,1.3540827311665,0.181448765607115
"106",5.1,0.04,1.35378307594726,0.181448765607115
"107",5.1,0.05,1.35353195629078,0.181448765607115
"108",5.1,0.06,1.3533165918751,0.181448765607115
"109",5.1,0.07,1.35312901440679,0.181448765607115
"110",5.1,0.08,1.35296383984298,0.181448765607115
"111",5.1,0.09,1.35281721945617,0.181448765607115
"112",5.1,0.1,1.35268628481248,0.181448765607115
"113",5.1,0.11,1.35256882826886,0.181448765607115
"114",5.1,0.12,1.3524631068845,0.181448765607115
"115",5.1,0.13,1.35236771584703,0.181448765607115
"116",5.1,0.14,1.35228150336291,0.181448765607115
"117",5.1,0.15,1.35220351146163,0.181448765607115
"118",5.1,0.16,1.35213293363571,0.181448765607115
"119",5.1,0.17,1.35206908378298,0.181448765607115
"120",5.1,0.18,1.35201137295273,0.181448765607115
"121",5.1,0.19,1.35195929161285,0.181448765607115
"122",5.1,0.2,1.35191239590717,0.181448765607115
"123",5.1,0.21,1.35187029685148,0.181448765607115
"124",5.1,0.22,1.35183265173031,0.181448765607115
"125",5.1,0.23,1.35179915716688,0.181448765607115
"126",5.1,0.24,1.35176954348229,0.181448765607115
"127",5.1,0.25,1.35174357006059,0.181448765607115
"128",5.1,0.26,1.3517210215071,0.181448765607115
"129",5.1,0.27,1.35170170443909,0.181448765607115
"130",5.1,0.28,1.35168544478499,0.181448765607115
"131",5.1,0.29,1.35167208549629,0.181448765607115
"132",5.1,0.3,1.35166148459686,0.181448765607115
"133",5.1,0.31,1.35165351351037,0.181448765607115
"134",5.1,0.32,1.3516480556183,0.181448765607115
"135",5.1,0.33,1.35164500501055,0.181448765607115
"136",5.1,0.34,1.35164426539769,0.181448765607115
"137",5.1,0.35,1.3516457491599,0.181448765607115
"138",5.1,0.36,1.35164937651171,0.181448765607115
"139",5.1,0.37,1.35165507476577,0.181448765607115
"140",5.1,0.38,1.35166277768134,0.181448765607115
"141",5.1,0.39,1.35167242488571,0.181448765607115
"142",5.1,0.4,1.35168396135882,0.181448765607115
"143",5.1,0.41,1.35169733697245,0.181448765607115
"144",5.1,0.42,1.35171250607719,0.181448765607115
"145",5.1,0.43,1.351729427131,0.181448765607115
"146",5.1,0.44,1.35174806236432,0.181448765607115
"147",5.1,0.45,1.35176837747722,0.181448765607115
"148",5.1,0.46,1.35179034136498,0.181448765607115
"149",5.1,0.47,1.35181392586863,0.181448765607115
"150",5.1,0.48,1.35183910554774,0.181448765607115
"151",5.1,0.49,1.351865857473,0.181448765607115
"152",5.1,0.5,1.35189416103631,0.181448765607115
"153",5.1,0.51,1.35192399777666,0.181448765607115
"154",5.1,0.52,1.35195535122004,0.181448765607115
"155",5.1,0.53,1.35198820673195,0.181448765607115
"156",5.1,0.54,1.35202255138126,0.181448765607115
"157",5.1,0.55,1.3520583738142,0.181448765607115
"158",5.1,0.56,1.35209566413755,0.181448765607115
"159",5.1,0.57,1.35213441381016,0.181448765607115
"160",5.1,0.58,1.35217461554177,0.181448765607115
"161",5.1,0.59,1.35221626319878,0.181448765607115
"162",5.1,0.6,1.35225935171591,0.181448765607115
"163",5.1,0.61,1.35230387701356,0.181448765607115
"164",5.1,0.62,1.35234983591997,0.181448765607115
"165",5.1,0.63,1.35239722609801,0.181448765607115
"166",5.1,0.64,1.3524460459759,0.181448765607115
"167",5.1,0.65,1.35249629468169,0.181448765607115
"168",5.1,0.66,1.3525479719809,0.181448765607115
"169",5.1,0.67,1.35260107821715,0.181448765607115
"170",5.1,0.68,1.35265561425527,0.181448765607115
"171",5.1,0.69,1.35271158142678,0.181448765607115
"172",5.1,0.7,1.35276898147724,0.181448765607115
"173",5.1,0.71,1.35282781651527,0.181448765607115
"174",5.1,0.72,1.35288808896289,0.181448765607115
"175",5.1,0.73,1.35294980150694,0.181448765607115
"176",5.1,0.74,1.35301295705113,0.181448765607115
"177",5.1,0.75,1.35307755866849,0.181448765607115
"178",5.1,0.76,1.35314360955373,0.181448765607115
"179",5.1,0.77,1.35321111297518,0.181448765607115
"180",5.1,0.78,1.35328007222557,0.181448765607115
"181",5.1,0.79,1.35335049057135,0.181448765607115
"182",5.1,0.8,1.35342237119941,0.181448765607115
"183",5.1,0.81,1.35349571716047,0.181448765607115
"184",5.1,0.82,1.35357053130775,0.181448765607115
"185",5.1,0.83,1.3536468162292,0.181448765607115
"186",5.1,0.84,1.35372457417096,0.181448765607115
"187",5.1,0.85,1.35380380694886,0.181448765607115
"188",5.1,0.86,1.3538845158432,0.181448765607115
"189",5.1,0.87,1.35396670147013,0.181448765607115
"190",5.1,0.88,1.35405036361929,0.181448765607115
"191",5.1,0.89,1.35413550104198,0.181448765607115
"192",5.1,0.9,1.35422211116432,0.181448765607115
"193",5.1,0.91,1.35431018968305,0.181448765607115
"194",5.1,0.92,1.35439972997044,0.181448765607115
"195",5.1,0.93,1.35449072215274,0.181448765607115
"196",5.1,0.94,1.35458315159756,0.181448765607115
"197",5.1,0.95,1.35467699624895,0.181448765607115
"198",5.1,0.96,1.35477222148999,0.181448765607115
"199",5.1,0.97,1.35486876895547,0.181448765607115
"200",5.1,0.98,1.35496652732903,0.181448765607115
"201",5.1,0.99,1.35506522755247,0.181448765607115
"202",5.1,1,1.35516331006023,0.181448765607115
"203",5.2,0,1.27886002841486,0.181414404555069
"204",5.2,0.01,1.27863383113415,0.181414404555069
"205",5.2,0.02,1.27813082735692,0.181414404555069
"206",5.2,0.03,1.2777546424165,0.181414404555069
"207",5.2,0.04,1.27745145739851,0.181414404555069
"208",5.2,0.05,1.27719763657828,0.181414404555069
"209",5.2,0.06,1.27698016854094,0.181414404555069
"210",5.2,0.07,1.276790938183,0.181414404555069
"211",5.2,0.08,1.27662446097719,0.181414404555069
"212",5.2,0.09,1.27647681575721,0.181414404555069
"213",5.2,0.1,1.27634507984226,0.181414404555069
"214",5.2,0.11,1.27622700377199,0.181414404555069
"215",5.2,0.12,1.27612081163278,0.181414404555069
"216",5.2,0.13,1.2760250721418,0.181414404555069
"217",5.2,0.14,1.27593861194558,0.181414404555069
"218",5.2,0.15,1.27586045530625,0.181414404555069
"219",5.2,0.16,1.27578978093447,0.181414404555069
"220",5.2,0.17,1.27572589033517,0.181414404555069
"221",5.2,0.18,1.27566818410375,0.181414404555069
"222",5.2,0.19,1.27561614384771,0.181414404555069
"223",5.2,0.2,1.2755693181745,0.181414404555069
"224",5.2,0.21,1.27552731167442,0.181414404555069
"225",5.2,0.22,1.27548977614674,0.181414404555069
"226",5.2,0.23,1.27545640353144,0.181414404555069
"227",5.2,0.24,1.27542692015539,0.181414404555069
"228",5.2,0.25,1.27540108200407,0.181414404555069
"229",5.2,0.26,1.27537867080222,0.181414404555069
"230",5.2,0.27,1.27535949073937,0.181414404555069
"231",5.2,0.28,1.27534336571401,0.181414404555069
"232",5.2,0.29,1.27533013699863,0.181414404555069
"233",5.2,0.3,1.2753196612491,0.181414404555069
"234",5.2,0.31,1.27531180879755,0.181414404555069
"235",5.2,0.32,1.27530646218067,0.181414404555069
"236",5.2,0.33,1.2753035148644,0.181414404555069
"237",5.2,0.34,1.27530287013368,0.181414404555069
"238",5.2,0.35,1.27530444012152,0.181414404555069
"239",5.2,0.36,1.27530814495638,0.181414404555069
"240",5.2,0.37,1.27531391201057,0.181414404555069
"241",5.2,0.38,1.27532167523508,0.181414404555069
"242",5.2,0.39,1.27533137456898,0.181414404555069
"243",5.2,0.4,1.27534295541315,0.181414404555069
"244",5.2,0.41,1.27535636815991,0.181414404555069
"245",5.2,0.42,1.2753715677713,0.181414404555069
"246",5.2,0.43,1.27538851339989,0.181414404555069
"247",5.2,0.44,1.27540716804688,0.181414404555069
"248",5.2,0.45,1.27542749825301,0.181414404555069
"249",5.2,0.46,1.27544947381838,0.181414404555069
"250",5.2,0.47,1.27547306754787,0.181414404555069
"251",5.2,0.48,1.27549825501931,0.181414404555069
"252",5.2,0.49,1.27552501437174,0.181414404555069
"253",5.2,0.5,1.27555332611179,0.181414404555069
"254",5.2,0.51,1.275583172936,0.181414404555069
"255",5.2,0.52,1.27561453956764,0.181414404555069
"256",5.2,0.53,1.27564741260637,0.181414404555069
"257",5.2,0.54,1.27568178038949,0.181414404555069
"258",5.2,0.55,1.27571763286371,0.181414404555069
"259",5.2,0.56,1.27575496146622,0.181414404555069
"260",5.2,0.57,1.27579375901434,0.181414404555069
"261",5.2,0.58,1.27583401960279,0.181414404555069
"262",5.2,0.59,1.27587573850798,0.181414404555069
"263",5.2,0.6,1.27591891209852,0.181414404555069
"264",5.2,0.61,1.27596353775151,0.181414404555069
"265",5.2,0.62,1.27600961377392,0.181414404555069
"266",5.2,0.63,1.27605713932872,0.181414404555069
"267",5.2,0.64,1.27610611436531,0.181414404555069
"268",5.2,0.65,1.27615653955367,0.181414404555069
"269",5.2,0.66,1.27620841622212,0.181414404555069
"270",5.2,0.67,1.27626174629822,0.181414404555069
"271",5.2,0.68,1.27631653225242,0.181414404555069
"272",5.2,0.69,1.27637277704439,0.181414404555069
"273",5.2,0.7,1.27643048407154,0.181414404555069
"274",5.2,0.71,1.27648965711953,0.181414404555069
"275",5.2,0.72,1.27655030031466,0.181414404555069
"276",5.2,0.73,1.27661241807759,0.181414404555069
"277",5.2,0.74,1.27667601507854,0.181414404555069
"278",5.2,0.75,1.27674109619326,0.181414404555069
"279",5.2,0.76,1.27680766645996,0.181414404555069
"280",5.2,0.77,1.27687573103652,0.181414404555069
"281",5.2,0.78,1.27694529515792,0.181414404555069
"282",5.2,0.79,1.27701636409337,0.181414404555069
"283",5.2,0.8,1.27708894310272,0.181414404555069
"284",5.2,0.81,1.27716303739162,0.181414404555069
"285",5.2,0.82,1.27723865206462,0.181414404555069
"286",5.2,0.83,1.27731579207527,0.181414404555069
"287",5.2,0.84,1.27739446217198,0.181414404555069
"288",5.2,0.85,1.27747466683751,0.181414404555069
"289",5.2,0.86,1.27755641021969,0.181414404555069
"290",5.2,0.87,1.27763969604902,0.181414404555069
"291",5.2,0.88,1.27772452753701,0.181414404555069
"292",5.2,0.89,1.27781090724545,0.181414404555069
"293",5.2,0.9,1.27789883691018,0.181414404555069
"294",5.2,0.91,1.27798831719183,0.181414404555069
"295",5.2,0.92,1.27807934730409,0.181414404555069
"296",5.2,0.93,1.27817192442685,0.181414404555069
"297",5.2,0.94,1.27826604271866,0.181414404555069
"298",5.2,0.95,1.27836169152585,0.181414404555069
"299",5.2,0.96,1.27845885182091,0.181414404555069
"300",5.2,0.97,1.27855748818916,0.181414404555069
"301",5.2,0.98,1.27865752720297,0.181414404555069
"302",5.2,0.99,1.27875877712884,0.181414404555069
"303",5.2,1,1.27886002841486,0.181414404555069
"304",5.3,0,1.2026675413911,0.18137012857337
"305",5.3,0.01,1.2024265550869,0.18137012857337
"306",5.3,0.02,1.20191582458988,0.18137012857337
"307",5.3,0.03,1.20153430125197,0.18137012857337
"308",5.3,0.04,1.20122716535706,0.18137012857337
"309",5.3,0.05,1.20097032292857,0.18137012857337
"310",5.3,0.06,1.20075050336941,0.18137012857337
"311",5.3,0.07,1.2005594268986,0.18137012857337
"312",5.3,0.08,1.20039149626262,0.18137012857337
"313",5.3,0.09,1.20024270902408,0.18137012857337
"314",5.3,0.1,1.20011008163677,0.18137012857337
"315",5.3,0.11,1.19999131771845,0.18137012857337
"316",5.3,0.12,1.19988460435626,0.18137012857337
"317",5.3,0.13,1.19978848056381,0.18137012857337
"318",5.3,0.14,1.19970174879403,0.18137012857337
"319",5.3,0.15,1.1996234133714,0.18137012857337
"320",5.3,0.16,1.19955263641933,0.18137012857337
"321",5.3,0.17,1.19948870553673,0.18137012857337
"322",5.3,0.18,1.1994310095893,0.18137012857337
"323",5.3,0.19,1.19937902024344,0.18137012857337
"324",5.3,0.2,1.19933227765174,0.18137012857337
"325",5.3,0.21,1.19929037919669,0.18137012857337
"326",5.3,0.22,1.19925297052527,0.18137012857337
"327",5.3,0.23,1.19921973832558,0.18137012857337
"328",5.3,0.24,1.19919040444616,0.18137012857337
"329",5.3,0.25,1.19916472106295,0.18137012857337
"330",5.3,0.26,1.19914246667275,0.18137012857337
"331",5.3,0.27,1.19912344274561,0.18137012857337
"332",5.3,0.28,1.19910747090719,0.18137012857337
"333",5.3,0.29,1.19909439055127,0.18137012857337
"334",5.3,0.3,1.19908405680415,0.18137012857337
"335",5.3,0.31,1.19907633877891,0.18137012857337
"336",5.3,0.32,1.19907111807022,0.18137012857337
"337",5.3,0.33,1.19906828745004,0.18137012857337
"338",5.3,0.34,1.19906774973196,0.18137012857337
"339",5.3,0.35,1.19906941677811,0.18137012857337
"340",5.3,0.36,1.19907320862697,0.18137012857337
"341",5.3,0.37,1.19907905272447,0.18137012857337
"342",5.3,0.38,1.19908688324361,0.18137012857337
"343",5.3,0.39,1.19909664048019,0.18137012857337
"344",5.3,0.4,1.19910827031446,0.18137012857337
"345",5.3,0.41,1.19912172372991,0.18137012857337
"346",5.3,0.42,1.19913695638185,0.18137012857337
"347",5.3,0.43,1.19915392820949,0.18137012857337
"348",5.3,0.44,1.19917260308618,0.18137012857337
"349",5.3,0.45,1.19919294850327,0.18137012857337
"350",5.3,0.46,1.19921493528351,0.18137012857337
"351",5.3,0.47,1.19923853732075,0.18137012857337
"352",5.3,0.48,1.19926373134275,0.18137012857337
"353",5.3,0.49,1.19929049669486,0.18137012857337
"354",5.3,0.5,1.19931881514193,0.18137012857337
"355",5.3,0.51,1.1993486706869,0.18137012857337
"356",5.3,0.52,1.19938004940395,0.18137012857337
"357",5.3,0.53,1.19941293928506,0.18137012857337
"358",5.3,0.54,1.19944733009835,0.18137012857337
"359",5.3,0.55,1.19948321325725,0.18137012857337
"360",5.3,0.56,1.19952058169925,0.18137012857337
"361",5.3,0.57,1.19955942977351,0.18137012857337
"362",5.3,0.58,1.19959975313626,0.18137012857337
"363",5.3,0.59,1.19964154865356,0.18137012857337
"364",5.3,0.6,1.19968481431039,0.18137012857337
"365",5.3,0.61,1.19972954912583,0.18137012857337
"366",5.3,0.62,1.19977575307351,0.18137012857337
"367",5.3,0.63,1.19982342700713,0.18137012857337
"368",5.3,0.64,1.1998725725903,0.18137012857337
"369",5.3,0.65,1.19992319223059,0.18137012857337
"370",5.3,0.66,1.19997528901732,0.18137012857337
"371",5.3,0.67,1.20002886666271,0.18137012857337
"372",5.3,0.68,1.20008392944625,0.18137012857337
"373",5.3,0.69,1.2001404821619,0.18137012857337
"374",5.3,0.7,1.20019853006795,0.18137012857337
"375",5.3,0.71,1.2002580788393,0.18137012857337
"376",5.3,0.72,1.20031913452197,0.18137012857337
"377",5.3,0.73,1.20038170348963,0.18137012857337
"378",5.3,0.74,1.20044579240215,0.18137012857337
"379",5.3,0.75,1.20051140816573,0.18137012857337
"380",5.3,0.76,1.20057855789477,0.18137012857337
"381",5.3,0.77,1.20064724887524,0.18137012857337
"382",5.3,0.78,1.20071748852938,0.18137012857337
"383",5.3,0.79,1.20078928438182,0.18137012857337
"384",5.3,0.8,1.20086264402679,0.18137012857337
"385",5.3,0.81,1.20093757509657,0.18137012857337
"386",5.3,0.82,1.20101408523084,0.18137012857337
"387",5.3,0.83,1.201092182047,0.18137012857337
"388",5.3,0.84,1.20117187311108,0.18137012857337
"389",5.3,0.85,1.20125316590901,0.18137012857337
"390",5.3,0.86,1.20133606781761,0.18137012857337
"391",5.3,0.87,1.20142058607438,0.18137012857337
"392",5.3,0.88,1.20150672774427,0.18137012857337
"393",5.3,0.89,1.20159449968022,0.18137012857337
"394",5.3,0.9,1.20168390847166,0.18137012857337
"395",5.3,0.91,1.20177496036975,0.18137012857337
"396",5.3,0.92,1.20186766116743,0.18137012857337
"397",5.3,0.93,1.20196201598969,0.18137012857337
"398",5.3,0.94,1.20205802889759,0.18137012857337
"399",5.3,0.95,1.20215570208257,0.18137012857337
"400",5.3,0.96,1.20225503408043,0.18137012857337
"401",5.3,0.97,1.20235601533514,0.18137012857337
"402",5.3,0.98,1.2024586151124,0.18137012857337
"403",5.3,0.99,1.20256272881743,0.18137012857337
"404",5.3,1,1.2026675413911,0.18137012857337
"405",5.4,0,1.12660833047078,0.181312550227113
"406",5.4,0.01,1.12635058439739,0.181312550227113
"407",5.4,0.02,1.12583114155412,0.181312550227113
"408",5.4,0.03,1.12544360155668,0.181312550227113
"409",5.4,0.04,1.12513201532251,0.181312550227113
"410",5.4,0.05,1.12487177160653,0.181312550227113
"411",5.4,0.06,1.12464930719024,0.181312550227113
"412",5.4,0.07,1.12445615633922,0.181312550227113
"413",5.4,0.08,1.12428659449357,0.181312550227113
"414",5.4,0.09,1.12413652742368,0.181312550227113
"415",5.4,0.1,1.12400290283289,0.181312550227113
"416",5.4,0.11,1.12388337133504,0.181312550227113
"417",5.4,0.12,1.12377607822028,0.181312550227113
"418",5.4,0.13,1.12367952894587,0.181312550227113
"419",5.4,0.14,1.12359249863279,0.181312550227113
"420",5.4,0.15,1.12351396908151,0.181312550227113
"421",5.4,0.16,1.12344308367694,0.181312550227113
"422",5.4,0.17,1.12337911430897,0.181312550227113
"423",5.4,0.18,1.12332143659347,0.181312550227113
"424",5.4,0.19,1.12326951096831,0.181312550227113
"425",5.4,0.2,1.12322286803719,0.181312550227113
"426",5.4,0.21,1.12318109704309,0.181312550227113
"427",5.4,0.22,1.12314383668653,0.181312550227113
"428",5.4,0.23,1.12311076772689,0.181312550227113
"429",5.4,0.24,1.12308160695837,0.181312550227113
"430",5.4,0.25,1.1230561022586,0.181312550227113
"431",5.4,0.26,1.12303402848356,0.181312550227113
"432",5.4,0.27,1.12301518403724,0.181312550227113
"433",5.4,0.28,1.12299938798423,0.181312550227113
"434",5.4,0.29,1.1229864776028,0.181312550227113
"435",5.4,0.3,1.12297630629848,0.181312550227113
"436",5.4,0.31,1.12296874181464,0.181312550227113
"437",5.4,0.32,1.12296366468947,0.181312550227113
"438",5.4,0.33,1.12296096691888,0.181312550227113
"439",5.4,0.34,1.12296055079216,0.181312550227113
"440",5.4,0.35,1.12296232787373,0.181312550227113
"441",5.4,0.36,1.12296621810893,0.181312550227113
"442",5.4,0.37,1.12297214903556,0.181312550227113
"443",5.4,0.38,1.12298005508619,0.181312550227113
"444",5.4,0.39,1.12298987696854,0.181312550227113
"445",5.4,0.4,1.12300156111345,0.181312550227113
"446",5.4,0.41,1.12301505918137,0.181312550227113
"447",5.4,0.42,1.12303032762001,0.181312550227113
"448",5.4,0.43,1.12304732726652,0.181312550227113
"449",5.4,0.44,1.12306602298888,0.181312550227113
"450",5.4,0.45,1.12308638336175,0.181312550227113
"451",5.4,0.46,1.12310838037264,0.181312550227113
"452",5.4,0.47,1.12313198915503,0.181312550227113
"453",5.4,0.48,1.12315718774535,0.181312550227113
"454",5.4,0.49,1.12318395686121,0.181312550227113
"455",5.4,0.5,1.12321227969849,0.181312550227113
"456",5.4,0.51,1.1232421417455,0.181312550227113
"457",5.4,0.52,1.12327353061216,0.181312550227113
"458",5.4,0.53,1.12330643587295,0.181312550227113
"459",5.4,0.54,1.12334084892197,0.181312550227113
"460",5.4,0.55,1.12337676283919,0.181312550227113
"461",5.4,0.56,1.12341417226657,0.181312550227113
"462",5.4,0.57,1.12345307329335,0.181312550227113
"463",5.4,0.58,1.12349346334938,0.181312550227113
"464",5.4,0.59,1.12353534110604,0.181312550227113
"465",5.4,0.6,1.12357870638388,0.181312550227113
"466",5.4,0.61,1.1236235600664,0.181312550227113
"467",5.4,0.62,1.12366990401961,0.181312550227113
"468",5.4,0.63,1.12371774101661,0.181312550227113
"469",5.4,0.64,1.12376707466704,0.181312550227113
"470",5.4,0.65,1.12381790935089,0.181312550227113
"471",5.4,0.66,1.12387025015624,0.181312550227113
"472",5.4,0.67,1.12392410282091,0.181312550227113
"473",5.4,0.68,1.12397947367744,0.181312550227113
"474",5.4,0.69,1.12403636960141,0.181312550227113
"475",5.4,0.7,1.12409479796278,0.181312550227113
"476",5.4,0.71,1.12415476658013,0.181312550227113
"477",5.4,0.72,1.12421628367767,0.181312550227113
"478",5.4,0.73,1.12427935784492,0.181312550227113
"479",5.4,0.74,1.12434399799902,0.181312550227113
"480",5.4,0.75,1.12441021334962,0.181312550227113
"481",5.4,0.76,1.12447801336641,0.181312550227113
"482",5.4,0.77,1.12454740774934,0.181312550227113
"483",5.4,0.78,1.12461840640172,0.181312550227113
"484",5.4,0.79,1.12469101940643,0.181312550227113
"485",5.4,0.8,1.12476525700547,0.181312550227113
"486",5.4,0.81,1.1248411295834,0.181312550227113
"487",5.4,0.82,1.12491864765526,0.181312550227113
"488",5.4,0.83,1.12499782185969,0.181312550227113
"489",5.4,0.84,1.1250786629584,0.181312550227113
"490",5.4,0.85,1.12516118184339,0.181312550227113
"491",5.4,0.86,1.12524538955376,0.181312550227113
"492",5.4,0.87,1.12533129730464,0.181312550227113
"493",5.4,0.88,1.12541891653162,0.181312550227113
"494",5.4,0.89,1.12550825895499,0.181312550227113
"495",5.4,0.9,1.12559933666973,0.181312550227113
"496",5.4,0.91,1.12569216226878,0.181312550227113
"497",5.4,0.92,1.12578674900893,0.181312550227113
"498",5.4,0.93,1.12588311102911,0.181312550227113
"499",5.4,0.94,1.12598126362597,0.181312550227113
"500",5.4,0.95,1.12608122356645,0.181312550227113
"501",5.4,0.96,1.12618300931737,0.181312550227113
"502",5.4,0.97,1.12628664067006,0.181312550227113
"503",5.4,0.98,1.12639213534844,0.181312550227113
"504",5.4,0.99,1.12649948767386,0.181312550227113
"505",5.4,1,1.12660833047078,0.181312550227113
"506",5.5,0,1.05071134467904,0.181237085927684
"507",5.5,0.01,1.05043445390959,0.181237085927684
"508",5.5,0.02,1.04990511646179,0.181237085927684
"509",5.5,0.03,1.04951074690286,0.181237085927684
"510",5.5,0.04,1.04919411235016,0.181237085927684
"511",5.5,0.05,1.04893001336091,0.181237085927684
"512",5.5,0.06,1.04870455389068,0.181237085927684
"513",5.5,0.07,1.04850905666358,0.181237085927684
"514",5.5,0.08,1.04833765227395,0.181237085927684
"515",5.5,0.09,1.04818614204101,0.181237085927684
"516",5.5,0.1,1.04805139542892,0.181237085927684
"517",5.5,0.11,1.04793100272767,0.181237085927684
"518",5.5,0.12,1.04782306165565,0.181237085927684
"519",5.5,0.13,1.04772603947626,0.181237085927684
"520",5.5,0.14,1.04763868020061,0.181237085927684
"521",5.5,0.15,1.04755993999203,0.181237085927684
"522",5.5,0.16,1.04748894090736,0.181237085927684
"523",5.5,0.17,1.04742493695735,0.181237085927684
"524",5.5,0.18,1.04736728867866,0.181237085927684
"525",5.5,0.19,1.04731544373136,0.181237085927684
