rup_mag,dist_rjb,result_type,damping,0.03,0.04,0.1,0.2,0.4,1.0,2.0,3.0,4.0,pga
6.0,30.0,TOTAL_STDDEV,5.0,0.7854400040741495,0.7606023928439879,0.7101014012097145,0.7303259546257411,0.7717408891590494,0.739808083221588,0.7241436321614656,0.7241436321614656,0.7241436321614656,0.7048290572897801
6.0,60.0,TOTAL_STDDEV,5.0,0.7854400040741495,0.7606023928439879,0.7101014012097145,0.7303259546257411,0.7717408891590494,0.739808083221588,0.7241436321614656,0.7241436321614656,0.7241436321614656,0.7048290572897801
6.0,90.0,TOTAL_STDDEV,5.0,0.7854400040741495,0.7606023928439879,0.7101014012097145,0.7303259546257411,0.7717408891590494,0.739808083221588,0.7241436321614656,0.7241436321614656,0.7241436321614656,0.7048290572897801
6.0,120.0,TOTAL_STDDEV,5.0,0.7854400040741495,0.7606023928439879,0.7101014012097145,0.7303259546257411,0.7717408891590494,0.739808083221588,0.7241436321614656,0.7241436321614656,0.7241436321614656,0.7048290572897801
6.0,150.0,TOTAL_STDDEV,5.0,0.7854400040741495,0.7606023928439879,0.7101014012097145,0.7303259546257411,0.7717408891590494,0.739808083221588,0.7241436321614656,0.7241436321614656,0.7241436321614656,0.7048290572897801
6.0,200.0,TOTAL_STDDEV,5.0,0.7854400040741495,0.7606023928439879,0.7101014012097145,0.7303259546257411,0.7717408891590494,0.739808083221588,0.7241436321614656,0.7241436321614656,0.7241436321614656,0.7048290572897801
7.0,0.0,TOTAL_STDDEV,5.0,0.934881810711921,0.902498753461743,0.8548894665393884,0.8589901047159972,0.9042875648818798,0.8918878853308863,0.8816098910515922,0.8816098910515922,0.8816098910515922,0.8739542322112754
7.0,10.0,TOTAL_STDDEV,5.0,0.877783572414066,0.8466493436548045,0.7955727496590114,0.8068234007513665,0.8548894665393884,0.8417624367955605,0.8308646099094605,0.8308646099094605,0.8308646099094605,0.8088513117034828
7.0,30.0,TOTAL_STDDEV,5.0,0.7823707560996896,0.7574325052438666,0.7139579819569216,0.7414607204700732,0.7934960617419599,0.7793356144819766,0.7675519526390381,0.7675519526390381,0.7675519526390381,0.7156786988586429
7.0,60.0,TOTAL_STDDEV,5.0,0.7823707560996896,0.7574325052438666,0.7139579819569216,0.7414607204700732,0.7934960617419599,0.7793356144819766,0.7675519526390381,0.7675519526390381,0.7675519526390381,0.7156786988586429
7.0,90.0,TOTAL_STDDEV,5.0,0.7823707560996896,0.7574325052438666,0.7139579819569216,0.7414607204700732,0.7934960617419599,0.7793356144819766,0.7675519526390381,0.7675519526390381,0.7675519526390381,0.7156786988586429
7.0,120.0,TOTAL_STDDEV,5.0,0.7823707560996896,0.7574325052438666,0.7139579819569216,0.7414607204700732,0.7934960617419599,0.7793356144819766,0.7675519526390381,0.7675519526390381,0.7675519526390381,0.7156786988586429
7.0,150.0,TOTAL_STDDEV,5.0,0.7823707560996896,0.7574325052438666,0.7139579819569216,0.7414607204700732,0.7934960617419599,0.7793356144819766,0.7675519526390381,0.7675519526390381,0.7675519526390381,0.7156786988586429
7.0,200.0,TOTAL_STDDEV,5.0,0.7823707560996896,0.7574325052438666,0.7139579819569216,0.7414607204700732,0.7934960617419599,0.7793356144819766,0.7675519526390381,0.7675519526390381,0.7675519526390381,0.7156786988586429
8.0,0.0,TOTAL_STDDEV,5.0,0.9404254356406998,0.9082400563727632,0.8660254037844387,0.8752713864853575,0.9284934033152848,0.9289779329994874,0.9217917335276988,0.9217917335276988,0.9217917335276988,0.889719056781409
8.0,10.0,TOTAL_STDDEV,5.0,0.8836854644046149,0.8527667389803093,0.8075270893288967,0.8241359111214606,0.8804544281222054,0.8809653795694811,0.873384222435922,0.873384222435922,0.873384222435922,0.8258598213041027
8.0,30.0,TOTAL_STDDEV,5.0,0.788986691902975,0.7642643521714199,0.7272551134230683,0.7602631123499285,0.8209750300709517,0.8215229759416349,0.8133879763065102,0.8133879763065102,0.8133879763065102,0.7348469228349535
8.0,60.0,TOTAL_STDDEV,5.0,0.788986691902975,0.7642643521714199,0.7272551134230683,0.7602631123499285,0.8209750300709517,0.8215229759416349,0.8133879763065102,0.8133879763065102,0.8133879763065102,0.7348469228349535
8.0,90.0,TOTAL_STDDEV,5.0,0.788986691902975,0.7642643521714199,0.7272551134230683,0.7602631123499285,0.8209750300709517,0.8215229759416349,0.8133879763065102,0.8133879763065102,0.8133879763065102,0.7348469228349535
8.0,120.0,TOTAL_STDDEV,5.0,0.788986691902975,0.7642643521714199,0.7272551134230683,0.7602631123499285,0.8209750300709517,0.8215229759416349,0.8133879763065102,0.8133879763065102,0.8133879763065102,0.7348469228349535
8.0,150.0,TOTAL_STDDEV,5.0,0.788986691902975,0.7642643521714199,0.7272551134230683,0.7602631123499285,0.8209750300709517,0.8215229759416349,0.8133879763065102,0.8133879763065102,0.8133879763065102,0.7348469228349535
8.0,200.0,TOTAL_STDDEV,5.0,0.788986691902975,0.7642643521714199,0.7272551134230683,0.7602631123499285,0.8209750300709517,0.8215229759416349,0.8133879763065102,0.8133879763065102,0.8133879763065102,0.7348469228349535
