rup_mag,dist_rjb,result_type,damping,0.030,0.040,0.050,0.100,0.310,0.500,1.000,2.000,2.500,4.000
5.40,56.5500,MEAN,5.0,3.787245325e-02,5.150612853e-02,6.011257724e-02,8.004813085e-02,5.732873779e-02,3.789284767e-02,1.450043848e-02,3.789284767e-03,2.329043705e-03,8.042542777e-04
5.40,63.9000,MEAN,5.0,3.588399649e-02,4.845716150e-02,5.673729937e-02,7.710113597e-02,5.646197459e-02,3.748495911e-02,1.441886077e-02,3.779087553e-03,2.322925377e-03,8.011951135e-04
5.40,72.2100,MEAN,5.0,3.376297595e-02,4.522464463e-02,5.314788000e-02,7.390940795e-02,5.549323925e-02,3.703628169e-02,1.432708584e-02,3.766850896e-03,2.315787327e-03,7.977280607e-04
5.40,81.6100,MEAN,5.0,3.151958885e-02,4.182897232e-02,4.935451635e-02,7.045255236e-02,5.441233455e-02,3.653661820e-02,1.422511370e-02,3.753594518e-03,2.308649277e-03,7.938531193e-04
5.40,92.2200,MEAN,5.0,2.916403239e-02,3.830073624e-02,4.540819448e-02,6.674076642e-02,5.321926050e-02,3.597577142e-02,1.411294434e-02,3.738298697e-03,2.299471784e-03,7.894683173e-04
5.40,104.2100,MEAN,5.0,2.541145759e-02,3.317153754e-02,3.939183815e-02,5.877674219e-02,4.772296209e-02,3.241694369e-02,1.278730651e-02,3.403830074e-03,2.094507780e-03,7.190055677e-04
5.40,117.7700,MEAN,5.0,1.984377868e-02,2.600289601e-02,3.076499500e-02,4.517365856e-02,3.625109620e-02,2.461607489e-02,9.732221157e-03,2.604368487e-03,1.607080945e-03,5.537087268e-04
5.40,133.0900,MEAN,5.0,1.530601840e-02,2.008851182e-02,2.368812840e-02,3.440540044e-02,2.743050599e-02,1.864050741e-02,7.395019681e-03,1.991515918e-03,1.231823466e-03,4.259376338e-04
5.40,150.4000,MEAN,5.0,1.163502131e-02,1.526522954e-02,1.795729407e-02,2.594171272e-02,2.067995024e-02,1.407215549e-02,5.610507209e-03,1.521424347e-03,9.432423062e-04,3.273305733e-04
5.40,169.9600,MEAN,5.0,8.696184202e-03,1.138009096e-02,1.337874493e-02,1.933391797e-02,1.550996268e-02,1.059490547e-02,4.250198846e-03,1.161462688e-03,7.218607876e-04,2.512593559e-04
5.40,192.0600,MEAN,5.0,6.380396876e-03,8.309709787e-03,9.765871964e-03,1.422511370e-02,1.157383803e-02,7.941590358e-03,3.212122448e-03,8.860359350e-04,5.518732282e-04,1.925234026e-04
5.40,217.0400,MEAN,5.0,4.584667469e-03,5.924581404e-03,6.969795852e-03,1.030938348e-02,8.580955683e-03,5.929680011e-03,2.422858075e-03,6.749536027e-04,4.214508596e-04,1.473497440e-04
5.40,245.2700,MEAN,5.0,3.216201334e-03,4.111516734e-03,4.848775315e-03,7.354230824e-03,6.320233312e-03,4.406216222e-03,1.823261885e-03,5.136336753e-04,3.215181612e-04,1.125772439e-04
5.40,277.1700,MEAN,5.0,2.196479922e-03,2.767523912e-03,3.277384619e-03,5.146533967e-03,4.619337997e-03,3.256990190e-03,1.368466135e-03,3.902473844e-04,2.449370832e-04,8.586054290e-05
5.40,313.2200,MEAN,5.0,1.455142455e-03,1.799808292e-03,2.143454408e-03,3.527216364e-03,3.347745396e-03,2.393286154e-03,1.023800298e-03,2.961270981e-04,1.863031020e-04,6.533355087e-05
5.40,353.9600,MEAN,5.0,9.314135378e-04,1.125772439e-03,1.351130871e-03,2.359635348e-03,2.402463647e-03,1.746782779e-03,7.626496441e-04,2.242367385e-04,1.415373320e-04,4.958905227e-05
5.40,400.0000,MEAN,5.0,5.735932943e-04,6.737299370e-04,8.173067118e-04,1.536720168e-03,1.704974201e-03,1.264454551e-03,5.661493280e-04,1.694776987e-04,1.072746926e-04,3.753594518e-05
5.60, 1.0000,MEAN,5.0,6.688352742e-01,7.939550915e-01,8.240368731e-01,7.721330532e-01,4.014643199e-01,2.498317460e-01,9.299859278e-02,2.594171272e-02,1.653988130e-02,6.223359778e-03
5.60, 1.1300,MEAN,5.0,6.622070850e-01,7.864091530e-01,8.167968511e-01,7.674423348e-01,3.995268493e-01,2.485061081e-01,9.245814044e-02,2.582954337e-02,1.647869802e-02,6.203985071e-03
5.60, 1.2800,MEAN,5.0,6.544572023e-01,7.777415210e-01,8.083331634e-01,7.617318948e-01,3.970795179e-01,2.468745539e-01,9.181571595e-02,2.568678237e-02,1.639712031e-02,6.179511757e-03
5.60, 1.4400,MEAN,5.0,6.455856260e-01,7.677482512e-01,7.985438378e-01,7.548997614e-01,3.941223258e-01,2.449370832e-01,9.105092489e-02,2.552362695e-02,1.630534538e-02,6.148920115e-03
5.60, 1.6300,MEAN,5.0,6.353884119e-01,7.564293435e-01,7.875308466e-01,7.469459344e-01,3.906552730e-01,2.425917239e-01,9.016376726e-02,2.531968266e-02,1.618297881e-02,6.111190423e-03
5.60, 1.8400,MEAN,5.0,6.240695042e-01,7.438867701e-01,7.750902453e-01,7.376664695e-01,3.865763873e-01,2.399404483e-01,8.914404585e-02,2.507494952e-02,1.604021781e-02,6.065302959e-03
5.60, 2.0800,MEAN,5.0,6.116289030e-01,7.302225032e-01,7.615279506e-01,7.270613668e-01,3.817836967e-01,2.368812840e-01,8.799176065e-02,2.478942753e-02,1.587706239e-02,6.010238003e-03
5.60, 2.3500,MEAN,5.0,5.980666082e-01,7.154365427e-01,7.468439622e-01,7.151306263e-01,3.763791732e-01,2.335162034e-01,8.671710889e-02,2.446311668e-02,1.568331532e-02,5.943956111e-03
5.60, 2.6600,MEAN,5.0,5.836885363e-01,6.997328330e-01,7.311402525e-01,7.018742480e-01,3.702608447e-01,2.297432341e-01,8.532009055e-02,2.409601697e-02,1.545897661e-02,5.866457284e-03
5.60, 3.0100,MEAN,5.0,5.685966594e-01,6.833153183e-01,7.145187935e-01,6.874961760e-01,3.635306834e-01,2.256643485e-01,8.381090286e-02,2.368812840e-02,1.519384904e-02,5.776721800e-03
5.60, 3.4000,MEAN,5.0,5.528929496e-01,6.662859707e-01,6.972855016e-01,6.720983827e-01,3.561886893e-01,2.212795464e-01,8.222013746e-02,2.322925377e-02,1.490832705e-02,5.673729937e-03
5.60, 3.8400,MEAN,5.0,5.367813513e-01,6.486447902e-01,6.794403769e-01,6.558848123e-01,3.484388065e-01,2.165888279e-01,8.054779434e-02,2.273978749e-02,1.460241062e-02,5.557481696e-03
5.60, 4.3400,MEAN,5.0,5.203638366e-01,6.306976934e-01,6.611873636e-01,6.388554647e-01,3.401790631e-01,2.116941652e-01,7.881426794e-02,2.221972957e-02,1.426590256e-02,5.430016519e-03
5.60, 4.9000,MEAN,5.0,5.036404054e-01,6.125466523e-01,6.426284339e-01,6.213162564e-01,3.316134032e-01,2.066975302e-01,7.705014990e-02,2.167927722e-02,1.389880285e-02,5.291334407e-03
5.60, 5.5400,MEAN,5.0,4.869169743e-01,5.940896947e-01,6.238655599e-01,6.033691595e-01,3.228437991e-01,2.015989232e-01,7.525544021e-02,2.110823323e-02,1.353170314e-02,5.142455081e-03
5.60, 6.2600,MEAN,5.0,4.701935431e-01,5.756327371e-01,6.050007138e-01,5.851161463e-01,3.138702506e-01,1.965003161e-01,7.345053331e-02,2.053718924e-02,1.314420900e-02,4.987457427e-03
5.60, 7.0700,MEAN,5.0,4.534701120e-01,5.569718353e-01,5.859319234e-01,5.666591887e-01,3.047947301e-01,1.912997369e-01,7.164562641e-02,1.995594803e-02,1.274651765e-02,4.826341444e-03
5.60, 7.9900,MEAN,5.0,4.368486529e-01,5.384129056e-01,5.668631330e-01,5.482022312e-01,2.957192095e-01,1.860991577e-01,6.984071952e-02,1.936450962e-02,1.234882630e-02,4.662166296e-03
5.60, 9.0300,MEAN,5.0,4.203291661e-01,5.197520038e-01,5.476923704e-01,5.297452736e-01,2.866436889e-01,1.810005506e-01,6.805620704e-02,1.878326841e-02,1.194093774e-02,4.495951706e-03
5.60,10.2100,MEAN,5.0,3.925927437e-01,4.883445843e-01,5.155711460e-01,4.980319377e-01,2.710419513e-01,1.721289744e-01,6.507862052e-02,1.780433586e-02,1.126792160e-02,4.198193054e-03
5.60,11.5400,MEAN,5.0,3.405869516e-01,4.270593274e-01,4.538780005e-01,4.472498114e-01,2.477923031e-01,1.580568189e-01,6.001060510e-02,1.646850081e-02,1.042155283e-02,3.881059694e-03
5.60,13.0400,MEAN,5.0,2.949034324e-01,3.728101483e-01,3.988130443e-01,4.009544592e-01,2.262761813e-01,1.449024127e-01,5.529949218e-02,1.521424347e-02,9.633308180e-03,3.581261599e-03
5.60,14.7300,MEAN,5.0,2.548283809e-01,3.246792976e-01,3.497644444e-01,3.587379928e-01,2.063916138e-01,1.327677279e-01,5.092488732e-02,1.405176106e-02,8.892990435e-03,3.299818490e-03
5.60,16.6500,MEAN,5.0,2.197499643e-01,2.821569147e-01,3.060183958e-01,3.204984398e-01,1.880366284e-01,1.214488202e-01,4.686639610e-02,1.296065915e-02,8.201619318e-03,3.035710644e-03
5.60,18.8100,MEAN,5.0,1.891583219e-01,2.447331389e-01,2.671670100e-01,2.858279118e-01,1.711092530e-01,1.111496339e-01,4.311382130e-02,1.195113495e-02,7.558175107e-03,2.788938062e-03
5.60,21.2600,MEAN,5.0,1.624416209e-01,2.115921930e-01,2.327004262e-01,2.544204923e-01,1.556094875e-01,1.015642526e-01,3.964676850e-02,1.101299125e-02,6.960618359e-03,2.560520466e-03
5.60,24.0300,MEAN,5.0,1.390900006e-01,1.825301328e-01,2.022107560e-01,2.260722371e-01,1.413333877e-01,9.276405686e-02,3.643464605e-02,1.014418861e-02,6.406909632e-03,2.349438134e-03
5.60,27.1500,MEAN,5.0,1.187975445e-01,1.569351253e-01,1.750861665e-01,2.004772296e-01,1.282809536e-01,8.467766606e-02,3.347745396e-02,9.339628414e-03,5.895009483e-03,2.153651622e-03
5.60,30.6800,MEAN,5.0,1.011257724e-01,1.345012543e-01,1.511227133e-01,1.773295536e-01,1.162482410e-01,7.723369975e-02,3.074460058e-02,8.597271226e-03,5.420839027e-03,1.973160932e-03
5.60,34.6700,MEAN,5.0,8.579935961e-02,1.147186589e-01,1.300144800e-01,1.565272368e-01,1.053372219e-01,7.039136908e-02,2.821569147e-02,7.909978994e-03,4.983378541e-03,1.806946342e-03
5.60,39.1800,MEAN,5.0,7.251238962e-02,9.750576143e-02,1.113535782e-01,1.377643628e-01,9.523178268e-02,6.409968797e-02,2.589072665e-02,7.275712275e-03,4.580588583e-03,1.652968409e-03
5.60,44.2800,MEAN,5.0,6.100993209e-02,8.244447617e-02,9.493606347e-02,1.208369873e-01,8.602369833e-02,5.830767034e-02,2.374931169e-02,6.690392185e-03,4.207370546e-03,1.512246854e-03
5.60,50.0400,MEAN,5.0,5.115942325e-02,6.942263374e-02,8.060897763e-02,1.058470826e-01,7.770277160e-02,5.306630229e-02,2.179144658e-02,6.159117329e-03,3.870862480e-03,1.385801399e-03
5.60,56.5500,MEAN,5.0,4.878347236e-02,6.577203108e-02,7.658107805e-02,1.023800298e-01,7.665245855e-02,5.256663879e-02,2.167927722e-02,6.143821508e-03,3.862704709e-03,1.381722513e-03
5.60,63.9000,MEAN,5.0,4.622397161e-02,6.187669529e-02,7.227785369e-02,9.861725777e-02,7.548997614e-02,5.200579202e-02,2.155691065e-02,6.127505965e-03,3.852507495e-03,1.375604185e-03
5.60,72.2100,MEAN,5.0,4.349111823e-02,5.774682357e-02,6.769930455e-02,9.452817490e-02,7.419492995e-02,5.138376196e-02,2.142434687e-02,6.108131259e-03,3.840270838e-03,1.370505578e-03
5.60,81.6100,MEAN,5.0,4.060530663e-02,5.341300757e-02,6.287602227e-02,9.010258397e-02,7.274692554e-02,5.069035140e-02,2.127138866e-02,6.086717109e-03,3.828034181e-03,1.363367528e-03
5.60,92.2200,MEAN,5.0,3.756653682e-02,4.891603614e-02,5.783859849e-02,8.536087941e-02,7.115616014e-02,4.991536312e-02,2.109803602e-02,6.062243795e-03,3.812738360e-03,1.356229478e-03
5.60,104.2100,MEAN,5.0,3.275345176e-02,4.237962189e-02,5.021108233e-02,7.519425693e-02,6.381416597e-02,4.497991149e-02,1.912997369e-02,5.519752004e-03,3.474190851e-03,1.234882630e-03
5.60,117.7700,MEAN,5.0,2.563579630e-02,3.328370689e-02,3.926947158e-02,5.783859849e-02,4.848775315e-02,3.415047009e-02,1.455142455e-02,4.224705810e-03,2.666571493e-03,9.523178268e-04
5.60,133.0900,MEAN,5.0,1.981318704e-02,2.576836008e-02,3.029592315e-02,4.409275386e-02,3.670997084e-02,2.587033223e-02,1.106397732e-02,3.231497155e-03,2.044541431e-03,7.334856117e-04
5.60,150.4000,MEAN,5.0,1.509187690e-02,1.961943997e-02,2.300491506e-02,3.326331246e-02,2.767523912e-02,1.953786226e-02,8.393326943e-03,2.469765260e-03,1.566292089e-03,5.643138295e-04
5.60,169.9600,MEAN,5.0,1.130871046e-02,1.465339669e-02,1.716191137e-02,2.482001917e-02,2.076152795e-02,1.470438276e-02,6.357963005e-03,1.886484612e-03,1.199192381e-03,4.335855444e-04
5.60,192.0600,MEAN,5.0,8.312768952e-03,1.071727204e-02,1.255277058e-02,1.827340771e-02,1.549976546e-02,1.103338568e-02,4.806966737e-03,1.438826912e-03,9.175453266e-04,3.327350968e-04
5.60,217.0400,MEAN,5.0,5.984744968e-03,7.659127526e-03,8.970489262e-03,1.325637836e-02,1.149226031e-02,8.237309567e-03,3.626129341e-03,1.096200518e-03,7.010584708e-04,2.549303530e-04
5.60,245.2700,MEAN,5.0,4.207370546e-03,5.324985214e-03,6.250892256e-03,9.461994983e-03,8.471845492e-03,6.122407358e-03,2.728774499e-03,8.346419758e-04,5.350478249e-04,1.949707340e-04
5.60,277.1700,MEAN,5.0,2.879693268e-03,3.591458813e-03,4.231843860e-03,6.628189179e-03,6.194807579e-03,4.527563070e-03,2.047600596e-03,6.343686905e-04,4.078885648e-04,1.488793262e-04
5.60,313.2200,MEAN,5.0,1.911977648e-03,2.340260641e-03,2.772622520e-03,4.544898334e-03,4.489833378e-03,3.327350968e-03,1.531621561e-03,4.814104787e-04,3.104031978e-04,1.133930210e-04
5.60,353.9600,MEAN,5.0,1.226724859e-03,1.466359391e-03,1.750861665e-03,3.043868415e-03,3.223339384e-03,2.428976404e-03,1.142087982e-03,3.647543491e-04,2.358615626e-04,8.616645932e-05
5.60,400.0000,MEAN,5.0,7.567352599e-04,8.795097179e-04,1.060510269e-03,1.983358147e-03,2.288254849e-03,1.759019436e-03,8.476944099e-04,2.757326698e-04,1.788591357e-04,6.529276202e-05
5.80, 1.0000,MEAN,5.0,8.081292191e-01,9.605775702e-01,9.988171232e-01,9.449758326e-01,5.141435360e-01,3.320212918e-01,1.330736443e-01,3.998327657e-02,2.600289601e-02,1.009830114e-02
5.80, 1.1300,MEAN,5.0,7.997675035e-01,9.510941611e-01,9.896396305e-01,9.389594763e-01,5.114922603e-01,3.300838211e-01,1.322578672e-01,3.979972671e-02,2.590092387e-02,1.006567006e-02
5.80, 1.2800,MEAN,5.0,7.899781780e-01,9.401831420e-01,9.789325556e-01,9.317194542e-01,5.082291518e-01,3.278404340e-01,1.313401179e-01,3.958558522e-02,2.577855730e-02,1.002488120e-02
5.80, 1.4400,MEAN,5.0,7.787612424e-01,9.275385965e-01,9.665939265e-01,9.230518222e-01,5.043542104e-01,3.251891583e-01,1.302184243e-01,3.932045765e-02,2.562559909e-02,9.973895132e-03
5.80, 1.6300,MEAN,5.0,7.660147248e-01,9.133644688e-01,9.527257153e-01,9.128546081e-01,4.996634919e-01,3.220280219e-01,1.288927865e-01,3.900434401e-02,2.543185202e-02,9.911692126e-03
5.80, 1.8400,MEAN,5.0,7.517386250e-01,8.975587869e-01,9.371239777e-01,9.011278119e-01,4.941569963e-01,3.183570249e-01,1.273632044e-01,3.861684988e-02,2.520751331e-02,9.835213020e-03
5.80, 2.0800,MEAN,5.0,7.361368874e-01,8.803254951e-01,9.199926580e-01,8.876674892e-01,4.878347236e-01,3.141761671e-01,1.256296780e-01,3.817836967e-02,2.494238574e-02,9.743438093e-03
5.80, 2.3500,MEAN,5.0,7.192095120e-01,8.618685375e-01,9.015357004e-01,8.724736402e-01,4.805947015e-01,3.094854486e-01,1.237941794e-01,3.766850896e-02,2.462627210e-02,9.633308180e-03
5.80, 2.6600,MEAN,5.0,7.012624151e-01,8.421879143e-01,8.817531051e-01,8.558521812e-01,4.725389024e-01,3.042848694e-01,1.217547366e-01,3.708726776e-02,2.425917239e-02,9.504823282e-03
5.80, 3.0100,MEAN,5.0,6.822955968e-01,8.215895417e-01,8.610527604e-01,8.375991679e-01,4.636673261e-01,2.986764016e-01,1.195113495e-01,3.643464605e-02,2.385128383e-02,9.353904513e-03
5.80, 3.4000,MEAN,5.0,6.627169457e-01,8.001753921e-01,8.394346664e-01,8.181224889e-01,4.539799727e-01,2.925580731e-01,1.171659903e-01,3.572084107e-02,2.339240919e-02,9.182591316e-03
5.80, 3.8400,MEAN,5.0,6.426284339e-01,7.782513817e-01,8.172047397e-01,7.975241164e-01,4.435788143e-01,2.862358004e-01,1.147186589e-01,3.495605001e-02,2.289274570e-02,8.990883691e-03
5.80, 4.3400,MEAN,5.0,6.221320335e-01,7.559194828e-01,7.943629800e-01,7.761099668e-01,4.326677952e-01,2.796076112e-01,1.121693553e-01,3.414027288e-02,2.235229335e-02,8.777761915e-03
5.80, 4.9000,MEAN,5.0,6.014316889e-01,7.331796953e-01,7.713172761e-01,7.539820121e-01,4.214508596e-01,2.727754777e-01,1.096200518e-01,3.328370689e-02,2.178124936e-02,8.548324598e-03
5.80, 5.5400,MEAN,5.0,5.807313442e-01,7.103379357e-01,7.479656558e-01,7.314461689e-01,4.098260355e-01,2.657394000e-01,1.069687761e-01,3.240674648e-02,2.117961373e-02,8.302571737e-03
5.80, 6.2600,MEAN,5.0,5.599290274e-01,6.873942039e-01,7.244100912e-01,7.085024371e-01,3.979972671e-01,2.587033223e-01,1.043175005e-01,3.149919442e-02,2.055758367e-02,8.044582220e-03
5.80, 7.0700,MEAN,5.0,5.393306549e-01,6.644504721e-01,7.008545265e-01,6.854567332e-01,3.860665266e-01,2.516672445e-01,1.017172109e-01,3.058144515e-02,1.992535639e-02,7.778434932e-03
5.80, 7.9900,MEAN,5.0,5.188342545e-01,6.414047682e-01,6.771969898e-01,6.623090572e-01,3.740338140e-01,2.445291946e-01,9.908632961e-02,2.966369588e-02,1.929312912e-02,7.506169315e-03
5.80, 9.0300,MEAN,5.0,4.984398262e-01,6.184610364e-01,6.536414252e-01,6.392633533e-01,3.622050456e-01,2.374931169e-01,9.648604001e-02,2.875614382e-02,1.865070463e-02,7.231864255e-03
5.80,10.2100,MEAN,5.0,4.656047968e-01,5.811392328e-01,6.151979279e-01,6.010238003e-01,3.424224502e-01,2.259702649e-01,9.227459058e-02,2.727754777e-02,1.761058879e-02,6.768910734e-03
5.80,11.5400,MEAN,5.0,4.056451777e-01,5.098607061e-01,5.432055962e-01,5.409622091e-01,3.136663064e-01,2.077172516e-01,8.521811841e-02,2.528909102e-02,1.634613424e-02,6.279444456e-03
5.80,13.0400,MEAN,5.0,3.527216364e-01,4.465360064e-01,4.786572308e-01,4.859992250e-01,2.868476332e-01,1.907898762e-01,7.865111252e-02,2.343319805e-02,1.514286297e-02,5.814451492e-03
5.80,14.7300,MEAN,5.0,3.061203679e-01,3.902473844e-01,4.210429711e-01,4.359309037e-01,2.620684029e-01,1.749841943e-01,7.254298126e-02,2.168947444e-02,1.402116942e-02,5.374951563e-03
5.80,16.6500,MEAN,5.0,2.651275671e-01,3.402810352e-01,3.695470397e-01,3.903493566e-01,2.392266433e-01,1.605041503e-01,6.687333021e-02,2.005792018e-02,1.297085636e-02,4.962984113e-03
5.80,18.8100,MEAN,5.0,2.291314013e-01,2.961270981e-01,3.235576041e-01,3.488466951e-01,2.181184101e-01,1.470438276e-01,6.162176493e-02,1.853853527e-02,1.198172659e-02,4.576509698e-03
5.80,21.2600,MEAN,5.0,1.976220097e-01,2.569697959e-01,2.826667754e-01,3.113209471e-01,1.987437032e-01,1.346032264e-01,5.675769380e-02,1.712112251e-02,1.106397732e-02,4.217567760e-03
5.80,24.0300,MEAN,5.0,1.699875594e-01,2.224012400e-01,2.462627210e-01,2.772622520e-01,1.807966064e-01,1.231823466e-01,5.225052516e-02,1.581587910e-02,1.021760855e-02,3.883099137e-03
5.80,27.1500,MEAN,5.0,1.457181898e-01,1.918095976e-01,2.139375523e-01,2.463646932e-01,1.643790916e-01,1.125772439e-01,4.807986458e-02,1.459221341e-02,9.428344176e-03,3.572084107e-03
5.80,30.6800,MEAN,5.0,1.246099566e-01,1.648889523e-01,1.852833806e-01,2.185262986e-01,1.492872147e-01,1.028898905e-01,4.422531764e-02,1.347051985e-02,8.696184202e-03,3.284522668e-03
5.80,34.6700,MEAN,5.0,1.061529990e-01,1.412314156e-01,1.597903453e-01,1.933391797e-01,1.354190035e-01,9.388575041e-02,4.066648991e-02,1.242020680e-02,8.018069463e-03,3.019395101e-03
5.80,39.1800,MEAN,5.0,9.013317562e-02,1.204290988e-01,1.372545021e-01,1.704974201e-01,1.227744580e-01,8.563620419e-02,3.737278975e-02,1.146166867e-02,7.390940795e-03,2.772622520e-03
5.80,44.2800,MEAN,5.0,7.617318948e-02,1.021760855e-01,1.173699345e-01,1.500010197e-01,1.110476618e-01,7.802908245e-02,3.433401995e-02,1.056431383e-02,6.809699590e-03,2.546244366e-03
5.80,50.0400,MEAN,5.0,6.414047682e-02,8.629902311e-02,9.997348724e-02,1.316460343e-01,1.005139396e-01,7.112556849e-02,3.155018049e-02,9.747516978e-03,6.283523341e-03,2.342300084e-03
5.80,56.5500,MEAN,5.0,6.116289030e-02,8.176126282e-02,9.497685232e-02,1.273632044e-01,9.915771011e-02,7.045255236e-02,3.139722228e-02,9.724063386e-03,6.269247242e-03,2.334142312e-03
5.80,63.9000,MEAN,5.0,5.795076785e-02,7.691758612e-02,8.964370934e-02,1.226724859e-01,9.764852242e-02,6.970815573e-02,3.122386964e-02,9.696530908e-03,6.251911978e-03,2.324964820e-03
5.80,72.2100,MEAN,5.0,5.453470112e-02,7.178838741e-02,8.396386107e-02,1.175738788e-01,9.596598209e-02,6.887198417e-02,3.103012257e-02,9.666958987e-03,6.233556992e-03,2.314767605e-03
5.80,81.6100,MEAN,5.0,5.090449289e-02,6.640425836e-02,7.798829360e-02,1.120673832e-01,9.409989191e-02,6.794403769e-02,3.080578386e-02,9.633308180e-03,6.212142843e-03,2.303550670e-03
5.80,92.2200,MEAN,5.0,4.710093203e-02,6.080598780e-02,7.173740134e-02,1.061529990e-01,9.204005466e-02,6.690392185e-02,3.056105072e-02,9.594558767e-03,6.188689250e-03,2.291314013e-03
5.80,104.2100,MEAN,5.0,4.109477291e-02,5.272979422e-02,6.230497828e-02,9.354924235e-02,8.255664552e-02,6.028592988e-02,2.770583077e-02,8.735953338e-03,5.640079130e-03,2.088389452e-03
5.80,117.7700,MEAN,5.0,3.223339384e-02,4.149246426e-02,4.881406400e-02,7.201272612e-02,6.275365570e-02,4.579568862e-02,2.108783880e-02,6.689372463e-03,4.329737116e-03,1.611159831e-03
5.80,133.0900,MEAN,5.0,2.496278017e-02,3.217221055e-02,3.770929782e-02,5.494258968e-02,4.751901780e-02,3.469092244e-02,1.601982338e-02,5.117981767e-03,3.322252361e-03,1.243040401e-03
5.80,150.4000,MEAN,5.0,1.905859319e-02,2.454469439e-02,2.868476332e-02,4.149246426e-02,3.584320764e-02,2.620684029e-02,1.216527645e-02,3.912671058e-03,2.547264087e-03,9.571105174e-04
5.80,169.9600,MEAN,5.0,1.430669141e-02,1.837537985e-02,2.143454408e-02,3.096893929e-02,2.690025085e-02,1.973160932e-02,9.213182958e-03,2.988803459e-03,1.950727061e-03,7.363408317e-04
5.80,192.0600,MEAN,5.0,1.054391940e-02,1.347051985e-02,1.569351253e-02,2.282136520e-02,2.007831460e-02,1.479615769e-02,6.965716966e-03,2.281116799e-03,1.492872147e-03,5.656394673e-04
5.80,217.0400,MEAN,5.0,7.604062570e-03,9.639426509e-03,1.123732996e-02,1.657047295e-02,1.490832705e-02,1.105378011e-02,5.255644158e-03,1.738625008e-03,1.141068260e-03,4.338914609e-04
5.80,245.2700,MEAN,5.0,5.357616299e-03,6.714865499e-03,7.844716823e-03,1.183896559e-02,1.098239961e-02,8.219974303e-03,3.955499358e-03,1.323598393e-03,8.715558909e-04,3.322252361e-04
5.80,277.1700,MEAN,5.0,3.674056248e-03,4.537760284e-03,5.318866886e-03,8.299512573e-03,8.035404727e-03,6.079579059e-03,2.968409031e-03,1.006363062e-03,6.645524443e-04,2.539106316e-04
5.80,313.2200,MEAN,5.0,2.444272225e-03,2.962290702e-03,3.490506394e-03,5.696163808e-03,5.826688149e-03,4.468419228e-03,2.220953236e-03,7.639752820e-04,5.059857647e-04,1.936450962e-04
5.80,353.9600,MEAN,5.0,1.571390696e-03,1.859971856e-03,2.207696857e-03,3.816817246e-03,4.183916954e-03,3.262088797e-03,1.656027573e-03,5.788958457e-04,3.846389166e-04,1.473497440e-04
5.80,400.0000,MEAN,5.0,9.715905615e-04,1.117614668e-03,1.339913936e-03,2.490159688e-03,2.971468195e-03,2.363714233e-03,1.229784023e-03,4.378683744e-04,2.918442681e-04,1.117614668e-04
6.00, 1.0000,MEAN,5.0,9.502783839e-01,1.131890767e+00,1.178797952e+00,1.124752718e+00,6.368160219e-01,4.262435503e-01,1.843656313e-01,6.013297167e-02,4.001386821e-02,1.612179553e-02
6.00, 1.1300,MEAN,5.0,9.400811698e-01,1.119654110e+00,1.167581017e+00,1.117614668e+00,6.334509412e-01,4.236942467e-01,1.832439378e-01,5.986784410e-02,3.985071279e-02,1.607080945e-02
6.00, 1.2800,MEAN,5.0,9.281504293e-01,1.106397732e+00,1.154324639e+00,1.108437175e+00,6.292700834e-01,4.207370546e-01,1.818163278e-01,5.953133604e-02,3.965696572e-02,1.599942896e-02
6.00, 1.4400,MEAN,5.0,9.143841902e-01,1.091101911e+00,1.139028817e+00,1.097220239e+00,6.242734485e-01,4.171680297e-01,1.802867457e-01,5.912344747e-02,3.941223258e-02,1.591785124e-02
6.00, 1.6300,MEAN,5.0,8.987824526e-01,1.073766647e+00,1.121693553e+00,1.084983582e+00,6.182570922e-01,4.129871719e-01,1.783492750e-01,5.863398120e-02,3.911651337e-02,1.581587910e-02
6.00, 1.8400,MEAN,5.0,8.813452165e-01,1.054391940e+00,1.103338568e+00,1.070707483e+00,6.112210144e-01,4.080925091e-01,1.762078600e-01,5.805273999e-02,3.875961087e-02,1.569351253e-02
6.00, 2.0800,MEAN,5.0,8.622764261e-01,1.032977790e+00,1.081924418e+00,1.053372219e+00,6.030632431e-01,4.024840414e-01,1.738625008e-01,5.736952665e-02,3.834152510e-02,1.554055432e-02
6.00, 2.3500,MEAN,5.0,8.416780536e-01,1.010747864e+00,1.059490547e+00,1.035017233e+00,5.937837783e-01,3.962637407e-01,1.712112251e-01,5.658434116e-02,3.785205882e-02,1.535700447e-02
6.00, 2.6600,MEAN,5.0,8.198560153e-01,9.867844105e-01,1.035017233e+00,1.014622805e+00,5.834845920e-01,3.894316073e-01,1.682540330e-01,5.569718353e-02,3.728101483e-02,1.515306018e-02
6.00, 3.0100,MEAN,5.0,7.969122836e-01,9.616992638e-01,1.010136031e+00,9.922909061e-01,5.719617401e-01,3.818856688e-01,1.650928966e-01,5.470805376e-02,3.663859034e-02,1.490832705e-02
6.00, 3.4000,MEAN,5.0,7.730508025e-01,9.356963678e-01,9.838272184e-01,9.684294251e-01,5.596231110e-01,3.739318418e-01,1.618297881e-01,5.361695185e-02,3.591458813e-02,1.462280505e-02
