rup_mag,rup_dip,rup_rake,rup_ztor,dist_rrup,dist_rjb,dist_rx,site_vs30,site_vs30measured,site_z1pt0,result_type,damping,0.01,0.02,0.03,0.04,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.75,1.0,1.5,2.0,3.0,4.0,5.0,7.5,10.0,pga,pgv
4.0,30.0,0.0,0.0,0.0,0.0,0.0,1.500E+03,0,1.000E+03,MEAN,5.0,1.396E-01,1.481E-01,1.734E-01,2.046E-01,2.386E-01,3.102E-01,3.442E-01,3.264E-01,2.660E-01,2.111E-01,1.669E-01,1.078E-01,7.437E-02,3.534E-02,1.999E-02,8.454E-03,4.230E-03,1.524E-03,7.182E-04,3.918E-04,1.202E-04,4.736E-05,1.396E-01,4.794E+00
4.0,30.0,0.0,0.0,0.0,0.0,0.0,1.500E+03,0,7.000E+02,MEAN,5.0,1.298E-01,1.377E-01,1.613E-01,1.903E-01,2.219E-01,2.885E-01,3.202E-01,3.040E-01,2.481E-01,1.971E-01,1.560E-01,1.005E-01,6.829E-02,3.109E-02,1.764E-02,7.597E-03,3.828E-03,1.385E-03,6.534E-04,3.566E-04,1.094E-04,4.312E-05,1.298E-01,4.358E+00
4.0,30.0,0.0,0.0,0.0,0.0,0.0,1.800E+02,0,0.000E+00,MEAN,5.0,1.857E-01,1.934E-01,2.131E-01,2.336E-01,2.558E-01,3.080E-01,3.511E-01,3.843E-01,3.514E-01,3.059E-01,2.633E-01,1.942E-01,1.452E-01,8.001E-02,5.056E-02,2.482E-02,1.380E-02,5.731E-03,2.984E-03,1.698E-03,4.597E-04,1.507E-04,1.857E-01,1.467E+01
4.0,30.0,0.0,0.0,0.0,0.0,0.0,1.800E+02,0,1.000E+02,MEAN,5.0,1.732E-01,1.804E-01,1.987E-01,2.177E-01,2.385E-01,2.876E-01,3.292E-01,3.657E-01,3.520E-01,3.209E-01,2.840E-01,2.138E-01,1.605E-01,8.637E-02,5.268E-02,2.448E-02,1.307E-02,5.067E-03,2.478E-03,1.350E-03,3.523E-04,1.153E-04,1.732E-01,1.310E+01
4.0,30.0,0.0,0.0,0.0,0.0,0.0,1.800E+02,0,1.000E+03,MEAN,5.0,2.175E-01,2.266E-01,2.495E-01,2.735E-01,2.996E-01,3.614E-01,4.138E-01,4.611E-01,4.465E-01,4.116E-01,3.707E-01,2.917E-01,2.295E-01,1.308E-01,8.138E-02,3.839E-02,2.058E-02,7.999E-03,3.914E-03,2.132E-03,5.566E-04,1.821E-04,2.175E-01,1.723E+01
4.0,30.0,0.0,0.0,0.0,0.0,0.0,1.800E+02,0,7.000E+02,MEAN,5.0,2.022E-01,2.107E-01,2.320E-01,2.543E-01,2.786E-01,3.361E-01,3.850E-01,4.294E-01,4.164E-01,3.844E-01,3.466E-01,2.720E-01,2.107E-01,1.151E-01,7.183E-02,3.450E-02,1.863E-02,7.269E-03,3.561E-03,1.941E-03,5.068E-04,1.658E-04,2.022E-01,1.567E+01
4.0,30.0,0.0,0.0,0.0,0.0,0.0,2.550E+02,0,0.000E+00,MEAN,5.0,1.851E-01,1.945E-01,2.186E-01,2.436E-01,2.696E-01,3.291E-01,3.738E-01,3.979E-01,3.504E-01,2.944E-01,2.450E-01,1.711E-01,1.231E-01,6.424E-02,3.944E-02,1.876E-02,1.023E-02,4.185E-03,2.164E-03,1.231E-03,3.437E-04,1.167E-04,1.851E-01,1.205E+01
4.0,30.0,0.0,0.0,0.0,0.0,0.0,2.550E+02,0,1.000E+02,MEAN,5.0,1.726E-01,1.814E-01,2.038E-01,2.271E-01,2.514E-01,3.073E-01,3.504E-01,3.788E-01,3.511E-01,3.088E-01,2.643E-01,1.884E-01,1.361E-01,6.935E-02,4.110E-02,1.850E-02,9.689E-03,3.700E-03,1.797E-03,9.789E-04,2.634E-04,8.928E-05,1.726E-01,1.076E+01
4.0,30.0,0.0,0.0,0.0,0.0,0.0,2.550E+02,0,1.000E+03,MEAN,5.0,2.168E-01,2.278E-01,2.560E-01,2.853E-01,3.158E-01,3.861E-01,4.406E-01,4.776E-01,4.453E-01,3.961E-01,3.450E-01,2.570E-01,1.946E-01,1.050E-01,6.349E-02,2.901E-02,1.526E-02,5.841E-03,2.838E-03,1.546E-03,4.162E-04,1.411E-04,2.168E-01,1.416E+01
4.0,30.0,0.0,0.0,0.0,0.0,0.0,2.550E+02,0,7.000E+02,MEAN,5.0,2.016E-01,2.118E-01,2.381E-01,2.652E-01,2.936E-01,3.591E-01,4.098E-01,4.447E-01,4.153E-01,3.699E-01,3.225E-01,2.397E-01,1.787E-01,9.240E-02,5.603E-02,2.607E-02,1.382E-02,5.308E-03,2.582E-03,1.407E-03,3.789E-04,1.285E-04,2.016E-01,1.287E+01
4.0,30.0,0.0,0.0,0.0,0.0,0.0,3.600E+02,0,0.000E+00,MEAN,5.0,1.781E-01,1.879E-01,2.146E-01,2.434E-01,2.735E-01,3.408E-01,3.860E-01,3.984E-01,3.375E-01,2.738E-01,2.208E-01,1.468E-01,1.022E-01,5.092E-02,3.054E-02,1.417E-02,7.608E-03,3.066E-03,1.574E-03,8.959E-04,2.578E-04,9.067E-05,1.781E-01,9.677E+00
4.0,30.0,0.0,0.0,0.0,0.0,0.0,3.600E+02,0,1.000E+02,MEAN,5.0,1.660E-01,1.752E-01,2.000E-01,2.269E-01,2.550E-01,3.182E-01,3.618E-01,3.792E-01,3.382E-01,2.872E-01,2.381E-01,1.616E-01,1.129E-01,5.497E-02,3.183E-02,1.397E-02,7.205E-03,2.711E-03,1.307E-03,7.122E-04,1.976E-04,6.934E-05,1.660E-01,8.636E+00
4.0,30.0,0.0,0.0,0.0,0.0,0.0,3.600E+02,0,1.000E+03,MEAN,5.0,2.086E-01,2.201E-01,2.513E-01,2.850E-01,3.203E-01,3.998E-01,4.549E-01,4.781E-01,4.289E-01,3.684E-01,3.109E-01,2.205E-01,1.615E-01,8.325E-02,4.916E-02,2.191E-02,1.135E-02,4.279E-03,2.064E-03,1.125E-03,3.121E-04,1.096E-04,2.086E-01,1.137E+01
4.0,30.0,0.0,0.0,0.0,0.0,0.0,3.600E+02,0,7.000E+02,MEAN,5.0,1.939E-01,2.046E-01,2.336E-01,2.650E-01,2.978E-01,3.718E-01,4.232E-01,4.452E-01,4.000E-01,3.440E-01,2.906E-01,2.056E-01,1.483E-01,7.324E-02,4.339E-02,1.969E-02,1.027E-02,3.889E-03,1.878E-03,1.024E-03,2.842E-04,9.975E-05,1.939E-01,1.033E+01
4.0,30.0,0.0,0.0,0.0,0.0,0.0,5.250E+02,0,0.000E+00,MEAN,5.0,1.619E-01,1.711E-01,1.977E-01,2.282E-01,2.610E-01,3.329E-01,3.754E-01,3.737E-01,3.045E-01,2.387E-01,1.871E-01,1.192E-01,8.075E-02,3.878E-02,2.283E-02,1.037E-02,5.498E-03,2.181E-03,1.111E-03,6.327E-04,1.881E-04,6.876E-05,1.619E-01,7.391E+00
4.0,30.0,0.0,0.0,0.0,0.0,0.0,5.250E+02,0,1.000E+02,MEAN,5.0,1.510E-01,1.596E-01,1.843E-01,2.128E-01,2.433E-01,3.108E-01,3.519E-01,3.557E-01,3.050E-01,2.505E-01,2.017E-01,1.312E-01,8.923E-02,4.186E-02,2.379E-02,1.023E-02,5.207E-03,1.928E-03,9.226E-04,5.029E-04,1.442E-04,5.258E-05,1.510E-01,6.596E+00
4.0,30.0,0.0,0.0,0.0,0.0,0.0,5.250E+02,0,1.000E+03,MEAN,5.0,1.896E-01,2.004E-01,2.315E-01,2.673E-01,3.057E-01,3.906E-01,4.424E-01,4.484E-01,3.869E-01,3.212E-01,2.634E-01,1.791E-01,1.276E-01,6.340E-02,3.675E-02,1.604E-02,8.204E-03,3.044E-03,1.457E-03,7.945E-04,2.278E-04,8.308E-05,1.896E-01,8.680E+00
4.0,30.0,0.0,0.0,0.0,0.0,0.0,5.250E+02,0,7.000E+02,MEAN,5.0,1.763E-01,1.864E-01,2.152E-01,2.485E-01,2.842E-01,3.632E-01,4.115E-01,4.176E-01,3.608E-01,3.000E-01,2.462E-01,1.670E-01,1.172E-01,5.578E-02,3.244E-02,1.442E-02,7.425E-03,2.767E-03,1.326E-03,7.231E-04,2.074E-04,7.565E-05,1.763E-01,7.891E+00
4.0,30.0,0.0,0.0,0.0,0.0,0.0,7.600E+02,0,0.000E+00,MEAN,5.0,1.412E-01,1.494E-01,1.739E-01,2.033E-01,2.354E-01,3.046E-01,3.407E-01,3.279E-01,2.589E-01,1.979E-01,1.519E-01,9.406E-02,6.257E-02,2.932E-02,1.704E-02,7.621E-03,3.996E-03,1.562E-03,7.897E-04,4.498E-04,1.382E-04,5.242E-05,1.412E-01,5.568E+00
4.0,30.0,0.0,0.0,0.0,0.0,0.0,7.600E+02,0,1.000E+02,MEAN,5.0,1.317E-01,1.393E-01,1.621E-01,1.895E-01,2.194E-01,2.844E-01,3.194E-01,3.121E-01,2.594E-01,2.076E-01,1.639E-01,1.035E-01,6.914E-02,3.165E-02,1.776E-02,7.515E-03,3.784E-03,1.381E-03,6.557E-04,3.576E-04,1.059E-04,4.009E-05,1.317E-01,4.969E+00
4.0,30.0,0.0,0.0,0.0,0.0,0.0,7.600E+02,0,1.000E+03,MEAN,5.0,1.654E-01,1.750E-01,2.036E-01,2.381E-01,2.757E-01,3.574E-01,4.016E-01,3.935E-01,3.290E-01,2.663E-01,2.139E-01,1.413E-01,9.888E-02,4.794E-02,2.743E-02,1.179E-02,5.961E-03,2.180E-03,1.036E-03,5.649E-04,1.673E-04,6.334E-05,1.654E-01,6.540E+00
4.0,30.0,0.0,0.0,0.0,0.0,0.0,7.600E+02,0,7.000E+02,MEAN,5.0,1.538E-01,1.627E-01,1.893E-01,2.214E-01,2.563E-01,3.323E-01,3.736E-01,3.664E-01,3.068E-01,2.487E-01,2.000E-01,1.317E-01,9.079E-02,4.217E-02,2.421E-02,1.059E-02,5.396E-03,1.981E-03,9.423E-04,5.141E-04,1.523E-04,5.768E-05,1.538E-01,5.946E+00
4.0,30.0,0.0,0.0,100.0,100.0,100.0,1.070E+03,0,0.000E+00,MEAN,5.0,2.871E-04,2.999E-04,3.319E-04,3.635E-04,3.928E-04,4.485E-04,4.882E-04,5.282E-04,4.806E-04,4.130E-04,3.489E-04,2.503E-04,1.846E-04,1.013E-04,6.476E-05,3.219E-05,1.779E-05,7.260E-06,3.718E-06,2.139E-06,6.842E-07,2.701E-07,2.871E-04,1.354E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,1.070E+03,0,1.000E+02,MEAN,5.0,2.677E-04,2.797E-04,3.094E-04,3.388E-04,3.662E-04,4.187E-04,4.576E-04,5.028E-04,4.815E-04,4.332E-04,3.763E-04,2.755E-04,2.040E-04,1.094E-04,6.748E-05,3.175E-05,1.685E-05,6.418E-06,3.088E-06,1.700E-06,5.244E-07,2.066E-07,2.677E-04,1.208E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,1.070E+03,0,1.000E+03,MEAN,5.0,3.363E-04,3.513E-04,3.887E-04,4.256E-04,4.600E-04,5.261E-04,5.753E-04,6.339E-04,6.107E-04,5.557E-04,4.913E-04,3.759E-04,2.917E-04,1.657E-04,1.042E-04,4.979E-05,2.655E-05,1.013E-05,4.877E-06,2.686E-06,8.285E-07,3.264E-07,3.363E-04,1.590E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,1.070E+03,0,7.000E+02,MEAN,5.0,3.127E-04,3.266E-04,3.614E-04,3.958E-04,4.277E-04,4.893E-04,5.352E-04,5.904E-04,5.695E-04,5.189E-04,4.593E-04,3.505E-04,2.679E-04,1.458E-04,9.200E-05,4.474E-05,2.403E-05,9.208E-06,4.437E-06,2.445E-06,7.543E-07,2.972E-07,3.127E-04,1.446E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,1.500E+02,0,0.000E+00,MEAN,5.0,6.828E-04,7.025E-04,7.528E-04,7.963E-04,8.442E-04,9.901E-04,1.162E-03,1.454E-03,1.469E-03,1.369E-03,1.236E-03,9.754E-04,7.657E-04,4.605E-04,3.111E-04,1.671E-04,9.759E-05,4.282E-05,2.280E-05,1.309E-05,3.526E-06,1.141E-06,6.828E-04,6.338E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,1.500E+02,0,1.000E+02,MEAN,5.0,6.366E-04,6.550E-04,7.019E-04,7.423E-04,7.870E-04,9.244E-04,1.089E-03,1.384E-03,1.472E-03,1.436E-03,1.333E-03,1.074E-03,8.461E-04,4.971E-04,3.242E-04,1.647E-04,9.242E-05,3.785E-05,1.894E-05,1.041E-05,2.703E-06,8.724E-07,6.366E-04,5.656E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,1.500E+02,0,1.000E+03,MEAN,5.0,7.997E-04,8.228E-04,8.817E-04,9.324E-04,9.887E-04,1.162E-03,1.369E-03,1.744E-03,1.867E-03,1.842E-03,1.740E-03,1.465E-03,1.210E-03,7.528E-04,5.008E-04,2.584E-04,1.456E-04,5.976E-05,2.991E-05,1.644E-05,4.270E-06,1.378E-06,7.997E-04,7.443E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,1.500E+02,0,7.000E+02,MEAN,5.0,7.435E-04,7.650E-04,8.197E-04,8.670E-04,9.193E-04,1.080E-03,1.274E-03,1.625E-03,1.741E-03,1.720E-03,1.626E-03,1.366E-03,1.111E-03,6.623E-04,4.420E-04,2.322E-04,1.318E-04,5.431E-05,2.721E-05,1.497E-05,3.888E-06,1.255E-06,7.435E-04,6.767E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,1.500E+03,0,0.000E+00,MEAN,5.0,2.803E-04,2.929E-04,3.244E-04,3.556E-04,3.845E-04,4.387E-04,4.765E-04,5.136E-04,4.659E-04,3.994E-04,3.369E-04,2.410E-04,1.775E-04,9.717E-05,6.200E-05,3.075E-05,1.697E-05,6.911E-06,3.536E-06,2.034E-06,6.537E-07,2.595E-07,2.803E-04,1.297E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,1.500E+03,0,1.000E+02,MEAN,5.0,2.613E-04,2.731E-04,3.025E-04,3.315E-04,3.585E-04,4.096E-04,4.467E-04,4.888E-04,4.668E-04,4.190E-04,3.633E-04,2.652E-04,1.961E-04,1.049E-04,6.460E-05,3.033E-05,1.607E-05,6.110E-06,2.936E-06,1.617E-06,5.010E-07,1.985E-07,2.613E-04,1.157E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,1.500E+03,0,1.000E+03,MEAN,5.0,3.283E-04,3.431E-04,3.799E-04,4.164E-04,4.503E-04,5.147E-04,5.616E-04,6.163E-04,5.921E-04,5.374E-04,4.743E-04,3.619E-04,2.804E-04,1.589E-04,9.980E-05,4.756E-05,2.532E-05,9.645E-06,4.638E-06,2.554E-06,7.916E-07,3.136E-07,3.283E-04,1.523E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,1.500E+03,0,7.000E+02,MEAN,5.0,3.052E-04,3.190E-04,3.532E-04,3.872E-04,4.187E-04,4.787E-04,5.225E-04,5.740E-04,5.521E-04,5.019E-04,4.434E-04,3.375E-04,2.575E-04,1.398E-04,8.808E-05,4.274E-05,2.292E-05,8.765E-06,4.219E-06,2.325E-06,7.207E-07,2.855E-07,3.052E-04,1.385E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,1.800E+02,0,0.000E+00,MEAN,5.0,6.302E-04,6.492E-04,6.979E-04,7.405E-04,7.864E-04,9.200E-04,1.072E-03,1.323E-03,1.325E-03,1.225E-03,1.099E-03,8.598E-04,6.711E-04,4.002E-04,2.689E-04,1.434E-04,8.333E-05,3.632E-05,1.927E-05,1.107E-05,3.029E-06,9.980E-07,6.302E-04,5.493E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,1.800E+02,0,1.000E+02,MEAN,5.0,5.876E-04,6.054E-04,6.506E-04,6.903E-04,7.332E-04,8.590E-04,1.005E-03,1.260E-03,1.327E-03,1.285E-03,1.185E-03,9.465E-04,7.415E-04,4.320E-04,2.803E-04,1.414E-04,7.892E-05,3.211E-05,1.600E-05,8.798E-06,2.321E-06,7.632E-07,5.876E-04,4.902E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,1.800E+02,0,1.000E+03,MEAN,5.0,7.381E-04,7.605E-04,8.173E-04,8.671E-04,9.211E-04,1.079E-03,1.264E-03,1.588E-03,1.683E-03,1.648E-03,1.547E-03,1.291E-03,1.061E-03,6.542E-04,4.329E-04,2.218E-04,1.243E-04,5.069E-05,2.528E-05,1.390E-05,3.667E-06,1.206E-06,7.381E-04,6.451E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,1.800E+02,0,7.000E+02,MEAN,5.0,6.862E-04,7.070E-04,7.599E-04,8.063E-04,8.564E-04,1.004E-03,1.176E-03,1.479E-03,1.570E-03,1.539E-03,1.446E-03,1.204E-03,9.738E-04,5.756E-04,3.821E-04,1.993E-04,1.125E-04,4.606E-05,2.300E-05,1.265E-05,3.339E-06,1.098E-06,6.862E-04,5.865E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,2.550E+02,0,0.000E+00,MEAN,5.0,5.406E-04,5.584E-04,6.037E-04,6.446E-04,6.869E-04,7.997E-04,9.197E-04,1.106E-03,1.087E-03,9.908E-04,8.785E-04,6.757E-04,5.216E-04,3.060E-04,2.036E-04,1.071E-04,6.163E-05,2.651E-05,1.397E-05,8.027E-06,2.265E-06,7.731E-07,5.406E-04,4.178E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,2.550E+02,0,1.000E+02,MEAN,5.0,5.040E-04,5.207E-04,5.628E-04,6.009E-04,6.404E-04,7.467E-04,8.621E-04,1.053E-03,1.089E-03,1.039E-03,9.475E-04,7.438E-04,5.764E-04,3.304E-04,2.122E-04,1.056E-04,5.836E-05,2.344E-05,1.160E-05,6.381E-06,1.736E-06,5.912E-07,5.040E-04,3.729E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,2.550E+02,0,1.000E+03,MEAN,5.0,6.331E-04,6.541E-04,7.070E-04,7.548E-04,8.045E-04,9.382E-04,1.084E-03,1.328E-03,1.381E-03,1.333E-03,1.237E-03,1.015E-03,8.243E-04,5.003E-04,3.278E-04,1.656E-04,9.195E-05,3.701E-05,1.833E-05,1.008E-05,2.742E-06,9.341E-07,6.331E-04,4.907E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,2.550E+02,0,7.000E+02,MEAN,5.0,5.887E-04,6.082E-04,6.573E-04,7.018E-04,7.480E-04,8.726E-04,1.008E-03,1.236E-03,1.288E-03,1.245E-03,1.156E-03,9.464E-04,7.569E-04,4.402E-04,2.893E-04,1.488E-04,8.322E-05,3.363E-05,1.667E-05,9.175E-06,2.497E-06,8.505E-07,5.887E-04,4.462E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,3.600E+02,0,0.000E+00,MEAN,5.0,4.644E-04,4.810E-04,5.229E-04,5.617E-04,6.006E-04,6.960E-04,7.899E-04,9.264E-04,8.934E-04,8.030E-04,7.037E-04,5.323E-04,4.064E-04,2.346E-04,1.546E-04,8.022E-05,4.571E-05,1.942E-05,1.016E-05,5.841E-06,1.698E-06,6.004E-07,4.644E-04,3.187E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,3.600E+02,0,1.000E+02,MEAN,5.0,4.330E-04,4.485E-04,4.875E-04,5.237E-04,5.600E-04,6.499E-04,7.405E-04,8.817E-04,8.951E-04,8.424E-04,7.590E-04,5.859E-04,4.491E-04,2.533E-04,1.611E-04,7.910E-05,4.329E-05,1.717E-05,8.440E-06,4.643E-06,1.302E-06,4.591E-07,4.330E-04,2.844E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,3.600E+02,0,1.000E+03,MEAN,5.0,5.439E-04,5.634E-04,6.124E-04,6.578E-04,7.035E-04,8.166E-04,9.309E-04,1.112E-03,1.135E-03,1.080E-03,9.908E-04,7.994E-04,6.422E-04,3.836E-04,2.489E-04,1.241E-04,6.820E-05,2.710E-05,1.333E-05,7.335E-06,2.057E-06,7.254E-07,5.439E-04,3.743E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,3.600E+02,0,7.000E+02,MEAN,5.0,5.057E-04,5.238E-04,5.694E-04,6.116E-04,6.541E-04,7.594E-04,8.660E-04,1.035E-03,1.059E-03,1.009E-03,9.263E-04,7.455E-04,5.897E-04,3.375E-04,2.197E-04,1.115E-04,6.173E-05,2.463E-05,1.213E-05,6.676E-06,1.872E-06,6.605E-07,5.057E-04,3.403E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,5.250E+02,0,0.000E+00,MEAN,5.0,3.932E-04,4.085E-04,4.468E-04,4.832E-04,5.185E-04,5.978E-04,6.687E-04,7.627E-04,7.209E-04,6.379E-04,5.520E-04,4.099E-04,3.092E-04,1.754E-04,1.144E-04,5.847E-05,3.297E-05,1.381E-05,7.175E-06,4.124E-06,1.239E-06,4.553E-07,3.932E-04,2.369E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,5.250E+02,0,1.000E+02,MEAN,5.0,3.666E-04,3.809E-04,4.166E-04,4.504E-04,4.834E-04,5.582E-04,6.269E-04,7.260E-04,7.222E-04,6.692E-04,5.954E-04,4.512E-04,3.417E-04,1.894E-04,1.192E-04,5.766E-05,3.122E-05,1.221E-05,5.958E-06,3.279E-06,9.500E-07,3.482E-07,3.666E-04,2.114E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,5.250E+02,0,1.000E+03,MEAN,5.0,4.605E-04,4.784E-04,5.233E-04,5.658E-04,6.073E-04,7.014E-04,7.881E-04,9.153E-04,9.161E-04,8.583E-04,7.772E-04,6.156E-04,4.887E-04,2.868E-04,1.841E-04,9.043E-05,4.919E-05,1.928E-05,9.410E-06,5.179E-06,1.501E-06,5.501E-07,4.605E-04,2.783E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,5.250E+02,0,7.000E+02,MEAN,5.0,4.282E-04,4.448E-04,4.865E-04,5.261E-04,5.647E-04,6.523E-04,7.332E-04,8.524E-04,8.543E-04,8.016E-04,7.266E-04,5.741E-04,4.487E-04,2.523E-04,1.625E-04,8.126E-05,4.452E-05,1.752E-05,8.562E-06,4.714E-06,1.367E-06,5.009E-07,4.282E-04,2.530E-02
4.0,30.0,0.0,0.0,100.0,100.0,100.0,7.600E+02,0,0.000E+00,MEAN,5.0,3.340E-04,3.479E-04,3.829E-04,4.168E-04,4.489E-04,5.149E-04,5.679E-04,6.302E-04,5.840E-04,5.089E-04,4.350E-04,3.172E-04,2.365E-04,1.319E-04,8.512E-05,4.288E-05,2.393E-05,9.888E-06,5.099E-06,2.932E-06,9.102E-07,3.471E-07,3.340E-04,1.771E-02
