rup_mag,rup_dip,rup_rake,rup_ztor,dist_rrup,dist_rjb,dist_rx,site_vs30,site_vs30measured,site_z1pt0,result_type,damping,0.01,0.02,0.03,0.04,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.75,1.0,1.5,2.0,3.0,4.0,5.0,7.5,10.0,pga,pgv
4.0,60.0,-70.0,5.0,5.0,5.0,5.0,7.600E+02,0,1.000E+02,MEAN,5.0,3.143E-02,3.300E-02,3.794E-02,4.382E-02,5.020E-02,6.403E-02,7.143E-02,7.009E-02,5.894E-02,4.771E-02,3.796E-02,2.434E-02,1.645E-02,7.701E-03,4.379E-03,1.868E-03,9.387E-04,3.432E-04,1.614E-04,8.692E-05,2.562E-05,9.712E-06,3.143E-02,1.254E+00
4.0,90.0,-70.0,0.0,0.0,0.0,0.0,7.600E+02,0,1.000E+02,MEAN,5.0,1.021E-01,1.080E-01,1.257E-01,1.470E-01,1.703E-01,2.213E-01,2.489E-01,2.438E-01,2.035E-01,1.639E-01,1.302E-01,8.360E-02,5.679E-02,2.692E-02,1.544E-02,6.676E-03,3.390E-03,1.245E-03,5.921E-04,3.232E-04,9.572E-05,3.628E-05,1.021E-01,4.668E+00
4.0,90.0,-70.0,0.0,100.0,100.0,100.0,7.600E+02,0,1.000E+02,MEAN,5.0,2.413E-04,2.514E-04,2.766E-04,3.011E-04,3.243E-04,3.729E-04,4.134E-04,4.672E-04,4.580E-04,4.207E-04,3.723E-04,2.817E-04,2.146E-04,1.211E-04,7.711E-05,3.757E-05,2.030E-05,7.879E-06,3.824E-06,2.107E-06,6.306E-07,2.402E-07,2.413E-04,1.485E-02
4.0,90.0,-70.0,0.0,10.0,10.0,10.0,7.600E+02,0,1.000E+02,MEAN,5.0,1.379E-02,1.455E-02,1.683E-02,1.955E-02,2.250E-02,2.888E-02,3.227E-02,3.139E-02,2.594E-02,2.062E-02,1.618E-02,1.020E-02,6.854E-03,3.220E-03,1.847E-03,8.029E-04,4.094E-04,1.509E-04,7.189E-05,3.927E-05,1.164E-05,4.413E-06,1.379E-02,5.224E-01
4.0,90.0,-70.0,0.0,1.0,1.0,1.0,7.600E+02,0,1.000E+02,MEAN,5.0,7.578E-02,8.015E-02,9.320E-02,1.089E-01,1.261E-01,1.637E-01,1.839E-01,1.795E-01,1.491E-01,1.195E-01,9.446E-02,6.024E-02,4.073E-02,1.921E-02,1.100E-02,4.754E-03,2.415E-03,8.867E-04,4.218E-04,2.302E-04,6.819E-05,2.584E-05,7.578E-02,3.293E+00
4.0,90.0,-70.0,0.0,200.0,200.0,200.0,7.600E+02,0,1.000E+02,MEAN,5.0,3.277E-05,3.366E-05,3.506E-05,3.550E-05,3.555E-05,3.625E-05,4.000E-05,5.417E-05,6.529E-05,7.157E-05,7.341E-05,6.952E-05,6.170E-05,4.338E-05,3.118E-05,1.731E-05,9.994E-06,4.110E-06,2.037E-06,1.134E-06,3.430E-07,1.313E-07,3.277E-05,3.969E-03
4.0,90.0,-70.0,0.0,50.0,50.0,50.0,7.600E+02,0,1.000E+02,MEAN,5.0,9.644E-04,1.012E-03,1.144E-03,1.291E-03,1.443E-03,1.763E-03,1.959E-03,2.026E-03,1.795E-03,1.512E-03,1.245E-03,8.441E-04,5.965E-04,3.022E-04,1.812E-04,8.271E-05,4.326E-05,1.631E-05,7.833E-06,4.295E-06,1.278E-06,4.857E-07,9.644E-04,4.297E-02
4.0,90.0,-70.0,0.0,5.0,5.0,5.0,7.600E+02,0,1.000E+02,MEAN,5.0,3.041E-02,3.213E-02,3.727E-02,4.344E-02,5.017E-02,6.482E-02,7.258E-02,7.046E-02,5.813E-02,4.620E-02,3.625E-02,2.285E-02,1.535E-02,7.189E-03,4.112E-03,1.779E-03,9.050E-04,3.328E-04,1.584E-04,8.648E-05,2.562E-05,9.712E-06,3.041E-02,1.195E+00
4.0,90.0,-70.0,5.0,0.0,0.0,0.0,7.600E+02,0,1.000E+02,MEAN,5.0,1.318E-01,1.394E-01,1.622E-01,1.893E-01,2.188E-01,2.826E-01,3.168E-01,3.088E-01,2.570E-01,2.064E-01,1.635E-01,1.044E-01,7.034E-02,3.266E-02,1.839E-02,7.679E-03,3.771E-03,1.313E-03,6.044E-04,3.248E-04,9.572E-05,3.628E-05,1.318E-01,5.177E+00
4.0,90.0,-70.0,5.0,100.0,100.0,100.0,7.600E+02,0,1.000E+02,MEAN,5.0,3.117E-04,3.247E-04,3.571E-04,3.881E-04,4.172E-04,4.776E-04,5.279E-04,5.936E-04,5.796E-04,5.306E-04,4.681E-04,3.519E-04,2.659E-04,1.470E-04,9.185E-05,4.321E-05,2.258E-05,8.307E-06,3.903E-06,2.118E-06,6.306E-07,2.402E-07,3.117E-04,1.647E-02
4.0,90.0,-70.0,5.0,10.0,10.0,10.0,7.600E+02,0,1.000E+02,MEAN,5.0,1.780E-02,1.879E-02,2.172E-02,2.520E-02,2.893E-02,3.696E-02,4.118E-02,3.985E-02,3.281E-02,2.600E-02,2.034E-02,1.274E-02,8.493E-03,3.907E-03,2.200E-03,9.235E-04,4.554E-04,1.591E-04,7.338E-05,3.946E-05,1.164E-05,4.413E-06,1.780E-02,5.794E-01
4.0,90.0,-70.0,5.0,1.0,1.0,1.0,7.600E+02,0,1.000E+02,MEAN,5.0,9.781E-02,1.035E-01,1.202E-01,1.403E-01,1.620E-01,2.091E-01,2.341E-01,2.275E-01,1.884E-01,1.505E-01,1.187E-01,7.520E-02,5.046E-02,2.331E-02,1.310E-02,5.469E-03,2.686E-03,9.350E-04,4.306E-04,2.314E-04,6.819E-05,2.584E-05,9.781E-02,3.652E+00
4.0,90.0,-70.0,5.0,200.0,200.0,200.0,7.600E+02,0,1.000E+02,MEAN,5.0,4.233E-05,4.349E-05,4.526E-05,4.577E-05,4.574E-05,4.643E-05,5.108E-05,6.882E-05,8.262E-05,9.025E-05,9.230E-05,8.684E-05,7.646E-05,5.264E-05,3.715E-05,1.991E-05,1.112E-05,4.333E-06,2.079E-06,1.139E-06,3.430E-07,1.313E-07,4.233E-05,4.402E-03
4.0,90.0,-70.0,5.0,50.0,50.0,50.0,7.600E+02,0,1.000E+02,MEAN,5.0,1.246E-03,1.307E-03,1.478E-03,1.665E-03,1.856E-03,2.258E-03,2.502E-03,2.574E-03,2.271E-03,1.907E-03,1.565E-03,1.054E-03,7.392E-04,3.667E-04,2.158E-04,9.514E-05,4.812E-05,1.720E-05,7.995E-06,4.316E-06,1.278E-06,4.857E-07,1.246E-03,4.766E-02
4.0,90.0,-70.0,5.0,5.0,5.0,5.0,7.600E+02,0,1.000E+02,MEAN,5.0,3.927E-02,4.148E-02,4.810E-02,5.598E-02,6.450E-02,8.290E-02,9.254E-02,8.941E-02,7.349E-02,5.823E-02,4.556E-02,2.854E-02,1.901E-02,8.723E-03,4.898E-03,2.047E-03,1.007E-03,3.509E-04,1.617E-04,8.692E-05,2.562E-05,9.712E-06,3.927E-02,1.326E+00
4.5,30.0,-70.0,0.0,0.0,0.0,0.0,7.600E+02,0,1.000E+02,MEAN,5.0,2.247E-01,2.375E-01,2.670E-01,3.020E-01,3.425E-01,4.392E-01,5.041E-01,5.308E-01,4.765E-01,4.078E-01,3.404E-01,2.346E-01,1.665E-01,8.386E-02,4.963E-02,2.244E-02,1.182E-02,4.576E-03,2.254E-03,1.262E-03,3.886E-04,1.504E-04,2.247E-01,1.170E+01
4.5,30.0,-70.0,0.0,100.0,100.0,100.0,7.600E+02,0,1.000E+02,MEAN,5.0,7.551E-04,7.862E-04,8.381E-04,8.862E-04,9.396E-04,1.077E-03,1.219E-03,1.460E-03,1.512E-03,1.453E-03,1.333E-03,1.062E-03,8.341E-04,4.914E-04,3.201E-04,1.617E-04,9.031E-05,3.682E-05,1.847E-05,1.043E-05,3.245E-06,1.262E-06,7.551E-04,4.972E-02
4.5,30.0,-70.0,0.0,10.0,10.0,10.0,7.600E+02,0,1.000E+02,MEAN,5.0,3.602E-02,3.798E-02,4.244E-02,4.771E-02,5.383E-02,6.840E-02,7.805E-02,8.144E-02,7.210E-02,6.071E-02,4.992E-02,3.363E-02,2.355E-02,1.171E-02,6.921E-03,3.142E-03,1.661E-03,6.454E-04,3.182E-04,1.782E-04,5.492E-05,2.127E-05,3.602E-02,1.524E+00
4.5,30.0,-70.0,0.0,1.0,1.0,1.0,7.600E+02,0,1.000E+02,MEAN,5.0,1.726E-01,1.824E-01,2.049E-01,2.317E-01,2.627E-01,3.366E-01,3.860E-01,4.050E-01,3.617E-01,3.080E-01,2.559E-01,1.751E-01,1.237E-01,6.195E-02,3.660E-02,1.654E-02,8.712E-03,3.373E-03,1.662E-03,9.300E-04,2.864E-04,1.109E-04,1.726E-01,8.536E+00
4.5,30.0,-70.0,0.0,200.0,200.0,200.0,7.600E+02,0,1.000E+02,MEAN,5.0,1.131E-04,1.162E-04,1.176E-04,1.162E-04,1.150E-04,1.176E-04,1.325E-04,1.882E-04,2.368E-04,2.687E-04,2.835E-04,2.788E-04,2.530E-04,1.834E-04,1.339E-04,7.655E-05,4.549E-05,1.959E-05,1.002E-05,5.714E-06,1.796E-06,7.018E-07,1.131E-04,1.435E-02
4.5,30.0,-70.0,0.0,50.0,50.0,50.0,7.600E+02,0,1.000E+02,MEAN,5.0,2.839E-03,2.975E-03,3.255E-03,3.561E-03,3.909E-03,4.743E-03,5.383E-03,5.934E-03,5.588E-03,4.952E-03,4.248E-03,3.052E-03,2.236E-03,1.190E-03,7.327E-04,3.482E-04,1.885E-04,7.481E-05,3.716E-05,2.089E-05,6.463E-06,2.508E-06,2.839E-03,1.373E-01
4.5,30.0,-70.0,0.0,5.0,5.0,5.0,7.600E+02,0,1.000E+02,MEAN,5.0,7.534E-02,7.952E-02,8.912E-02,1.005E-01,1.137E-01,1.453E-01,1.661E-01,1.732E-01,1.534E-01,1.294E-01,1.065E-01,7.191E-02,5.039E-02,2.503E-02,1.476E-02,6.677E-03,3.521E-03,1.365E-03,6.725E-04,3.765E-04,1.160E-04,4.491E-05,7.534E-02,3.341E+00
4.5,30.0,-70.0,5.0,0.0,0.0,0.0,7.600E+02,0,1.000E+02,MEAN,5.0,2.898E-01,3.064E-01,3.443E-01,3.887E-01,4.397E-01,5.604E-01,6.408E-01,6.717E-01,6.010E-01,5.129E-01,4.272E-01,2.927E-01,2.062E-01,1.017E-01,5.911E-02,2.581E-02,1.314E-02,4.825E-03,2.301E-03,1.268E-03,3.886E-04,1.504E-04,2.898E-01,1.297E+01
4.5,30.0,-70.0,5.0,100.0,100.0,100.0,7.600E+02,0,1.000E+02,MEAN,5.0,9.744E-04,1.015E-03,1.081E-03,1.141E-03,1.207E-03,1.377E-03,1.554E-03,1.852E-03,1.911E-03,1.830E-03,1.674E-03,1.325E-03,1.033E-03,5.958E-04,3.810E-04,1.859E-04,1.004E-04,3.882E-05,1.886E-05,1.048E-05,3.245E-06,1.262E-06,9.744E-04,5.512E-02
4.5,30.0,-70.0,5.0,10.0,10.0,10.0,7.600E+02,0,1.000E+02,MEAN,5.0,4.237E-02,4.456E-02,4.959E-02,5.546E-02,6.225E-02,7.831E-02,8.884E-02,9.226E-02,8.169E-02,6.888E-02,5.671E-02,3.822E-02,2.669E-02,1.312E-02,7.667E-03,3.405E-03,1.765E-03,6.707E-04,3.245E-04,1.791E-04,5.492E-05,2.127E-05,4.237E-02,1.631E+00
4.5,30.0,-70.0,5.0,1.0,1.0,1.0,7.600E+02,0,1.000E+02,MEAN,5.0,5.025E-02,5.093E-02,5.415E-02,5.818E-02,6.346E-02,7.768E-02,8.949E-02,1.059E-01,1.113E-01,1.097E-01,1.020E-01,8.081E-02,6.219E-02,3.469E-02,2.177E-02,1.081E-02,6.286E-03,3.101E-03,1.680E-03,9.347E-04,2.864E-04,1.109E-04,5.025E-02,6.705E+00
4.5,30.0,-70.0,5.0,200.0,200.0,200.0,7.600E+02,0,1.000E+02,MEAN,5.0,1.461E-04,1.501E-04,1.518E-04,1.498E-04,1.479E-04,1.506E-04,1.692E-04,2.391E-04,2.996E-04,3.388E-04,3.563E-04,3.482E-04,3.135E-04,2.224E-04,1.595E-04,8.804E-05,5.059E-05,2.066E-05,1.023E-05,5.742E-06,1.796E-06,7.018E-07,1.461E-04,1.592E-02
4.5,30.0,-70.0,5.0,50.0,50.0,50.0,7.600E+02,0,1.000E+02,MEAN,5.0,3.652E-03,3.828E-03,4.185E-03,4.571E-03,5.006E-03,6.046E-03,6.840E-03,7.502E-03,7.038E-03,6.217E-03,5.318E-03,3.798E-03,2.760E-03,1.439E-03,8.701E-04,3.995E-04,2.093E-04,7.883E-05,3.793E-05,2.099E-05,6.463E-06,2.508E-06,3.652E-03,1.520E-01
4.5,30.0,-70.0,5.0,5.0,5.0,5.0,7.600E+02,0,1.000E+02,MEAN,5.0,7.049E-02,7.371E-02,8.153E-02,9.071E-02,1.014E-01,1.268E-01,1.434E-01,1.494E-01,1.340E-01,1.149E-01,9.605E-02,6.626E-02,4.701E-02,2.364E-02,1.401E-02,6.374E-03,3.395E-03,1.376E-03,6.843E-04,3.784E-04,1.160E-04,4.491E-05,7.049E-02,3.309E+00
4.5,60.0,-70.0,0.0,0.0,0.0,0.0,7.600E+02,0,1.000E+02,MEAN,5.0,2.247E-01,2.375E-01,2.670E-01,3.020E-01,3.425E-01,4.392E-01,5.041E-01,5.308E-01,4.765E-01,4.078E-01,3.404E-01,2.346E-01,1.665E-01,8.386E-02,4.963E-02,2.244E-02,1.182E-02,4.576E-03,2.254E-03,1.262E-03,3.886E-04,1.504E-04,2.247E-01,1.170E+01
4.5,60.0,-70.0,0.0,100.0,100.0,100.0,7.600E+02,0,1.000E+02,MEAN,5.0,7.551E-04,7.862E-04,8.381E-04,8.862E-04,9.396E-04,1.077E-03,1.219E-03,1.460E-03,1.512E-03,1.453E-03,1.333E-03,1.062E-03,8.341E-04,4.914E-04,3.201E-04,1.617E-04,9.031E-05,3.682E-05,1.847E-05,1.043E-05,3.245E-06,1.262E-06,7.551E-04,4.972E-02
4.5,60.0,-70.0,0.0,10.0,10.0,10.0,7.600E+02,0,1.000E+02,MEAN,5.0,3.602E-02,3.798E-02,4.244E-02,4.771E-02,5.383E-02,6.840E-02,7.805E-02,8.144E-02,7.210E-02,6.071E-02,4.992E-02,3.363E-02,2.355E-02,1.171E-02,6.921E-03,3.142E-03,1.661E-03,6.454E-04,3.182E-04,1.782E-04,5.492E-05,2.127E-05,3.602E-02,1.524E+00
4.5,60.0,-70.0,0.0,1.0,1.0,1.0,7.600E+02,0,1.000E+02,MEAN,5.0,1.726E-01,1.824E-01,2.049E-01,2.316E-01,2.626E-01,3.365E-01,3.859E-01,4.049E-01,3.617E-01,3.079E-01,2.558E-01,1.750E-01,1.237E-01,6.195E-02,3.660E-02,1.654E-02,8.711E-03,3.373E-03,1.662E-03,9.300E-04,2.864E-04,1.109E-04,1.726E-01,8.535E+00
4.5,60.0,-70.0,0.0,200.0,200.0,200.0,7.600E+02,0,1.000E+02,MEAN,5.0,1.131E-04,1.162E-04,1.176E-04,1.162E-04,1.150E-04,1.176E-04,1.325E-04,1.882E-04,2.368E-04,2.687E-04,2.835E-04,2.788E-04,2.530E-04,1.834E-04,1.339E-04,7.655E-05,4.549E-05,1.959E-05,1.002E-05,5.714E-06,1.796E-06,7.018E-07,1.131E-04,1.435E-02
