rup_mag,rup_rake,rup_dip,dist_rrup,dist_rjb,result_type,damping,pga,0.1,0.2,0.3,0.5,1,2
6.8,-90,90,0,8,MEAN,5,0.5549593,0.76467794,0.93675613,0.9107753,0.73231542,0.52172947,0.32095096
6.8,-90,90,0,9,MEAN,5,0.5549593,0.76467794,0.93675613,0.9107753,0.73231542,0.52172947,0.32095096
7.3,-90,90,0,0,MEAN,5,0.55481738,0.7647624,0.93686116,0.91144198,0.73274392,0.52164429,0.32087627
7.3,-90,90,0,1,MEAN,5,0.55481738,0.7647624,0.93686116,0.91144198,0.73274392,0.52164429,0.32087627
7.3,-90,90,0,2,MEAN,5,0.55481738,0.7647624,0.93686116,0.91144198,0.73274392,0.52164429,0.32087627
7.3,-90,90,0,3,MEAN,5,0.55481738,0.7647624,0.93686116,0.91144198,0.73274392,0.52164429,0.32087627
7.3,-90,90,0,4,MEAN,5,0.55481738,0.7647624,0.93686116,0.91144198,0.73274392,0.52164429,0.32087627
7.3,-90,90,0,5,MEAN,5,0.55481738,0.7647624,0.93686116,0.91144198,0.73274392,0.52164429,0.32087627
7.3,-90,90,0,6,MEAN,5,0.55481738,0.7647624,0.93686116,0.91144198,0.73274392,0.52164429,0.32087627
7.3,-90,90,0,7,MEAN,5,0.55481738,0.7647624,0.93686116,0.91144198,0.73274392,0.52164429,0.32087627
7.3,-90,90,0,8,MEAN,5,0.55481738,0.7647624,0.93686116,0.91144198,0.73274392,0.52164429,0.32087627
7.3,-90,90,0,9,MEAN,5,0.55481738,0.7647624,0.93686116,0.91144198,0.73274392,0.52164429,0.32087627
7.8,-90,90,0,0,MEAN,5,0.55465496,0.76478153,0.93697661,0.91185409,0.73306477,0.52161682,0.32084468
7.8,-90,90,0,1,MEAN,5,0.55465496,0.76478153,0.93697661,0.91185409,0.73306477,0.52161682,0.32084468
7.8,-90,90,0,2,MEAN,5,0.55465496,0.76478153,0.93697661,0.91185409,0.73306477,0.52161682,0.32084468
7.8,-90,90,0,3,MEAN,5,0.55465496,0.76478153,0.93697661,0.91185409,0.73306477,0.52161682,0.32084468
7.8,-90,90,0,4,MEAN,5,0.55465496,0.76478153,0.93697661,0.91185409,0.73306477,0.52161682,0.32084468
7.8,-90,90,0,5,MEAN,5,0.55465496,0.76478153,0.93697661,0.91185409,0.73306477,0.52161682,0.32084468
7.8,-90,90,0,6,MEAN,5,0.55465496,0.76478153,0.93697661,0.91185409,0.73306477,0.52161682,0.32084468
7.8,-90,90,0,7,MEAN,5,0.55465496,0.76478153,0.93697661,0.91185409,0.73306477,0.52161682,0.32084468
7.8,-90,90,0,8,MEAN,5,0.55465496,0.76478153,0.93697661,0.91185409,0.73306477,0.52161682,0.32084468
7.8,-90,90,0,9,MEAN,5,0.55465496,0.76478153,0.93697661,0.91185409,0.73306477,0.52161682,0.32084468
5.8,-90,90,5,0,MEAN,5,0.28910106,0.56552666,0.63963914,0.51563591,0.28514934,0.1252085,4.41E-02
5.8,-90,90,5,1,MEAN,5,0.28910106,0.56552666,0.63963914,0.51563591,0.28514934,0.1252085,4.41E-02
5.8,-90,90,5,2,MEAN,5,0.28910106,0.56552666,0.63963914,0.51563591,0.28514934,0.1252085,4.41E-02
5.8,-90,90,5,3,MEAN,5,0.28910106,0.56552666,0.63963914,0.51563591,0.28514934,0.1252085,4.41E-02
5.8,-90,90,5,4,MEAN,5,0.28910106,0.56552666,0.63963914,0.51563591,0.28514934,0.1252085,4.41E-02
5.8,-90,90,5,5,MEAN,5,0.28910106,0.56552666,0.63963914,0.51563591,0.28514934,0.1252085,4.41E-02
5.8,-90,90,5,6,MEAN,5,0.28910106,0.56552666,0.63963914,0.51563591,0.28514934,0.1252085,4.41E-02
5.8,-90,90,5,7,MEAN,5,0.28910106,0.56552666,0.63963914,0.51563591,0.28514934,0.1252085,4.41E-02
5.8,-90,90,5,8,MEAN,5,0.28910106,0.56552666,0.63963914,0.51563591,0.28514934,0.1252085,4.41E-02
5.8,-90,90,5,9,MEAN,5,0.28910106,0.56552666,0.63963914,0.51563591,0.28514934,0.1252085,4.41E-02
6.3,-90,90,5,0,MEAN,5,0.3544153,0.61527967,0.73390538,0.64238983,0.41859791,0.22508359,9.91E-02
6.3,-90,90,5,1,MEAN,5,0.3544153,0.61527967,0.73390538,0.64238983,0.41859791,0.22508359,9.91E-02
6.3,-90,90,5,2,MEAN,5,0.3544153,0.61527967,0.73390538,0.64238983,0.41859791,0.22508359,9.91E-02
6.3,-90,90,5,3,MEAN,5,0.3544153,0.61527967,0.73390538,0.64238983,0.41859791,0.22508359,9.91E-02
6.3,-90,90,5,4,MEAN,5,0.3544153,0.61527967,0.73390538,0.64238983,0.41859791,0.22508359,9.91E-02
6.3,-90,90,5,5,MEAN,5,0.3544153,0.61527967,0.73390538,0.64238983,0.41859791,0.22508359,9.91E-02
6.3,-90,90,5,6,MEAN,5,0.3544153,0.61527967,0.73390538,0.64238983,0.41859791,0.22508359,9.91E-02
6.3,-90,90,5,7,MEAN,5,0.3544153,0.61527967,0.73390538,0.64238983,0.41859791,0.22508359,9.91E-02
6.3,-90,90,5,8,MEAN,5,0.3544153,0.61527967,0.73390538,0.64238983,0.41859791,0.22508359,9.91E-02
6.3,-90,90,5,9,MEAN,5,0.3544153,0.61527967,0.73390538,0.64238983,0.41859791,0.22508359,9.91E-02
6.8,-90,90,5,0,MEAN,5,0.41805348,0.65971875,0.80945843,0.74839282,0.54891932,0.34550786,0.18401995
6.8,-90,90,5,1,MEAN,5,0.41805348,0.65971875,0.80945843,0.74839282,0.54891932,0.34550786,0.18401995
6.8,-90,90,5,2,MEAN,5,0.41805348,0.65971875,0.80945843,0.74839282,0.54891932,0.34550786,0.18401995
6.8,-90,90,5,3,MEAN,5,0.41805348,0.65971875,0.80945843,0.74839282,0.54891932,0.34550786,0.18401995
6.8,-90,90,5,4,MEAN,5,0.41805348,0.65971875,0.80945843,0.74839282,0.54891932,0.34550786,0.18401995
6.8,-90,90,5,5,MEAN,5,0.41805348,0.65971875,0.80945843,0.74839282,0.54891932,0.34550786,0.18401995
6.8,-90,90,5,6,MEAN,5,0.41805348,0.65971875,0.80945843,0.74839282,0.54891932,0.34550786,0.18401995
6.8,-90,90,5,7,MEAN,5,0.41805348,0.65971875,0.80945843,0.74839282,0.54891932,0.34550786,0.18401995
6.8,-90,90,5,8,MEAN,5,0.41805348,0.65971875,0.80945843,0.74839282,0.54891932,0.34550786,0.18401995
6.8,-90,90,5,9,MEAN,5,0.41805348,0.65971875,0.80945843,0.74839282,0.54891932,0.34550786,0.18401995
7.3,-90,90,5,0,MEAN,5,0.47093073,0.69577342,0.86270273,0.82192755,0.64150238,0.43912253,0.26027578
7.3,-90,90,5,1,MEAN,5,0.47093073,0.69577342,0.86270273,0.82192755,0.64150238,0.43912253,0.26027578
7.3,-90,90,5,2,MEAN,5,0.47093073,0.69577342,0.86270273,0.82192755,0.64150238,0.43912253,0.26027578
7.3,-90,90,5,3,MEAN,5,0.47093073,0.69577342,0.86270273,0.82192755,0.64150238,0.43912253,0.26027578
7.3,-90,90,5,4,MEAN,5,0.47093073,0.69577342,0.86270273,0.82192755,0.64150238,0.43912253,0.26027578
7.3,-90,90,5,5,MEAN,5,0.47093073,0.69577342,0.86270273,0.82192755,0.64150238,0.43912253,0.26027578
7.3,-90,90,5,6,MEAN,5,0.47093073,0.69577342,0.86270273,0.82192755,0.64150238,0.43912253,0.26027578
7.3,-90,90,5,7,MEAN,5,0.47093073,0.69577342,0.86270273,0.82192755,0.64150238,0.43912253,0.26027578
7.3,-90,90,5,8,MEAN,5,0.47093073,0.69577342,0.86270273,0.82192755,0.64150238,0.43912253,0.26027578
7.3,-90,90,5,9,MEAN,5,0.47093073,0.69577342,0.86270273,0.82192755,0.64150238,0.43912253,0.26027578
7.8,-90,90,5,0,MEAN,5,0.50813341,0.72234339,0.89635545,0.86577195,0.69176668,0.48731744,0.29816905
7.8,-90,90,5,1,MEAN,5,0.50813341,0.72234339,0.89635545,0.86577195,0.69176668,0.48731744,0.29816905
7.8,-90,90,5,2,MEAN,5,0.50813341,0.72234339,0.89635545,0.86577195,0.69176668,0.48731744,0.29816905
7.8,-90,90,5,3,MEAN,5,0.50813341,0.72234339,0.89635545,0.86577195,0.69176668,0.48731744,0.29816905
7.8,-90,90,5,4,MEAN,5,0.50813341,0.72234339,0.89635545,0.86577195,0.69176668,0.48731744,0.29816905
7.8,-90,90,5,5,MEAN,5,0.50813341,0.72234339,0.89635545,0.86577195,0.69176668,0.48731744,0.29816905
7.8,-90,90,5,6,MEAN,5,0.50813341,0.72234339,0.89635545,0.86577195,0.69176668,0.48731744,0.29816905
7.8,-90,90,5,7,MEAN,5,0.50813341,0.72234339,0.89635545,0.86577195,0.69176668,0.48731744,0.29816905
7.8,-90,90,5,8,MEAN,5,0.50813341,0.72234339,0.89635545,0.86577195,0.69176668,0.48731744,0.29816905
7.8,-90,90,5,9,MEAN,5,0.50813341,0.72234339,0.89635545,0.86577195,0.69176668,0.48731744,0.29816905
5.8,-90,90,10,0,MEAN,5,0.15800463,0.34732845,0.38142344,0.28753296,0.15431668,6.54E-02,2.27E-02
5.8,-90,90,10,1,MEAN,5,0.15800463,0.34732845,0.38142344,0.28753296,0.15431668,6.54E-02,2.27E-02
5.8,-90,90,10,2,MEAN,5,0.15800463,0.34732845,0.38142344,0.28753296,0.15431668,6.54E-02,2.27E-02
5.8,-90,90,10,3,MEAN,5,0.15800463,0.34732845,0.38142344,0.28753296,0.15431668,6.54E-02,2.27E-02
5.8,-90,90,10,4,MEAN,5,0.15800463,0.34732845,0.38142344,0.28753296,0.15431668,6.54E-02,2.27E-02
5.8,-90,90,10,5,MEAN,5,0.15800463,0.34732845,0.38142344,0.28753296,0.15431668,6.54E-02,2.27E-02
5.8,-90,90,10,6,MEAN,5,0.15800463,0.34732845,0.38142344,0.28753296,0.15431668,6.54E-02,2.27E-02
5.8,-90,90,10,7,MEAN,5,0.15800463,0.34732845,0.38142344,0.28753296,0.15431668,6.54E-02,2.27E-02
5.8,-90,90,10,8,MEAN,5,0.15800463,0.34732845,0.38142344,0.28753296,0.15431668,6.54E-02,2.27E-02
5.8,-90,90,10,9,MEAN,5,0.15800463,0.34732845,0.38142344,0.28753296,0.15431668,6.54E-02,2.27E-02
6.3,-90,90,10,0,MEAN,5,0.20875295,0.41180539,0.48724508,0.3981216,0.24422182,0.12346638,5.25E-02
6.3,-90,90,10,1,MEAN,5,0.20875295,0.41180539,0.48724508,0.3981216,0.24422182,0.12346638,5.25E-02
6.3,-90,90,10,2,MEAN,5,0.20875295,0.41180539,0.48724508,0.3981216,0.24422182,0.12346638,5.25E-02
6.3,-90,90,10,3,MEAN,5,0.20875295,0.41180539,0.48724508,0.3981216,0.24422182,0.12346638,5.25E-02
6.3,-90,90,10,4,MEAN,5,0.20875295,0.41180539,0.48724508,0.3981216,0.24422182,0.12346638,5.25E-02
6.3,-90,90,10,5,MEAN,5,0.20875295,0.41180539,0.48724508,0.3981216,0.24422182,0.12346638,5.25E-02
6.3,-90,90,10,6,MEAN,5,0.20875295,0.41180539,0.48724508,0.3981216,0.24422182,0.12346638,5.25E-02
6.3,-90,90,10,7,MEAN,5,0.20875295,0.41180539,0.48724508,0.3981216,0.24422182,0.12346638,5.25E-02
6.3,-90,90,10,8,MEAN,5,0.20875295,0.41180539,0.48724508,0.3981216,0.24422182,0.12346638,5.25E-02
6.3,-90,90,10,9,MEAN,5,0.20875295,0.41180539,0.48724508,0.3981216,0.24422182,0.12346638,5.25E-02
6.8,-90,90,10,0,MEAN,5,0.2724576,0.48390195,0.60198575,0.52699828,0.36359885,0.21314335,0.10743948
6.8,-90,90,10,1,MEAN,5,0.2724576,0.48390195,0.60198575,0.52699828,0.36359885,0.21314335,0.10743948
6.8,-90,90,10,2,MEAN,5,0.2724576,0.48390195,0.60198575,0.52699828,0.36359885,0.21314335,0.10743948
6.8,-90,90,10,3,MEAN,5,0.2724576,0.48390195,0.60198575,0.52699828,0.36359885,0.21314335,0.10743948
6.8,-90,90,10,4,MEAN,5,0.2724576,0.48390195,0.60198575,0.52699828,0.36359885,0.21314335,0.10743948
6.8,-90,90,10,5,MEAN,5,0.2724576,0.48390195,0.60198575,0.52699828,0.36359885,0.21314335,0.10743948
6.8,-90,90,10,6,MEAN,5,0.2724576,0.48390195,0.60198575,0.52699828,0.36359885,0.21314335,0.10743948
6.8,-90,90,10,7,MEAN,5,0.2724576,0.48390195,0.60198575,0.52699828,0.36359885,0.21314335,0.10743948
6.8,-90,90,10,8,MEAN,5,0.2724576,0.48390195,0.60198575,0.52699828,0.36359885,0.21314335,0.10743948
6.8,-90,90,10,9,MEAN,5,0.2724576,0.48390195,0.60198575,0.52699828,0.36359885,0.21314335,0.10743948
7.3,-90,90,10,0,MEAN,5,0.34503153,0.55735666,0.71063173,0.6549741,0.4934786,0.32217169,0.18385611
7.3,-90,90,10,1,MEAN,5,0.34503153,0.55735666,0.71063173,0.6549741,0.4934786,0.32217169,0.18385611
7.3,-90,90,10,2,MEAN,5,0.34503153,0.55735666,0.71063173,0.6549741,0.4934786,0.32217169,0.18385611
7.3,-90,90,10,3,MEAN,5,0.34503153,0.55735666,0.71063173,0.6549741,0.4934786,0.32217169,0.18385611
7.3,-90,90,10,4,MEAN,5,0.34503153,0.55735666,0.71063173,0.6549741,0.4934786,0.32217169,0.18385611
7.3,-90,90,10,5,MEAN,5,0.34503153,0.55735666,0.71063173,0.6549741,0.4934786,0.32217169,0.18385611
7.3,-90,90,10,6,MEAN,5,0.34503153,0.55735666,0.71063173,0.6549741,0.4934786,0.32217169,0.18385611
7.3,-90,90,10,7,MEAN,5,0.34503153,0.55735666,0.71063173,0.6549741,0.4934786,0.32217169,0.18385611
7.3,-90,90,10,8,MEAN,5,0.34503153,0.55735666,0.71063173,0.6549741,0.4934786,0.32217169,0.18385611
7.3,-90,90,10,9,MEAN,5,0.34503153,0.55735666,0.71063173,0.6549741,0.4934786,0.32217169,0.18385611
7.8,-90,90,10,0,MEAN,5,0.41621482,0.62400645,0.79851758,0.759422,0.60074282,0.41509968,0.25152832
7.8,-90,90,10,1,MEAN,5,0.41621482,0.62400645,0.79851758,0.759422,0.60074282,0.41509968,0.25152832
7.8,-90,90,10,2,MEAN,5,0.41621482,0.62400645,0.79851758,0.759422,0.60074282,0.41509968,0.25152832
7.8,-90,90,10,3,MEAN,5,0.41621482,0.62400645,0.79851758,0.759422,0.60074282,0.41509968,0.25152832
7.8,-90,90,10,4,MEAN,5,0.41621482,0.62400645,0.79851758,0.759422,0.60074282,0.41509968,0.25152832
7.8,-90,90,10,5,MEAN,5,0.41621482,0.62400645,0.79851758,0.759422,0.60074282,0.41509968,0.25152832
7.8,-90,90,10,6,MEAN,5,0.41621482,0.62400645,0.79851758,0.759422,0.60074282,0.41509968,0.25152832
7.8,-90,90,10,7,MEAN,5,0.41621482,0.62400645,0.79851758,0.759422,0.60074282,0.41509968,0.25152832
7.8,-90,90,10,8,MEAN,5,0.41621482,0.62400645,0.79851758,0.759422,0.60074282,0.41509968,0.25152832
7.8,-90,90,10,9,MEAN,5,0.41621482,0.62400645,0.79851758,0.759422,0.60074282,0.41509968,0.25152832
5.8,-90,90,15,0,MEAN,5,0.1057155,0.23018849,0.25675166,0.19253646,0.1055176,4.44E-02,1.54E-02
5.8,-90,90,15,1,MEAN,5,0.1057155,0.23018849,0.25675166,0.19253646,0.1055176,4.44E-02,1.54E-02
5.8,-90,90,15,2,MEAN,5,0.1057155,0.23018849,0.25675166,0.19253646,0.1055176,4.44E-02,1.54E-02
5.8,-90,90,15,3,MEAN,5,0.1057155,0.23018849,0.25675166,0.19253646,0.1055176,4.44E-02,1.54E-02
5.8,-90,90,15,4,MEAN,5,0.1057155,0.23018849,0.25675166,0.19253646,0.1055176,4.44E-02,1.54E-02
5.8,-90,90,15,5,MEAN,5,0.1057155,0.23018849,0.25675166,0.19253646,0.1055176,4.44E-02,1.54E-02
5.8,-90,90,15,6,MEAN,5,0.1057155,0.23018849,0.25675166,0.19253646,0.1055176,4.44E-02,1.54E-02
5.8,-90,90,15,7,MEAN,5,0.1057155,0.23018849,0.25675166,0.19253646,0.1055176,4.44E-02,1.54E-02
5.8,-90,90,15,8,MEAN,5,0.1057155,0.23018849,0.25675166,0.19253646,0.1055176,4.44E-02,1.54E-02
5.8,-90,90,15,9,MEAN,5,0.1057155,0.23018849,0.25675166,0.19253646,0.1055176,4.44E-02,1.54E-02
6.3,-90,90,15,0,MEAN,5,0.14256202,0.28403795,0.34200832,0.27534449,0.16994947,8.47E-02,3.57E-02
6.3,-90,90,15,1,MEAN,5,0.14256202,0.28403795,0.34200832,0.27534449,0.16994947,8.47E-02,3.57E-02
6.3,-90,90,15,2,MEAN,5,0.14256202,0.28403795,0.34200832,0.27534449,0.16994947,8.47E-02,3.57E-02
6.3,-90,90,15,3,MEAN,5,0.14256202,0.28403795,0.34200832,0.27534449,0.16994947,8.47E-02,3.57E-02
6.3,-90,90,15,4,MEAN,5,0.14256202,0.28403795,0.34200832,0.27534449,0.16994947,8.47E-02,3.57E-02
6.3,-90,90,15,5,MEAN,5,0.14256202,0.28403795,0.34200832,0.27534449,0.16994947,8.47E-02,3.57E-02
6.3,-90,90,15,6,MEAN,5,0.14256202,0.28403795,0.34200832,0.27534449,0.16994947,8.47E-02,3.57E-02
6.3,-90,90,15,7,MEAN,5,0.14256202,0.28403795,0.34200832,0.27534449,0.16994947,8.47E-02,3.57E-02
6.3,-90,90,15,8,MEAN,5,0.14256202,0.28403795,0.34200832,0.27534449,0.16994947,8.47E-02,3.57E-02
6.3,-90,90,15,9,MEAN,5,0.14256202,0.28403795,0.34200832,0.27534449,0.16994947,8.47E-02,3.57E-02
6.8,-90,90,15,0,MEAN,5,0.19259486,0.35168341,0.44798541,0.38411683,0.26303688,0.1506294,7.48E-02
6.8,-90,90,15,1,MEAN,5,0.19259486,0.35168341,0.44798541,0.38411683,0.26303688,0.1506294,7.48E-02
6.8,-90,90,15,2,MEAN,5,0.19259486,0.35168341,0.44798541,0.38411683,0.26303688,0.1506294,7.48E-02
6.8,-90,90,15,3,MEAN,5,0.19259486,0.35168341,0.44798541,0.38411683,0.26303688,0.1506294,7.48E-02
6.8,-90,90,15,4,MEAN,5,0.19259486,0.35168341,0.44798541,0.38411683,0.26303688,0.1506294,7.48E-02
6.8,-90,90,15,5,MEAN,5,0.19259486,0.35168341,0.44798541,0.38411683,0.26303688,0.1506294,7.48E-02
6.8,-90,90,15,6,MEAN,5,0.19259486,0.35168341,0.44798541,0.38411683,0.26303688,0.1506294,7.48E-02
6.8,-90,90,15,7,MEAN,5,0.19259486,0.35168341,0.44798541,0.38411683,0.26303688,0.1506294,7.48E-02
6.8,-90,90,15,8,MEAN,5,0.19259486,0.35168341,0.44798541,0.38411683,0.26303688,0.1506294,7.48E-02
6.8,-90,90,15,9,MEAN,5,0.19259486,0.35168341,0.44798541,0.38411683,0.26303688,0.1506294,7.48E-02
7.3,-90,90,15,0,MEAN,5,0.25723007,0.43141681,0.56774735,0.5130071,0.38216203,0.2433355,0.13645381
7.3,-90,90,15,1,MEAN,5,0.25723007,0.43141681,0.56774735,0.5130071,0.38216203,0.2433355,0.13645381
7.3,-90,90,15,2,MEAN,5,0.25723007,0.43141681,0.56774735,0.5130071,0.38216203,0.2433355,0.13645381
7.3,-90,90,15,3,MEAN,5,0.25723007,0.43141681,0.56774735,0.5130071,0.38216203,0.2433355,0.13645381
7.3,-90,90,15,4,MEAN,5,0.25723007,0.43141681,0.56774735,0.5130071,0.38216203,0.2433355,0.13645381
7.3,-90,90,15,5,MEAN,5,0.25723007,0.43141681,0.56774735,0.5130071,0.38216203,0.2433355,0.13645381
7.3,-90,90,15,6,MEAN,5,0.25723007,0.43141681,0.56774735,0.5130071,0.38216203,0.2433355,0.13645381
7.3,-90,90,15,7,MEAN,5,0.25723007,0.43141681,0.56774735,0.5130071,0.38216203,0.2433355,0.13645381
7.3,-90,90,15,8,MEAN,5,0.25723007,0.43141681,0.56774735,0.5130071,0.38216203,0.2433355,0.13645381
7.3,-90,90,15,9,MEAN,5,0.25723007,0.43141681,0.56774735,0.5130071,0.38216203,0.2433355,0.13645381
7.8,-90,90,15,0,MEAN,5,0.33302146,0.51677746,0.6855855,0.64345074,0.50682157,0.34454989,0.20716919
7.8,-90,90,15,1,MEAN,5,0.33302146,0.51677746,0.6855855,0.64345074,0.50682157,0.34454989,0.20716919
7.8,-90,90,15,2,MEAN,5,0.33302146,0.51677746,0.6855855,0.64345074,0.50682157,0.34454989,0.20716919
7.8,-90,90,15,3,MEAN,5,0.33302146,0.51677746,0.6855855,0.64345074,0.50682157,0.34454989,0.20716919
7.8,-90,90,15,4,MEAN,5,0.33302146,0.51677746,0.6855855,0.64345074,0.50682157,0.34454989,0.20716919
7.8,-90,90,15,5,MEAN,5,0.33302146,0.51677746,0.6855855,0.64345074,0.50682157,0.34454989,0.20716919
7.8,-90,90,15,6,MEAN,5,0.33302146,0.51677746,0.6855855,0.64345074,0.50682157,0.34454989,0.20716919
7.8,-90,90,15,7,MEAN,5,0.33302146,0.51677746,0.6855855,0.64345074,0.50682157,0.34454989,0.20716919
7.8,-90,90,15,8,MEAN,5,0.33302146,0.51677746,0.6855855,0.64345074,0.50682157,0.34454989,0.20716919
7.8,-90,90,15,9,MEAN,5,0.33302146,0.51677746,0.6855855,0.64345074,0.50682157,0.34454989,0.20716919
