custom_site_id,lon,lat,unit,gwd,vs30,cti,z1pt0,z2pt5,dr,dc,precip,dw
984,-76.50856788,3.400090088,Q5,0.2,210,8.704752,506.4493998,2.642985065,0.221638769,74,201,0.221638769
985,-76.49445742,3.427074704,Q5,0.2,210,5.7343035,506.4493998,2.642985065,0.2726676,75,217,0.2726676
986,-76.52173787,3.400983035,Q5,0.2,270,6.427478,479.4455959,1.982592395,0.148413506,72,123,0.148413506
987,-76.50423505,3.413369868,Q2,0.3,210,6.8329296,506.4493998,2.642985065,0.638822778,74,172,0.638822778
988,-76.51374647,3.402577973,Q2,0.3,270,12.036965,479.4455959,1.982592395,0.055001422,73,201,0.055001422
989,-76.50845743,3.404429003,Q2,0.3,210,12.73832,506.4493998,2.642985065,0.260826567,74,201,0.260826567
990,-76.50954656,3.402403132,Q2,0.3,210,12.73832,506.4493998,2.642985065,0.035559989,74,201,0.035559989
991,-76.50993104,3.403126492,Q2,0.3,210,12.73832,506.4493998,2.642985065,0.115993952,74,201,0.115993952
992,-76.50342566,3.403173527,Q2,0.3,210,6.832939,506.4493998,2.642985065,0.307786812,74,199,0.307786812
993,-76.50659296,3.412490447,Q2,0.3,210,6.8329296,506.4493998,2.642985065,0.696030537,74,172,0.696030537
994,-76.50248735,3.414712664,Q2,0.3,210,7.1794987,506.4493998,2.642985065,0.613667231,74,172,0.613667231
995,-76.50584022,3.404673115,Q2,0.3,210,6.832939,506.4493998,2.642985065,0.291553198,74,199,0.291553198
996,-76.51146823,3.40167552,Q2,0.3,210,6.1397963,506.4493998,2.642985065,0.045346774,73,201,0.045346774
997,-76.50413014,3.405915735,Q2,0.3,210,6.832939,506.4493998,2.642985065,0.486992002,74,199,0.486992002
998,-76.50712862,3.411068143,Q2,0.3,210,6.8329296,506.4493998,2.642985065,0.854183526,74,172,0.854183526
999,-76.50989384,3.402098063,Q2,0.3,210,12.73832,506.4493998,2.642985065,0.001637864,74,201,0.001637864
1000,-76.5033525,3.417091695,Q2,0.3,210,7.1794987,506.4493998,2.642985065,0.358207852,74,182,0.358207852
1001,-76.50485432,3.418721605,Q2,0.3,210,7.1794987,506.4493998,2.642985065,0.111970299,74,182,0.111970299
1002,-76.51110203,3.407210466,Q2,0.3,210,7.526081,506.4493998,2.642985065,0.570111141,73,201,0.570111141
1003,-76.50313328,3.402545857,Q2,0.3,210,6.832939,506.4493998,2.642985065,0.28142407,74,199,0.28142407
1004,-76.50840413,3.405165779,Q2,0.3,210,12.73832,506.4493998,2.642985065,0.34275232,74,201,0.34275232
1005,-76.51232489,3.403941293,Q2,0.3,210,12.036965,506.4493998,2.642985065,0.206595689,73,201,0.206595689
1006,-76.50240222,3.405415677,Q2,0.3,210,6.832939,506.4493998,2.642985065,0.564549334,74,199,0.564549334
1007,-76.51126912,3.403046748,Q2,0.3,210,12.036965,506.4493998,2.642985065,0.107126823,73,201,0.107126823
1008,-76.50943726,3.406747327,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.518612434,74,201,0.518612434
1009,-76.50333874,3.40773904,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.707312079,74,199,0.707312079
1010,-76.50278848,3.410738285,Q2,0.3,210,6.8329296,506.4493998,2.642985065,0.970456536,74,172,0.970456536
1011,-76.50431379,3.417351624,Q2,0.3,210,7.1794987,506.4493998,2.642985065,0.262187449,74,182,0.262187449
1012,-76.50495465,3.413968916,Q2,0.3,210,6.8329296,506.4493998,2.642985065,0.550798834,74,172,0.550798834
1013,-76.5085152,3.407573213,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.610446767,74,201,0.610446767
1014,-76.50850773,3.409790245,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.856969478,74,175,0.856969478
1015,-76.50652011,3.405169341,Q2,0.3,210,12.73832,506.4493998,2.642985065,0.343148396,74,199,0.343148396
1016,-76.51118756,3.399562654,Q2,0.3,210,6.1397963,506.4493998,2.642985065,0.280286753,74,137,0.280286753
1017,-76.50456051,3.41904672,Q2,0.3,210,7.9315357,506.4493998,2.642985065,0.10950889,74,182,0.10950889
1018,-76.50266047,3.408182087,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.786891873,74,199,0.786891873
1019,-76.51209158,3.404953713,Q2,0.3,210,12.036965,506.4493998,2.642985065,0.319171657,73,201,0.319171657
1020,-76.51160723,3.400362853,Q2,0.3,210,6.1397963,506.4493998,2.642985065,0.191308684,73,201,0.191308684
1021,-76.50463468,3.407916928,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.673074615,74,199,0.673074615
1022,-76.51157045,3.403289693,Q2,0.3,210,12.036965,506.4493998,2.642985065,0.134141075,73,201,0.134141075
1023,-76.50208361,3.409502706,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.946176026,74,172,0.946176026
1024,-76.50963235,3.408117334,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.670950262,74,201,0.670950262
1025,-76.51325972,3.40327909,Q2,0.3,270,12.036965,479.4455959,1.982592395,0.132962075,73,201,0.132962075
1026,-76.50332601,3.418027392,Q2,0.3,210,7.1794987,506.4493998,2.642985065,0.286719918,74,182,0.286719918
1027,-76.50113918,3.404259556,Q2,0.3,210,7.526084,506.4493998,2.642985065,0.572956021,74,199,0.572956021
1028,-76.50221691,3.413572683,Q2,0.3,210,6.8329296,506.4493998,2.642985065,0.729750763,74,172,0.729750763
1029,-76.50307059,3.41906964,Q2,0.3,210,7.9315357,506.4493998,2.642985065,0.22485424,74,182,0.22485424
1030,-76.50466241,3.406378542,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.509186077,74,199,0.509186077
1031,-76.50791082,3.407074466,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.554988631,74,199,0.554988631
1032,-76.50459983,3.408727991,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.761295857,74,172,0.761295857
1033,-76.50386825,3.415876104,Q2,0.3,210,7.1794987,506.4493998,2.642985065,0.415041842,74,172,0.415041842
1034,-76.50466376,3.406749947,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.54806174,74,199,0.54806174
1035,-76.51251553,3.401987715,Q2,0.3,270,6.1397963,479.4455959,1.982592395,0.010632273,73,201,0.010632273
1036,-76.51358071,3.403531668,Q2,0.3,270,12.036965,479.4455959,1.982592395,0.161047467,73,201,0.161047467
1037,-76.5025617,3.417819534,Q2,0.3,210,7.1794987,506.4493998,2.642985065,0.363158267,74,182,0.363158267
1038,-76.50279359,3.403369062,Q2,0.3,210,6.832939,506.4493998,2.642985065,0.372858651,74,199,0.372858651
1039,-76.50124327,3.406490704,Q2,0.3,210,6.4274693,506.4493998,2.642985065,0.740199543,74,199,0.740199543
1040,-76.51202738,3.404215146,Q2,0.3,210,12.036965,506.4493998,2.642985065,0.237046753,73,201,0.237046753
1041,-76.50369774,3.415665896,Q2,0.3,210,7.1794987,506.4493998,2.642985065,0.445137174,74,172,0.445137174
1042,-76.50133591,3.406406729,Q2,0.3,210,6.4274693,506.4493998,2.642985065,0.726312891,74,199,0.726312891
1043,-76.50312197,3.413903152,Q2,0.3,210,6.8329296,506.4493998,2.642985065,0.641436753,74,172,0.641436753
1044,-76.50286803,3.412679115,Q2,0.3,210,6.8329296,506.4493998,2.642985065,0.772731666,74,172,0.772731666
1045,-76.50102529,3.40581433,Q2,0.3,210,7.526084,506.4493998,2.642985065,0.704157542,74,199,0.704157542
1046,-76.50185653,3.409159848,Q2,0.3,210,6.4274693,506.4493998,2.642985065,0.926191922,74,172,0.926191922
1047,-76.50081351,3.40730338,Q2,0.3,210,6.4274693,506.4493998,2.642985065,0.837888169,74,199,0.837888169
1048,-76.50122998,3.408458783,Q2,0.3,210,6.4274693,506.4493998,2.642985065,0.902303901,74,172,0.902303901
1049,-76.50791189,3.403530494,Q2,0.3,210,12.73832,506.4493998,2.642985065,0.160916924,74,199,0.160916924
1050,-76.50287351,3.414998672,Q2,0.3,210,7.1794987,506.4493998,2.642985065,0.561211122,74,172,0.561211122
1051,-76.503031,3.415857995,Q2,0.3,210,7.1794987,506.4493998,2.642985065,0.480488075,74,172,0.480488075
1052,-76.50218594,3.408841643,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.876899669,74,172,0.876899669
1053,-76.50218998,3.402887218,Q2,0.3,210,6.832939,506.4493998,2.642985065,0.382432708,74,199,0.382432708
1054,-76.50419836,3.403564475,Q2,0.3,210,6.832939,506.4493998,2.642985065,0.277770917,74,199,0.277770917
1055,-76.5019374,3.407610752,Q2,0.3,210,6.4274693,506.4493998,2.642985065,0.779561896,74,199,0.779561896
1056,-76.50482212,3.417361438,Q2,0.3,210,7.1794987,506.4493998,2.642985065,0.221447503,74,182,0.221447503
1057,-76.51040001,3.403294864,Q2,0.3,210,12.73832,506.4493998,2.642985065,0.134716064,73,201,0.134716064
1058,-76.50583123,3.407509995,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.60521127,74,199,0.60521127
1059,-76.50531191,3.407310852,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.590558802,74,199,0.590558802
1060,-76.50369749,3.408777788,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.796663582,74,172,0.796663582
1061,-76.5036509,3.416758535,Q2,0.3,210,7.1794987,506.4493998,2.642985065,0.360940916,74,182,0.360940916
1062,-76.50339877,3.418812009,Q2,0.3,210,7.9315357,506.4493998,2.642985065,0.219307206,74,182,0.219307206
1063,-76.50915241,3.409605997,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.836482035,74,175,0.836482035
1064,-76.50719941,3.411875115,Q2,0.3,210,6.8329296,506.4493998,2.642985065,0.764452333,74,172,0.764452333
1065,-76.50577696,3.408268236,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.689738355,74,199,0.689738355
1066,-76.50548117,3.409998455,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.884263632,74,172,0.884263632
1067,-76.5045663,3.406856302,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.562783389,74,199,0.562783389
1068,-76.51063145,3.40767767,Q2,0.3,210,7.526081,506.4493998,2.642985065,0.622061855,73,201,0.622061855
1069,-76.50756155,3.409672205,Q2,0.3,210,6.8329344,506.4493998,2.642985065,0.843844028,74,172,0.843844028
1070,-76.50125946,3.414755341,Q2,0.3,210,6.832925,506.4493998,2.642985065,0.706476426,74,172,0.706476426
1071,-76.51052548,3.408584689,Q2,0.3,210,7.526081,506.4493998,2.642985065,0.722917767,73,175,0.722917767
1072,-76.50291087,3.412120142,Q2,0.3,210,6.8329296,506.4493998,2.642985065,0.82542898,74,172,0.82542898
1073,-76.50177678,3.405991827,Q2,0.3,210,7.526084,506.4493998,2.642985065,0.659026374,74,199,0.659026374
1074,-76.50249713,3.411023279,Q2,0.3,210,6.8329296,506.4493998,2.642985065,0.95515245,74,172,0.95515245
1075,-76.46805779,3.428854579,Q2,0.3,270,7.5849514,479.4455959,1.982592395,0.242770195,78,178,0.242770195
1076,-76.50717017,3.483394799,Q6,0.1,270,12.513053,479.4455959,1.982592395,0.096288521,71,168,0.096288521
1077,-76.55679012,3.413177153,Q6,0.1,425,4.635705,324.2058841,1.179876758,0.156360119,69,133,0.156360119
1078,-76.53397561,3.412169828,Q6,0.1,270,6.139782,479.4455959,1.982592395,0.791967187,71,135,0.791967187
1079,-76.49990312,3.495563812,Q6,0.1,270,6.832841,479.4455959,1.982592395,0.356420117,72,194,0.356420117
1080,-76.53405529,3.411983023,Q6,0.1,270,6.139782,479.4455959,1.982592395,0.814548413,71,135,0.814548413
1081,-76.51077857,3.476748439,Q6,0.1,270,6.139717,479.4455959,1.982592395,0.037238551,71,172,0.037238551
1082,-76.5351495,3.366367384,Q6,0.1,330,5.2235384,433.016623,1.575918069,0.842664767,73,136,0.842664767
1083,-76.53409927,3.365950172,Q6,0.1,330,5.2235384,433.016623,1.575918069,0.924786079,73,136,0.924786079
1084,-76.53537076,3.412040478,Q6,0.1,270,6.139782,479.4455959,1.982592395,0.858768167,71,135,0.858768167
1085,-76.56000149,3.414802311,Q6,0.1,425,9.841082,324.2058841,1.179876758,0.024349206,68,122,0.024349206
1086,-76.51727511,3.467420819,Q6,0.1,330,6.8328733,433.016623,1.575918069,0.164000285,71,176,0.164000285
1087,-76.52492374,3.415486164,Q6,0.1,270,8.442367,479.4455959,1.982592395,0.742045331,72,215,0.742045331
1088,-76.5234562,3.387285618,Q6,0.1,330,5.041193,433.016623,1.575918069,1.182118677,73,130,1.182118677
1089,-76.51464768,3.472295537,Q6,0.1,270,7.526017,479.4455959,1.982592395,0.371389197,71,171,0.371389197
1090,-76.51119792,3.476690977,Q6,0.1,270,6.139717,479.4455959,1.982592395,0.043628034,71,172,0.043628034
1091,-76.51440241,3.472601212,Q6,0.1,270,5.446574,479.4455959,1.982592395,0.366639752,71,171,0.366639752
1092,-76.52338508,3.461624726,Q6,0.1,330,12.293075,433.016623,1.575918069,0.131815491,70,171,0.131815491
1093,-76.51268114,3.4748741,Q6,0.1,270,6.139717,479.4455959,1.982592395,0.245655538,71,171,0.245655538
1094,-76.5510027,3.45891882,Q6,0.1,555,11.801433,167.2600619,0.869445591,0.032804102,67,135,0.032804102
1095,-76.55001051,3.458214093,Q6,0.1,555,11.801433,167.2600619,0.869445591,0.010201839,67,138,0.010201839
1096,-76.55078119,3.4581483,Q6,0.1,555,11.801433,167.2600619,0.869445591,0.075970939,67,138,0.075970939
1097,-76.5368389,3.366030157,Q6,0.1,330,5.041217,433.016623,1.575918069,0.665028768,73,136,0.665028768
1098,-76.54251296,3.339947724,Q6,0.1,425,4.8870897,324.2058841,1.179876758,1.064948048,73,129,1.064948048
1099,-76.53564479,3.451682483,Q6,0.1,425,4.434992,324.2058841,1.179876758,0.044572523,69,119,0.044572523
1100,-76.56195582,3.413494226,Q6,0.1,425,4.320627,324.2058841,1.179876758,0.035385626,68,122,0.035385626
1101,-76.53050967,3.412721423,Q6,0.1,270,7.526079,479.4455959,1.982592395,0.67538291,71,125,0.67538291
1102,-76.53484322,3.412238835,Q6,0.1,270,6.139782,479.4455959,1.982592395,0.826938209,71,135,0.826938209
1103,-76.56552012,3.450019948,Q6,0.1,555,9.813133,167.2600619,0.869445591,0.233874214,66,141,0.233874214
1104,-76.56747875,3.456399084,Q6,0.1,425,9.828567,324.2058841,1.179876758,0.016577385,66,133,0.016577385
1105,-76.50030973,3.495004842,Q6,0.1,270,6.832841,479.4455959,1.982592395,0.368399679,71,165,0.368399679
1106,-76.56510899,3.409972025,Q6,0.1,555,3.5007312,167.2600619,0.869445591,0.049441897,68,122,0.049441897
1107,-76.53477175,3.41133759,Q6,0.1,270,6.139782,479.4455959,1.982592395,0.912520507,71,135,0.912520507
1108,-76.52813337,3.458728751,Q6,0.1,330,6.322057,433.016623,1.575918069,0.050154312,70,206,0.050154312
1109,-76.53128096,3.363521753,Q6,0.1,330,6.678837,433.016623,1.575918069,0.707591585,73,159,0.707591585
1110,-76.52805444,3.33957312,Q6,0.1,330,5.223566,433.016623,1.575918069,2.394650256,75,135,2.394650256
1111,-76.51572449,3.47081188,Q6,0.1,330,7.526017,433.016623,1.575918069,0.336421363,71,171,0.336421363
1112,-76.5088562,3.47912227,Q6,0.1,270,7.238328,479.4455959,1.982592395,0.037620511,72,172,0.037620511
1113,-76.52377766,3.416132453,Q6,0.1,270,8.442367,479.4455959,1.982592395,0.601117295,72,215,0.601117295
1114,-76.51689144,3.390486411,Q6,0.1,270,7.120632,479.4455959,1.982592395,1.06371217,74,130,1.06371217
1115,-76.548937,3.453398953,Q6,0.1,555,4.8869753,167.2600619,0.869445591,0.14394295,68,133,0.14394295
1116,-76.55086716,3.459307371,Q6,0.1,555,11.801433,167.2600619,0.869445591,0.008403437,67,135,0.008403437
1117,-76.50952999,3.477935498,Q6,0.1,270,7.238328,479.4455959,1.982592395,0.002713564,72,172,0.002713564
1118,-76.56357378,3.410908595,Q6,0.1,555,4.320627,167.2600619,0.869445591,0.040699139,68,122,0.040699139
1119,-76.51344406,3.473866204,Q6,0.1,270,6.139717,479.4455959,1.982592395,0.342529507,71,171,0.342529507
1120,-76.55918825,3.460760606,Q6,0.1,425,8.662556,324.2058841,1.179876758,0.038244309,67,136,0.038244309
1121,-76.55149841,3.457888991,Q6,0.1,555,11.801433,167.2600619,0.869445591,0.152752179,67,138,0.152752179
1122,-76.50344285,3.394829159,Q6,0.1,210,6.139801,506.4493998,2.642985065,0.375124109,75,178,0.375124109
1123,-76.55033319,3.450758088,Q6,0.1,555,3.277539,167.2600619,0.869445591,0.241807621,67,138,0.241807621
1124,-76.50710406,3.482963917,Q6,0.1,270,12.513053,479.4455959,1.982592395,0.067607707,71,170,0.067607707
1125,-76.54975104,3.458235093,Q6,0.1,555,11.801433,167.2600619,0.869445591,0.011850588,68,133,0.011850588
1126,-76.54132574,3.375194097,Q6,0.1,330,5.1282187,433.016623,1.575918069,0.01154473,71,138,0.01154473
1127,-76.50235621,3.494737417,Q6,0.1,270,6.1396933,479.4455959,1.982592395,0.228518479,71,165,0.228518479
1128,-76.50291936,3.485155401,Q6,0.1,270,12.520986,479.4455959,1.982592395,0.372802748,71,168,0.372802748
1129,-76.5516052,3.451050305,Q6,0.1,555,3.277539,167.2600619,0.869445591,0.118817635,67,138,0.118817635
1130,-76.531882,3.413266974,Q6,0.1,270,6.139782,479.4455959,1.982592395,0.613721439,71,125,0.613721439
1131,-76.52759542,3.41450733,Q6,0.1,270,7.526079,479.4455959,1.982592395,0.622653898,72,125,0.622653898
1132,-76.52796879,3.459176854,Q6,0.1,330,6.322057,433.016623,1.575918069,0.027861838,70,206,0.027861838
1133,-76.55944445,3.414298938,Q6,0.1,425,4.635705,324.2058841,1.179876758,0.031623318,69,122,0.031623318
1134,-76.50615895,3.484206684,Q6,0.1,270,12.520986,479.4455959,1.982592395,0.239633226,71,168,0.239633226
1135,-76.5036504,3.394647872,Q6,0.1,210,6.139801,506.4493998,2.642985065,0.403083013,75,178,0.403083013
1136,-76.51094883,3.477488094,Q6,0.1,270,12.491202,479.4455959,1.982592395,0.045007333,71,172,0.045007333
1137,-76.5397025,3.365544835,Q6,0.1,425,5.85215,324.2058841,1.179876758,0.393841205,73,136,0.393841205
1138,-76.56324305,3.412811879,Q6,0.1,555,4.320627,167.2600619,0.869445591,0.082945572,68,122,0.082945572
1139,-76.53174984,3.413206399,Q6,0.1,270,6.139782,479.4455959,1.982592395,0.618920911,71,125,0.618920911
1140,-76.53019873,3.413747675,Q6,0.1,270,7.526079,479.4455959,1.982592395,0.568383655,71,125,0.568383655
1141,-76.53073312,3.456356485,Q6,0.1,425,6.322057,324.2058841,1.179876758,0.032267999,69,191,0.032267999
1142,-76.51187826,3.475420036,Q6,0.1,270,6.139717,479.4455959,1.982592395,0.184950225,71,172,0.184950225
1143,-76.54902917,3.452302769,Q6,0.1,555,4.8869753,167.2600619,0.869445591,0.222885244,68,133,0.222885244
1144,-76.55384221,3.450104493,Q6,0.1,555,3.0716875,167.2600619,0.869445591,0.017295014,67,138,0.017295014
1145,-76.51481154,3.472064083,Q6,0.1,270,7.526017,479.4455959,1.982592395,0.376703889,71,171,0.376703889
1146,-76.5305231,3.387932053,Q6,0.1,330,6.42749,433.016623,1.575918069,0.574284082,72,129,0.574284082
1147,-76.55059511,3.459635344,Q6,0.1,555,11.801433,167.2600619,0.869445591,0.055581257,67,135,0.055581257
1148,-76.52214159,3.387869781,Q6,0.1,330,6.609809,433.016623,1.575918069,1.12048218,73,130,1.12048218
1149,-76.54673168,3.452052126,Q6,0.1,555,3.555742,167.2600619,0.869445591,0.236893348,68,133,0.236893348
1150,-76.52508591,3.359115719,Q6,0.1,330,5.0412254,433.016623,1.575918069,0.376436106,74,159,0.376436106
1151,-76.56459348,3.45518909,Q6,0.1,425,3.6548288,324.2058841,1.179876758,0.11796781,66,141,0.11796781
1152,-76.52948535,3.363780157,Q6,0.1,330,9.275339,433.016623,1.575918069,0.518664043,74,159,0.518664043
1153,-76.55722651,3.413117571,Q6,0.1,425,4.635705,324.2058841,1.179876758,0.162985335,69,133,0.162985335
1154,-76.52425688,3.359706609,Q6,0.1,330,5.0412254,433.016623,1.575918069,0.321414136,74,128,0.321414136
1155,-76.54883903,3.452059015,Q6,0.1,555,3.277539,167.2600619,0.869445591,0.257000892,68,133,0.257000892
1156,-76.48043616,3.476033866,Q5,0.2,270,6.139717,479.4455959,1.982592395,0.358235252,74,178,0.358235252
1157,-76.48235582,3.47682726,Q5,0.2,270,9.794706,479.4455959,1.982592395,0.434838139,74,178,0.434838139
1158,-76.48126408,3.47477043,Q5,0.2,270,9.794706,479.4455959,1.982592395,0.206129078,74,202,0.206129078
1159,-76.47971862,3.474582963,Q5,0.2,270,6.139717,479.4455959,1.982592395,0.251646383,75,202,0.251646383
1160,-76.48003557,3.476085648,Q5,0.2,270,6.139717,479.4455959,1.982592395,0.377363586,74,178,0.377363586
1161,-76.48013278,3.473390802,Q5,0.2,270,6.139717,479.4455959,1.982592395,0.125122997,74,202,0.125122997
1162,-76.48245542,3.472084428,Q5,0.2,270,5.7342567,479.4455959,1.982592395,0.092540717,74,202,0.092540717
1163,-76.48214326,3.476181022,Q5,0.2,270,9.794706,479.4455959,1.982592395,0.362979752,74,178,0.362979752
1164,-76.47745264,3.474230781,Q5,0.2,210,6.139717,506.4493998,2.642985065,0.401898291,75,202,0.401898291
1165,-76.4808426,3.475631608,Q5,0.2,270,6.139717,479.4455959,1.982592395,0.305267667,74,178,0.305267667
1166,-76.48240315,3.474538066,Q5,0.2,270,9.794706,479.4455959,1.982592395,0.18029138,74,202,0.18029138
1167,-76.48189068,3.476331685,Q5,0.2,270,9.794706,479.4455959,1.982592395,0.379732713,74,178,0.379732713
1168,-76.48149128,3.475422102,Q5,0.2,270,9.794706,479.4455959,1.982592395,0.278591698,74,178,0.278591698
1169,-76.48029979,3.473915986,Q5,0.2,270,6.139717,479.4455959,1.982592395,0.153333658,74,202,0.153333658
1170,-76.47998684,3.475911887,Q5,0.2,270,6.139717,479.4455959,1.982592395,0.361459083,75,178,0.361459083
1171,-76.48674549,3.445995741,Q4,0.3,210,5.7342796,506.4493998,2.642985065,0.399705393,75,202,0.399705393
1172,-76.49806093,3.440036539,Q4,0.3,270,7.931509,479.4455959,1.982592395,0.959692924,74,209,0.959692924
1173,-76.4954278,3.466251395,Q4,0.3,270,5.7342606,479.4455959,1.982592395,0.590685211,73,170,0.590685211
1174,-76.48922398,3.467062314,Q4,0.3,270,7.526023,479.4455959,1.982592395,0.039958268,74,166,0.039958268
1175,-76.48162994,3.460726857,Q4,0.3,210,6.832878,506.4493998,2.642985065,0.738022118,74,205,0.738022118
1176,-76.491319,3.48918643,Q4,0.3,270,6.139703,479.4455959,1.982592395,0.495288108,73,212,0.495288108
1177,-76.49153652,3.471829952,Q4,0.3,270,10.70408,479.4455959,1.982592395,0.395739017,73,166,0.395739017
1178,-76.49031655,3.471841627,Q4,0.3,270,10.70408,479.4455959,1.982592395,0.300734785,73,166,0.300734785
1179,-76.49083375,3.469244507,Q4,0.3,270,10.70408,479.4455959,1.982592395,0.149518068,73,166,0.149518068
1180,-76.4808069,3.451145819,Q4,0.3,210,6.8328876,506.4493998,2.642985065,1.216396793,75,204,1.216396793
1181,-76.47914321,3.456781367,Q4,0.3,270,6.139735,479.4455959,1.982592395,0.612900876,76,204,0.612900876
1182,-76.48668288,3.453753524,Q4,0.3,210,7.238348,506.4493998,2.642985065,1.040534709,75,208,1.040534709
1183,-76.49487032,3.487777679,Q4,0.3,270,6.139703,479.4455959,1.982592395,0.425162722,73,168,0.425162722
1184,-76.48396787,3.479336743,Q4,0.3,270,6.832859,479.4455959,1.982592395,0.266857726,74,172,0.266857726
1185,-76.49322552,3.467646728,Q4,0.3,270,8.7300005,479.4455959,1.982592395,0.404992679,73,166,0.404992679
1186,-76.49091968,3.467972069,Q4,0.3,270,8.7300005,479.4455959,1.982592395,0.14859497,73,166,0.14859497
1187,-76.50258763,3.486717631,Q4,0.3,270,5.916559,479.4455959,1.982592395,0.469552885,71,168,0.469552885
1188,-76.48618922,3.457751362,Q4,0.3,210,6.832883,506.4493998,2.642985065,0.804043155,75,208,0.804043155
1189,-76.4882093,3.492205627,Q4,0.3,270,17.57059,479.4455959,1.982592395,0.013393244,73,141,0.013393244
1190,-76.47860061,3.466664311,Q4,0.3,210,7.8137035,506.4493998,2.642985065,0.286792973,75,205,0.286792973
1191,-76.48768299,3.490247414,Q4,0.3,270,17.57059,479.4455959,1.982592395,0.125979032,73,212,0.125979032
1192,-76.48943121,3.454125967,Q4,0.3,270,7.238348,479.4455959,1.982592395,0.83418902,75,208,0.83418902
1193,-76.48333641,3.476956925,Q4,0.3,270,9.794706,479.4455959,1.982592395,0.449256229,74,172,0.449256229
1194,-76.48739142,3.45341199,Q4,0.3,210,7.238348,506.4493998,2.642985065,0.967547758,75,208,0.967547758
1195,-76.47941735,3.456156318,Q4,0.3,210,7.5260296,506.4493998,2.642985065,0.682410356,76,204,0.682410356
1196,-76.48770813,3.470377714,Q4,0.3,270,6.139722,479.4455959,1.982592395,0.019459266,74,166,0.019459266
1197,-76.48946022,3.450433951,Q4,0.3,270,7.5260344,479.4455959,1.982592395,0.567356679,75,208,0.567356679
1198,-76.49843623,3.472358572,Q4,0.3,330,5.446574,433.016623,1.575918069,1.063034963,73,166,1.063034963
1199,-76.48246623,3.45446826,Q4,0.3,210,6.832883,506.4493998,2.642985065,1.061478513,75,204,1.061478513
1200,-76.49159769,3.467120678,Q4,0.3,270,8.7300005,479.4455959,1.982592395,0.223986242,73,166,0.223986242
1201,-76.49755783,3.46464503,Q4,0.3,270,5.7342606,479.4455959,1.982592395,0.631859255,73,170,0.631859255
1202,-76.48556623,3.475246975,Q4,0.3,270,9.7232485,479.4455959,1.982592395,0.259651609,74,172,0.259651609
1203,-76.48850769,3.46012597,Q4,0.3,270,6.832883,479.4455959,1.982592395,0.435041981,74,172,0.435041981
1204,-76.4971996,3.437392746,Q4,0.3,210,6.427436,506.4493998,2.642985065,0.783376494,74,209,0.783376494
1205,-76.47624016,3.45314153,Q4,0.3,210,7.5260296,506.4493998,2.642985065,0.820627677,76,204,0.820627677
1206,-76.4886355,3.476857966,Q4,0.3,270,9.7232485,479.4455959,1.982592395,0.488371898,74,172,0.488371898
1207,-76.48457854,3.478484045,Q4,0.3,270,6.832859,479.4455959,1.982592395,0.321369947,74,172,0.321369947
1208,-76.48630225,3.474776215,Q4,0.3,270,9.7232485,479.4455959,1.982592395,0.229023163,74,166,0.229023163
1209,-76.48841057,3.473201837,Q4,0.3,270,9.7232485,479.4455959,1.982592395,0.257822698,74,166,0.257822698
1210,-76.48547696,3.459770982,Q4,0.3,210,6.832883,506.4493998,2.642985065,0.70124977,75,172,0.70124977
1211,-76.48911235,3.487902495,Q4,0.3,270,6.8328505,479.4455959,1.982592395,0.422738084,74,212,0.422738084
1212,-76.48203224,3.449899184,Q4,0.3,210,6.13974,506.4493998,2.642985065,1.077207413,75,150,1.077207413
1213,-76.48955497,3.48609528,Q4,0.3,270,6.8328505,479.4455959,1.982592395,0.538770554,74,212,0.538770554
1214,-76.48515064,3.475679163,Q4,0.3,270,9.794706,479.4455959,1.982592395,0.307175577,74,172,0.307175577
1215,-76.48786261,3.484094631,Q4,0.3,270,13.636386,479.4455959,1.982592395,0.316308535,74,212,0.316308535
1216,-76.48664092,3.474924795,Q4,0.3,270,9.7232485,479.4455959,1.982592395,0.261517977,74,166,0.261517977
1217,-76.485223,3.458085171,Q4,0.3,210,7.9314947,506.4493998,2.642985065,0.853767536,75,208,0.853767536
1218,-76.48919649,3.466957374,Q4,0.3,270,7.526023,479.4455959,1.982592395,0.043015016,74,166,0.043015016
