"","c1","c2","c3","alpha","beta","gamma","s_m,s1","s_m,s2","s_m,s3","s_s1","s_s2","lambda"
"435",0.690436,2.59925,1.33414,0.774238,0.965213,6.09883,0.559895,-0.587921,6.9435,0.55052,1.09468,0.171984
"436",0.52221,2.83966,1.65813,0.774046,0.979307,6.26181,0.433089,-0.337235,7.48313,0.568169,0.99632,0.161044
"437",0.553815,2.97393,1.98484,0.791048,0.983848,6.04078,0.602238,-1.47152,5.76964,0.559102,1.13707,0.168071
"438",0.476092,2.66899,2.11015,0.788034,0.981691,6.27273,0.501919,-0.429371,6.94909,0.542273,1.35703,0.15452
"439",0.701314,2.78862,1.57854,0.779379,0.984138,6.07724,0.662725,-0.73012,6.09286,0.552745,1.11442,0.164763
"440",0.711013,2.58727,1.27508,0.816203,0.988974,6.32598,0.460351,-0.165999,7.72578,0.538855,1.26724,0.158288
"441",0.816786,2.968,1.58682,0.75518,0.94256,6.07497,0.614147,-1.07696,6.01953,0.562813,1.12009,0.160429
"442",0.821509,3.06593,1.6035,0.809759,0.977955,6.11642,0.404559,-0.388853,7.39396,0.546221,1.3642,0.148525
"443",1.03708,3.28301,1.00284,0.751873,0.950466,5.78381,0.615671,-1.30484,6.0577,0.551689,1.15015,0.167161
"444",1.06422,3.96961,1.18057,0.788471,0.988515,6.1661,0.427826,-0.56519,7.47595,0.594357,0.780291,0.153834
"445",1.05402,4.12718,0.898664,0.768519,0.946778,5.97886,0.540412,-2.55678,6.18917,0.559725,0.98859,0.159789
"446",0.89366,3.89731,1.34453,0.764178,0.933643,6.11433,0.495109,-1.77779,6.24563,0.559317,1.03547,0.154048
"447",0.628751,3.15896,1.41128,0.794242,0.974289,6.21551,0.520188,-0.6589,6.60255,0.564259,1.04036,0.166269
"448",0.622345,2.98674,1.84785,0.760281,0.94184,6.22725,0.475883,-0.625118,6.40965,0.549369,1.0206,0.157343
"449",0.618514,2.39881,1.56723,0.830377,0.988839,6.11648,0.612905,-0.971365,6.47536,0.541457,1.26705,0.157736
"450",0.924711,3.36921,0.88105,0.827265,0.982363,6.45282,0.398428,-0.445071,7.07987,0.557895,1.1019,0.164037
"451",0.795172,2.97127,1.49732,0.748198,0.903245,5.71564,0.425921,-0.246937,7.43624,0.565292,1.16434,0.154821
"452",0.747119,3.07675,1.54473,0.762385,0.929824,5.96573,0.547195,-0.973696,6.21226,0.554291,1.10197,0.16243
"453",0.724745,3.01262,1.59111,0.762161,0.944756,6.02906,0.51064,-1.40066,6.11595,0.55108,1.11613,0.164333
"454",0.701037,3.15458,1.5594,0.764617,0.95919,6.0963,0.425974,-0.835841,6.82023,0.548378,1.19487,0.15135
"455",0.584798,2.7713,1.86309,0.756073,0.927385,5.85044,0.440413,-0.334054,7.52355,0.556442,1.10307,0.151223
"456",0.591365,2.58855,1.38804,0.739954,0.941689,5.81237,0.523177,-0.205632,7.5715,0.574549,0.847576,0.174861
"457",0.643853,2.75261,1.42484,0.79177,0.980423,6.04569,0.503909,-0.250375,7.35321,0.571616,1.02841,0.154402
"458",0.735304,2.92654,1.51894,0.749247,0.956701,6.12508,0.532307,-1.35435,6.09004,0.571316,1.04032,0.180136
"459",0.504474,2.94496,1.55224,0.793909,0.949192,6.14076,0.4473,-1.45413,6.44034,0.537875,1.16568,0.155444
"460",0.501087,2.79498,1.84404,0.778266,0.944148,6.09636,0.523283,-0.905618,6.5504,0.573478,1.13145,0.161934
"461",0.721872,2.37834,1.31387,0.770143,0.965639,6.06947,0.317046,-0.464205,7.9176,0.561794,1.24436,0.151488
"462",0.67309,2.51565,1.64013,0.780364,0.969912,6.04096,0.368051,-0.523232,7.44309,0.558756,1.10993,0.161512
"463",0.811182,2.60725,1.49734,0.753704,0.955757,5.96821,0.564732,-0.600199,7.15045,0.559528,1.02006,0.152774
"464",0.921731,2.72888,1.12161,0.80596,0.975744,6.26752,0.578546,-0.718545,6.57804,0.56165,1.14948,0.171059
"465",0.915663,3.31525,0.938485,0.779175,0.942717,6.06167,0.401412,-1.21625,7.06539,0.550538,1.21486,0.150934
"466",0.967447,3.41169,0.847764,0.781939,0.964469,6.17191,0.399585,-0.684208,7.11543,0.546944,1.16662,0.161442
"467",0.869282,3.16417,1.23646,0.692974,0.88696,5.69653,0.434629,-0.275675,7.14735,0.589527,0.728898,0.165298
"468",0.798475,3.07787,1.21292,0.758015,0.95636,5.78965,0.596372,-0.789692,5.86769,0.573958,0.968766,0.163958
"469",0.684809,2.78625,1.56536,0.780701,0.953229,6.12082,0.402321,-0.359686,7.58911,0.539615,1.12046,0.15435
"470",0.713184,2.80018,1.58383,0.803028,0.953378,6.24922,0.376789,-0.306091,7.53199,0.542656,1.29785,0.153979
"471",0.90142,2.9385,1.40244,0.792825,0.997748,6.36458,0.461593,-0.387873,7.21849,0.569522,1.18883,0.157755
"472",1.16927,3.08289,0.35984,0.807346,0.966758,6.48005,0.534217,-0.553386,7.10206,0.535934,1.12452,0.154411
"473",0.759859,2.34192,1.16663,0.708262,0.921551,5.96897,0.619051,-0.251733,7.03068,0.581414,0.69652,0.161024
"474",0.661881,2.39778,1.66784,0.758281,0.964855,5.69992,0.538612,-0.357932,6.6215,0.583525,0.785678,0.177348
"475",0.907502,3.16347,1.342,0.827996,0.977175,6.20488,0.391045,-0.592397,7.08273,0.531336,1.3445,0.154481
"476",0.92896,3.30113,1.29861,0.758203,0.970161,5.64572,0.486039,-1.2015,6.16999,0.588477,0.81835,0.179987
"477",0.838308,3.21313,1.5195,0.807113,0.982951,6.42287,0.607318,-0.86427,6.56587,0.554322,1.02386,0.147117
"478",0.80619,3.0411,1.15917,0.782943,0.939149,6.0156,0.445704,-1.49916,6.46952,0.540669,1.28396,0.16191
"479",0.670673,2.85064,1.33168,0.80619,0.984375,6.1716,0.494686,-0.70841,6.5582,0.565309,1.07008,0.163624
"480",0.508335,2.44501,1.8103,0.75008,0.948954,5.93335,0.553456,-0.910834,6.46395,0.55945,1.06574,0.155678
"481",0.412295,2.17931,2.10772,0.784731,0.930228,5.94384,0.550791,-0.108462,7.05461,0.549132,1.31729,0.155169
"482",0.440795,2.67168,2.06222,0.714813,0.913148,5.85556,0.504113,-0.656236,6.7902,0.546955,1.27848,0.145705
"483",0.377307,2.67858,2.15758,0.749247,0.940635,5.69776,0.510999,-0.233642,7.31227,0.569322,0.865944,0.178422
"484",0.666365,3.14095,1.41637,0.802199,0.991477,6.41752,0.550476,-2.30632,5.94557,0.548192,1.36913,0.152256
"485",0.450344,2.90685,1.43075,0.773355,0.967648,6.08589,0.520631,-0.187296,7.44113,0.585911,1.04433,0.167098
"486",0.615862,3.10419,1.17582,0.746118,0.911276,5.90322,0.499722,-1.85711,5.83083,0.556783,1.04163,0.160531
"487",0.517387,2.55131,1.59679,0.806507,0.966097,6.15129,0.705697,-1.0398,6.31429,0.548779,1.15762,0.156307
"488",0.469753,2.35152,1.68609,0.818459,0.978121,6.33405,0.533384,-0.511941,6.57426,0.545949,1.37538,0.169553
"489",0.642196,2.45323,1.22212,0.754287,0.980576,6.04033,0.649504,-0.535274,7.16575,0.562401,0.916746,0.156419
"490",0.640824,2.36009,1.4118,0.794428,0.95595,6.20787,0.362045,-0.415433,7.85615,0.569116,1.15952,0.168297
"491",0.625746,2.36832,1.3437,0.785001,0.94549,6.09214,0.378864,-0.432469,7.26282,0.577188,0.977036,0.160326
"492",0.729581,3.00628,1.15131,0.776712,0.930617,5.98993,0.468479,-0.463235,6.75296,0.557613,0.97589,0.159231
"493",0.737827,2.97786,1.1222,0.769269,0.974937,6.17884,0.556977,-0.360112,6.55449,0.556538,1.09177,0.165055
"494",0.637463,2.45909,1.66299,0.788732,0.958974,5.96992,0.419048,-0.814435,6.70682,0.587285,0.781239,0.172449
"495",0.625881,2.35548,1.81132,0.783553,0.987758,6.2835,0.60938,-0.0442432,7.76591,0.570825,1.05995,0.172941
"496",0.723566,2.80368,1.30483,0.811767,0.992521,6.06619,0.439582,-0.299117,7.06542,0.575174,0.858637,0.164615
"497",0.650067,2.94678,1.92834,0.727592,0.944263,5.94717,0.581206,-0.667129,6.47962,0.554178,1.02308,0.168537
"498",0.68559,3.22145,1.67767,0.796589,0.960393,6.24028,0.529883,-0.492951,6.71231,0.577238,0.880713,0.162213
"499",0.797439,2.96973,0.84967,0.747963,0.936682,6.08665,0.459606,-2.48712,6.21847,0.542603,1.2458,0.164793
"500",0.658731,2.93159,0.969655,0.760795,0.930698,5.79392,0.866826,-0.391355,6.14615,0.569366,0.964819,0.156005
"501",0.712215,2.78894,0.965087,0.788757,0.947971,6.11965,0.710422,-0.278731,6.35694,0.537922,1.3309,0.149995
"502",0.690825,2.95754,1.64224,0.747935,0.943258,5.98018,0.30791,-0.604743,7.18826,0.579104,0.831906,0.158499
"503",0.634545,2.77524,1.41981,0.795159,0.980347,6.07985,0.657844,-0.299501,6.69176,0.560349,1.16882,0.177386
"504",0.489494,2.85504,1.47753,0.794226,0.971329,5.85577,0.642403,-1.02505,6.1642,0.542511,1.25584,0.144118
"505",0.585909,3.39113,1.57521,0.77784,0.976725,6.06396,0.595194,-0.99934,6.47575,0.567973,1.03977,0.151082
"506",0.907981,3.58151,0.695841,0.776692,0.93526,5.92661,0.505588,-1.23751,6.35627,0.561334,1.14061,0.174678
"507",0.87327,3.56276,0.737776,0.748075,0.970291,6.07951,0.638876,-1.73719,6.0976,0.552893,1.00342,0.148696
"508",0.94951,3.56091,0.43975,0.813254,0.992194,6.30275,0.546989,-0.898971,6.57961,0.535887,1.25745,0.17627
"509",0.775041,3.14362,1.64879,0.751779,0.973435,6.01183,0.584773,-1.3694,6.23164,0.561686,0.98067,0.147904
"510",0.828397,3.64542,1.21269,0.818029,0.995723,6.25549,0.482966,-0.81054,6.92011,0.543318,1.23258,0.168659
"511",0.975992,3.65481,0.97302,0.74591,0.928496,5.93202,0.500265,-1.04183,6.77448,0.553993,1.03132,0.154658
"512",0.78296,3.32905,1.32897,0.76728,0.939453,6.02163,0.586733,-1.39474,6.15631,0.52638,1.21905,0.150175
"513",0.741286,3.35027,1.34366,0.765167,0.929702,5.91037,0.562086,-1.57148,5.99197,0.521452,1.22405,0.151704
"514",0.875882,3.4433,1.48963,0.805105,0.998492,6.30218,0.596453,-0.860933,6.98416,0.583645,0.737362,0.174629
"515",1.12548,3.64842,0.888482,0.785847,0.913812,6.1838,0.439854,-0.615435,7.28802,0.534162,1.30606,0.159075
"516",0.995162,3.13811,1.20659,0.804922,0.965713,6.06725,0.509157,-0.689615,6.99166,0.554214,1.1282,0.166455
"517",0.844101,2.86021,1.25259,0.713741,0.90547,5.66084,0.437731,-0.576907,7.10188,0.588012,0.683468,0.164473
"518",0.970816,2.71395,0.849175,0.699758,0.893202,5.31885,0.419385,-0.36186,7.45875,0.593059,0.823653,0.180814
"519",1.03886,2.85364,0.998684,0.753021,0.928778,5.99526,0.555423,-0.592957,6.83454,0.568187,0.774115,0.155959
"520",0.886783,2.55994,1.28534,0.783952,0.965127,5.9668,0.701155,-0.231085,7.34296,0.582267,0.888946,0.173109
"521",0.800194,2.50643,1.71898,0.808343,0.99475,6.43147,0.55347,-0.632723,6.20865,0.568935,0.939033,0.175475
"522",0.903108,3.15737,1.5062,0.753966,0.952014,6.09651,0.50194,-0.422158,6.6775,0.547643,1.28705,0.140603
"523",0.872665,2.95586,1.3624,0.809241,0.98879,6.32053,0.608609,-0.471671,5.92452,0.525629,1.13944,0.161695
"524",0.826618,2.80575,1.5113,0.833001,0.992224,6.43995,0.615608,-1.20794,6.77638,0.540119,1.29882,0.143269
"525",0.819805,3.0689,0.996467,0.694751,0.907765,5.70717,0.591245,-0.72097,6.97055,0.56849,0.903843,0.165302
"526",0.682121,2.47777,1.35485,0.803969,0.965648,6.30557,0.646712,-0.413648,6.38318,0.565269,0.948154,0.155175
"527",0.874251,3.06247,1.56723,0.835372,0.975672,6.64611,0.390769,-0.62563,7.3978,0.531521,1.40009,0.157734
"528",0.632503,2.57,1.50046,0.782943,0.96013,5.9729,0.395137,-0.672646,7.23616,0.568342,0.916248,0.147045
"529",0.664033,2.44843,1.56127,0.780002,0.952751,6.14805,0.448412,-0.468142,7.74038,0.543133,1.26373,0.15353
"530",0.588393,2.30167,1.47204,0.766825,0.928698,6.07778,0.52089,-0.386629,6.81287,0.559693,1.02406,0.163968
"531",0.616012,2.86521,1.44564,0.791572,0.977479,6.12086,0.476657,-0.627044,6.54528,0.55799,0.995047,0.154257
"532",0.861184,3.54678,1.13705,0.77218,0.964418,6.13849,0.425726,-1.91175,6.5084,0.560141,1.0448,0.155911
"533",0.868472,2.94703,1.56272,0.788918,0.974639,6.14685,0.583304,-0.734846,6.87073,0.555453,1.19379,0.168407
"534",0.896695,3.82046,0.923453,0.805951,0.978883,6.06372,0.52834,-1.19342,6.13208,0.566979,0.969714,0.158189
"535",1.02542,4.12476,0.867014,0.766296,0.958795,6.0874,0.555568,-1.82135,6.52371,0.578152,0.915218,0.154475
"536",1.01403,3.55463,0.941985,0.776898,0.982821,6.26841,0.293897,-0.665807,7.19079,0.555621,1.06933,0.174583
"537",0.74429,3.04029,1.47332,0.795082,0.959897,5.97649,0.768422,-0.711922,6.17066,0.554659,1.02928,0.155609
"538",0.763769,2.78096,1.09014,0.783805,0.975512,6.19485,0.689826,-0.0684334,7.2064,0.552141,1.11643,0.173802
"539",0.572013,2.70145,1.39206,0.769207,0.985949,6.02565,0.499642,-1.13276,6.42284,0.57794,0.82656,0.153959
"540",0.573403,2.7473,1.64849,0.817314,0.984847,6.16388,0.482098,-0.406516,7.3641,0.518943,1.6785,0.164457
"541",0.488127,1.96803,1.72469,0.778008,0.973158,6.2551,0.400096,-0.389354,7.52856,0.56849,0.869993,0.152834
"542",0.608287,1.44079,1.05047,0.765598,0.927674,6.21333,0.611591,-0.856256,7.00289,0.535886,1.41331,0.169436
"543",0.769231,1.49235,0.975309,0.779733,0.943803,5.91467,0.477668,-0.935497,7.11168,0.548808,1.40056,0.162831
"544",0.848332,1.84837,0.999509,0.811682,0.973501,6.3899,0.56966,-0.585718,7.12526,0.565172,1.12614,0.159903
"545",0.814559,1.47256,1.28662,0.766181,0.930822,6.11109,0.437944,-1.72984,7.04424,0.55028,1.19995,0.160846
"546",0.897139,1.81516,1.26667,0.780673,0.961981,6.10407,0.41133,-0.695389,7.44819,0.561056,1.03266,0.162401
"547",0.922728,1.96579,1.5296,0.790403,0.974435,6.2265,0.594115,-0.477808,7.12154,0.55412,1.06143,0.160928
"548",1.15592,3.40376,0.978525,0.792468,0.985249,5.85546,0.365801,-0.535977,7.2545,0.558112,1.1595,0.158094
"549",0.595274,2.85081,1.81561,0.792233,0.997253,6.03669,0.546053,-0.914488,6.09974,0.574147,1.02554,0.16077
"550",0.534401,2.7286,1.40187,0.782289,0.950673,6.19481,0.451903,-0.461979,7.40756,0.547215,1.15441,0.14997
"551",0.471043,2.43864,1.55744,0.79935,0.981145,6.14482,0.499355,-0.350367,6.94298,0.549713,1.26772,0.170963
"552",0.409889,2.51492,1.86914,0.72543,0.884504,5.61619,0.555626,-0.367606,6.58817,0.566788,0.878537,0.15347
"553",0.430745,2.371,1.73463,0.786015,0.958982,6.14352,0.66829,-1.97212,5.56157,0.539462,1.20326,0.15704
"554",0.602819,2.53976,1.57381,0.792575,0.970613,6.3496,0.534105,-0.375092,7.45771,0.558849,1.1978,0.162117
"555",0.612617,2.74695,1.42097,0.706205,0.868212,5.77832,0.575111,-1.70063,6.46272,0.56485,0.917017,0.16671
"556",0.73229,2.80311,1.31039,0.787064,0.968897,6.15658,0.529848,-0.3111,7.35158,0.55175,0.951233,0.161169
"557",0.668525,2.87637,1.44605,0.797399,0.96843,6.29433,0.426995,-0.812631,6.84902,0.545491,1.20901,0.161613
"558",0.609445,2.7501,1.39302,0.743748,0.884002,5.68445,0.599585,-0.240108,7.1744,0.531602,1.22554,0.146071
"559",0.84392,3.27926,1.17147,0.823789,0.991583,6.33129,0.588832,-0.375521,7.13259,0.569966,0.977991,0.182392
"560",0.775854,3.05195,1.35456,0.82225,0.995932,6.26258,0.338676,-1.04417,7.12176,0.545587,1.28348,0.138588
"561",0.747276,2.99751,1.99786,0.785326,0.99339,6.27019,0.624461,-1.22819,6.23904,0.56065,1.05057,0.175413
"562",0.574735,3.03643,1.93578,0.83242,0.983774,6.32885,0.401561,-0.42808,7.4421,0.533446,1.22411,0.156043
"563",0.633455,3.25314,1.32825,0.74277,0.934274,5.77718,0.530682,-1.53421,6.11996,0.56655,1.10537,0.162889
"564",0.572892,3.49507,1.57898,0.816807,0.98908,6.22006,0.538303,-0.918364,6.67185,0.571914,1.11084,0.160007
"565",0.683127,3.22766,1.40103,0.76121,0.929588,5.98757,0.450007,-1.3388,6.09565,0.541194,1.18979,0.160022
"566",0.543592,2.78305,1.93628,0.756283,0.962988,6.11617,0.451315,-0.64451,6.84754,0.59104,0.71707,0.164368
"567",0.554032,2.80637,1.5951,0.794853,0.963296,6.2347,0.525682,-0.773583,6.48594,0.521491,1.40889,0.161816
"568",0.488975,2.50308,1.63603,0.757062,0.953556,6.04315,0.515744,-0.27731,7.43807,0.581727,0.909991,0.160604
"569",0.508678,2.29322,1.72521,0.771265,0.969371,5.92497,0.455445,-0.192005,7.33463,0.571179,1.07247,0.158515
"570",0.615499,2.96792,1.06557,0.803653,0.982802,6.07714,0.783034,-0.122213,6.79565,0.548352,1.13971,0.168638
"571",0.629393,2.57791,1.20143,0.795474,0.97871,6.03923,0.49815,-0.112243,7.23006,0.546618,1.00346,0.157864
"572",0.737619,3.09091,1.46682,0.805084,0.96547,6.2506,0.563186,-0.893024,6.44289,0.561076,0.947318,0.167267
"573",0.63799,2.65077,1.3185,0.783758,0.975109,6.1137,0.569693,-0.319355,6.68454,0.54614,1.24322,0.164814
"574",0.682366,2.6425,1.33053,0.710863,0.888569,5.70964,0.530302,-0.168478,8.14175,0.568722,0.961893,0.158828
"575",0.669622,2.54275,1.56779,0.719863,0.892771,5.84325,0.490524,-0.132372,7.32711,0.55252,1.13512,0.156517
"576",0.558198,2.12736,1.8218,0.762328,0.963478,5.94924,0.471037,-0.615239,6.71792,0.569434,0.973529,0.174601
"577",0.531678,2.52062,1.44333,0.800619,0.95676,5.86909,0.592256,-0.455258,6.61289,0.5526,1.14646,0.156502
"578",0.620599,2.4031,1.34365,0.73492,0.91501,6.15146,0.571318,-0.279784,6.59681,0.550581,1.13905,0.175751
"579",0.600361,2.42636,1.3376,0.742736,0.924879,6.14141,0.5752,-0.286699,6.72627,0.552306,1.09476,0.173451
"580",0.577236,2.65367,1.26158,0.765651,0.955148,5.78424,0.532331,-1.83739,6.38891,0.545141,1.1605,0.146771
"581",0.53374,2.60148,0.978078,0.779937,0.96246,5.96138,0.746294,-0.266359,6.91136,0.551819,1.03459,0.172011
"582",0.248535,2.34847,1.50457,0.78066,0.9602,6.11214,0.630986,-1.33043,5.96848,0.558943,1.08503,0.155946
"583",0.516215,2.34115,1.34404,0.801728,0.969431,6.1677,0.406387,-0.25659,7.659,0.564151,0.941012,0.145884
"584",0.46581,2.22051,1.32162,0.779051,0.984952,5.93742,0.568928,-0.316054,7.17174,0.541811,1.17607,0.143601
"585",0.650257,2.68737,1.58165,0.79296,0.976654,6.33971,0.602949,-0.837372,6.5493,0.575827,1.00894,0.169084
"586",0.664728,2.99492,1.0111,0.792364,0.949964,6.26626,0.675357,-1.05011,6.50562,0.539673,1.19079,0.145369
"587",0.597386,2.79301,1.10504,0.801691,0.982736,6.18787,0.615771,-0.940823,6.07008,0.534758,1.44665,0.146996
"588",0.534186,2.67531,1.24058,0.834356,0.975274,6.40234,0.60118,-0.7534,6.32649,0.533978,1.26613,0.146279
"589",0.910719,3.50354,0.859803,0.79437,0.988281,6.18156,0.463522,-0.723744,6.89261,0.584156,0.960093,0.171211
"590",0.632121,3.07273,1.74025,0.76031,0.931738,5.97836,0.55251,-1.80982,6.19419,0.544986,1.30662,0.150542
"591",0.693915,2.43919,1.36998,0.778533,0.965849,6.31352,0.422732,-0.130019,7.42623,0.575927,1.04836,0.170285
"592",0.588324,2.66691,1.40537,0.767546,0.918738,5.78961,0.646592,-1.51269,6.16502,0.565574,1.06642,0.159671
"593",0.569924,2.6599,1.62238,0.780295,0.977359,6.2445,0.459933,-0.299319,7.65779,0.582986,0.936145,0.165998
"594",0.757187,3.00706,1.38345,0.788901,0.9473,6.29783,0.488552,-1.09506,6.93379,0.557504,1.18478,0.161895
"595",0.663457,2.93242,1.42467,0.796741,0.993161,6.15263,0.393254,-0.266636,7.68782,0.562572,1.10028,0.156587
"596",0.660519,3.09197,1.50628,0.762989,0.957562,5.98208,0.651914,-0.949688,6.42977,0.559046,1.1564,0.174399
"597",0.759258,3.16921,1.3184,0.77337,0.972547,6.25616,0.637881,-0.817985,6.36212,0.563046,0.916171,0.153192
"598",0.679397,3.40108,1.46874,0.796135,0.959991,6.1162,0.335494,-0.620621,7.37545,0.559348,1.05807,0.175428
"599",0.755369,3.14136,1.07085,0.796489,0.981763,6.2213,0.624787,-0.522427,6.55966,0.555563,0.994185,0.153734
"600",0.77344,3.227,1.0648,0.794808,0.979268,6.09512,0.48265,-0.617269,6.8166,0.549359,1.2126,0.145824
"601",0.837817,3.36313,1.28637,0.761286,0.969994,5.96795,0.556748,-1.51266,5.94337,0.582248,0.90371,0.179889
"602",0.816007,3.39405,1.04639,0.780145,0.978935,6.22862,0.623657,-0.344532,6.97446,0.551044,1.09667,0.163675
"603",0.876169,3.42384,1.39482,0.779611,0.958556,6.21111,0.43472,-1.61739,5.95012,0.554644,1.17913,0.166792
"604",0.922594,3.81412,0.932393,0.785266,0.97497,6.36205,0.636403,-0.475534,7.06287,0.559353,0.976759,0.151301
"605",0.917084,3.44969,0.724313,0.758629,0.975148,6.02297,0.635817,-0.671858,6.98059,0.564002,1.01011,0.167492
"606",0.874804,3.42244,0.684973,0.802495,0.986372,6.11231,0.4305,-0.71023,6.97656,0.559155,1.12072,0.169631
"607",0.666351,2.57585,1.89008,0.764242,0.966775,6.00437,0.55434,-0.927109,6.17109,0.570059,0.955009,0.177605
"608",0.863374,2.94396,1.28978,0.754267,0.950578,5.99029,0.456554,-0.345269,7.37687,0.558906,1.15757,0.164082
"609",0.754816,3.10117,1.40993,0.812789,0.991738,6.24935,0.47894,-0.926994,6.33791,0.589752,0.767893,0.170348
"610",0.896096,3.18672,1.1297,0.753793,0.937165,6.04109,0.528888,-0.584404,6.89346,0.551717,1.15598,0.149874
"611",0.875976,3.29361,0.908647,0.772977,0.962055,5.72341,0.514484,-1.1615,5.96462,0.571264,1.00235,0.155791
"612",0.825671,2.93599,1.30726,0.768514,0.954877,6.39063,0.589173,-1.19854,6.5863,0.560768,1.0983,0.168305
"613",0.791492,2.87245,1.16532,0.79867,0.969219,6.03254,0.522695,-0.775731,6.60363,0.551934,1.04238,0.162119
"614",0.760118,2.57433,1.40874,0.824603,0.965514,6.27691,0.582446,-0.702419,6.16613,0.553871,1.07878,0.155151
"615",0.652746,2.66261,1.51172,0.830122,0.978503,6.43081,0.453895,-0.176839,7.53806,0.560922,1.19476,0.167461
"616",0.821622,2.92493,1.23696,0.762604,0.94342,5.57324,0.491413,-1.22851,6.50111,0.573731,1.05947,0.154562
"617",0.97332,3.0919,0.976603,0.72527,0.955007,5.96105,0.610808,-0.781163,6.47317,0.553791,1.09023,0.162215
"618",0.79981,3.05188,1.093,0.809388,0.981381,6.48662,0.532289,-0.688456,6.81862,0.564118,1.02562,0.161873
"619",0.857514,3.26531,0.984746,0.822199,0.993136,6.72763,0.522313,-0.505724,7.22038,0.560101,1.00528,0.163892
"620",0.69139,2.86363,1.22642,0.801395,0.964725,6.28856,0.460075,-1.05333,6.795,0.559232,1.31666,0.160193
"621",0.512568,2.98612,1.58641,0.670636,0.865888,5.51483,0.681171,-2.03688,6.17486,0.596921,0.683703,0.165687
"622",0.594343,2.95115,1.25526,0.726334,0.905614,5.72896,0.441431,-0.41081,6.74449,0.563156,1.11718,0.165374
"623",0.571791,2.94763,1.2728,0.725746,0.904492,5.67033,0.440769,-0.385733,6.62829,0.562186,1.07949,0.165559
"624",0.738267,2.58388,1.15964,0.76515,0.955318,5.83649,0.597089,-0.463788,5.95905,0.554135,1.09267,0.15319
"625",0.7535,2.69275,0.945934,0.781726,0.960232,5.93105,0.47571,-1.02658,6.90724,0.549911,1.13835,0.153569
"626",0.818316,2.94812,0.902927,0.816944,0.97955,6.24128,0.664673,-0.35521,6.62212,0.553392,1.17502,0.163285
"627",0.553301,2.83644,1.87916,0.762509,0.959247,5.85164,0.596524,-1.23271,6.49345,0.567558,0.816953,0.159836
"628",0.77401,3.20372,1.02574,0.772374,0.932689,5.87326,0.455715,-0.839313,6.66789,0.535693,1.56269,0.152105
"629",0.717914,3.18242,1.12681,0.769275,0.955625,5.84498,0.424179,-1.16241,6.90552,0.528902,1.41682,0.148592
"630",0.832601,3.0439,1.39734,0.781836,0.953977,6.02216,0.620528,-0.299409,6.90039,0.571736,0.862565,0.166784
"631",0.728727,2.88252,1.52303,0.786967,0.969727,6.16113,0.494751,-1.26612,6.21696,0.530461,1.45252,0.155986
"632",0.715221,2.77892,1.61546,0.774086,0.963567,5.98701,0.582207,-0.641882,6.46164,0.556974,1.0029,0.161202
"633",0.644308,3.18779,1.63891,0.824607,0.973337,6.37803,0.470483,-1.41669,6.31009,0.543546,1.25084,0.159441
"634",0.49118,2.85779,1.62728,0.750343,0.923022,5.8625,0.515325,-0.275128,7.11297,0.537908,1.21317,0.150963
"635",0.604021,3.00889,1.54092,0.756437,0.927407,6.00818,0.516607,-0.666283,6.63237,0.554649,1.22196,0.151515
"636",0.447862,2.63324,1.14247,0.755105,0.93227,6.02508,0.680304,-0.472348,6.60644,0.557851,1.08826,0.162745
"637",0.520194,2.58925,1.79487,0.772349,0.945248,6.12955,0.725201,-0.769694,6.25217,0.577233,1.00883,0.159308
"638",0.858228,3.06488,1.32466,0.79403,0.989425,6.42925,0.219027,-0.480738,7.71873,0.550027,1.28735,0.156493
"639",0.783761,3.45228,1.4121,0.768486,0.914592,5.80122,0.64728,-0.987741,6.40742,0.573242,1.02665,0.160158
"640",0.905094,3.97812,0.950515,0.840206,0.986313,6.45299,0.594559,-1.24205,6.58093,0.538617,1.19122,0.158843
"641",0.632615,3.4606,1.32962,0.794235,0.991026,6.16484,0.51018,-1.29347,6.43731,0.530921,1.36516,0.160045
"642",0.627973,3.3066,1.42496,0.794076,0.978486,5.83073,0.507939,-1.25553,6.33763,0.552859,1.14966,0.167364
"643",0.721747,3.96931,0.96542,0.765967,0.957758,5.73352,0.606737,-1.71272,6.64591,0.56737,1.05368,0.163457
"644",0.695698,3.80699,0.848232,0.819043,0.987874,6.70845,0.624218,-1.39752,6.94123,0.565032,1.16075,0.170336
"645",0.765361,3.28886,1.5785,0.807383,0.986635,6.0561,0.465708,-0.741024,6.3064,0.559968,1.10026,0.166815
"646",0.863209,3.32132,1.08783,0.767044,0.963444,5.96539,0.439345,-0.719113,7.1884,0.538249,1.14332,0.156486
"647",0.847992,2.90896,1.06734,0.746777,0.927914,6.00456,0.480547,-0.51609,7.12179,0.553458,0.794044,0.16249
"648",0.826917,3.11731,1.55107,0.759788,0.951196,6.05292,0.483866,-0.729637,6.61472,0.560006,1.0666,0.161724
"649",0.766242,2.89828,1.74979,0.7393,0.905777,6.02044,0.505896,-0.368113,7.06055,0.561897,1.17536,0.167158
"650",0.814615,2.70397,2.01555,0.813562,0.993307,6.45263,0.572907,-0.575533,6.75573,0.556385,1.10206,0.162203
"651",0.83575,2.75633,1.41958,0.752989,0.919105,6.05411,0.43685,-0.474991,7.20841,0.551456,1.16475,0.168184
