"","c1","c2","c3","alpha","beta","gamma","s_m,s1","s_m,s2","s_m,s3","s_s1","s_s2","lambda"
"869",0.689351,3.49879,1.28638,0.823873,0.993563,6.36709,0.608979,-1.47953,6.26129,0.547156,1.34124,0.142257
"870",0.666907,3.25196,1.51861,0.807519,0.993603,6.37006,0.681266,-0.562191,6.71021,0.541898,1.01338,0.150324
"871",0.59546,2.9376,1.50269,0.760682,0.962063,5.91947,0.506088,-1.4777,6.03653,0.554579,1.21816,0.161952
"872",0.613608,2.91871,1.44909,0.743447,0.941109,5.94487,0.584743,-0.951354,6.45577,0.550596,1.09212,0.155709
"873",0.543288,2.7721,1.50324,0.827058,0.988618,6.33445,0.543599,-1.08445,6.65434,0.550446,1.20759,0.15847
"874",0.806956,3.00857,1.27424,0.804472,0.990389,6.28829,0.583478,-1.24363,6.21836,0.553424,1.22658,0.158851
"875",0.719377,3.13616,1.36475,0.76866,0.950535,5.97614,0.416736,-0.405855,7.61358,0.564207,0.938215,0.17236
"876",0.729601,2.97796,1.52056,0.761359,0.953461,6.10172,0.496441,-0.568945,6.53938,0.561695,1.01733,0.168115
"877",0.817718,3.37181,1.6387,0.736953,0.937043,5.93643,0.670484,-1.12415,6.04589,0.591238,0.792458,0.162863
"878",1.07141,3.33351,0.920149,0.796669,0.977318,6.22094,0.619075,-0.415509,7.0881,0.540896,1.11228,0.160394
"879",0.738179,2.90826,1.5594,0.762197,0.937851,6.12155,0.313728,-0.266945,7.78345,0.560335,1.23618,0.172227
"880",0.770653,3.0624,0.920728,0.781655,0.951501,5.92631,0.536432,-1.19238,5.88177,0.562621,1.26767,0.175464
"881",0.774758,2.97273,0.887271,0.809828,0.989655,6.11249,0.538035,-0.210827,6.89145,0.565398,0.957189,0.155818
"882",0.665661,2.52935,1.50296,0.77294,0.973336,6.08012,0.574198,-1.80776,6.13568,0.558222,1.00326,0.166904
"883",0.605449,2.55996,1.42678,0.77217,0.955018,6.09941,0.618181,-0.388421,7.14377,0.535297,1.2803,0.152967
"884",0.596256,2.54055,1.60839,0.764294,0.933573,6.06347,0.535031,-0.465884,6.77277,0.538029,1.23222,0.155295
"885",0.478925,2.54359,1.53169,0.784802,0.947241,6.05135,0.559443,-0.312297,7.24501,0.560175,1.07125,0.154629
"886",0.351093,2.40302,1.72888,0.80033,0.96919,6.20462,0.55992,-1.05082,6.55341,0.554769,1.03096,0.156952
"887",0.360504,2.26296,1.67874,0.789624,0.98562,6.11451,0.55765,-0.485429,6.57726,0.545364,1.26263,0.165142
"888",0.24727,1.71547,2.21669,0.768828,0.97992,6.12196,0.509944,-0.1931,7.47512,0.563458,0.912968,0.160152
"889",0.590967,2.76185,0.959727,0.75623,0.946197,6.02704,0.642883,-0.53178,6.32694,0.578051,1.01852,0.16006
"890",0.66048,2.97714,0.780904,0.773936,0.95522,6.0696,0.587342,-0.70583,6.11196,0.546959,1.08999,0.159318
"891",0.77656,2.87382,1.26724,0.753315,0.937132,5.97309,0.500802,-0.43252,6.81713,0.560386,1.06603,0.165787
"892",0.901213,3.41478,1.20923,0.790102,0.972869,6.24129,0.466369,-1.10796,6.57805,0.566251,1.0414,0.157454
"893",0.702792,3.12774,1.91954,0.799093,0.973978,6.33495,0.551953,-1.28337,6.40254,0.558884,1.10642,0.161936
"894",0.768818,3.29148,1.87582,0.784441,0.940698,6.02283,0.556212,-0.561383,6.46064,0.544787,1.40295,0.172837
"895",0.74382,3.24588,1.88488,0.7789,0.944709,6.06426,0.460394,-0.490488,6.76932,0.533873,1.32382,0.164649
"896",0.835696,3.47361,1.56703,0.807114,0.975544,6.27884,0.498334,-0.688221,6.56283,0.558337,1.04984,0.151456
"897",0.85164,3.58368,1.52524,0.806869,0.969651,6.06284,0.473888,-1.19112,6.66192,0.557201,1.03522,0.154
"898",1.14641,3.70408,1.20053,0.73446,0.909518,6.06648,0.532465,-1.90691,6.15461,0.575654,0.935802,0.162477
"899",1.04835,3.56439,0.981649,0.792421,0.962132,6.30591,0.524987,-0.871781,6.54273,0.576908,0.841895,0.169664
"900",0.994954,3.6216,1.31145,0.748838,0.955009,6.08898,0.343547,-0.594571,7.05585,0.554618,1.17091,0.15721
"901",0.823353,3.31942,1.202,0.800744,0.978594,6.07016,0.610844,-1.19283,6.41841,0.572595,0.954118,0.169608
"902",0.666574,2.9385,1.46596,0.815465,0.986521,6.37382,0.458628,-0.593137,6.88579,0.553342,1.26652,0.162425
"903",0.316952,2.55212,1.95057,0.728861,0.877119,5.48951,0.456855,-0.313963,7.24067,0.548277,1.08726,0.169095
"904",0.613683,2.69561,1.12534,0.801982,0.989897,6.25451,0.579821,-0.238577,7.10829,0.578226,0.957612,0.165738
"905",0.644373,2.62642,1.13045,0.804851,0.996107,6.37421,0.660695,-0.113911,6.90514,0.559877,0.973883,0.169625
"906",0.724631,2.96521,1.17268,0.741968,0.903943,5.86694,0.560965,-1.91131,6.20596,0.543544,1.34121,0.152376
"907",0.673602,2.98813,1.2569,0.739956,0.908648,5.86905,0.471391,-1.00293,6.27177,0.532827,1.25566,0.153173
"908",0.803792,3.09429,1.25534,0.815276,0.987561,6.21635,0.551993,-0.370905,7.01229,0.546596,1.19853,0.163565
"909",0.695465,3.24717,1.46933,0.771671,0.973907,6.03491,0.310436,-0.441811,7.38618,0.547564,1.1405,0.154097
"910",0.757857,3.16528,1.28221,0.779196,0.946118,6.11712,0.447709,-0.839978,6.99132,0.560783,0.935218,0.163814
"911",0.541855,2.17828,1.7084,0.805174,0.972262,6.05927,0.488274,-0.320703,7.19086,0.570604,1.11719,0.163837
"912",0.621592,2.65187,1.24541,0.770231,0.97012,5.94495,0.396631,-0.641391,7.24332,0.563446,1.16759,0.166596
"913",0.658842,3.12213,1.09447,0.788065,0.962837,6.19979,0.490554,-0.360516,7.33246,0.581062,1.02786,0.150064
"914",0.760387,2.7996,1.22912,0.767618,0.972773,6.01652,0.508401,-2.8292,6.27853,0.56151,1.02152,0.175759
"915",0.673953,2.61829,1.32837,0.799005,0.958375,6.03467,0.652151,-0.220309,6.19159,0.583223,1.01303,0.173852
"916",0.721788,2.70224,1.41817,0.778947,0.989996,6.24184,0.494021,-1.63878,6.59159,0.575825,0.75011,0.164248
"917",0.663304,2.71216,1.72852,0.773493,0.946743,5.94127,0.735542,-0.274631,6.04491,0.59324,0.811792,0.173817
"918",0.784722,3.21873,1.40456,0.790908,0.942087,6.1078,0.475614,-0.898795,6.30555,0.55921,1.17471,0.162709
"919",0.509685,2.71963,1.97818,0.784172,0.963603,6.17877,0.633737,-0.674111,6.09956,0.58558,0.883984,0.171926
"920",0.693062,3.21,1.29708,0.805791,0.996258,6.22073,0.569233,-1.15726,6.5236,0.565524,1.02936,0.158884
"921",0.701539,3.28119,1.43261,0.792489,0.9699,6.13562,0.555789,-1.57179,6.24599,0.530176,1.40674,0.156724
"922",0.595936,3.00076,2.16178,0.788385,0.984948,6.0878,0.537334,-0.865013,6.62188,0.555428,1.15498,0.155881
"923",0.61193,2.93717,2.07917,0.790076,0.945218,5.98904,0.574587,-0.475808,6.57332,0.557835,1.06774,0.15959
"924",0.878358,3.34834,1.43746,0.821713,0.992973,6.31289,0.453463,-0.719987,6.74747,0.567195,1.01026,0.171303
"925",1.04694,3.40649,0.843816,0.785519,0.981059,6.19911,0.521847,-0.298641,7.21168,0.563523,0.967164,0.167442
"926",1.06648,3.64072,1.27409,0.784849,0.95993,6.18824,0.670492,-1.39898,6.26902,0.546754,1.16114,0.146103
"927",0.954761,3.34657,1.4671,0.76443,0.927497,6.00773,0.543625,-1.53307,6.5877,0.556071,1.15582,0.172545
"928",1.07955,3.51394,1.28064,0.769145,0.952342,6.0386,0.657728,-0.776849,6.48901,0.542217,1.25656,0.157125
"929",0.994351,3.92428,0.941987,0.777618,0.960139,6.12695,0.5215,-1.7225,6.6581,0.568984,1.04178,0.163881
"930",0.707519,2.54773,1.6425,0.74029,0.94398,6.15734,0.471718,-0.339488,6.87694,0.571218,1.10627,0.171761
"931",0.61002,2.30937,1.66899,0.766206,0.924088,5.63101,0.367643,-0.28877,7.45075,0.559892,1.11092,0.155053
"932",0.680906,2.5338,1.48015,0.810772,0.982803,6.07745,0.666797,-1.16786,6.44825,0.554126,0.977428,0.172138
"933",0.743604,2.66908,1.12886,0.745145,0.933522,6.14764,0.509725,-0.625949,6.394,0.542438,1.12023,0.157016
"934",0.716224,2.60981,1.21727,0.741242,0.903856,6.17355,0.478489,-0.614517,6.8371,0.540656,1.21495,0.161411
"935",0.960479,2.99038,1.11504,0.75199,0.936998,6.2544,0.591869,-0.718547,6.31217,0.551481,1.08014,0.153782
"936",0.931869,3.71275,1.5873,0.792024,0.962233,5.94936,0.523585,-0.799864,6.91567,0.563164,1.00521,0.170069
"937",0.892297,3.56436,1.36757,0.783971,0.96809,6.22301,0.309195,-0.974514,7.07266,0.58213,0.927266,0.163638
"938",0.645972,2.97837,1.49558,0.749308,0.93904,6.00653,0.592996,-0.732208,6.48228,0.555894,1.01536,0.158515
"939",0.6877,2.85414,1.51452,0.816759,0.988268,6.31858,0.495011,-0.589759,6.62577,0.562226,1.07949,0.178221
"940",0.979336,3.51444,0.817398,0.729122,0.900423,5.81445,0.547235,-1.58555,6.49016,0.528166,1.45624,0.153956
"941",0.777793,3.31967,1.08768,0.733853,0.908533,5.98739,0.552033,-1.26416,6.50186,0.572915,0.896241,0.158741
"942",0.796501,3.37544,1.04453,0.748064,0.939961,6.01523,0.450507,-1.03929,6.27846,0.581141,0.950986,0.165425
"943",0.71226,3.09875,1.51769,0.816469,0.980016,6.22998,0.442265,-0.753672,6.86407,0.550431,1.0117,0.166711
"944",0.686149,1.92223,1.51622,0.779133,0.934006,6.02451,0.501895,-0.736546,6.79821,0.565157,0.884326,0.150424
"945",0.711598,2.48418,1.0291,0.792172,0.963301,6.31005,0.383694,-0.446052,7.58947,0.550111,1.08164,0.153454
"946",0.680244,2.47681,1.86525,0.804031,0.97017,6.29571,0.557583,-0.212346,7.04558,0.578256,0.967381,0.17026
"947",0.463101,2.30559,2.13833,0.766789,0.965111,5.9389,0.370878,-0.405823,7.30693,0.572638,0.964751,0.157208
"948",0.477403,3.17755,0.951299,0.809654,0.972401,6.35157,0.729867,-1.04975,6.13509,0.542737,1.25072,0.144887
"949",0.451567,2.78361,1.16958,0.747533,0.918478,5.93078,0.677429,-0.676633,6.70145,0.557524,1.13468,0.168779
"950",0.24924,2.17018,1.77152,0.821006,0.986639,6.26759,0.623309,-1.18423,5.93299,0.530767,1.38825,0.147341
"951",0.258301,2.2426,1.8253,0.796232,0.940625,6.37916,0.632569,-0.919404,6.30977,0.535899,1.43487,0.167429
"952",0.542204,2.46818,1.06437,0.794009,0.952081,6.08051,0.618322,-0.431335,6.25241,0.568841,0.968649,0.181729
"953",0.568152,2.91393,1.61599,0.81929,0.967337,6.37248,0.457869,-2.02817,6.71228,0.551866,1.05965,0.152298
"954",0.604749,2.93445,1.30752,0.808092,0.997893,6.13152,0.660793,-0.380421,5.99477,0.525325,1.35165,0.162924
"955",0.445657,3.13265,1.51945,0.815651,0.990595,5.94102,0.705322,-0.289155,6.52093,0.565891,1.0261,0.152187
"956",0.257504,2.43366,1.65055,0.825348,0.97665,6.2723,0.707577,-1.14894,5.81294,0.558429,1.06928,0.166501
"957",0.365323,2.60308,1.11959,0.812875,0.957857,6.02483,0.558618,-0.87251,6.75559,0.559841,1.13042,0.146148
"958",0.622587,3.00757,0.944543,0.789243,0.991266,6.32665,0.608031,-0.588231,6.31777,0.548441,1.07191,0.166212
"959",0.649865,3.17491,0.862787,0.805208,0.991206,6.20889,0.655697,-0.848914,6.04651,0.55145,1.13008,0.161621
"960",0.821598,3.55232,0.851603,0.780854,0.953343,6.29746,0.604606,-0.609646,6.41203,0.572504,0.98553,0.164247
"961",0.663697,3.2569,1.00025,0.774809,0.985302,5.91874,0.498832,-0.80829,6.48186,0.548756,1.16537,0.157602
"962",0.793044,3.75994,0.768971,0.754624,0.948686,6.25187,0.640855,-0.537907,6.88998,0.56614,1.05319,0.171338
"963",0.97018,3.16313,1.17245,0.790817,0.961907,6.0431,0.542385,-0.360479,7.14492,0.559588,1.16803,0.158958
"964",0.988075,3.25452,1.05375,0.747542,0.900885,5.91224,0.498049,-1.02685,6.31468,0.546261,1.19274,0.153346
"965",1.16239,3.60521,1.13071,0.747628,0.963623,5.97397,0.569738,-0.592848,6.77755,0.586087,0.801117,0.171694
"966",1.01244,3.39552,1.26959,0.780949,0.913761,5.86571,0.611743,-0.671092,6.17785,0.542572,1.3556,0.169076
"967",0.940189,3.41097,1.43712,0.770917,0.985892,6.06196,0.614087,-1.08468,6.20403,0.587221,0.837849,0.184602
"968",0.976936,3.33897,1.53352,0.789859,0.98183,6.20359,0.529298,-0.79323,6.44788,0.587138,0.809848,0.159109
"969",0.746303,3.08393,0.841179,0.746849,0.912055,5.88871,0.541017,-0.527089,6.55356,0.54364,1.20793,0.151023
"970",0.660876,2.67478,1.37953,0.77309,0.939113,5.75346,0.501566,-0.32092,6.75155,0.548035,1.21778,0.168573
"971",0.73634,2.94147,1.12453,0.758051,0.942102,6.23232,0.351597,-0.273572,7.14653,0.560932,0.895277,0.155126
"972",0.67143,2.85571,1.4122,0.738028,0.91823,5.62977,0.591723,-0.268655,6.91237,0.567023,1.09251,0.162424
"973",0.337377,2.39997,1.56457,0.799641,0.985656,5.96475,0.516139,-0.550145,6.79412,0.575907,0.851044,0.172849
"974",0.244446,2.05956,1.37838,0.794253,0.977956,6.14671,0.626671,-0.0689522,6.91085,0.533009,1.44532,0.153926
"975",0.205861,1.93215,1.41459,0.770588,0.978562,6.21733,0.716843,-1.06229,6.40788,0.560333,1.01114,0.153666
"976",0.225624,2.36359,2.00667,0.813413,0.958818,6.14443,0.555578,-0.185287,7.24961,0.56276,1.1216,0.160073
"977",0.231105,2.19626,1.8888,0.786621,0.973668,6.07548,0.578994,-0.138929,6.82619,0.567119,0.991115,0.173475
"978",0.46284,2.38728,1.59142,0.768389,0.93416,6.09772,0.525127,-0.65896,5.7231,0.547435,1.11555,0.149642
"979",0.572912,2.81903,1.47045,0.781181,0.977798,6.09623,0.491646,-0.107504,6.79022,0.564619,1.07178,0.164288
"980",0.653766,2.98503,1.27863,0.800139,0.964255,6.30165,0.533278,-0.560602,7.513,0.567747,0.903652,0.143409
"981",0.813306,3.05548,1.46715,0.790104,0.991202,6.1273,0.581746,-3.11371,5.76044,0.563571,0.984832,0.184064
"982",0.72632,3.05738,1.37321,0.813275,0.976108,6.25562,0.601091,-0.833443,5.87628,0.541625,1.07451,0.14881
"983",0.512949,2.63882,1.6166,0.80126,0.967336,6.32779,0.432873,-0.310939,6.91687,0.560417,1.3228,0.170177
"984",0.813512,2.72222,1.07951,0.765241,0.926177,5.86375,0.56054,-0.775975,6.40611,0.567103,1.0262,0.164166
"985",0.615329,2.92764,1.19561,0.791393,0.963661,6.16019,0.521093,-0.681632,6.52783,0.528852,1.34766,0.15525
"986",0.696685,2.92021,0.870718,0.777475,0.953281,6.06419,0.531471,-0.312058,6.91295,0.547059,1.12294,0.153496
"987",0.702098,3.09802,0.92692,0.749185,0.940316,5.92342,0.572167,-0.609441,6.97644,0.572018,0.987375,0.1683
"988",0.64576,2.84915,1.51631,0.821517,0.975412,6.34013,0.528065,-0.969618,6.08565,0.567929,1.19634,0.154759
"989",0.736915,2.8517,1.17679,0.800825,0.972422,6.14927,0.400339,-0.374681,6.94563,0.544122,1.08253,0.165148
"990",0.62492,2.76174,1.29279,0.771476,0.950022,6.14501,0.566342,-0.301681,7.32367,0.562472,1.04386,0.163331
"991",0.749152,2.5672,1.20967,0.754901,0.94147,6.17141,0.513412,-0.890256,6.6344,0.548766,1.13921,0.156399
"992",0.674811,2.29258,1.25625,0.805822,0.993699,6.29728,0.583134,-0.101428,7.40595,0.558092,1.09037,0.167577
"993",0.749593,2.92033,1.19062,0.762661,0.97257,5.85953,0.557174,-0.930335,6.16091,0.561249,1.05233,0.177738
"994",0.800221,3.20328,1.33413,0.786695,0.972512,6.16744,0.532511,-0.550267,6.71256,0.541928,1.17954,0.148336
"995",0.589723,2.85823,1.40497,0.787117,0.954449,6.10168,0.598091,-1.57867,6.13265,0.57794,1.05345,0.163456
"996",0.765457,3.31256,1.07789,0.819035,0.994582,6.19835,0.620783,-1.01547,6.47117,0.571582,0.980508,0.16655
"997",0.547948,2.56661,0.918729,0.760232,0.938216,5.89905,0.541025,-1.17351,6.38233,0.553891,1.16704,0.161476
"998",0.398559,2.39274,1.21704,0.713282,0.906539,5.63249,0.712999,-0.316099,6.86384,0.584442,0.833363,0.160987
"999",0.311851,2.38932,2.00389,0.829909,0.989269,6.21468,0.690954,-0.462834,7.00258,0.555277,1.13432,0.173022
"1000",0.537073,2.74157,1.44842,0.786685,0.947408,6.33006,0.557259,-0.667843,6.69111,0.549095,1.04277,0.149393
