rup_mag,dist_rhypo,site_vs30,result_type,damping,pga,0.1,0.2,0.25,0.4,0.5,1,1.25,2
4.2,20,800,MEAN,5,0.000327134,0.000522559,0.000721471,0.000887333,0.000870100,0.000932274,0.000995476,0.000922967,0.000683891
4.2,50,800,MEAN,5,0.000073461,0.000110446,0.000152804,0.000187505,0.000212624,0.000244000,0.000293096,0.000253808,0.000177641
4.2,70,800,MEAN,5,0.000047992,0.000071792,0.000099955,0.000121101,0.000139041,0.000164162,0.000188754,0.000155292,0.000098648
4.2,90,800,MEAN,5,0.000037445,0.000056366,0.000079177,0.000094450,0.000106901,0.000129211,0.000136744,0.000106732,0.000060399
4.2,100,800,MEAN,5,0.000034505,0.000052245,0.000073763,0.000087257,0.000097431,0.000119016,0.000119708,0.000090977,0.000048376
4.3,0.1,800,MEAN,5,0.062710530,0.090303367,0.059817381,0.050838716,0.030337865,0.024498568,0.019488562,0.016136050,0.010449018
4.3,1,800,MEAN,5,0.044056688,0.068762264,0.051964996,0.045908114,0.027617130,0.022742437,0.017905964,0.015065987,0.009765388
4.3,5,800,MEAN,5,0.005266447,0.009300651,0.011736651,0.013230183,0.009067112,0.008718488,0.007178270,0.006644943,0.004533755
4.3,10,800,MEAN,5,0.001427103,0.002396582,0.003275762,0.003973724,0.003161175,0.003279510,0.003190075,0.003009187,0.002196003
4.3,20,800,MEAN,5,0.000393463,0.000618579,0.000857571,0.001068961,0.000998694,0.001099202,0.001301021,0.001211849,0.000929350
4.3,50,800,MEAN,5,0.000088671,0.000130819,0.000181950,0.000226022,0.000245148,0.000290921,0.000391469,0.000338986,0.000243086
4.3,70,800,MEAN,5,0.000058006,0.000085054,0.000119099,0.000146011,0.000160576,0.000196542,0.000254139,0.000208723,0.000135339
4.3,90,800,MEAN,5,0.000045301,0.000066789,0.000094386,0.000113897,0.000123612,0.000155178,0.000185221,0.000144134,0.000083023
4.3,100,800,MEAN,5,0.000041762,0.000061910,0.000087950,0.000105231,0.000112720,0.000143119,0.000162554,0.000123102,0.000066550
