rup_mag,rup_dip,rup_rake,rup_ztor,dist_rrup,dist_rjb,dist_rx,site_vs30,site_vs30measured,site_z1pt0,result_type,damping,pga
8.50,90.00,0.00,5.00,100.00,99.87,99.87,760.00,1,10.00,TOTAL_STDDEV,5.00,0.65
8.50,90.00,0.00,5.00,100.00,99.87,99.87,760.00,1,23.50,TOTAL_STDDEV,5.00,0.65
8.50,90.00,0.00,5.00,100.00,99.87,99.87,1500.00,1,5.00,TOTAL_STDDEV,5.00,0.65
8.50,90.00,0.00,5.00,100.00,99.87,99.87,1500.00,1,10.00,TOTAL_STDDEV,5.00,0.65
8.50,90.00,0.00,5.00,100.00,99.87,99.87,1500.00,1,23.50,TOTAL_STDDEV,5.00,0.65
8.50,90.00,0.00,20.00,300.00,299.97,299.97,180.00,1,5.00,TOTAL_STDDEV,5.00,0.65
8.50,90.00,0.00,20.00,300.00,299.97,299.97,180.00,1,10.00,TOTAL_STDDEV,5.00,0.65
8.50,90.00,0.00,20.00,300.00,299.97,299.97,180.00,1,23.50,TOTAL_STDDEV,5.00,0.65
8.50,90.00,0.00,20.00,300.00,299.97,299.97,760.00,1,5.00,TOTAL_STDDEV,5.00,0.65
8.50,90.00,0.00,20.00,300.00,299.97,299.97,760.00,1,10.00,TOTAL_STDDEV,5.00,0.65
8.50,90.00,0.00,20.00,300.00,299.97,299.97,760.00,1,23.50,TOTAL_STDDEV,5.00,0.65
8.50,90.00,0.00,20.00,300.00,299.97,299.97,1500.00,1,5.00,TOTAL_STDDEV,5.00,0.65
8.50,90.00,0.00,20.00,300.00,299.97,299.97,1500.00,1,10.00,TOTAL_STDDEV,5.00,0.65
8.50,90.00,0.00,20.00,300.00,299.97,299.97,1500.00,1,23.50,TOTAL_STDDEV,5.00,0.65
