rup_mag,rup_rake,dist_rrup,site_vs30,rup_hypo_depth,result_type,damping,0.075,0.1,0.2,0.3,0.4,0.5,0.75,1,1.5,2,3,pga
7,90,50,800,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,90,100,200,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,90,100,500,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,90,100,800,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,90,200,200,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,90,200,500,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,90,200,800,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,-90,5,200,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,-90,5,500,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,-90,5,800,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,-90,20,200,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,-90,20,500,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,-90,20,800,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,-90,50,200,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,-90,50,500,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,-90,50,800,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,-90,100,200,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,-90,100,500,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,-90,100,800,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,-90,200,200,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,-90,200,500,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,-90,200,800,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,45,5,200,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,45,5,500,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,45,5,800,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,45,20,200,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,45,20,500,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,45,20,800,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,45,50,200,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,45,50,500,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,45,50,800,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,45,100,200,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,45,100,500,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,45,100,800,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,45,200,200,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,45,200,500,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
7,45,200,800,10,TOTAL_STDDEV,5,0.537901571,0.564458758,0.610267777,0.510169384,0.467389655,0.448578555,0.496541398,0.529426189,0.585723185,0.585723185,0.705776601,0.449541822
