ZTOR,Delta sigma,kappa,Geometric spreading,Q,Branch,Damping (%),Period,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10
1,1,2,2,2,14,5,0.01,6.17543545,0.18117497,-0.15992803,-2.03023723,-0.00607161,0.00069908,6.10349351,0.22479257,0.59423148,-0.39800668
1,1,2,2,3,15,5,0.01,5.00670719,0.26498789,-0.14488474,-1.86362846,-0.00489061,0.00047113,5.43432967,0.23904886,0.5754304,-0.31081532
1,1,2,3,1,16,5,0.01,6.50136724,0.14672463,-0.1675996,-2.05821628,-0.00671452,0.00082955,5.90063702,0.23037077,1.29723749,-1.23273622
1,1,2,3,2,17,5,0.01,5.72668507,0.18905418,-0.15861389,-1.92568217,-0.00603504,0.00069963,5.4499212,0.23842295,1.26830828,-1.19655695
1,1,2,3,3,18,5,0.01,4.58732131,0.27336232,-0.14354071,-1.76681971,-0.00485061,0.00047124,4.81505474,0.25399608,1.25503336,-1.10781275
1,1,3,1,1,19,5,0.01,6.58850141,0.09965307,-0.18311785,-2.04590051,-0.00659232,0.00079027,6.12089408,0.22774045,0.39439449,-0.22231531
1,1,3,1,2,20,5,0.01,5.88953688,0.13727078,-0.1751264,-1.92776008,-0.00591143,0.00066467,5.68397543,0.23513484,0.36522577,-0.17398577
1,1,3,1,3,21,5,0.01,4.88506155,0.21169339,-0.16182347,-1.7914555,-0.0047195,0.00044799,5.09752288,0.2485024,0.34487779,-0.07603019
1,1,3,2,1,22,5,0.01,6.74148935,0.10029692,-0.18322186,-2.08742757,-0.00662162,0.00078842,6.35750011,0.22327113,0.63987508,-0.40592193
1,1,3,2,2,23,5,0.01,6.03651231,0.13784681,-0.17523385,-1.96779302,-0.00594129,0.00066288,5.91692891,0.23036386,0.60985538,-0.35809018
1,1,3,2,3,24,5,0.01,5.02463978,0.21214045,-0.1619404,-1.82955382,-0.00475019,0.0004463,5.32323804,0.24325262,0.58827571,-0.26065821
1,1,3,3,1,25,5,0.01,6.27329264,0.10795687,-0.1819017,-1.97802645,-0.00658777,0.00078934,5.6776003,0.23684808,1.31084529,-1.20573853
1,1,3,3,2,26,5,0.01,5.59294304,0.1458273,-0.17390474,-1.86468331,-0.00590451,0.00066342,5.26337911,0.24459957,1.28513181,-1.15649752
1,1,3,3,3,27,5,0.01,4.60750728,0.22057543,-0.16058497,-1.73342631,-0.0047102,0.00044642,4.70444675,0.25863061,1.26852785,-1.05766294
1,2,1,1,1,28,5,0.01,9.2954136,0.18886002,-0.16341497,-2.48672972,-0.00769529,0.00101234,7.03244611,0.20795628,0.46687377,-0.26861725
1,2,1,1,2,29,5,0.01,8.22461658,0.23080732,-0.15206306,-2.27160174,-0.00698177,0.00087574,6.53262303,0.21300694,0.37801221,-0.2570768
1,2,1,1,3,30,5,0.01,6.55289606,0.32862881,-0.13185862,-1.98793181,-0.00562283,0.00061019,5.71637225,0.22643804,0.30932163,-0.23235941
1,2,1,2,1,31,5,0.01,9.45816817,0.18966671,-0.16350359,-2.5308152,-0.00772372,0.00101039,7.25329793,0.20445468,0.71399437,-0.45152683
1,2,1,2,2,32,5,0.01,8.38057903,0.23155559,-0.15215293,-2.31406508,-0.0070109,0.00087386,6.75698656,0.20918166,0.62438333,-0.44065343
1,2,1,2,3,33,5,0.01,6.69789766,0.32923557,-0.13195463,-2.0276423,-0.00565317,0.00060845,5.94089327,0.22198882,0.55411888,-0.41684791
1,2,1,3,1,34,5,0.01,8.95195795,0.19677577,-0.16222662,-2.41149642,-0.00769346,0.00101172,6.59749373,0.2153697,1.37793083,-1.25334532
1,2,1,3,2,35,5,0.01,7.90719502,0.23902928,-0.15087546,-2.2029317,-0.00697653,0.00087467,6.11386986,0.22081991,1.29347237,-1.24027418
1,2,1,3,3,36,5,0.01,6.26717633,0.33728025,-0.13065927,-1.92745244,-0.00561372,0.0006086,5.32224133,0.23513215,1.23075884,-1.21405205
1,2,2,1,1,37,5,0.01,8.32013442,0.12717853,-0.18627677,-2.21054315,-0.00750422,0.0009361,6.62417309,0.21772091,0.44290597,-0.30590756
1,2,2,1,2,38,5,0.01,7.4180374,0.16006419,-0.17734385,-2.03306502,-0.00680814,0.00080121,6.04135285,0.22497296,0.38383184,-0.26158423
1,2,2,1,3,39,5,0.01,6.13642117,0.23916685,-0.16163071,-1.83291272,-0.0054567,0.00054634,5.28072771,0.23902709,0.34108548,-0.15813899
1,2,2,2,1,40,5,0.01,8.48005418,0.1279191,-0.186374,-2.25384943,-0.00753281,0.00093416,6.86189955,0.21364177,0.68953806,-0.48906601
1,2,2,2,2,41,5,0.01,7.56937554,0.16073314,-0.17744259,-2.07429918,-0.00683757,0.00079936,6.27587317,0.22055193,0.62938142,-0.44548431
1,2,2,2,3,42,5,0.01,6.27679434,0.23969568,-0.1617364,-1.871373,-0.00548732,0.00054463,5.5070763,0.23406288,0.58491614,-0.34282297
1,2,2,3,1,43,5,0.01,7.98485426,0.13520848,-0.18507186,-2.13745997,-0.00750195,0.00093546,6.16363622,0.22625132,1.35549774,-1.29022484
1,2,2,3,2,44,5,0.01,7.11266672,0.16845147,-0.17613879,-1.96757964,-0.00680201,0.00080006,5.61350405,0.23383584,1.30178755,-1.24437057
1,2,2,3,3,45,5,0.01,5.86036279,0.24797979,-0.16041272,-1.77506065,-0.00544686,0.00054469,4.88966258,0.24859407,1.2646924,-1.13959892
1,2,3,1,1,46,5,0.01,8.0974019,0.07898396,-0.20482862,-2.1137906,-0.00727662,0.00087798,6.33439677,0.22431693,0.44371847,-0.27458564
1,2,3,1,2,47,5,0.01,7.33052406,0.10664657,-0.19722471,-1.96368242,-0.0065741,0.00074776,5.81205421,0.23127708,0.39339269,-0.2177885
1,2,3,1,3,48,5,0.01,6.25132814,0.17384067,-0.18385196,-1.79848672,-0.00522831,0.00050812,5.15076485,0.2439017,0.3527333,-0.10673542
1,2,3,2,1,49,5,0.01,8.25436969,0.07967562,-0.20493105,-2.15632238,-0.00730542,0.00087607,6.57336715,0.21997679,0.6898478,-0.45795195
1,2,3,2,2,50,5,0.01,7.47950782,0.10727172,-0.19732824,-2.00427959,-0.00660372,0.00074593,6.04661147,0.22662378,0.63847186,-0.40181048
1,2,3,2,3,51,5,0.01,6.39062779,0.17434066,-0.18396159,-1.83663064,-0.00525899,0.00050642,5.37668897,0.2387721,0.59628106,-0.29143709
1,2,3,3,1,52,5,0.01,7.77058164,0.0871405,-0.20361385,-2.04293217,-0.00727354,0.00087725,5.87830119,0.23328408,1.3579553,-1.25851529
1,2,3,3,2,53,5,0.01,7.03026036,0.1151225,-0.19600977,-1.89958194,-0.00656762,0.00074657,5.3874695,0.24053756,1.31244851,-1.20039514
1,2,3,3,3,54,5,0.01,5.9767036,0.18269626,-0.18262555,-1.74107424,-0.00521853,0.00050649,4.76095153,0.25376103,1.27674804,-1.0881874
1,3,1,1,1,55,5,0.01,9.93453619,0.19784309,-0.16756354,-2.55330649,-0.00804752,0.00106279,7.23675037,0.20630057,0.51308867,-0.29236286
1,3,1,1,2,56,5,0.01,8.78222714,0.23434984,-0.15613297,-2.31049995,-0.0073513,0.0009272,6.670541,0.21115192,0.40625216,-0.27832396
1,3,1,1,3,57,5,0.01,7.01151294,0.32883911,-0.13537977,-1.99862024,-0.00594471,0.00065272,5.78685363,0.22399285,0.31859813,-0.24698815
1,3,1,2,1,58,5,0.01,10.10010237,0.19866555,-0.16765209,-2.5980464,-0.00807565,0.00106081,7.45829732,0.20288052,0.76050232,-0.47502477
1,3,1,2,2,59,5,0.01,8.94018585,0.2351241,-0.15622099,-2.35346437,-0.00738021,0.0009253,6.89611286,0.2073932,0.65291345,-0.46175582
1,3,1,2,3,60,5,0.01,7.15719268,0.32946196,-0.13547436,-2.03852427,-0.00597491,0.00065097,6.01246424,0.21960457,0.56357223,-0.43149392
1,3,1,3,1,61,5,0.01,9.57799603,0.20560236,-0.16637328,-2.47476772,-0.00804742,0.00106241,6.78830036,0.21368065,1.42188535,-1.27784194
1,3,1,3,2,62,5,0.01,8.45833316,0.24249031,-0.154946,-2.24018346,-0.00734686,0.00092624,6.24458222,0.21889038,1.32060178,-1.26193139
1,3,1,3,3,63,5,0.01,6.72498004,0.33746266,-0.13418507,-1.93788577,-0.00593562,0.00065113,5.39068741,0.23258274,1.23978579,-1.22866432
1,3,2,1,1,64,5,0.01,8.94066395,0.1251811,-0.19379407,-2.25287518,-0.00779881,0.00097512,6.76510754,0.21613109,0.47272045,-0.32933511
1,3,2,1,2,65,5,0.01,7.9939072,0.15226419,-0.18510529,-2.05554982,-0.00711046,0.00084033,6.12728149,0.2232313,0.40085392,-0.28168024
1,3,2,1,3,66,5,0.01,6.66933177,0.22657557,-0.16943653,-1.83765052,-0.00570903,0.00057704,5.32181747,0.23682379,0.3460146,-0.17071353
1,3,2,2,1,67,5,0.01,9.10299587,0.12594272,-0.19389099,-2.29676756,-0.00782715,0.00097317,7.00423013,0.21211639,0.71967518,-0.51230112
1,3,2,2,2,68,5,0.01,8.14672488,0.15295642,-0.18520289,-2.09716996,-0.0071397,0.00083846,6.36311615,0.21886359,0.64667264,-0.46550141
1,3,2,2,3,69,5,0.01,6.80988452,0.22712418,-0.16953965,-1.8761955,-0.00573961,0.00057532,5.54883011,0.23191325,0.58995259,-0.3554199
1,3,2,3,1,70,5,0.01,8.59665198,0.1331079,-0.19258881,-2.1775752,-0.0077977,0.00097464,6.29438316,0.2246254,1.38373768,-1.31408167
1,3,2,3,2,71,5,0.01,7.68499486,0.16059772,-0.18390223,-1.98913405,-0.00710479,0.00083924,5.69497439,0.23202127,1.31810123,-1.26460914
1,3,2,3,3,72,5,0.01,6.39376811,0.23536688,-0.16822369,-1.77986657,-0.00569911,0.00057537,4.93055985,0.24628283,1.26962984,-1.15212156
1,3,3,1,1,73,5,0.01,8.70246041,0.07386117,-0.21408542,-2.14651192,-0.00752433,0.00090853,6.43545917,0.22301565,0.46638285,-0.2960423
1,3,3,1,2,74,5,0.01,7.91064762,0.09566405,-0.20685526,-1.98099073,-0.00682699,0.00077844,5.87182237,0.22981061,0.40614556,-0.23577451
1,3,3,1,3,75,5,0.01,6.81236265,0.15717167,-0.19379969,-1.80206316,-0.00543588,0.00053195,5.17894449,0.24198399,0.35617108,-0.11852121
1,3,3,2,1,76,5,0.01,8.86141565,0.074572,-0.21418751,-2.18953491,-0.00755296,0.0009066,6.67565293,0.2187266,0.71282036,-0.47927111
1,3,3,2,2,77,5,0.01,8.06076015,0.09630757,-0.20695776,-2.02188747,-0.00685648,0.00077659,6.10734936,0.2252009,0.65145465,-0.41975265
1,3,3,2,3,78,5,0.01,6.95174872,0.15768674,-0.19390731,-1.84026284,-0.00546652,0.00053024,5.40528104,0.23690067,0.59981112,-0.30325829
1,3,3,3,1,79,5,0.01,8.36929678,0.08194679,-0.21286998,-2.07404309,-0.00752209,0.00090791,5.97217129,0.23194607,1.37944303,-1.28025119
1,3,3,3,2,80,5,0.01,7.60797748,0.10410713,-0.20564181,-1.91625716,-0.00682075,0.00077728,5.44440747,0.23900543,1.32469096,-1.21845724
1,3,3,3,3,81,5,0.01,6.53848956,0.16601621,-0.19257773,-1.74479589,-0.00542591,0.00053029,4.78960167,0.25174465,1.28024973,-1.0999171
2,1,1,1,1,82,5,0.01,9.62853257,0.25668853,-0.14507712,-2.91188459,-0.00646189,0.00084095,14.37775482,0.13540746,0.7051018,-0.04971536
2,1,1,1,2,83,5,0.01,8.38011488,0.30192137,-0.13441642,-2.66237526,-0.00580335,0.0007145,13.56053597,0.13967303,0.60360345,-0.07468631
2,1,1,1,3,84,5,0.01,6.56698742,0.39518051,-0.11638645,-2.33897737,-0.00465991,0.00048329,12.31667178,0.14997452,0.5186224,-0.09478922
2,1,1,2,1,85,5,0.01,9.76157374,0.25674343,-0.14512281,-2.94723311,-0.00649831,0.00084049,14.55746682,0.13379623,0.94194932,-0.2310121
2,1,1,2,2,86,5,0.01,8.53009487,0.30214321,-0.13446595,-2.70200818,-0.00583774,0.00071376,13.78877457,0.13766665,0.84368319,-0.25530438
2,1,1,2,3,87,5,0.01,6.72903759,0.39550337,-0.11644581,-2.3816956,-0.00469275,0.00048233,12.59808375,0.14733815,0.7614054,-0.27524118
2,1,1,3,1,88,5,0.01,8.81071327,0.25965424,-0.14404158,-2.71676959,-0.00650944,0.0008459,13.04373374,0.14465708,1.53091453,-1.05677663
2,1,1,3,2,89,5,0.01,7.63168407,0.30541075,-0.13338111,-2.48377469,-0.00584335,0.00071872,12.26408559,0.14941538,1.437629,-1.07574368
2,1,1,3,3,90,5,0.01,5.89834146,0.39935336,-0.11533081,-2.17970838,-0.00469182,0.00048671,11.05754875,0.16090082,1.36316581,-1.08948767
2,1,2,1,1,91,5,0.01,8.72183935,0.21541297,-0.16142202,-2.68763423,-0.00638003,0.00078656,14.56761057,0.13905456,0.71115855,-0.08246485
2,1,2,1,2,92,5,0.01,7.48443735,0.25256502,-0.15249131,-2.44145216,-0.00575907,0.00066349,13.35694668,0.14577402,0.61964216,-0.08341211
2,1,2,1,3,93,5,0.01,5.91215626,0.33127522,-0.13760771,-2.17411564,-0.00462706,0.0004414,11.8721152,0.15781455,0.54295194,-0.02777926
2,1,2,2,1,94,5,0.01,8.8382464,0.21526819,-0.16146926,-2.71876759,-0.00641858,0.00078637,14.7300468,0.13743444,0.94507535,-0.26461089
2,1,2,2,2,95,5,0.01,7.628719,0.25269044,-0.15254626,-2.47956974,-0.00579414,0.00066285,13.59342684,0.14356066,0.85856598,-0.26426942
2,1,2,2,3,96,5,0.01,6.0712962,0.33154478,-0.13767352,-2.21605017,-0.00466007,0.00044045,12.16580923,0.15487389,0.78518015,-0.20840052
2,1,2,3,1,97,5,0.01,7.85932449,0.2180893,-0.16035689,-2.4821875,-0.00643386,0.00079216,13.02011435,0.14993349,1.53253913,-1.09364966
2,1,2,3,2,98,5,0.01,6.72627044,0.25598046,-0.15142855,-2.26075214,-0.00580165,0.00066804,11.92644532,0.15705064,1.45329642,-1.08569363
2,1,2,3,3,99,5,0.01,5.25749431,0.33549531,-0.13653289,-2.01835253,-0.00465907,0.00044492,10.56735817,0.16995544,1.39021454,-1.02195705
2,1,3,1,1,100,5,0.01,8.42364358,0.17492073,-0.17595949,-2.58791416,-0.00625794,0.00074674,14.29656085,0.1428358,0.71166274,-0.0602399
2,1,3,1,2,101,5,0.01,7.30651095,0.20803882,-0.16798942,-2.36749652,-0.00563003,0.0006273,13.11332869,0.14967978,0.62678255,-0.04576333
2,1,3,1,3,102,5,0.01,5.91862317,0.27780747,-0.15480177,-2.13583289,-0.00448489,0.00041622,11.71709491,0.16107099,0.55160167,0.02240591
2,1,3,2,1,103,5,0.01,8.54050025,0.17475726,-0.17600962,-2.61912572,-0.00629651,0.00074655,14.46620722,0.1411011,0.94565004,-0.24237695
2,1,3,2,2,104,5,0.01,7.44952779,0.20813286,-0.16804781,-2.40526592,-0.00566523,0.00062667,13.35382638,0.14735125,0.86548322,-0.22670916
2,1,3,2,3,105,5,0.01,6.07548473,0.27803945,-0.15487036,-2.1771622,-0.00451817,0.0004153,12.00993825,0.15805207,0.79337646,-0.15831061
2,1,3,3,1,106,5,0.01,7.57409014,0.17767367,-0.17488269,-2.3856647,-0.00631123,0.00075233,12.72489496,0.15431203,1.53514981,-1.07064514
2,1,3,3,2,107,5,0.01,6.55877392,0.2115157,-0.16691554,-2.18941237,-0.00567231,0.00063186,11.66990788,0.16147923,1.46234867,-1.04755865
2,1,3,3,3,108,5,0.01,5.26930288,0.28205358,-0.15371816,-1.98145863,-0.00451699,0.00041978,10.40837097,0.17357048,1.40011172,-0.97170766
2,2,1,1,1,109,5,0.01,11.6926649,0.27642004,-0.15520215,-3.17756949,-0.00729031,0.00096058,15.64549095,0.13055567,0.86850317,-0.0590608
2,2,1,1,2,110,5,0.01,9.95587472,0.31100014,-0.14386199,-2.80010417,-0.00666512,0.0008343,14.29255823,0.13532248,0.6946842,-0.10381657
2,2,1,1,3,111,5,0.01,7.66710306,0.40085704,-0.12383873,-2.36301108,-0.00538659,0.00057853,12.56518792,0.14533458,0.54070339,-0.12926414
2,2,1,2,1,112,5,0.01,11.78256361,0.27606972,-0.15524047,-3.20221343,-0.00733195,0.00096075,15.73747644,0.12948477,1.09817359,-0.24273447
2,2,1,2,2,113,5,0.01,10.09323063,0.31110478,-0.14390883,-2.83653986,-0.00670103,0.00083376,14.48702472,0.13361135,0.93226193,-0.28482539
2,2,1,2,3,114,5,0.01,7.83088051,0.40121708,-0.12389417,-2.40620197,-0.00541929,0.00057754,12.84818989,0.14279148,0.78380552,-0.30957013
2,2,1,3,1,115,5,0.01,10.74707271,0.2784851,-0.15415506,-2.95233881,-0.00735233,0.00096688,14.16670732,0.1397747,1.68010117,-1.07743859
2,2,1,3,2,116,5,0.01,9.14496852,0.31400722,-0.14282673,-2.60655413,-0.00671193,0.0008392,12.92069399,0.14489331,1.52093312,-1.11002493
2,2,1,3,3,117,5,0.01,6.99260663,0.40491787,-0.12280011,-2.2021028,-0.00541867,0.00058197,11.29861912,0.15587909,1.38386373,-1.12416092
2,2,2,1,1,118,5,0.01,10.70311351,0.2108316,-0.17865606,-2.89114829,-0.00710129,0.00088478,15.69148859,0.13377777,0.83736476,-0.09948656
2,2,2,1,2,119,5,0.01,9.04445442,0.23614524,-0.16967748,-2.53027994,-0.00650215,0.00076095,13.89926064,0.1414232,0.68151027,-0.11778358
2,2,2,1,3,120,5,0.01,7.14570946,0.30816276,-0.15404113,-2.17766447,-0.00522868,0.00051547,11.9829658,0.15364931,0.55191076,-0.06231337
2,2,2,2,1,121,5,0.01,10.77932358,0.21032009,-0.17869548,-2.91238661,-0.00714476,0.00088517,15.76669478,0.1326961,1.06494081,-0.2840539
2,2,2,2,2,122,5,0.01,9.18128243,0.23620551,-0.16972856,-2.56652603,-0.00653814,0.00076043,14.11327453,0.13944202,0.91900123,-0.29891102
2,2,2,2,3,123,5,0.01,7.30815509,0.30850507,-0.15410259,-2.22051592,-0.00526127,0.00051446,12.28390435,0.15074832,0.79489591,-0.24282615
2,2,2,3,1,124,5,0.01,9.72157156,0.21268466,-0.17758347,-2.65760677,-0.00716825,0.00089158,13.98648247,0.14465854,1.64520591,-1.12099181
2,2,2,3,2,125,5,0.01,8.24091798,0.23919889,-0.16861954,-2.33861664,-0.00654946,0.00076597,12.405932,0.15250859,1.5090578,-1.12352052
2,2,2,3,3,126,5,0.01,6.49574314,0.312371,-0.15298299,-2.0228118,-0.00525961,0.00051888,10.68708064,0.16537999,1.39912836,-1.05581273
2,2,3,1,1,127,5,0.01,10.30284195,0.15998987,-0.19741378,-2.74928714,-0.00689231,0.00082862,15.18166377,0.13827749,0.81260268,-0.08249559
2,2,3,1,2,128,5,0.01,8.86960938,0.18101418,-0.18975084,-2.43757091,-0.00627555,0.00070824,13.52710043,0.14586347,0.67614506,-0.08020614
2,2,3,1,3,129,5,0.01,7.2438114,0.24205802,-0.17641482,-2.13755685,-0.00499931,0.00047701,11.78647118,0.15734189,0.55856225,-0.011417
2,2,3,2,1,130,5,0.01,10.3910159,0.15955738,-0.19745754,-2.77341985,-0.00693445,0.00082886,15.28542501,0.13698223,1.04199662,-0.2663216
2,2,3,2,2,131,5,0.01,9.00811347,0.18107489,-0.18980507,-2.47421732,-0.00631137,0.0007077,13.75231052,0.14371736,0.91397089,-0.26129855
2,2,3,2,3,132,5,0.01,7.40418187,0.24236527,-0.17647948,-2.17985607,-0.00503209,0.00047602,12.08721598,0.15434542,0.80114307,-0.192036
2,2,3,3,1,133,5,0.01,9.36047265,0.16210013,-0.19633089,-2.52507936,-0.00695577,0.00083514,13.4849505,0.14972693,1.62526122,-1.10077987
2,2,3,3,2,134,5,0.01,8.08857428,0.18422166,-0.18868231,-2.25140051,-0.00632119,0.00071313,12.03882294,0.15745549,1.50705946,-1.08443819
2,2,3,3,3,135,5,0.01,6.60080059,0.24631255,-0.17534694,-1.9844944,-0.00503014,0.00048044,10.49063551,0.16944889,1.40724493,-1.00471228
2,3,1,1,1,136,5,0.01,12.72228506,0.28971012,-0.15932452,-3.33896316,-0.00759076,0.0010052,16.41256964,0.12806568,0.9626222,-0.0489837
2,3,1,1,2,137,5,0.01,10.69966933,0.31725233,-0.14783885,-2.88569456,-0.00700952,0.00088274,14.74401891,0.1332549,0.74855843,-0.10969986
2,3,1,1,3,138,5,0.01,8.14984277,0.40241454,-0.12719216,-2.38160356,-0.00570506,0.00062061,12.72789293,0.14324502,0.55514911,-0.14180847
2,3,1,2,1,139,5,0.01,12.7753971,0.28902809,-0.15935783,-3.35460771,-0.00763683,0.00100588,16.43805374,0.12733818,1.18679886,-0.23507907
2,3,1,2,2,140,5,0.01,10.82480363,0.31723058,-0.14788304,-2.91905941,-0.00704695,0.00088239,14.91104224,0.13173141,0.98397526,-0.29133695
2,3,1,2,3,141,5,0.01,8.3136943,0.40279347,-0.12724544,-2.42483443,-0.00573771,0.00061961,13.00923276,0.14076527,0.79825263,-0.3220924
2,3,1,3,1,142,5,0.01,11.69427439,0.29123442,-0.15826913,-3.09450759,-0.00766213,0.00101231,14.84295682,0.13730569,1.76582224,-1.07502999
2,3,1,3,2,143,5,0.01,9.84607696,0.31994584,-0.14680152,-2.68200688,-0.00706108,0.00088809,13.31956864,0.14279519,1.56976289,-1.11954649
2,3,1,3,3,144,5,0.01,7.46734306,0.4063942,-0.12615831,-2.21868949,-0.00573787,0.00062413,11.4492676,0.15365041,1.3970132,-1.13721282
2,3,2,1,1,145,5,0.01,11.62027874,0.21232083,-0.1861058,-3.00612346,-0.00735734,0.00091952,16.3240639,0.13124725,0.90505408,-0.09802184
2,3,2,1,2,146,5,0.01,9.72899356,0.23029648,-0.17732316,-2.58081863,-0.00678992,0.00079833,14.20181156,0.13951588,0.71481007,-0.12939046
2,3,2,1,3,147,5,0.01,7.67512746,0.29652094,-0.16168637,-2.18339331,-0.00548158,0.00054623,12.06387973,0.15180685,0.5581929,-0.07510222
2,3,2,2,1,148,5,0.01,11.66623027,0.2115465,-0.18614017,-3.01999583,-0.00740444,0.00092031,16.33920458,0.13048274,1.12823701,-0.28464407
2,3,2,2,2,149,5,0.01,9.85976787,0.23030272,-0.17737193,-2.61555245,-0.00682669,0.0007979,14.39986545,0.13766752,0.95120522,-0.31077971
2,3,2,2,3,150,5,0.01,7.83861165,0.2968839,-0.16174631,-2.22652845,-0.00551405,0.0005452,12.36666147,0.14893602,0.80140508,-0.25558111
2,3,2,3,1,151,5,0.01,10.56643911,0.21370959,-0.18502672,-2.75567335,-0.00743226,0.000927,14.52476967,0.14217785,1.70523718,-1.12607058
2,3,2,3,2,152,5,0.01,8.89705725,0.23313822,-0.17626562,-2.38235542,-0.00684024,0.00080364,12.66821347,0.15056171,1.53874389,-1.13739682
2,3,2,3,3,153,5,0.01,7.02416064,0.30070745,-0.16063427,-2.02822127,-0.00551236,0.00054961,10.76613651,0.16338322,1.40502092,-1.06855182
2,3,3,1,1,154,5,0.01,11.11898721,0.15767243,-0.20658213,-2.8343715,-0.00711217,0.00085602,15.64698958,0.13622487,0.86334482,-0.08660729
2,3,3,1,2,155,5,0.01,9.5239466,0.17166538,-0.1992574,-2.47462908,-0.00651837,0.0007377,13.74339961,0.14426487,0.70079997,-0.09257035
2,3,3,1,3,156,5,0.01,7.79639707,0.22625007,-0.18620744,-2.14086706,-0.00520798,0.00050099,11.8383903,0.15573367,0.56273505,-0.02397853
2,3,3,2,1,157,5,0.01,11.18791809,0.15707185,-0.20662175,-2.85380533,-0.00715665,0.00085652,15.70991247,0.13516809,1.08986399,-0.27168794
2,3,3,2,2,158,5,0.01,9.65913675,0.17169245,-0.19931044,-2.51043932,-0.0065546,0.00073721,13.95874596,0.14221443,0.93800015,-0.27379583
2,3,3,2,3,159,5,0.01,7.95795282,0.22657823,-0.18627084,-2.18348731,-0.00524061,0.00049998,12.14158534,0.15275555,0.80558292,-0.20456586
2,3,3,3,1,160,5,0.01,10.12405557,0.15944025,-0.20549452,-2.59782047,-0.00718138,0.00086305,13.87960281,0.14770707,1.67019877,-1.10950946
2,3,3,3,2,161,5,0.01,8.72324365,0.1747288,-0.19818956,-2.28373104,-0.00656604,0.00074279,12.22736668,0.15580632,1.52910116,-1.09829642
2,3,3,3,3,162,5,0.01,7.1539386,0.23049466,-0.18514564,-1.98785804,-0.0052385,0.00050438,10.54373419,0.16769474,1.41123028,-1.01709794
1,1,1,1,1,1,5,0.025,9.06883488,0.15811061,-0.14934935,-2.55889449,-0.00653789,0.00094181,7.70643447,0.18843505,0.17147894,-0.08798653
1,1,1,1,2,2,5,0.025,7.74158553,0.20841868,-0.13749859,-2.28236734,-0.00577388,0.00081521,6.95819402,0.19666311,0.07886473,-0.23463156
1,1,1,1,3,3,5,0.025,5.85178607,0.31394138,-0.11761725,-1.94020254,-0.00467821,0.00057156,5.84161584,0.21577944,0.11271187,-0.42746332
1,1,1,2,1,4,5,0.025,9.23699154,0.15895625,-0.1494223,-2.60444578,-0.0065666,0.00093995,7.93848176,0.18524432,0.42008019,-0.27101961
1,1,1,2,2,5,5,0.025,7.90008651,0.20917346,-0.13757396,-2.32558198,-0.00580356,0.00081345,7.19336591,0.19305444,0.32629931,-0.41855661
1,1,1,2,3,6,5,0.025,5.9960099,0.31451307,-0.11770476,-1.97979079,-0.00470926,0.00056995,6.07451892,0.21138356,0.35786506,-0.61238933
1,1,1,3,1,7,5,0.025,8.71924182,0.16608006,-0.1481907,-2.48203043,-0.00653437,0.00094083,7.25104147,0.19526352,1.08060938,-1.0723211
