Weighting Option,Branch,Damping (%),Period,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10
original,1,5,0.15,6.7681123900E+00,1.7087120000E-02,-1.6438022000E-01,-1.7432764000E+00,-8.0309400000E-03,1.0623300000E-03,8.5364529600E+00,1.4402402000E-01,7.4204300000E-02,-2.7194108000E-01
original,2,5,0.15,5.9881183000E+00,1.0757913000E-01,-1.7398972000E-01,-1.4047298200E+00,-7.1449800000E-03,8.5840000000E-04,1.1364048700E+00,4.0819386000E-01,2.7739150000E-02,-5.1040747000E-01
original,3,5,0.15,5.6685424600E+00,2.5632788000E-01,-1.6175738000E-01,-1.4574492500E+00,-4.4283800000E-03,3.9855000000E-04,6.1712757000E-01,5.0775875000E-01,3.7106757000E-01,-5.3717254000E-01
original,1,5,0.2,6.7495099100E+00,-4.1459300000E-02,-1.8265265000E-01,-1.6162152200E+00,-8.1727000000E-03,9.4852000000E-04,7.9987186100E+00,1.4778613000E-01,1.2896157000E-01,-1.8706619000E-01
original,2,5,0.2,6.2108819600E+00,3.9179240000E-02,-1.9806145000E-01,-1.3177803100E+00,-7.0168500000E-03,7.1225000000E-04,8.6633068000E-01,4.4348297000E-01,8.8089370000E-02,-3.9494110000E-01
original,3,5,0.2,6.4775364800E+00,1.2921907000E-01,-1.9782474000E-01,-1.4170770100E+00,-4.1955700000E-03,2.9792000000E-04,5.5398461000E-01,5.2131561000E-01,5.1747860000E-01,-5.8515980000E-01
original,1,5,0.3,7.0404393000E+00,-1.3624198000E-01,-2.2078288000E-01,-1.5108060300E+00,-7.6559500000E-03,6.8854000000E-04,7.0585040200E+00,1.6568342000E-01,2.8013584000E-01,-2.8874620000E-02
original,2,5,0.3,6.7225705000E+00,-5.9930520000E-02,-2.4184893000E-01,-1.2619164900E+00,-6.4351500000E-03,4.5216000000E-04,5.9709987000E-01,4.9917889000E-01,2.4290615000E-01,-1.8105129000E-01
original,3,5,0.3,7.3736660300E+00,-2.4467850000E-02,-2.5106915000E-01,-1.3730204500E+00,-3.6942300000E-03,1.3990000000E-04,4.8832062000E-01,5.3698327000E-01,7.4884154000E-01,-6.4114795000E-01
original,1,5,0.4,7.2993149700E+00,-2.1928947000E-01,-2.5027324000E-01,-1.4445040700E+00,-7.3304900000E-03,5.6165000000E-04,6.9951304400E+00,1.6308446000E-01,3.2798785000E-01,1.0673444000E-01
original,2,5,0.4,6.9185373100E+00,-1.2141486000E-01,-2.7138782000E-01,-1.2210443800E+00,-6.1889100000E-03,3.4030000000E-04,-4.9728784000E-01,5.2150524000E-01,3.6451662000E-01,-1.0607871000E-01
original,3,5,0.4,7.6464527300E+00,-1.0248763000E-01,-2.8343913000E-01,-1.3298727200E+00,-3.6943100000E-03,9.5750000000E-05,4.4982564000E-01,5.4208876000E-01,8.9948230000E-01,-6.7294891000E-01
original,1,5,0.5,7.5385595900E+00,-2.7695570000E-01,-2.7272768000E-01,-1.4238667900E+00,-7.0403200000E-03,4.8896000000E-04,7.2582417100E+00,1.5618689000E-01,3.8135797000E-01,1.7915293000E-01
original,2,5,0.5,6.9560997700E+00,-1.5552100000E-01,-2.9186753000E-01,-1.1965519600E+00,-6.1186800000E-03,2.9006000000E-04,-4.7597543000E-01,5.2335300000E-01,4.4269975000E-01,-2.9714650000E-02
original,3,5,0.5,7.5513675900E+00,-1.2296589000E-01,-3.0228438000E-01,-1.3006721800E+00,-3.7263900000E-03,7.8500000000E-05,4.2054950000E-01,5.4652634000E-01,1.0007878300E+00,-6.9067690000E-01
original,1,5,0.75,7.9600585200E+00,-3.6377261000E-01,-3.1084836000E-01,-1.4365732300E+00,-6.6792800000E-03,4.4164000000E-04,8.0534085000E+00,1.4364688000E-01,5.1307547000E-01,2.4836776000E-01
original,2,5,0.75,6.5290987400E+00,-1.6891597000E-01,-3.1817645000E-01,-1.1463978500E+00,-6.1014000000E-03,2.9175000000E-04,-4.7388332000E-01,5.1272980000E-01,4.9652116000E-01,9.2336630000E-02
original,3,5,0.75,6.6728191600E+00,-7.6153760000E-02,-3.2073108000E-01,-1.2483661800E+00,-3.9638200000E-03,1.1328000000E-04,3.4814779000E-01,5.6490788000E-01,1.1090224800E+00,-6.7525484000E-01
original,1,5,1,7.8948073300E+00,-4.0570621000E-01,-3.3320400000E-01,-1.4101567400E+00,-6.7175100000E-03,4.7576000000E-04,8.3313106000E+00,1.3687333000E-01,5.5833717000E-01,2.8658664000E-01
original,2,5,1,5.7381579400E+00,-1.2921152000E-01,-3.2698620000E-01,-1.0993932600E+00,-6.2387400000E-03,3.5406000000E-04,4.2481038000E-01,5.1900586000E-01,4.9018046000E-01,1.5990965000E-01
original,3,5,1,5.5075265400E+00,1.3828660000E-02,-3.2235436000E-01,-1.1989065400E+00,-4.4168000000E-03,1.9419000000E-04,-2.6178916000E-01,5.9946080000E-01,1.1444775200E+00,-6.3699965000E-01
original,1,5,1.5,7.1020770500E+00,-3.8894795000E-01,-3.5429252000E-01,-1.3425634500E+00,-6.7933000000E-03,5.2843000000E-04,7.8582479100E+00,1.4305580000E-01,5.9842355000E-01,2.7957552000E-01
original,2,5,1.5,3.8467447800E+00,2.7455740000E-02,-3.2380860000E-01,-1.0324540300E+00,-6.2925700000E-03,4.3765000000E-04,2.7794805000E-01,5.7179225000E-01,4.9418119000E-01,1.3598706000E-01
original,3,5,1.5,3.0913308000E+00,2.4096585000E-01,-3.0829956000E-01,-1.1283199600E+00,-5.1041100000E-03,3.1010000000E-04,1.3532092000E-01,6.9085553000E-01,1.1867055000E+00,-6.0602823000E-01
original,1,5,2,5.8602050100E+00,-2.9693236000E-01,-3.5841674000E-01,-1.2748749900E+00,-6.5324000000E-03,5.4017000000E-04,6.6036552000E+00,1.6439219000E-01,5.4649184000E-01,2.8759622000E-01
original,2,5,2,1.9969128100E+00,2.1691680000E-01,-3.1027833000E-01,-1.0061790700E+00,-6.0930600000E-03,4.6926000000E-04,2.0070879000E-01,6.1802907000E-01,4.6971163000E-01,1.3748871000E-01
original,3,5,2,8.9354952000E-01,4.7849551000E-01,-2.8682477000E-01,-1.1042194000E+00,-5.2648500000E-03,3.6696000000E-04,8.7220050000E-02,7.5666385000E-01,1.1776339800E+00,-5.6364638000E-01
original,1,5,3,1.9188637900E+00,-3.5499100000E-03,-3.3765770000E-01,-9.3730189000E-01,-6.3870100000E-03,5.6443000000E-04,8.6889925000E-01,4.1696926000E-01,2.3616707000E-01,3.0536274000E-01
original,2,5,3,-1.1599065800E+00,5.6277631000E-01,-2.7820930000E-01,-9.9160888000E-01,-5.9449300000E-03,5.0353000000E-04,1.3725474000E-01,6.7677991000E-01,5.1076284000E-01,8.4799530000E-02
original,3,5,3,-2.6388302400E+00,8.7794982000E-01,-2.4495264000E-01,-1.0991263100E+00,-5.5389300000E-03,4.4319000000E-04,6.5809460000E-02,8.0582498000E-01,1.2264784400E+00,-5.5777669000E-01
original,1,5,4,-6.1476938000E-01,2.5806136000E-01,-3.1228990000E-01,-8.8943200000E-01,-6.4052100000E-03,6.2204000000E-04,3.0125574000E-01,5.5986187000E-01,1.7721769000E-01,3.4340278000E-01
original,2,5,4,-3.4801932600E+00,8.2126028000E-01,-2.4992828000E-01,-1.0142385200E+00,-6.1315600000E-03,5.7995000000E-04,1.7079319000E-01,6.4765689000E-01,5.4567114000E-01,1.0650681000E-01
original,3,5,4,-5.1072005900E+00,1.1611484700E+00,-2.1170687000E-01,-1.1356676100E+00,-5.8181900000E-03,5.3264000000E-04,8.5165080000E-02,7.7379105000E-01,1.2673940000E+00,-5.1831766000E-01
original,1,5,5,-2.6024707500E+00,4.8160366000E-01,-2.8848262000E-01,-8.9915201000E-01,-6.4252200000E-03,6.7152000000E-04,2.2615691000E-01,6.0122112000E-01,1.7102805000E-01,3.8869342000E-01
original,2,5,5,-5.2629654300E+00,1.0293593400E+00,-2.2549819000E-01,-1.0648795200E+00,-6.2872500000E-03,6.4483000000E-04,2.5927821000E-01,5.9351501000E-01,5.9699017000E-01,1.4218360000E-01
original,3,5,5,-6.9533707000E+00,1.3804864600E+00,-1.8468202000E-01,-1.1950457800E+00,-6.0069900000E-03,6.0232000000E-04,1.1524296000E-01,7.3657012000E-01,1.3152347800E+00,-4.6422868000E-01
original,1,5,7.5,-6.2436616600E+00,9.4233713000E-01,-2.3859598000E-01,-1.0091435500E+00,-6.2666600000E-03,6.9988000000E-04,3.3136514000E-01,5.6713877000E-01,2.5371049000E-01,4.9397533000E-01
original,2,5,7.5,-8.4746008900E+00,1.4315520000E+00,-1.7847167000E-01,-1.2057872700E+00,-6.2924300000E-03,6.9999000000E-04,3.7938997000E-01,5.5708682000E-01,7.1939891000E-01,2.3025497000E-01
original,3,5,7.5,-1.0198710810E+01,1.7854548400E+00,-1.3554924000E-01,-1.3391013200E+00,-6.0164500000E-03,6.6057000000E-04,1.2452086000E-01,7.4073783000E-01,1.4071225100E+00,-3.4110665000E-01
original,1,5,10,-8.6805413200E+00,1.2874079300E+00,-2.0105815000E-01,-1.1564560600E+00,-5.9374000000E-03,6.7582000000E-04,6.7299806000E-01,4.8869126000E-01,3.6177322000E-01,5.8499001000E-01
original,2,5,10,-1.0800539330E+01,1.7213417700E+00,-1.4456116000E-01,-1.2979016700E+00,-6.0176700000E-03,6.8761000000E-04,3.1859327000E-01,5.9387065000E-01,7.5852428000E-01,3.2136597000E-01
original,3,5,10,-1.2408050640E+01,2.0558545700E+00,-1.0335666000E-01,-1.4289807900E+00,-5.7446800000E-03,6.4856000000E-04,-9.7576480000E-02,7.8533418000E-01,1.4171443900E+00,-2.1988946000E-01
updated,1,5,0.01,6.6259746300E+00,1.4009549000E-01,-1.7537803000E-01,-2.0250894500E+00,-7.1718800000E-03,8.5636000000E-04,3.9729802100E+00,2.9838257000E-01,1.1992194600E+00,-1.0305816100E+00
updated,2,5,0.01,5.8084978500E+00,2.5129507000E-01,-1.6336418000E-01,-1.7897367400E+00,-6.7376800000E-03,8.0950000000E-04,2.1806997000E+00,3.6362092000E-01,9.4888412000E-01,-1.0747286900E+00
updated,3,5,0.01,6.5096191100E+00,4.8437196000E-01,-1.2274111000E-01,-2.2104713300E+00,-5.1150400000E-03,5.5324000000E-04,3.4501923800E+00,3.2349186000E-01,1.0361489000E+00,-7.2281552000E-01
updated,1,5,0.025,8.6969221300E+00,8.1704130000E-02,-1.8551335000E-01,-2.3873873000E+00,-6.8633800000E-03,8.5003000000E-04,7.2025295000E+00,2.2497730000E-01,1.3333850700E+00,-9.1801606000E-01
updated,2,5,0.025,6.7258302400E+00,2.9160259000E-01,-1.5222428000E-01,-2.0597748700E+00,-6.6093100000E-03,8.4792000000E-04,3.5810467600E+00,3.0379179000E-01,1.0976693500E+00,-1.1234624200E+00
updated,3,5,0.025,6.0729116400E+00,4.7668578000E-01,-1.0882119000E-01,-2.0018805100E+00,-5.2624400000E-03,6.7218000000E-04,2.5444595600E+00,3.4672974000E-01,4.4016549000E-01,-6.1762893000E-01
updated,1,5,0.05,8.1302834200E+00,8.9129570000E-02,-1.7566162000E-01,-2.2016140600E+00,-6.7536600000E-03,9.3536000000E-04,6.4221403700E+00,2.2750413000E-01,8.8880953000E-01,-8.7960334000E-01
updated,2,5,0.05,5.8421516400E+00,2.4704432000E-01,-1.4614143000E-01,-1.7056060500E+00,-6.8139700000E-03,9.5221000000E-04,1.8002981700E+00,3.7064087000E-01,5.6048940000E-01,-1.1078748300E+00
updated,3,5,0.05,4.8588697400E+00,4.2337296000E-01,-1.1427698000E-01,-1.5720114300E+00,-5.0562500000E-03,6.4750000000E-04,8.4149880000E-01,4.7779363000E-01,2.1415215000E-01,-8.7723083000E-01
updated,1,5,0.075,5.4719093200E+00,1.6079550000E-01,-1.5349487000E-01,-1.6625647800E+00,-7.0418600000E-03,1.0348900000E-03,1.6678706900E+00,3.8275070000E-01,3.5739154000E-01,-9.4280048000E-01
updated,2,5,0.075,5.8212930700E+00,2.0589304000E-01,-1.5079213000E-01,-1.5892323800E+00,-6.7692700000E-03,9.5364000000E-04,1.2724092900E+00,4.0668017000E-01,3.5014979000E-01,-9.7760340000E-01
updated,3,5,0.075,4.7697130900E+00,4.2238516000E-01,-1.1903866000E-01,-1.5446189800E+00,-4.7749600000E-03,5.5693000000E-04,7.1791569000E-01,5.0073588000E-01,2.5412136000E-01,-7.2589808000E-01
updated,1,5,0.1,5.1473642300E+00,1.6103892000E-01,-1.4847506000E-01,-1.5756592700E+00,-7.4285500000E-03,1.0824800000E-03,1.2741496200E+00,4.1013529000E-01,3.5292354000E-01,-9.8171914000E-01
updated,2,5,0.1,5.9585612200E+00,1.6901497000E-01,-1.5709249000E-01,-1.5350407400E+00,-6.8856100000E-03,9.3915000000E-04,1.2603776200E+00,4.0308238000E-01,2.8792925000E-01,-8.5896590000E-01
updated,3,5,0.1,4.8385124800E+00,3.9341169000E-01,-1.2703182000E-01,-1.5119081400E+00,-4.6725400000E-03,5.0414000000E-04,7.1279874000E-01,4.9654240000E-01,3.0353560000E-01,-6.3935220000E-01
updated,1,5,0.15,5.2401269800E+00,8.6590370000E-02,-1.6115520000E-01,-1.4442662100E+00,-8.1266700000E-03,1.0629400000E-03,1.0074968200E+00,4.3129505000E-01,4.2472434000E-01,-9.2030836000E-01
updated,2,5,0.15,6.3704687700E+00,7.2700020000E-02,-1.8008984000E-01,-1.4320140700E+00,-6.9758300000E-03,8.4211000000E-04,1.2766163900E+00,3.9495209000E-01,2.9775779000E-01,-7.1724299000E-01
updated,3,5,0.15,5.6387205000E+00,2.5679546000E-01,-1.6209714000E-01,-1.4397510700E+00,-4.4962000000E-03,3.9573000000E-04,5.9832586000E-01,5.1445034000E-01,3.3361718000E-01,-4.9299047000E-01
updated,1,5,0.2,5.4921297000E+00,1.5127750000E-02,-1.8192235000E-01,-1.3609663500E+00,-8.3130600000E-03,9.4812000000E-04,8.3288938000E-01,4.5560683000E-01,5.3003912000E-01,-8.2657644000E-01
updated,2,5,0.2,6.5569346000E+00,1.4150000000E-03,-2.0492868000E-01,-1.3295740200E+00,-6.7288100000E-03,6.9512000000E-04,9.4966731000E-01,4.3298369000E-01,3.5175192000E-01,-6.5520683000E-01
updated,3,5,0.2,6.5405392100E+00,1.1811897000E-01,-1.9978896000E-01,-1.4043609500E+00,-4.2729100000E-03,2.9651000000E-04,-5.5958874000E-01,5.2135677000E-01,4.9112684000E-01,-5.4526619000E-01
updated,1,5,0.3,5.9676494300E+00,-8.2406970000E-02,-2.2147535000E-01,-1.2963875300E+00,-7.7089200000E-03,6.8355000000E-04,6.8615367000E-01,4.8738731000E-01,6.8300674000E-01,-6.3912391000E-01
updated,2,5,0.3,7.0339003200E+00,-9.3913100000E-02,-2.4790089000E-01,-1.2763600600E+00,-5.9856800000E-03,4.3648000000E-04,6.2546932000E-01,4.9304669000E-01,5.8432785000E-01,-6.0012602000E-01
updated,3,5,0.3,7.3924847700E+00,-3.1377500000E-02,-2.5207762000E-01,-1.3600183100E+00,-3.7557600000E-03,1.4221000000E-04,4.8381901000E-01,5.3874206000E-01,7.1662187000E-01,-6.0363445000E-01
updated,1,5,0.4,6.4672226200E+00,-1.7700936000E-01,-2.5514858000E-01,-1.2650079100E+00,-7.2866900000E-03,5.4343000000E-04,6.7592678000E-01,4.9017665000E-01,7.8220783000E-01,-5.2812567000E-01
updated,2,5,0.4,7.3744260900E+00,-1.6793939000E-01,-2.7993840000E-01,-1.2498144200E+00,-5.6884000000E-03,3.1845000000E-04,5.4734245000E-01,5.0923746000E-01,7.7425811000E-01,-5.9092947000E-01
updated,3,5,0.4,7.6338138500E+00,-1.0380190000E-01,-2.8363408000E-01,-1.3210135500E+00,-3.7357800000E-03,9.7900000000E-05,4.4197114000E-01,5.4470614000E-01,8.8134756000E-01,-6.5264892000E-01
updated,1,5,0.5,6.8000361800E+00,-2.4447743000E-01,-2.8068151000E-01,-1.2472187300E+00,-6.9520600000E-03,4.6656000000E-04,-6.8602501000E-01,4.8706208000E-01,8.4226958000E-01,-4.6352717000E-01
updated,2,5,0.5,7.4417935000E+00,-2.0199913000E-01,-3.0084201000E-01,-1.2325524000E+00,-5.5449300000E-03,2.6556000000E-04,5.1708895000E-01,5.1404306000E-01,8.9465653000E-01,-5.8112820000E-01
updated,3,5,0.5,7.5365618400E+00,-1.2382800000E-01,-3.0230918000E-01,-1.2933800900E+00,-3.7560000000E-03,8.1960000000E-05,4.1315115000E-01,5.4875214000E-01,9.8551865000E-01,-6.7761312000E-01
updated,1,5,0.75,7.1340100400E+00,-3.3769736000E-01,-3.2081599000E-01,-1.2253470500E+00,-6.5671100000E-03,4.3141000000E-04,7.7357999000E-01,4.6870626000E-01,8.8705957000E-01,-3.5961942000E-01
updated,2,5,0.75,6.9774342000E+00,-2.0079670000E-01,-3.2644344000E-01,-1.1955500400E+00,-5.4529800000E-03,2.5984000000E-04,4.4469022000E-01,5.2846253000E-01,1.0266512100E+00,-5.5630751000E-01
updated,3,5,0.75,6.6486246400E+00,-7.4948630000E-02,-3.2049096000E-01,-1.2430105400E+00,-3.9866700000E-03,1.1588000000E-04,3.4137583000E-01,5.6754439000E-01,1.0992118700E+00,-6.6695838000E-01
updated,1,5,1,6.8355428900E+00,-3.5836088000E-01,-3.4012218000E-01,-1.1775736300E+00,-6.6928700000E-03,4.8356000000E-04,-6.5958269000E-01,4.8791413000E-01,8.6439398000E-01,-2.7561054000E-01
updated,2,5,1,6.1463185900E+00,-1.5213366000E-01,-3.3457326000E-01,-1.1519315500E+00,-5.7045200000E-03,3.2633000000E-04,3.4077704000E-01,5.5967749000E-01,1.0719622400E+00,-5.3045654000E-01
updated,3,5,1,5.4897416100E+00,1.4620270000E-02,-3.2218019000E-01,-1.1947723700E+00,-4.4262600000E-03,1.9534000000E-04,-2.5768988000E-01,6.0152808000E-01,1.1371650100E+00,-6.3278553000E-01
updated,1,5,1.5,5.4655463500E+00,-2.7187146000E-01,-3.5002515000E-01,-1.0896238600E+00,-6.9470900000E-03,5.6911000000E-04,-2.9868757000E-01,5.9914211000E-01,8.1176811000E-01,-2.0872672000E-01
updated,2,5,1.5,4.1560106700E+00,2.2396360000E-02,-3.2960219000E-01,-1.0871797800E+00,-6.0430100000E-03,4.1823000000E-04,1.6935368000E-01,6.5550941000E-01,1.1251256900E+00,-5.4021318000E-01
updated,3,5,1.5,3.0687750200E+00,2.4306330000E-01,-3.0793500000E-01,-1.1256843000E+00,-5.1144400000E-03,3.1128000000E-04,1.3317558000E-01,6.9306731000E-01,1.1826231100E+00,-6.0333880000E-01
updated,1,5,2,3.8024286000E+00,-1.0581612000E-01,-3.4250414000E-01,-1.0474156500E+00,-6.7999200000E-03,5.9761000000E-04,1.4092987000E-01,7.1051187000E-01,7.3036691000E-01,-1.4152712000E-01
updated,2,5,2,2.2117827700E+00,2.2783153000E-01,-3.1425257000E-01,-1.0626911800E+00,-5.9800000000E-03,4.5493000000E-04,9.7652590000E-02,7.3620343000E-01,1.1179179900E+00,-5.1968741000E-01
updated,3,5,2,8.7264984000E-01,4.8030377000E-01,-2.8647963000E-01,-1.1016189200E+00,-5.2731500000E-03,3.6831000000E-04,8.5760810000E-02,7.5898684000E-01,1.1735979300E+00,-5.6207914000E-01
updated,1,5,3,5.1022051000E-01,2.5618010000E-01,-3.1216210000E-01,-9.9478976000E-01,-6.6899400000E-03,6.2427000000E-04,3.8016820000E-02,9.0812057000E-01,6.5052190000E-01,-7.2158650000E-02
updated,2,5,3,-1.1152539500E+00,6.0006334000E-01,-2.7879711000E-01,-1.0486742800E+00,-6.0019200000E-03,4.9996000000E-04,5.5461700000E-02,8.2462341000E-01,1.1559907100E+00,-5.2132505000E-01
updated,3,5,3,-2.6561170700E+00,8.7880116000E-01,-2.4468084000E-01,-1.0958768500E+00,-5.5479600000E-03,4.4473000000E-04,6.4464990000E-02,8.0853117000E-01,1.2212337000E+00,-5.5590540000E-01
updated,1,5,4,-2.2044848500E+00,5.6138747000E-01,-2.8020904000E-01,-9.7817896000E-01,-6.7473500000E-03,6.8086000000E-04,1.6534190000E-02,1.0300317400E+00,5.7862519000E-01,2.3064610000E-02
updated,2,5,4,-3.5792356800E+00,8.8073701000E-01,-2.4768237000E-01,-1.0730732800E+00,-6.1471900000E-03,5.7324000000E-04,5.9420070000E-02,8.1839326000E-01,1.1803836900E+00,-4.8241475000E-01
updated,3,5,4,-5.1268015100E+00,1.1621117100E+00,-2.1138252000E-01,-1.1320596700E+00,-5.8284800000E-03,5.3430000000E-04,8.3340080000E-02,7.7663370000E-01,1.2613225200E+00,-5.1581362000E-01
updated,1,5,5,-4.4510701900E+00,8.2316063000E-01,-2.5037359000E-01,-9.9004841000E-01,-6.7872000000E-03,7.2862000000E-04,1.1025670000E-02,1.0912805800E+00,5.3609779000E-01,1.1662863000E-01
updated,2,5,5,-5.4776807600E+00,1.1060796500E+00,-2.2115089000E-01,-1.1236692500E+00,-6.2578900000E-03,6.3357000000E-04,7.9788110000E-02,7.8207006000E-01,1.2171530500E+00,-4.2806859000E-01
updated,3,5,5,-6.9740216600E+00,1.3812575800E+00,-1.8434434000E-01,-1.1908365600E+00,-6.0194400000E-03,6.0436000000E-04,1.1276026000E-01,7.3941138000E-01,1.3078797700E+00,-4.6096323000E-01
updated,1,5,7.5,-8.6805441000E+00,1.3534004600E+00,-1.8910195000E-01,-1.0737257100E+00,-6.5338500000E-03,7.4659000000E-04,9.0801400000E-03,1.1339108200E+00,5.1163762000E-01,2.8894126000E-01
updated,2,5,7.5,-8.8806080100E+00,1.5380237400E+00,-1.7069367000E-01,-1.2661264700E+00,-6.1529300000E-03,6.7860000000E-04,1.0735549000E-01,7.5711641000E-01,1.3090465600E+00,-3.0992260000E-01
updated,3,5,7.5,-1.0218820890E+01,1.7857308700E+00,-1.3524005000E-01,-1.3341693300E+00,-6.0310200000E-03,6.6283000000E-04,1.2214309000E-01,7.4321859000E-01,1.3986538000E+00,-3.3722297000E-01
updated,1,5,10,-1.1606822230E+01,1.7325852500E+00,-1.4481695000E-01,-1.1595816200E+00,-6.1042600000E-03,7.1216000000E-04,1.1330570000E-02,1.1131048600E+00,5.0652555000E-01,4.1264267000E-01
updated,2,5,10,-1.1299090420E+01,1.8438325200E+00,-1.3490928000E-01,-1.3609825500E+00,-5.8253700000E-03,6.6186000000E-04,9.6385370000E-02,7.8436160000E-01,1.3252565500E+00,-1.9317077000E-01
updated,3,5,10,-1.2424772720E+01,2.0555745200E+00,-1.0311100000E-01,-1.4239687400E+00,-5.7603400000E-03,6.5096000000E-04,9.5858700000E-02,7.8760931000E-01,1.4085468000E+00,-2.1577784000E-01
