lon,lat,unit,dr
-76.55683847,3.455244659,Qd,0.575101013
-76.58269259,3.4568174,Qd,0.258797905
-76.57517827,3.454134548,Qd,0.311281214
-76.53906761,3.438704804,Qd,1.135634232
-76.56122046,3.452428411,Qd,0.50168308
-76.54004643,3.446170274,Qd,0.657502199
-76.56350676,3.454631983,Qd,0.21610153
-76.55678452,3.449805793,Qd,0.190563281
-76.54106055,3.442305636,Qd,1.087230338
-76.54850087,3.449680948,Qd,0.470568821
-76.55218519,3.454282039,Qd,0.180885594
-76.5460669,3.44966202,Qd,0.37264046
-76.54284636,3.435235759,Qd,0.91206014
-76.56641201,3.454139795,Qd,0.23464409
-76.54550523,3.442784328,Qd,1.052260877
-76.56269513,3.454776255,Qd,0.264338858
-76.57684816,3.455358317,Qd,0.365099267
-76.5373172,3.441303904,Qd,1.198617854
-76.55505418,3.443672378,Qd,0.490317578
-76.54174214,3.44012191,Qd,1.33004959
-76.5386141,3.445767072,Qd,0.702336216
-76.57449238,3.455117688,Qd,0.212923059
-76.53483064,3.447738991,Qd,0.487444082
-76.54743095,3.443910105,Qd,0.996737418
-76.56423933,3.454526052,Qd,0.195473439
-76.56643435,3.454644936,Qd,0.178474974
-76.56471643,3.453382106,Qd,0.318895263
-76.53923787,3.441963523,Qd,1.125271568
-76.54214079,3.444937128,Qd,0.794621778
-76.54099998,3.437428836,Qd,1.108813763
-76.55424039,3.453600248,Qd,0.288872193
-76.56131909,3.453496334,Qd,0.473168271
-76.53826508,3.441596636,Qd,1.166067541
-76.54137289,3.444654783,Qd,0.826017109
-76.56290282,3.454929844,Qd,0.235932687
-76.56325341,3.45340003,Qd,0.349708046
-76.54196387,3.448615398,Qd,0.385616815
-76.54720219,3.443260083,Qd,1.053523444
-76.54158284,3.434728378,Qd,0.883585494
-76.55227606,3.453663337,Qd,0.139383913
-76.5644061,3.450448256,Qd,0.28149989
-76.53739827,3.450168555,Qd,0.212913636
-76.56391173,3.454808017,Qd,0.176879151
-76.53681111,3.442123305,Qd,1.10750462
-76.53681676,3.443433445,Qd,0.961823699
-76.56146032,3.450780976,Qd,0.318496666
-76.53544572,3.444819793,Qd,0.807668834
-76.54168406,3.441934767,Qd,1.128469089
-76.53854907,3.437974645,Qd,1.039493763
-76.54874783,3.449739671,Qd,0.446533979
-76.55935972,3.454052916,Qd,0.583464844
-76.55933776,3.454294571,Qd,0.566190954
-76.53822501,3.447521582,Qd,0.507243605
-76.54791576,3.446571091,Qd,0.761091833
-76.56375325,3.452029817,Qd,0.45736145
-76.57030915,3.454095368,Qd,0.239584147
-76.54160753,3.437065551,Qd,1.115940465
-76.56508379,3.451391034,Qd,0.386332021
-76.55077479,3.454053136,Qd,0.05199263
-76.568816,3.454187823,Qd,0.22930362
-76.53791563,3.44575362,Qd,0.70383201
-76.54084615,3.442085726,Qd,1.111683214
-76.58392805,3.458562684,Qd,0.298883677
-76.53897255,3.440751168,Qd,1.260079293
-76.53805723,3.443163785,Qd,0.991808523
-76.53765484,3.442091218,Qd,1.111072531
-76.53929253,3.448205352,Qd,0.43121185
-76.54521372,3.442605925,Qd,1.066334098
-76.56615136,3.451924479,Qd,0.445648399
-76.53670236,3.449740322,Qd,0.260530973
-76.56156857,3.450445116,Qd,0.281150738
-76.56642373,3.454285318,Qd,0.218462671
-76.55415206,3.444636711,Qd,0.432939148
-76.54222481,3.442516132,Qd,1.06382425
-76.57328449,3.452120761,Qd,0.301633278
-76.55390899,3.445527167,Qd,0.371963841
-76.55242666,3.454297207,Qd,0.201064189
-76.53712586,3.441977107,Qd,1.123761096
-76.56112965,3.454287491,Qd,0.425857257
-76.54303625,3.442714383,Qd,1.041779745
-76.53723192,3.447286399,Qd,0.533394761
-76.56978211,3.455265892,Qd,0.109427817
-76.56028688,3.453885262,Qd,0.523747404
-76.55917769,3.375574974,TQplp,0.13776792
-76.5548166,3.372807668,TQplp,0.431744483
-76.56005692,3.385384254,TQplp,0.680959577
-76.55662642,3.370829277,TQplp,0.133890004
-76.55657894,3.376386421,TQplp,0.426735735
-76.55406115,3.370337009,TQplp,0.176467349
-76.55919139,3.373773939,TQplp,0.136244549
-76.56076021,3.383609155,TQplp,0.486092061
-76.55973577,3.378821336,TQplp,0.19019004
-76.55401734,3.372589709,TQplp,0.426956161
-76.5609317,3.383949605,TQplp,0.499376826
-76.55437077,3.369315537,TQplp,0.062884845
-76.55605828,3.37552213,TQplp,0.484630486
-76.56057988,3.378574955,TQplp,0.104448346
-76.55877295,3.374758503,TQplp,0.182772954
-76.55557782,3.372228965,TQplp,0.326390777
-76.5508058,3.370978608,TQplp,0.247809903
-76.55514076,3.36993064,TQplp,0.131281178
-76.55891379,3.374203393,TQplp,0.167112261
-76.56116252,3.38357218,TQplp,0.451552537
-76.55717051,3.37359232,TQplp,0.308358926
-76.49502283,3.499037186,Q5,0.467041261
-76.49685719,3.490429397,Q5,0.569703994
-76.49473246,3.495347868,Q5,0.599491106
-76.50047444,3.490699546,Q5,0.65265851
-76.49237077,3.496871117,Q5,0.464569998
-76.49245643,3.494686393,Q5,0.336013265
-76.48632719,3.494144947,Q5,0.224966388
-76.51256009,3.486336523,Q5,0.102283358
-76.49500867,3.494959404,Q5,0.618077137
-76.50191911,3.491763361,Q5,0.496726373
-76.49568955,3.495832706,Q5,0.666576921
-76.4931389,3.495612087,Q5,0.446298016
-76.49820907,3.493620922,Q5,0.642380659
-76.4946582,3.499542791,Q5,0.455956864
-76.48957523,3.495600133,Q5,0.144832689
-76.4963825,3.49460829,Q5,0.708364332
-76.48661297,3.493099589,Q5,0.182410165
-76.49816962,3.494485113,Q5,0.577534007
-76.51149334,3.485764496,Q5,0.038676857
-76.49319198,3.498076142,Q5,0.623886142
-76.49111661,3.497148087,Q5,0.387736786
-76.49400848,3.495198629,Q5,0.517748809
-76.49078169,3.49288081,Q5,0.164611685
-76.4958579,3.49753094,Q5,0.519813606
-76.5109417,3.485275408,Q5,0.015707247
-76.49963202,3.489631554,Q5,0.506000602
-76.49555775,3.496075238,Q5,0.657870431
-76.49725516,3.489535181,Q5,0.4638275
-76.49029087,3.49427209,Q5,0.097774813
-76.50291301,3.492369991,Q5,0.370882002
-76.49227892,3.494929332,Q5,0.327166606
-76.48971145,3.494295757,Q5,0.052984454
-76.49740645,3.494577135,Q5,0.63030415
-76.48922285,3.496537016,Q5,0.190790224
-76.49357317,3.494667659,Q5,0.455232826
-76.49738752,3.490828892,Q5,0.604681439
-76.4956503,3.488267636,Q5,0.404976197
-76.5129043,3.483015809,Q5,0.266963192
-76.49167016,3.493657718,Q5,0.232271311
-76.49799178,3.491910304,Q5,0.722107831
-76.49147624,3.49236796,Q5,0.260612306
-76.48852894,3.494587518,Q5,0.017052189
-76.49172408,3.492115029,Q5,0.29952385
-76.50478274,3.494312191,Q5,0.071162577
-76.5088422,3.488222938,Q5,0.230758475
-76.48499418,3.493235189,Q5,0.320352038
-76.50193748,3.493171889,Q5,0.384534111
-76.49390134,3.500792807,Q5,0.417181641
-76.48616102,3.495214272,Q5,0.153954302
-76.49203118,3.495421829,Q5,0.329613077
-76.49057264,3.496290822,Q5,0.277562321
-76.48993444,3.493946928,Q5,0.044762902
-76.49524828,3.496522045,Q5,0.647072078
-76.4942567,3.500341431,Q5,0.424731061
-76.49783321,3.490146475,Q5,0.526012556
-76.49854138,3.49219277,Q5,0.728543085
-76.49135394,3.494437842,Q5,0.211216939
-76.49576155,3.489964527,Q5,0.559605097
-76.49290818,3.496008397,Q5,0.446928395
-76.49369915,3.499310379,Q5,0.549637573
-76.50276673,3.491237072,Q5,0.471461181
-76.50116892,3.496012322,Q5,0.221629602
-76.49664431,3.494128092,Q5,0.725535457
-76.50942821,3.485290915,Q5,0.067831636
-76.49670347,3.494023798,Q5,0.729084193
-76.49509964,3.496783245,Q5,0.638221858
-76.49447271,3.50000763,Q5,0.433992577
-76.4925431,3.494500523,Q5,0.339527176
-76.49493881,3.497073463,Q5,0.628048508
-76.49728059,3.491910593,Q5,0.725547303
-76.49947426,3.491784842,Q5,0.687267848
-76.49505529,3.489593635,Q5,0.562986194
-76.48500663,3.493342832,Q5,0.327836748
-76.49308522,3.498245497,Q5,0.62880778
-76.48576697,3.493374863,Q5,0.270572225
-76.49626168,3.493565681,Q5,0.742881044
-76.5027509,3.493131354,Q5,0.323764724
-76.50043582,3.490171627,Q5,0.598346309
-76.49859454,3.491240695,Q5,0.651974252
-76.50537422,3.49105334,Q5,0.28088912
-76.49428268,3.496123041,Q5,0.58538804
-76.4960362,3.489204232,Q5,0.470208703
-76.49575787,3.489505052,Q5,0.514092252
-76.49264373,3.499035286,Q5,0.654251402
-76.50113714,3.492969315,Q5,0.463389916
-76.49554179,3.488220862,Q5,0.408609972
-76.50980078,3.487114612,Q5,0.200839547
-76.48978737,3.493974393,Q5,0.033686005
-76.48837242,3.493084351,Q5,0.042872328
-76.49541549,3.494076497,Q5,0.649521649
-76.49520528,3.490690567,Q5,0.659392875
-76.508679,3.485888206,Q5,0.173702548
-76.49492624,3.499035058,Q5,0.47480313
-76.48972492,3.495346549,Q5,0.136663848
-76.49357468,3.497576802,Q5,0.614851256
-76.49623485,3.496108316,Q5,0.602031488
-76.48749596,3.495972035,Q5,0.010588001
-76.48919261,3.493103597,Q5,0.020103245
-76.48995275,3.495133006,Q5,0.137787188
-76.48659472,3.492839443,Q5,0.163390684
-76.49365018,3.499347522,Q5,0.550567491
-76.48816119,3.495645868,Q5,0.037247401
-76.49446401,3.490614162,Q5,0.645069406
-76.49129916,3.494544267,Q5,0.210241386
-76.47760144,3.472950268,Q3,0.289516145
-76.47197051,3.431739998,Q5,0.29174495
-76.47380603,3.425644328,Q5,0.098892691
-76.47460222,3.430974764,Q5,0.438499774
-76.47546984,3.427323582,Q5,0.28515404
-76.47479534,3.426648779,Q5,0.208898943
-76.47481811,3.414675993,Q5,0.211681749
-76.47213548,3.418150469,Q5,0.219049939
-76.46923357,3.43559844,Q5,0.053770531
-76.47024364,3.428666698,Q5,0.085676513
-76.47226983,3.428361033,Q5,0.049602667
-76.46933243,3.42603516,Q5,0.36423105
-76.46699484,3.431197902,Q5,0.195250845
-76.47027795,3.432677429,Q5,0.169900288
-76.4680225,3.425791386,Q5,0.486393647
-76.47216645,3.428477461,Q5,0.050628588
-76.47294812,3.423074509,Q5,0.003497451
-76.47306932,3.413915479,Q5,0.016974276
-76.46480938,3.427268949,Q5,0.622854744
-76.46637495,3.431166295,Q5,0.264257475
-76.46799482,3.422211143,Q5,0.331515507
-76.47310238,3.430938511,Q5,0.317721871
-76.46995305,3.42915536,Q5,0.070102768
-76.47011916,3.418253244,Q5,0.068594236
-76.4706639,3.437304813,Q5,0.028668889
-76.47030364,3.422805867,Q5,0.196741818
-76.47360779,3.42566438,Q5,0.076849408
-76.46568571,3.430244533,Q5,0.358607295
-76.46811517,3.424385212,Q5,0.492992628
-76.47049445,3.429002948,Q5,0.03951793
-76.47257267,3.418843341,Q5,0.293224783
-76.47325249,3.426099726,Q5,0.037341851
-76.47081225,3.427892526,Q5,0.101839172
-76.47497714,3.426885318,Q5,0.229114181
-76.47268457,3.431972434,Q5,0.366164794
-76.47428808,3.415701809,Q5,0.196779282
-76.46969922,3.437303031,Q5,0.104658594
-76.46760268,3.435409948,Q5,0.127576163
-76.47226629,3.431440382,Q5,0.291443338
-76.47259538,3.41736942,Q5,0.193799057
-76.46710506,3.431572659,Q5,0.182908983
-76.46892754,3.431940192,Q5,0.019741547
-76.47364638,3.425373758,Q5,0.081140421
-76.46647157,3.429507203,Q5,0.318968314
-76.4692676,3.425393485,Q5,0.4057577
-76.46988115,3.437393518,Q5,0.083239347
-76.47378697,3.425555952,Q5,0.096773315
-76.46909721,3.431470228,Q5,0.03860799
-76.47157646,3.415677768,Q5,0.019324238
-76.47301668,3.415791375,Q5,0.102848031
-76.47408782,3.425323674,Q5,0.130226309
-76.47317361,3.424962664,Q5,0.028570795
-76.47368775,3.4161864,Q5,0.186671548
-76.46608497,3.427047206,Q5,0.539994246
-76.46676839,3.435614221,Q5,0.220344979
-76.47134703,3.420846921,Q5,0.039321914
-76.47134789,3.425130952,Q5,0.174440006
-76.46538287,3.429631038,Q5,0.415437734
-76.47442156,3.429708173,Q5,0.324707223
-76.47018309,3.418133784,Q5,0.064228096
-76.46927055,3.425739876,Q5,0.392313671
-76.47320206,3.425990775,Q5,0.031734291
-76.47451807,3.416661525,Q5,0.289314363
-76.47482052,3.427267994,Q5,0.212692296
-76.47213718,3.416154237,Q5,0.062226497
-76.47138608,3.41956638,Q5,0.143076982
-76.471425,3.429574723,Q5,0.078604907
-76.47129688,3.430847631,Q5,0.168615794
-76.46679604,3.424206528,Q5,0.582662118
-76.47001643,3.431486568,Q5,0.118175753
-76.46906262,3.426633436,Q5,0.338404856
-76.469329,3.437392027,Q5,0.064381862
-76.4731535,3.429363931,Q5,0.197937258
-76.46969125,3.42237088,Q5,0.210690428
-76.47286669,3.428903965,Q5,0.139220736
-76.47017201,3.423927796,Q5,0.295305009
-76.46930642,3.424538871,Q5,0.401441113
-76.46435863,3.427895437,Q5,0.614468672
-76.47123679,3.428876323,Q5,0.0088937
-76.46721879,3.433246226,Q5,0.170262784
-76.46654165,3.429605215,Q5,0.306182604
-76.46655984,3.433378716,Q5,0.243534681
-76.46664818,3.427275701,Q5,0.477745105
-76.47003099,3.426986488,Q5,0.234505823
-76.47261606,3.426884607,Q5,0.033425936
-76.46799331,3.433292807,Q5,0.084140089
-76.47164116,3.415558722,Q5,0.023597284
-76.46642805,3.435617177,Q5,0.25818906
-76.47475595,3.426271663,Q5,0.204518975
-76.47023707,3.425700069,Q5,0.297957555
-76.47018193,3.420998884,Q5,0.064234386
-76.46975594,3.428037614,Q5,0.173485538
-76.46440793,3.428136256,Q5,0.594128276
-76.46598331,3.432659554,Q5,0.307641892
-76.47048632,3.43262908,Q5,0.193069975
-76.47381926,3.426057827,Q5,0.100363799
-76.47001607,3.428375199,Q5,0.126489188
-76.46952039,3.426220355,Q5,0.334891108
-76.46562723,3.436764655,Q5,0.347236181
-76.4658527,3.422288916,Q5,0.506058339
-76.4638751,3.426182727,Q5,0.781720121
-76.47344344,3.426304443,Q5,0.058574522
-76.46575121,3.429759855,Q5,0.372349849
-76.46799201,3.439255382,Q5,0.084284642
-76.46849723,3.436709913,Q5,0.028106742
-76.47306293,3.425716788,Q5,0.016263741
-76.47386605,3.4269442,Q5,0.10556661
-76.46968138,3.432013397,Q5,0.103564731
-76.47232791,3.432177794,Q5,0.354268577
-76.46867868,3.436797244,Q5,0.007930422
-76.47506421,3.430540517,Q5,0.440681114
-76.47428179,3.426835164,Q5,0.151794789
-76.4657757,3.430244598,Q5,0.349111231
-76.46494545,3.429383228,Q5,0.471228283
-76.4740735,3.430821041,Q5,0.384841542
-76.47323783,3.426356649,Q5,0.035711733
-76.4686443,3.424931588,Q5,0.475065498
-76.46946743,3.420264604,Q5,0.06267915
-76.47374673,3.431723224,Q5,0.410692086
-76.47200896,3.423664093,Q5,0.100932376
-76.46599226,3.433435986,Q5,0.306646697
-76.47089028,3.417570819,Q5,0.07556803
-76.50014112,3.447830209,Q2,0.704756661
-76.49877539,3.44618916,Q2,0.79144359
-76.49857728,3.446360126,Q2,0.770654544
-76.4971951,3.448956643,Q2,0.657949041
-76.49617645,3.448809584,Q2,0.600825339
-76.49763495,3.44984963,Q2,0.547348678
-76.50030051,3.44799681,Q2,0.68687004
-76.49885424,3.447126787,Q2,0.793098714
-76.49953848,3.447951146,Q2,0.693037024
-76.4991226,3.444973379,Q2,0.834558211
-76.49817581,3.444954907,Q2,0.730344833
-76.50023987,3.445356988,Q2,0.954767066
-76.49945017,3.448797991,Q2,0.600092053
-76.4985289,3.448044272,Q2,0.70015598
-76.49854644,3.450119229,Q2,0.478197506
-76.49522551,3.449779246,Q2,0.590858417
-76.49650042,3.450288187,Q2,0.580876855
-76.49764083,3.449531602,Q2,0.578315263
-76.50741659,3.425563483,Q2,0.168999646
-76.50881202,3.426875524,Q2,0.023107343
-76.50763411,3.424953394,Q2,0.236838448
-76.50967384,3.42654686,Q2,0.059653113
-76.51057134,3.423735344,Q2,0.372279428
-76.50867831,3.425275138,Q2,0.201062147
-76.50916161,3.426911629,Q2,0.019092651
-76.50956383,3.426964507,Q2,0.013212885
-76.51064852,3.421582588,Q2,0.314969415
-76.50896668,3.423922876,Q2,0.351426821
-76.50897004,3.425772774,Q2,0.145727549
-76.51070742,3.421877731,Q2,0.347787819
-76.50898341,3.423205938,Q2,0.43114669
-76.50974798,3.425895449,Q2,0.132086711
-76.5105986,3.422160656,Q2,0.379247644
-76.5094957,3.423664721,Q2,0.380132348
-76.50982911,3.425423147,Q2,0.184604297
-76.50775808,3.39352284,Q5,0.791658561
-76.49728368,3.436663452,Q5,0.718841935
-76.51583819,3.406851473,Q5,0.530192941
-76.50797632,3.414867745,Q5,0.43168706
-76.52626646,3.412728589,Q5,0.869122347
-76.51842141,3.403274007,Q5,0.132396871
-76.50003307,3.416553343,Q5,0.661532469
-76.5324035,3.409580085,Q5,1.0276836
-76.50835602,3.399549429,Q5,0.281757306
-76.48716716,3.443036154,Q5,0.133848358
-76.49262961,3.438558927,Q5,0.647675511
-76.4872826,3.443008043,Q5,0.122561418
-76.4868658,3.437748398,Q5,0.161136275
-76.51569832,3.404593703,Q5,0.279140371
-76.51170548,3.410890017,Q5,0.873990233
-76.52758601,3.407566985,Q5,1.073066439
-76.51162602,3.396924521,Q5,0.573633759
-76.50692217,3.397978654,Q5,0.375587836
-76.50512212,3.392813086,Q5,0.660471282
-76.50848836,3.397562255,Q5,0.502720974
-76.51662813,3.406071215,Q5,0.443432209
-76.49797073,3.425630678,Q5,0.109966655
-76.52353243,3.412871022,Q5,0.842693369
-76.50397201,3.425373676,Q5,0.044686115
-76.49313912,3.441672912,Q5,0.442894271
-76.5125637,3.399442223,Q5,0.29367807
-76.52489179,3.409059459,Q5,1.033502343
-76.50119002,3.415858577,Q5,0.625192472
-76.49080805,3.434020104,Q5,0.308021511
-76.52666079,3.411665337,Q5,0.938614932
-76.5172322,3.411489779,Q5,0.807299741
-76.51795615,3.404851252,Q5,0.307778513
-76.49980102,3.416755785,Q5,0.663860448
-76.49993559,3.418773864,Q5,0.494604789
-76.48829696,3.441985755,Q5,0.037573466
-76.5182946,3.407825395,Q5,0.638488126
-76.50482461,3.425351391,Q5,0.024103194
-76.50418666,3.424255868,Q5,0.060080643
-76.50335745,3.398282994,Q5,0.071376467
-76.49113588,3.440104236,Q5,0.408725944
-76.48982125,3.44385462,Q5,0.010480675
-76.5256095,3.406216824,Q5,0.864342433
-76.52352984,3.413835882,Q5,0.762276917
-76.52231354,3.402501583,Q5,0.313074929
-76.49484923,3.438961391,Q5,0.790552467
-76.50583593,3.397435174,Q5,0.332912415
-76.51890588,3.403733872,Q5,0.184348193
-76.50999669,3.411096348,Q5,0.851047273
-76.50593623,3.419996353,Q5,0.073325911
-76.50701041,3.416655559,Q5,0.232891213
-76.50584601,3.425397781,Q5,0.100765
-76.51369716,3.410037703,Q5,0.884485552
-76.49040544,3.442965102,Q5,0.126353452
-76.51400227,3.415529684,Q5,0.358082801
-76.50852962,3.41253775,Q5,0.690770683
-76.49783194,3.40969552,Q5,0.919470433
-76.51263147,3.414354071,Q5,0.488805003
-76.51594157,3.405608983,Q5,0.392034356
-76.52077794,3.409553127,Q5,0.860668544
-76.51815194,3.400499456,Q5,0.171558503
-76.50597457,3.424072907,Q5,0.2150437
-76.49396233,3.425463802,Q5,0.438254773
-76.49380265,3.432606431,Q5,0.150941823
-76.52309112,3.40475197,Q5,0.551153941
-76.52464208,3.40620524,Q5,0.787366592
-76.5131147,3.401805454,Q5,0.030898772
-76.49192443,3.434492329,Q5,0.360530535
-76.51987271,3.414759741,Q5,0.460924695
-76.52745593,3.409130325,Q5,1.149849711
-76.48988059,3.436511954,Q5,0.437102315
-76.51993008,3.403399371,Q5,0.196552373
-76.52942351,3.406955239,Q5,1.005043388
-76.51699628,3.411472459,Q5,0.809225638
-76.50569611,3.416615927,Q5,0.245160523
-76.52265708,3.407727679,Q5,0.763318242
-76.4970404,3.426008523,Q5,0.15340672
-76.5156945,3.409099921,Q5,0.780208951
-76.50072967,3.403597963,Q5,0.553135569
-76.49872661,3.413751251,Q5,0.984574299
-76.50683484,3.418658825,Q5,0.010138197
-76.50795993,3.417005887,Q5,0.193936517
-76.52720052,3.412064994,Q5,0.869083453
-76.52936533,3.389941616,Q5,0.672877937
-76.51125278,3.409967388,Q5,0.87666688
-76.51959602,3.407693833,Q5,0.630911982
-76.49145039,3.437012131,Q5,0.599857748
-76.49129078,3.433269584,Q5,0.224567495
-76.49758414,3.426587342,Q5,0.065143625
-76.49437962,3.429594367,Q5,0.080672003
-76.51154323,3.410997342,Q5,0.862056238
-76.52614718,3.410450059,Q5,1.08338212
-76.50079289,3.412932838,Q5,0.886910582
-76.50242254,3.397269157,Q5,0.081281128
-76.50687607,3.398665278,Q5,0.317976175
-76.49570179,3.425700507,Q5,0.282875466
-76.51168936,3.395736621,Q5,0.705722212
-76.51604066,3.399842376,Q5,0.249183086
-76.51133868,3.411142907,Q5,0.845870148
-76.52402955,3.406175581,Q5,0.736873399
-76.5065197,3.424484807,Q5,0.225519133
-76.51272479,3.417053625,Q5,0.188628294
-76.52033698,3.402512737,Q5,0.158541567
-76.49716074,3.435176337,Q5,0.578312719
-76.52744938,3.393390494,Q5,0.503287438
-76.52734137,3.388605082,Q5,0.904496688
-76.49075131,3.439310374,Q5,0.440907218
-76.50949071,3.414307472,Q5,0.493986575
-76.51287672,3.398029008,Q5,0.450820408
-76.50717795,3.418826136,Q5,0.008465937
-76.5113073,3.394966134,Q5,0.791396458
-76.5168954,3.411301091,Q5,0.82828089
-76.5226225,3.408724732,Q5,0.854860004
-76.50258784,3.397676214,Q5,0.058573684
-76.50986666,3.397432419,Q5,0.517158078
-76.49154223,3.432084672,Q5,0.092811292
-76.49589927,3.439776985,Q5,0.808986179
-76.49263064,3.432349571,Q5,0.122266717
-76.51849921,3.400122813,Q5,0.173868005
