rup_mag,rup_hypo_depth,dist_rhypo,dist_rrup,site_vs30,result_type,damping,pga,0.04,0.05,0.07,0.10,0.20,0.30,0.40,0.50,0.75,1.00,1.50,2.00,3.00,4.00,5.00,pgv
5.0,5,250,250,760,MEAN,5,0.00021894,0.00026020,0.00029533,0.00036334,0.00038047,0.00048453,0.00050157,0.00037613,0.00037183,0.00026324,0.00020671,0.00010289,0.00006425,0.00003831,0.00001815,0.00001082,0.01828155
5.0,5,300,300,760,MEAN,5,0.00012055,0.00013525,0.00015002,0.00018886,0.00020237,0.00027616,0.00029934,0.00024332,0.00025187,0.00018671,0.00015353,0.00007820,0.00004997,0.00003014,0.00001444,0.00000871,0.01238348
5.0,5,400,400,760,MEAN,5,0.00003947,0.00003947,0.00004180,0.00005511,0.00006183,0.00009688,0.00011514,0.00010996,0.00012481,0.00010145,0.00009146,0.00004878,0.00003264,0.00002015,0.00000988,0.00000610,0.00613643
5.0,5,500,500,760,MEAN,5,0.00001378,0.00001228,0.00001243,0.00001715,0.00002015,0.00003625,0.00004724,0.00005301,0.00006597,0.00005880,0.00005812,0.00003246,0.00002274,0.00001437,0.00000721,0.00000455,0.00324349
5.0,10,0,0,760,MEAN,5,0.17742507,0.28036868,0.36075749,0.39603138,0.37003560,0.32343421,0.26352056,0.13262148,0.10319113,0.05816618,0.03595000,0.01585671,0.00874434,0.00493156,0.00220923,0.00124594,5.07353990
5.0,10,10,10,760,MEAN,5,0.04142514,0.06487858,0.08318333,0.09164345,0.08593424,0.07592090,0.06230051,0.03174820,0.02487994,0.01412470,0.00879244,0.00389201,0.00215397,0.00121695,0.00054614,0.00030856,1.22325792
5.0,10,50,50,760,MEAN,5,0.00614540,0.00919426,0.01157454,0.01298725,0.01240309,0.01157630,0.00985363,0.00535356,0.00435180,0.00256269,0.00165471,0.00074599,0.00042048,0.00023975,0.00010858,0.00006191,0.21396251
5.0,10,75,75,760,MEAN,5,0.00333316,0.00484545,0.00603011,0.00684438,0.00661215,0.00638806,0.00556400,0.00314715,0.00261779,0.00157744,0.00104225,0.00047531,0.00027101,0.00015541,0.00007079,0.00004060,0.12870764
5.0,10,150,150,760,MEAN,5,0.00089556,0.00119422,0.00143576,0.00168689,0.00168690,0.00180760,0.00168699,0.00107678,0.00095970,0.00061965,0.00043869,0.00020709,0.00012223,0.00007131,0.00003305,0.00001928,0.04718513
5.0,10,200,200,760,MEAN,5,0.00044382,0.00055872,0.00065644,0.00078922,0.00080761,0.00092728,0.00090619,0.00062694,0.00058511,0.00039559,0.00029326,0.00014166,0.00008556,0.00005050,0.00002367,0.00001397,0.02876764
5.0,10,250,250,760,MEAN,5,0.00023460,0.00027881,0.00032012,0.00039383,0.00041240,0.00050737,0.00051919,0.00038935,0.00038049,0.00026937,0.00020910,0.00010336,0.00006388,0.00003814,0.00001809,0.00001080,0.01870739
5.0,10,300,300,760,MEAN,5,0.00012917,0.00014493,0.00016261,0.00020471,0.00021936,0.00028917,0.00030986,0.00025187,0.00025774,0.00019106,0.00015530,0.00007856,0.00004968,0.00003000,0.00001439,0.00000869,0.01267193
5.0,10,400,400,760,MEAN,5,0.00004229,0.00004229,0.00004531,0.00005973,0.00006702,0.00010145,0.00011919,0.00011383,0.00012772,0.00010381,0.00009252,0.00004901,0.00003245,0.00002006,0.00000985,0.00000608,0.00627937
5.0,10,500,500,760,MEAN,5,0.00001477,0.00001316,0.00001347,0.00001859,0.00002184,0.00003796,0.00004890,0.00005487,0.00006751,0.00006017,0.00005880,0.00003261,0.00002261,0.00001430,0.00000718,0.00000454,0.00331904
5.0,25,0,0,760,MEAN,5,0.21828052,0.34492883,0.45942577,0.50434719,0.47124148,0.37135217,0.29229037,0.14710040,0.11057129,0.06232619,0.03721336,0.01607729,0.00859463,0.00486390,0.00218646,0.00123737,5.43639597
5.0,25,10,10,760,MEAN,5,0.05096406,0.07981809,0.10593423,0.11670822,0.10943752,0.08716885,0.06910216,0.03521430,0.02665934,0.01513489,0.00910142,0.00394616,0.00211709,0.00120025,0.00054051,0.00030643,1.31074448
5.0,25,50,50,760,MEAN,5,0.00756049,0.01131142,0.01474021,0.01653930,0.01579538,0.01329137,0.01092940,0.00593803,0.00466304,0.00274597,0.00171286,0.00075637,0.00041328,0.00023646,0.00010746,0.00006148,0.22926496
5.0,25,75,75,760,MEAN,5,0.00410068,0.00596121,0.00767937,0.00871634,0.00842060,0.00733448,0.00617145,0.00349074,0.00280502,0.00169026,0.00107887,0.00048193,0.00026637,0.00015328,0.00007006,0.00004032,0.13791272
5.0,25,150,150,760,MEAN,5,0.00110178,0.00146922,0.00182844,0.00214825,0.00214828,0.00207541,0.00187117,0.00119434,0.00102834,0.00066396,0.00045410,0.00020997,0.00012013,0.00007033,0.00003271,0.00001915,0.05055978
5.0,25,200,200,760,MEAN,5,0.00054602,0.00068738,0.00083598,0.00100507,0.00102849,0.00106466,0.00100512,0.00069539,0.00062695,0.00042388,0.00030356,0.00014363,0.00008409,0.00004980,0.00002343,0.00001388,0.03082508
5.0,25,250,250,760,MEAN,5,0.00028862,0.00034302,0.00040767,0.00050155,0.00052519,0.00058254,0.00057588,0.00043186,0.00040770,0.00028864,0.00021645,0.00010480,0.00006279,0.00003762,0.00001790,0.00001072,0.02004532
5.0,25,300,300,760,MEAN,5,0.00015891,0.00017830,0.00020708,0.00026070,0.00027935,0.00033201,0.00034369,0.00027936,0.00027617,0.00020473,0.00016076,0.00007965,0.00004883,0.00002959,0.00001425,0.00000863,0.01357822
5.0,25,400,400,760,MEAN,5,0.00005203,0.00005203,0.00005771,0.00007607,0.00008536,0.00011648,0.00013220,0.00012625,0.00013685,0.00011124,0.00009578,0.00004969,0.00003190,0.00001978,0.00000974,0.00000604,0.00672847
5.0,25,500,500,760,MEAN,5,0.00001817,0.00001619,0.00001715,0.00002368,0.00002782,0.00004358,0.00005424,0.00006086,0.00007233,0.00006447,0.00006086,0.00003306,0.00002223,0.00001410,0.00000711,0.00000451,0.00355641
5.0,50,0,0,760,MEAN,5,0.30832943,0.48722492,0.68740923,0.75462226,0.70508831,0.46750468,0.34738776,0.17482916,0.12406303,0.06993113,0.03941839,0.01645178,0.00835078,0.00475318,0.00214902,0.00122320,6.09973664
5.0,50,10,10,760,MEAN,5,0.07198865,0.11274605,0.15850258,0.17462301,0.16374432,0.10973908,0.08212807,0.04185227,0.02991227,0.01698163,0.00964072,0.00403807,0.00205702,0.00117293,0.00053126,0.00030293,1.47067950
5.0,50,50,50,760,MEAN,5,0.01067948,0.01597780,0.02205483,0.02474669,0.02363361,0.01673284,0.01298962,0.00705736,0.00523202,0.00308103,0.00181435,0.00077399,0.00040156,0.00023108,0.00010562,0.00006078,0.25723952
5.0,50,75,75,760,MEAN,5,0.00579237,0.00842043,0.01149014,0.01304170,0.01259920,0.00923356,0.00733478,0.00414876,0.00314728,0.00189650,0.00114280,0.00049315,0.00025881,0.00014979,0.00006886,0.00003986,0.15474062
5.0,50,150,150,760,MEAN,5,0.00155631,0.00207532,0.00273578,0.00321430,0.00321433,0.00261278,0.00222388,0.00141947,0.00115382,0.00074498,0.00048101,0.00021486,0.00011672,0.00006873,0.00003215,0.00001893,0.05672901
5.0,50,200,200,760,MEAN,5,0.00077127,0.00097095,0.00125082,0.00150383,0.00153887,0.00134033,0.00119459,0.00082647,0.00070345,0.00047560,0.00032155,0.00014698,0.00008171,0.00004867,0.00002303,0.00001372,0.03458631
5.0,50,250,250,760,MEAN,5,0.00040768,0.00048452,0.00060997,0.00075044,0.00078581,0.00073337,0.00068443,0.00051326,0.00045745,0.00032385,0.00022927,0.00010724,0.00006100,0.00003676,0.00001759,0.00001060,0.02249122
5.0,50,300,300,760,MEAN,5,0.00022447,0.00025185,0.00030985,0.00039008,0.00041798,0.00041798,0.00040847,0.00033202,0.00030987,0.00022971,0.00017029,0.00008151,0.00004744,0.00002892,0.00001400,0.00000853,0.01523501
5.0,50,400,400,760,MEAN,5,0.00007349,0.00007349,0.00008634,0.00011382,0.00012771,0.00014663,0.00015712,0.00015005,0.00015355,0.00012481,0.00010145,0.00005085,0.00003099,0.00001933,0.00000958,0.00000597,0.00754946
5.0,50,500,500,760,MEAN,5,0.00002566,0.00002287,0.00002566,0.00003543,0.00004162,0.00005487,0.00006447,0.00007233,0.00008116,0.00007233,0.00006447,0.00003383,0.00002159,0.00001378,0.00000699,0.00000446,0.00399036
5.0,75,0,0,760,MEAN,5,0.43552689,0.68822350,1.02852622,1.12909275,1.05497828,0.58855353,0.41287112,0.20778484,0.13920101,0.07846402,0.04175408,0.01683499,0.00811385,0.00464498,0.00211223,0.00120920,6.84401711
5.0,75,10,10,760,MEAN,5,0.10168667,0.15925803,0.23715721,0.26127717,0.24500009,0.13815332,0.09760940,0.04974152,0.03356212,0.01905370,0.01021197,0.00413213,0.00199866,0.00114623,0.00052216,0.00029946,1.65012955
5.0,75,50,50,760,MEAN,5,0.01508517,0.02256924,0.03299923,0.03702688,0.03536145,0.02106540,0.01543819,0.00838769,0.00587042,0.00345697,0.00192186,0.00079202,0.00039016,0.00022582,0.00010382,0.00006009,0.28862749
5.0,75,75,75,760,MEAN,5,0.00818194,0.01189417,0.01719196,0.01951346,0.01885137,0.01162437,0.00871740,0.00493080,0.00353131,0.00212791,0.00121052,0.00050464,0.00025147,0.00014638,0.00006769,0.00003940,0.17362183
5.0,75,150,150,760,MEAN,5,0.00219835,0.00293147,0.00409337,0.00480934,0.00480939,0.00328930,0.00264309,0.00168705,0.00129460,0.00083588,0.00050951,0.00021987,0.00011341,0.00006717,0.00003160,0.00001871,0.06365099
5.0,75,200,200,760,MEAN,5,0.00108945,0.00137151,0.00187152,0.00225008,0.00230251,0.00168737,0.00141977,0.00098227,0.00078929,0.00053363,0.00034060,0.00015040,0.00007939,0.00004756,0.00002263,0.00001356,0.03880648
5.0,75,250,250,760,MEAN,5,0.00057586,0.00068441,0.00091266,0.00112283,0.00117575,0.00092326,0.00081345,0.00061001,0.00051327,0.00036337,0.00024286,0.00010974,0.00005927,0.00003592,0.00001729,0.00001048,0.02523557
5.0,75,300,300,760,MEAN,5,0.00031707,0.00035575,0.00046360,0.00058364,0.00062539,0.00052621,0.00048547,0.00039461,0.00034768,0.00025774,0.00018038,0.00008340,0.00004610,0.00002826,0.00001376,0.00000844,0.01709397
5.0,75,400,400,760,MEAN,5,0.00010381,0.00010381,0.00012919,0.00017031,0.00019109,0.00018460,0.00018674,0.00017834,0.00017228,0.00014004,0.00010746,0.00005203,0.00003011,0.00001889,0.00000941,0.00000591,0.00847064
5.0,75,500,500,760,MEAN,5,0.00003625,0.00003231,0.00003840,0.00005301,0.00006228,0.00006908,0.00007662,0.00008597,0.00009106,0.00008116,0.00006829,0.00003462,0.00002098,0.00001347,0.00000687,0.00000441,0.00447726
5.0,100,0,0,760,MEAN,5,0.61519809,0.97214153,1.53891762,1.68938885,1.57849614,0.74094501,0.49069825,0.24695275,0.15618610,0.08803808,0.04422816,0.01722713,0.00788365,0.00453925,0.00207607,0.00119536,7.67911354
5.0,100,10,10,760,MEAN,5,0.14363624,0.22495795,0.35484308,0.39093222,0.36657788,0.17392473,0.11600899,0.05911791,0.03765731,0.02137860,0.01081706,0.00422838,0.00194196,0.00112014,0.00051322,0.00029603,1.85147582
5.0,100,50,50,760,MEAN,5,0.02130836,0.03187990,0.04937462,0.05540093,0.05290906,0.02651976,0.01834832,0.00996879,0.00658672,0.00387878,0.00203574,0.00081047,0.00037909,0.00022068,0.00010204,0.00005940,0.32384537
5.0,100,75,75,760,MEAN,5,0.01155730,0.01680096,0.02572322,0.02919674,0.02820609,0.01463421,0.01036065,0.00586027,0.00396219,0.00238755,0.00128224,0.00051639,0.00024434,0.00014305,0.00006653,0.00003895,0.19480690
5.0,100,150,150,760,MEAN,5,0.00310525,0.00414081,0.00612465,0.00719591,0.00719598,0.00414098,0.00314132,0.00200506,0.00145257,0.00093788,0.00053970,0.00022499,0.00011020,0.00006564,0.00003106,0.00001850,0.07141759
5.0,100,200,200,760,MEAN,5,0.00153888,0.00193730,0.00280023,0.00336665,0.00344509,0.00212427,0.00168740,0.00116742,0.00088560,0.00059875,0.00036079,0.00015390,0.00007714,0.00004648,0.00002225,0.00001340,0.04354159
5.0,100,250,250,760,MEAN,5,0.00081343,0.00096675,0.00136556,0.00168002,0.00175920,0.00116232,0.00096678,0.00072500,0.00057590,0.00040771,0.00025725,0.00011229,0.00005759,0.00003510,0.00001700,0.00001036,0.02831477
5.0,100,300,300,760,MEAN,5,0.00044787,0.00050251,0.00069366,0.00087327,0.00093573,0.00066246,0.00057698,0.00046900,0.00039010,0.00028919,0.00019107,0.00008535,0.00004479,0.00002762,0.00001353,0.00000834,0.01917975
5.0,100,400,400,760,MEAN,5,0.00014663,0.00014663,0.00019330,0.00025482,0.00028591,0.00023240,0.00022194,0.00021196,0.00019331,0.00015713,0.00011383,0.00005324,0.00002926,0.00001846,0.00000925,0.00000584,0.00950421
5.0,100,500,500,760,MEAN,5,0.00005121,0.00004564,0.00005745,0.00007931,0.00009318,0.00008696,0.00009106,0.00010217,0.00010217,0.00009106,0.00007234,0.00003543,0.00002039,0.00001316,0.00000675,0.00000436,0.00502357
5.0,150,0,0,760,MEAN,5,1.22748157,1.93967738,3.44520748,3.78207062,3.53381276,1.17431872,0.69312971,0.34883003,0.19662666,0.11083338,0.04962481,0.01803902,0.00744264,0.00433495,0.00200559,0.00116815,9.66743128
5.0,150,10,10,760,MEAN,5,0.28659198,0.44885012,0.79439472,0.87518826,0.82066566,0.27565213,0.16386705,0.08350627,0.04740775,0.02691406,0.01213694,0.00442766,0.00183332,0.00106972,0.00049580,0.00028929,2.33086998
5.0,150,50,50,760,MEAN,5,0.04251577,0.06360876,0.11053601,0.12402724,0.11844863,0.04203099,0.02591769,0.01408129,0.00829219,0.00488310,0.00228413,0.00084866,0.00035789,0.00021074,0.00009857,0.00005805,0.40769717
5.0,150,75,75,760,MEAN,5,0.02305984,0.03352233,0.05758713,0.06536335,0.06314557,0.02319366,0.01463481,0.00827785,0.00498811,0.00300575,0.00143870,0.00054073,0.00023067,0.00013661,0.00006427,0.00003806,0.24524736
5.0,150,150,150,760,MEAN,5,0.00619579,0.00826201,0.01371138,0.01610964,0.01610979,0.00656301,0.00443723,0.00283222,0.00182867,0.00118072,0.00060556,0.00023559,0.00010403,0.00006269,0.00003000,0.00001808,0.08990942
5.0,150,200,200,760,MEAN,5,0.00307048,0.00386543,0.00626894,0.00753698,0.00771260,0.00336675,0.00238351,0.00164903,0.00111490,0.00075378,0.00040481,0.00016116,0.00007282,0.00004439,0.00002149,0.00001310,0.05481561
5.0,150,250,250,760,MEAN,5,0.00162301,0.00192892,0.00305711,0.00376109,0.00393837,0.00184215,0.00136562,0.00102409,0.00072501,0.00051327,0.00028864,0.00011759,0.00005437,0.00003352,0.00001642,0.00001012,0.03564619
5.0,150,300,300,760,MEAN,5,0.00089362,0.00100265,0.00155291,0.00195501,0.00209484,0.00104992,0.00081501,0.00066248,0.00049110,0.00036406,0.00021438,0.00008937,0.00004229,0.00002637,0.00001307,0.00000815,0.02414587
5.0,150,400,400,760,MEAN,5,0.00029257,0.00029257,0.00043274,0.00057046,0.00064007,0.00036833,0.00031350,0.00029939,0.00024336,0.00019781,0.00012772,0.00005575,0.00002762,0.00001763,0.00000894,0.00000571,0.01196509
5.0,150,500,500,760,MEAN,5,0.00010217,0.00009106,0.00012863,0.00017755,0.00020861,0.00013783,0.00012863,0.00014432,0.00012863,0.00011464,0.00008116,0.00003710,0.00001925,0.00001257,0.00000652,0.00000426,0.00632430
5.0,200,0,0,760,MEAN,5,2.44914774,3.87016520,7.71285901,8.46700165,7.91122153,1.86116979,0.97907174,0.49273552,0.24753830,0.13953096,0.05567996,0.01888917,0.00702631,0.00413985,0.00193750,0.00114156,12.17057504
5.0,200,10,10,760,MEAN,5,0.57182617,0.89557374,1.77842830,1.95930250,1.83724161,0.43687919,0.23146836,0.11795574,0.05968282,0.03388280,0.01361788,0.00463633,0.00173077,0.00102158,0.00047897,0.00028271,2.93439149
5.0,200,50,50,760,MEAN,5,0.08483012,0.12691617,0.24745930,0.27766241,0.26517346,0.06661464,0.03660971,0.01989035,0.01043924,0.00614745,0.00256284,0.00088866,0.00033787,0.00020126,0.00009523,0.00005672,0.51326034
5.0,200,75,75,760,MEAN,5,0.04601043,0.06688584,0.12892152,0.14633032,0.14136532,0.03675948,0.02067222,0.01169278,0.00627965,0.00378402,0.00161425,0.00056621,0.00021777,0.00013046,0.00006209,0.00003720,0.30874814
5.0,200,150,150,760,MEAN,5,0.01236223,0.01648488,0.03069596,0.03606499,0.03606534,0.01040167,0.00626776,0.00400062,0.00230217,0.00148643,0.00067944,0.00024669,0.00009821,0.00005986,0.00002898,0.00001767,0.11318925
5.0,200,200,200,760,MEAN,5,0.00612641,0.00771254,0.01403441,0.01687320,0.01726635,0.00533593,0.00336680,0.00232932,0.00140357,0.00094895,0.00045420,0.00016875,0.00006875,0.00004239,0.00002076,0.00001280,0.06900877
5.0,200,250,250,760,MEAN,5,0.00323833,0.00384870,0.00684402,0.00842004,0.00881691,0.00291961,0.00192899,0.00144657,0.00091273,0.00064617,0.00032386,0.00012313,0.00005133,0.00003202,0.00001586,0.00000989,0.04487589
5.0,200,300,300,760,MEAN,5,0.00178301,0.00200055,0.00347653,0.00437672,0.00468976,0.00166402,0.00115123,0.00093577,0.00061826,0.00045833,0.00024054,0.00009358,0.00003992,0.00002519,0.00001262,0.00000797,0.03039785
5.0,200,400,400,760,MEAN,5,0.00058376,0.00058375,0.00096878,0.00127711,0.00143295,0.00058376,0.00044283,0.00042291,0.00030637,0.00024903,0.00014330,0.00005838,0.00002608,0.00001684,0.00000863,0.00000558,0.01506316
5.0,200,500,500,760,MEAN,5,0.00020386,0.00018169,0.00028796,0.00039749,0.00046701,0.00021844,0.00018169,0.00020386,0.00016194,0.00014433,0.00009106,0.00003885,0.00001817,0.00001200,0.00000630,0.00000416,0.00796182
5.0,250,0,0,760,MEAN,5,4.88669222,7.72199482,17.26694094,18.95525605,17.71101931,2.94975540,1.38297559,0.69600742,0.31163226,0.17565907,0.06247394,0.01977939,0.00663326,0.00395352,0.00187172,0.00111557,15.32184636
5.0,250,10,10,760,MEAN,5,1.14094322,1.78690454,3.98140512,4.38633203,4.11307174,0.69240687,0.32695775,0.16661691,0.07513622,0.04265592,0.01527951,0.00485483,0.00163395,0.00097560,0.00046271,0.00027627,3.69418005
5.0,250,50,50,760,MEAN,5,0.16925834,0.25323105,0.55399238,0.62160873,0.59364945,0.10557709,0.05171259,0.02809586,0.01314223,0.00773919,0.00287556,0.00093054,0.00031897,0.00019220,0.00009199,0.00005543,0.64615649
5.0,250,75,75,760,MEAN,5,0.09180288,0.13345480,0.28861933,0.32759279,0.31647755,0.05825984,0.02920029,0.01651649,0.00790561,0.00476380,0.00181122,0.00059290,0.00020558,0.00012459,0.00005998,0.00003635,0.38869088
5.0,250,150,150,760,MEAN,5,0.02466589,0.03289165,0.06871971,0.08073946,0.08074023,0.01648554,0.00885344,0.00565103,0.00289825,0.00187131,0.00076235,0.00025832,0.00009272,0.00005717,0.00002800,0.00001727,0.14249683
5.0,250,200,200,760,MEAN,5,0.01222379,0.01538854,0.03141913,0.03777440,0.03865455,0.00845689,0.00475573,0.00329025,0.00176700,0.00119465,0.00050962,0.00017671,0.00006490,0.00004048,0.00002006,0.00001251,0.08687689
5.0,250,250,250,760,MEAN,5,0.00646131,0.00767916,0.01532185,0.01885011,0.01973860,0.00462726,0.00272477,0.00204333,0.00114906,0.00081349,0.00036337,0.00012893,0.00004846,0.00003057,0.00001532,0.00000967,0.05649540
5.0,250,300,300,760,MEAN,5,0.00355758,0.00399162,0.00778299,0.00979826,0.01049907,0.00263729,0.00162616,0.00132181,0.00077835,0.00057700,0.00026989,0.00009799,0.00003769,0.00002405,0.00001220,0.00000778,0.03826862
5.0,250,400,400,760,MEAN,5,0.00116475,0.00116474,0.00216884,0.00285909,0.00320797,0.00092520,0.00062552,0.00059737,0.00038570,0.00031351,0.00016079,0.00006113,0.00002462,0.00001608,0.00000834,0.00000545,0.01896339
5.0,250,500,500,760,MEAN,5,0.00040675,0.00036252,0.00064465,0.00088987,0.00104551,0.00034621,0.00025665,0.00028797,0.00020387,0.00018170,0.00010218,0.00004068,0.00001715,0.00001146,0.00000609,0.00000407,0.01002333
5.5,0,0,0,760,MEAN,5,0.16911379,0.27281903,0.34273067,0.36802285,0.34024849,0.31956655,0.27002564,0.14276797,0.11653984,0.06812675,0.04625526,0.02193223,0.01279394,0.00762896,0.00369765,0.00215470,5.99988727
5.5,0,10,10,760,MEAN,5,0.06712309,0.10748959,0.13463694,0.14499951,0.13445235,0.12740161,0.10828780,0.05784781,0.04749977,0.02793159,0.01907656,0.00907198,0.00530767,0.00316961,0.00153853,0.00089786,2.44545768
5.5,0,50,50,760,MEAN,5,0.01063558,0.01628003,0.02002685,0.02196116,0.02073468,0.02074075,0.01827720,0.01040058,0.00885407,0.00539793,0.00382219,0.00185078,0.00110255,0.00066438,0.00032542,0.00019163,0.45583891
5.5,0,75,75,760,MEAN,5,0.00578019,0.00859749,0.01045546,0.01159769,0.01107642,0.01146791,0.01034049,0.00612548,0.00533577,0.00332854,0.00241163,0.00118124,0.00071181,0.00043140,0.00021252,0.00012587,0.27470440
5.5,0,150,150,760,MEAN,5,0.00155518,0.00212200,0.00249305,0.00286250,0.00282982,0.00324938,0.00313928,0.00209836,0.00195843,0.00130899,0.00101616,0.00051520,0.00032136,0.00019815,0.00009931,0.00005984,0.10082688
5.5,0,200,200,760,MEAN,5,0.00077089,0.00099304,0.00114014,0.00133958,0.00135512,0.00166729,0.00168668,0.00122199,0.00119424,0.00083582,0.00067941,0.00035249,0.00022499,0.00014033,0.00007115,0.00004337,0.06148356
5.5,0,250,250,760,MEAN,5,0.00040753,0.00049561,0.00055608,0.00066856,0.00069207,0.00091238,0.00096648,0.00075897,0.00077668,0.00056919,0.00048448,0.00025721,0.00016799,0.00010600,0.00005436,0.00003352,0.03998615
5.5,0,300,300,760,MEAN,5,0.00022440,0.00025764,0.00028249,0.00034755,0.00036815,0.00052005,0.00057684,0.00049100,0.00052613,0.00040375,0.00035985,0.00019549,0.00013066,0.00008340,0.00004327,0.00002699,0.02708717
5.5,0,400,400,760,MEAN,5,0.00007348,0.00007519,0.00007873,0.00010142,0.00011250,0.00018245,0.00022190,0.00022191,0.00026073,0.00021938,0.00021440,0.00012196,0.00008535,0.00005575,0.00002960,0.00001889,0.01342342
5.5,0,500,500,760,MEAN,5,0.00002566,0.00002340,0.00002340,0.00003157,0.00003667,0.00006828,0.00009105,0.00010698,0.00013782,0.00012715,0.00013625,0.00008116,0.00005947,0.00003975,0.00002159,0.00001410,0.00709534
5.5,5,0,0,760,MEAN,5,0.18120870,0.29233086,0.37149500,0.39890987,0.36880450,0.33462726,0.27951492,0.14778514,0.11925440,0.06971363,0.04679087,0.02203346,0.01272051,0.00759391,0.00368490,0.00214975,6.13964261
5.5,5,10,10,760,MEAN,5,0.07192368,0.11517717,0.14593661,0.15716887,0.14573653,0.13340586,0.11209326,0.05988070,0.04860618,0.02858220,0.01929745,0.00911385,0.00527721,0.00315504,0.00153323,0.00089579,2.50241971
5.5,5,50,50,760,MEAN,5,0.01139623,0.01744436,0.02170765,0.02380429,0.02247488,0.02171823,0.01891950,0.01076608,0.00906030,0.00552367,0.00386645,0.00185932,0.00109622,0.00066133,0.00032429,0.00019119,0.46645677
