rup_mag,dist_rrup,site_vs30,site_xvf,result_type,damping,pga,0.1,0.2,0.5,1.0,2.0,5.0
6.5,120.0,600.0,30.0,MEAN,5,6.35806656e-03,1.17977519e-02,1.42247588e-02,1.35014498e-02,1.00384924e-02,4.00970096e-03,8.44922911e-04
6.5,150.0,600.0,-0.0,MEAN,5,3.78610378e-03,6.96037820e-03,8.54600967e-03,8.72868314e-03,6.96815679e-03,2.90209999e-03,6.13971013e-04
6.5,250.0,600.0,-100.0,MEAN,5,3.92334410e-04,5.00673677e-04,7.30551408e-04,1.61958708e-03,2.70538648e-03,1.57934037e-03,3.27197164e-04
6.5,300.0,600.0,-150.0,MEAN,5,1.76058745e-04,2.10345096e-04,3.20536758e-04,8.55028599e-04,1.68915761e-03,1.05960147e-03,2.14823931e-04
6.5,30.0,900.0,120.0,MEAN,5,5.57220579e-02,1.17143872e-01,1.20360659e-01,6.98381406e-02,3.58715234e-02,1.21410358e-02,2.46356711e-03
6.5,50.0,900.0,100.0,MEAN,5,2.71695633e-02,5.55426387e-02,5.82965320e-02,3.85162064e-02,2.19790866e-02,7.92332741e-03,1.68243380e-03
6.5,80.0,900.0,70.0,MEAN,5,1.22219100e-02,2.43205172e-02,2.62083721e-02,1.98094989e-02,1.26766126e-02,4.89266900e-03,1.07711789e-03
6.5,120.0,900.0,30.0,MEAN,5,5.37299233e-03,1.04658121e-02,1.16075780e-02,9.95951070e-03,7.14986297e-03,2.95373053e-03,6.63539370e-04
6.5,150.0,900.0,-0.0,MEAN,5,3.19725583e-03,6.16661447e-03,6.96864873e-03,6.43882061e-03,4.96303273e-03,2.13782061e-03,4.82166993e-04
6.5,250.0,900.0,-100.0,MEAN,5,3.31006470e-04,4.42821256e-04,5.95147206e-04,1.19470835e-03,1.92689718e-03,1.16341491e-03,2.56956223e-04
6.5,300.0,900.0,-150.0,MEAN,5,1.48529207e-04,1.86019663e-04,2.61111024e-04,6.30722376e-04,1.20309355e-03,7.80551276e-04,1.68706676e-04
7.5,30.0,300.0,120.0,MEAN,5,2.27709909e-01,3.55043487e-01,4.91607227e-01,4.90759763e-01,3.33355083e-01,1.28586624e-01,2.82988833e-02
7.5,50.0,300.0,100.0,MEAN,5,1.34175033e-01,2.18067181e-01,3.01759336e-01,3.12909609e-01,2.26476141e-01,9.03069576e-02,2.05638121e-02
7.5,80.0,300.0,70.0,MEAN,5,6.96441231e-02,1.15794805e-01,1.61458273e-01,1.79803149e-01,1.41953553e-01,5.94297890e-02,1.39224198e-02
7.5,120.0,300.0,30.0,MEAN,5,3.37222386e-02,5.64652737e-02,8.00821774e-02,9.76907695e-02,8.51952963e-02,3.77676681e-02,8.98647907e-03
7.5,150.0,300.0,-0.0,MEAN,5,2.09656865e-02,3.51206609e-02,5.05257132e-02,6.55127338e-02,6.09928648e-02,2.80812709e-02,6.69574909e-03
7.5,250.0,300.0,-100.0,MEAN,5,2.36232537e-03,2.78714855e-03,4.73641147e-03,1.30840813e-02,2.52676004e-02,1.62091866e-02,3.77321896e-03
7.5,300.0,300.0,-150.0,MEAN,5,1.08536092e-03,1.20038974e-03,2.12920662e-03,7.06214646e-03,1.61101162e-02,1.10964484e-02,2.52612163e-03
7.5,30.0,600.0,120.0,MEAN,5,2.02271999e-01,3.80234988e-01,4.56183490e-01,3.35507289e-01,1.99192629e-01,7.70196107e-02,1.87221371e-02
7.5,50.0,600.0,100.0,MEAN,5,1.10990879e-01,2.08694772e-01,2.49346317e-01,2.01279072e-01,1.31521385e-01,5.38556721e-02,1.36047244e-02
7.5,80.0,600.0,70.0,MEAN,5,5.48595321e-02,1.02350634e-01,1.23395777e-01,1.11206647e-01,8.09447812e-02,3.53428364e-02,9.21087416e-03
7.5,120.0,600.0,30.0,MEAN,5,2.58557920e-02,4.77283764e-02,5.86551734e-02,5.91761412e-02,4.81137473e-02,2.24272853e-02,5.94532623e-03
7.5,150.0,600.0,-0.0,MEAN,5,1.59224326e-02,2.92174472e-02,3.64586768e-02,3.93991070e-02,3.43307992e-02,1.66667812e-02,4.42981198e-03
7.5,250.0,600.0,-100.0,MEAN,5,1.76939689e-03,2.26535399e-03,3.34472654e-03,7.78769430e-03,1.41544363e-02,9.61343611e-03,2.49630778e-03
7.5,300.0,600.0,-150.0,MEAN,5,8.12171922e-04,9.74101014e-04,1.50137329e-03,4.20046157e-03,9.02165691e-03,6.58081773e-03,1.67124600e-03
7.5,30.0,900.0,120.0,MEAN,5,1.79836471e-01,3.69388114e-01,3.92176620e-01,2.47491083e-01,1.41873894e-01,5.67361950e-02,1.47029686e-02
7.5,50.0,900.0,100.0,MEAN,5,9.64432088e-02,1.94682447e-01,2.09346515e-01,1.48475987e-01,9.36754092e-02,3.96725702e-02,1.06841348e-02
7.5,80.0,900.0,70.0,MEAN,5,4.69719253e-02,9.29849280e-02,1.02047998e-01,8.20329528e-02,5.76524913e-02,2.60351622e-02,7.23353286e-03
7.5,120.0,900.0,30.0,MEAN,5,2.19662985e-02,4.27520990e-02,4.81230327e-02,4.36520093e-02,3.42687614e-02,1.65209720e-02,4.66901533e-03
7.5,150.0,900.0,-0.0,MEAN,5,1.34907396e-02,2.60427971e-02,2.98299757e-02,2.90632365e-02,2.44519297e-02,1.22775192e-02,3.47884359e-03
7.5,250.0,900.0,-100.0,MEAN,5,1.49337776e-03,2.00498154e-03,2.72584596e-03,5.74468861e-03,1.00814222e-02,7.08170011e-03,1.96041375e-03
7.5,300.0,900.0,-150.0,MEAN,5,6.85295958e-04,8.61726359e-04,1.22324444e-03,3.09852221e-03,6.42562731e-03,4.84773364e-03,1.31247183e-03
8.5,30.0,300.0,120.0,MEAN,5,3.81978665e-01,5.27725705e-01,7.62948531e-01,8.58364188e-01,6.18631157e-01,2.57549343e-01,6.23203714e-02
8.5,50.0,300.0,100.0,MEAN,5,2.55872810e-01,3.77006494e-01,5.44597329e-01,6.11453497e-01,4.57728621e-01,1.93398764e-01,4.79328065e-02
8.5,80.0,300.0,70.0,MEAN,5,1.50557054e-01,2.34342754e-01,3.38447558e-01,3.89635551e-01,3.10514150e-01,1.35382726e-01,3.42328289e-02
8.5,120.0,300.0,30.0,MEAN,5,8.05719748e-02,1.29862001e-01,1.88884829e-01,2.29602113e-01,1.98616938e-01,9.05768485e-02,2.31288584e-02
8.5,150.0,300.0,-0.0,MEAN,5,5.25900988e-02,8.58796244e-02,1.26054461e-01,1.60244004e-01,1.46884343e-01,6.92093101e-02,1.76653787e-02
8.5,250.0,300.0,-100.0,MEAN,5,6.53256743e-03,7.68805360e-03,1.31951879e-02,3.47257253e-02,6.51834833e-02,4.24175826e-02,1.05240485e-02
8.5,300.0,300.0,-150.0,MEAN,5,3.07943780e-03,3.40472475e-03,6.09315680e-03,1.91878102e-02,4.24680753e-02,2.96377204e-02,7.18436273e-03
8.5,30.0,600.0,120.0,MEAN,5,3.80649693e-01,6.72561317e-01,8.58859673e-01,6.54233302e-01,3.89201545e-01,1.55484920e-01,4.12302678e-02
8.5,50.0,600.0,100.0,MEAN,5,2.32195019e-01,4.17303233e-01,5.23525022e-01,4.26116161e-01,2.75993157e-01,1.16000369e-01,3.17116603e-02
8.5,80.0,600.0,70.0,MEAN,5,1.26105546e-01,2.28794324e-01,2.85343465e-01,2.53236848e-01,1.81196936e-01,8.07967674e-02,2.26479508e-02
8.5,120.0,600.0,30.0,MEAN,5,6.39934634e-02,1.16349274e-01,1.46256802e-01,1.42930071e-01,1.13596609e-01,5.38907509e-02,1.53017225e-02
8.5,150.0,600.0,-0.0,MEAN,5,4.08971792e-02,7.43176718e-02,9.44041028e-02,9.81257417e-02,8.33698734e-02,4.11295995e-02,1.16871623e-02
8.5,250.0,600.0,-100.0,MEAN,5,4.90811963e-03,6.28143641e-03,9.36312664e-03,2.07165327e-02,3.65534051e-02,2.51613506e-02,6.96256020e-03
8.5,300.0,600.0,-150.0,MEAN,5,2.30774743e-03,2.76979608e-03,4.30638963e-03,1.14251718e-02,2.37941610e-02,1.75781974e-02,4.75307179e-03
8.5,30.0,900.0,120.0,MEAN,5,3.52639202e-01,7.01400545e-01,7.70767713e-01,4.82603252e-01,2.77206737e-01,1.14537358e-01,3.23791740e-02
8.5,50.0,900.0,100.0,MEAN,5,2.07940108e-01,4.10559575e-01,4.53463839e-01,3.14329834e-01,1.96574663e-01,8.54512182e-02,2.49039703e-02
8.5,80.0,900.0,70.0,MEAN,5,1.10003300e-01,2.14915738e-01,2.40528321e-01,1.86803280e-01,1.29056557e-01,5.95186227e-02,1.77860096e-02
8.5,120.0,900.0,30.0,MEAN,5,5.49258987e-02,1.06167343e-01,1.21254966e-01,1.05434127e-01,8.09085828e-02,3.96984109e-02,1.20168304e-02
8.5,150.0,900.0,-0.0,MEAN,5,3.48863780e-02,6.70617879e-02,7.77743444e-02,7.23836618e-02,5.93797504e-02,3.02979586e-02,9.17822469e-03
8.5,250.0,900.0,-100.0,MEAN,5,4.14604183e-03,5.56823093e-03,7.63733830e-03,1.52818055e-02,2.60349690e-02,1.85350105e-02,5.46787494e-03
8.5,300.0,900.0,-150.0,MEAN,5,1.94803570e-03,2.45210764e-03,3.51009850e-03,8.42791866e-03,1.69472650e-02,1.29489104e-02,3.73270771e-03
