id,lon,lat,number,nonstructural,structural,night,taxonomy,NAME_1,NAME_2,NAME_3,NAME_4,policy
a992,87.06382,27.28617,153,19845,11340,747,Wood,East,Koshi,Bhojpur,Boya,p_East
a993,83.38882,28.26117,154,19845,11340,752,Wood,West,Dhaualagiri,Baglung,Jaljala,p_West
a994,81.73882,29.08617,154,19845,11340,752,Wood,Mid-Western,Karnali,Kalikot,Gela,p_Mid-Western
a995,80.23882,29.01117,155,19845,11340,756,Wood,Far-Western,Mahakali,Kanchanpur,Suda,p_Far-Western
a996,86.68882,26.98617,155,19845,11340,756,Wood,East,Sagarmatha,Udayapur,Pokhari,p_East
a997,82.33882,28.18617,156,19845,11340,761,Wood,Mid-Western,Rapti,Dang,Halwar,p_Mid-Western
a998,83.31382,27.88617,156,19845,11340,761,Wood,West,Lumbini,Arghakhanchi,Pathona,p_West
a999,86.83882,27.28617,156,19845,11340,761,Wood,East,Sagarmatha,Khotang,Patheka,p_East
a1000,81.21382,29.61117,156,19845,11340,761,Wood,Far-Western,Seti,Bajhang,Chainpur,p_Far-Western
a1001,82.11382,28.03617,156,19845,11340,761,Wood,Mid-Western,Bheri,Banke,Khaskusma,p_Mid-Western
a1002,82.26382,28.78617,156,19845,11340,761,Wood,Mid-Western,Bheri,Jajarkot,Dandagaun,p_Mid-Western
a1003,85.93882,27.51117,157,19845,11340,766,Wood,Central,Janakpur,Ramechhap,Doramba,p_Central_Ramechhap
a1004,83.08882,28.56117,158,19845,11340,771,Wood,West,Dhaualagiri,Baglung,Arjewa,p_West
a1005,85.18882,27.43617,158,19845,11340,771,Wood,Central,Narayani,Makwanpur,Thingan,p_Central_Makwanpur
a1006,80.83882,29.38617,158,19845,11340,771,Wood,Far-Western,Mahakali,Baitadi,Dhungad,p_Far-Western
a1007,81.13882,29.46117,158,19845,11340,771,Wood,Far-Western,Seti,Bajhang,Lamatola,p_Far-Western
a1008,86.16382,27.06117,158,19845,11340,771,Wood,Central,Janakpur,Sindhuli,Sirthouli,p_Central_Sindhuli
a1009,82.86382,28.41117,158,19845,11340,771,Wood,Mid-Western,Rapti,Rolpa,Seram,p_Mid-Western
a1010,81.88882,28.78617,158,19845,11340,771,Wood,Mid-Western,Bheri,Dailekh,Jaganath,p_Mid-Western
a1011,82.11382,29.23617,158,19845,11340,771,Wood,Mid-Western,Karnali,Jumla,Haku,p_Mid-Western
a1012,82.11382,29.53617,159,19845,11340,776,Wood,Mid-Western,Karnali,Mugu,Rara(Gilas),p_Mid-Western
a1013,81.36382,29.46117,159,19845,11340,776,Wood,Far-Western,Seti,Bajura,Manakot,p_Far-Western
a1014,81.81382,28.26117,160,19845,11340,781,Wood,Mid-Western,Bheri,Banke,Kohalpur,p_Mid-Western
a1015,82.11382,28.78617,160,19845,11340,781,Wood,Mid-Western,Bheri,Jajarkot,Jhapra,p_Mid-Western
a1016,82.71382,28.33617,160,19845,11340,781,Wood,Mid-Western,Rapti,Rolpa,Gajul,p_Mid-Western
a1017,82.48882,28.11117,160,19845,11340,781,Wood,Mid-Western,Rapti,Dang,Saidha,p_Mid-Western
a1018,83.31382,27.81117,160,19845,11340,781,Wood,West,Lumbini,Palpa,Juthapauwa,p_West
a1019,81.43882,28.86117,161,19845,11340,786,Wood,Mid-Western,Bheri,Surkhet,Chapre,p_Mid-Western
a1020,84.28882,27.88617,161,19845,11340,786,Wood,West,Gandaki,Tanahu,Baidi,p_West
a1021,83.98882,27.73617,162,19845,11340,791,Wood,West,Lumbini,Nawalparasi,Hupsekot,p_West
a1022,87.36382,27.58617,162,19845,11340,791,Wood,East,Koshi,Sankhuwasabha,Pawakhola,p_East
a1023,83.38882,28.18617,162,19845,11340,791,Wood,West,Dhaualagiri,Baglung,Kandebas,p_West
a1024,83.83882,27.96117,162,19845,11340,791,Wood,West,Gandaki,Syangja,Malyangkot,p_West
a1025,81.43882,28.71117,162,19845,11340,791,Wood,Mid-Western,Bheri,Surkhet,Kunathari,p_Mid-Western
a1026,81.73882,29.61117,163,19845,11340,795,Wood,Mid-Western,Karnali,Humla,Maila,p_Mid-Western
a1027,84.58882,27.88617,163,19845,11340,795,Wood,West,Gandaki,Gorkha,Manakamana,p_West
a1028,80.68882,29.68617,164,19845,11340,800,Wood,Far-Western,Mahakali,Baitadi,Kotpetara,p_Far-Western
a1029,82.56382,28.78617,166,19845,11340,810,Wood,Mid-Western,Rapti,Rukum,Syalagadi,p_Mid-Western
a1030,81.73882,29.38617,166,19845,11340,810,Wood,Far-Western,Seti,Bajura,Sapata,p_Far-Western
a1031,83.01382,27.88617,166,19845,11340,810,Wood,West,Lumbini,Arghakhanchi,Jukena,p_West
a1032,83.38882,27.81117,166,19845,11340,810,Wood,West,Lumbini,Palpa,Kachal,p_West
a1033,83.31382,27.73617,166,19845,11340,810,Wood,West,Lumbini,Rupandehi,Dudharakchhe,p_West
a1034,87.96382,26.91117,167,19845,11340,815,Wood,East,Mechi,Ilam,Namsaling,p_East
a1035,82.56382,27.96117,167,19845,11340,815,Wood,Mid-Western,Rapti,Dang,Rampur,p_Mid-Western
a1036,82.11382,28.71117,168,19845,11340,820,Wood,Mid-Western,Bheri,Jajarkot,Punama,p_Mid-Western
a1037,83.08882,27.81117,168,19845,11340,820,Wood,West,Lumbini,Arghakhanchi,Thada,p_West
a1038,83.16382,28.41117,168,19845,11340,820,Wood,West,Dhaualagiri,Baglung,Sunkhani,p_West
a1039,81.51382,29.46117,168,19845,11340,820,Wood,Far-Western,Seti,Bajura,Martadi,p_Far-Western
a1040,84.96382,27.51117,168,19845,11340,820,Wood,Central,Narayani,Makwanpur,Basamadi,p_Central_Makwanpur
a1041,80.76382,28.78617,168,19845,11340,820,Wood,Far-Western,Seti,Kailali,Chaumala,p_Far-Western
a1042,80.16382,28.86117,169,19845,11340,825,Wood,Far-Western,Mahakali,Kanchanpur,Royal Shuklaphanta,p_Far-Western
a1043,82.11382,29.46117,169,19845,11340,825,Wood,Mid-Western,Karnali,Jumla,Buvramadichaur,p_Mid-Western
a1044,81.58882,29.23617,169,19845,11340,825,Wood,Mid-Western,Karnali,Kalikot,Mehalmudi,p_Mid-Western
a1045,82.03882,29.38617,169,19845,11340,825,Wood,Mid-Western,Karnali,Jumla,Kanakasundari,p_Mid-Western
a1046,83.91382,27.96117,170,19845,11340,830,Wood,West,Gandaki,Syangja,Chinnebas,p_West
a1047,86.83882,26.98617,170,19845,11340,830,Wood,East,Sagarmatha,Khotang,Barahapokhari,p_East
a1048,82.11382,28.26117,171,19845,11340,834,Wood,Mid-Western,Rapti,Salyan,Laxmipur,p_Mid-Western
a1049,87.51382,26.68617,171,19845,11340,834,Wood,East,Koshi,Morang,Letang,p_East
a1050,87.51382,27.36117,171,19845,11340,834,Wood,East,Mechi,Taplejung,Sangu,p_East
a1051,83.83882,27.73617,172,19845,11340,839,Wood,West,Lumbini,Palpa,Jyamire,p_West
a1052,84.28882,27.73617,172,19845,11340,839,Wood,West,Lumbini,Nawalparasi,Ratanapur,p_West
a1053,81.96382,28.41117,172,19845,11340,839,Wood,Mid-Western,Bheri,Surkhet,Dharapani,p_Mid-Western
a1054,87.58882,27.51117,173,19845,11340,844,Wood,East,Mechi,Taplejung,Papung,p_East
a1055,85.48882,27.96117,173,19845,11340,844,Wood,Central,Bagmati,Sindhupalchok,Ichok,p_Central_Sindhupalchok
a1056,82.48882,28.56117,173,19845,11340,844,Wood,Mid-Western,Rapti,Rukum,Rugha,p_Mid-Western
a1057,83.91382,27.73617,173,19845,11340,844,Wood,West,Lumbini,Palpa,Mityal,p_West
a1058,81.73882,29.53617,173,19845,11340,844,Wood,Far-Western,Seti,Bajura,Baddhu,p_Far-Western
a1059,84.13882,27.88617,173,19845,11340,844,Wood,West,Gandaki,Tanahu,Ramjakot,p_West
a1060,82.56382,27.73617,174,19845,11340,849,Wood,Mid-Western,Rapti,Dang,Gadhawa,p_Mid-Western
a1061,81.43882,29.46117,174,19845,11340,849,Wood,Far-Western,Seti,Bajura,Jugada,p_Far-Western
a1062,81.36382,28.71117,174,19845,11340,849,Wood,Mid-Western,Bheri,Surkhet,Tatopani,p_Mid-Western
a1063,81.81382,28.63617,174,19845,11340,849,Wood,Mid-Western,Bheri,Surkhet,Awalching,p_Mid-Western
a1064,87.21382,27.51117,174,19845,11340,849,Wood,East,Koshi,Sankhuwasabha,Diding,p_East
a1065,81.13882,29.16117,175,19845,11340,854,Wood,Far-Western,Seti,Achham,Siudi,p_Far-Western
a1066,84.51382,27.88617,175,19845,11340,854,Wood,West,Gandaki,Tanahu,Anbukhaireni,p_West
a1067,86.31382,27.21117,176,19845,11340,859,Wood,Central,Janakpur,Sindhuli,Solpathana,p_Central_Sindhuli
a1068,86.31382,27.88617,176,19845,11340,859,Wood,Central,Janakpur,Dolakha,GauriSankar,p_Central_Dolakha
a1069,85.03882,27.28617,177,19845,11340,864,Wood,Central,Narayani,Bara,Amlekhganj,p_Central_Bara
a1070,83.23882,28.56117,177,19845,11340,864,Wood,West,Dhaualagiri,Myagdi,GurjaKhani,p_West
a1071,84.43882,28.26117,178,19845,11340,869,Wood,West,Gandaki,Lamjung,Bansar,p_West
a1072,84.58882,28.18617,178,19845,11340,869,Wood,West,Gandaki,Lamjung,Ilampokhari,p_West
a1073,83.46382,27.81117,180,19845,11340,878,Wood,West,Lumbini,Palpa,Masyam,p_West
a1074,83.76382,28.33617,180,19845,11340,878,Wood,West,Gandaki,Kaski,Dangsing,p_West
a1075,83.61382,28.41117,180,19845,11340,878,Wood,West,Dhaualagiri,Myagdi,HisthanMandali,p_West
a1076,87.13882,26.91117,180,19845,11340,878,Wood,East,Sagarmatha,Udayapur,Mainamiani,p_East
a1077,87.96382,27.21117,181,19845,11340,883,Wood,East,Mechi,Panchthar,Memeng,p_East
a1078,83.76382,27.66117,181,19845,11340,883,Wood,West,Lumbini,Nawalparasi,Dhurkot,p_West
a1079,82.86382,28.33617,181,19845,11340,883,Wood,Mid-Western,Rapti,Rolpa,Gaam,p_Mid-Western
a1080,82.33882,27.96117,182,19845,11340,888,Wood,Mid-Western,Rapti,Dang,Satbariya,p_Mid-Western
a1081,86.76382,27.43617,182,19845,11340,888,Wood,East,Sagarmatha,Solukhumbu,Lokhim,p_East
a1082,86.68882,27.43617,182,19845,11340,888,Wood,East,Sagarmatha,Solukhumbu,Mukali,p_East
a1083,86.23882,27.73617,183,19845,11340,893,Wood,Central,Janakpur,Dolakha,Suri,p_Central_Dolakha
a1084,81.66382,28.71117,183,19845,11340,893,Wood,Mid-Western,Bheri,Dailekh,Goganpani,p_Mid-Western
a1085,83.31382,28.11117,183,19845,11340,893,Wood,West,Lumbini,Gulmi,Paralmi,p_West
a1086,85.18882,27.51117,183,19845,11340,893,Wood,Central,Narayani,Makwanpur,Kogate,p_Central_Makwanpur
a1087,84.73882,28.18617,184,19845,11340,898,Wood,West,Gandaki,Gorkha,Warpak,p_West
a1088,82.93882,28.48617,185,19845,11340,903,Wood,West,Dhaualagiri,Baglung,Bowang,p_West
a1089,81.28882,28.63617,185,19845,11340,903,Wood,Mid-Western,Bheri,Bardiya,Royal Bardiya Nation,p_Mid-Western
a1090,81.36382,29.68617,185,19845,11340,903,Wood,Far-Western,Seti,Bajhang,Kanda,p_Far-Western
a1091,81.88882,28.71117,185,19845,11340,903,Wood,Mid-Western,Bheri,Jajarkot,JungaThapachaur,p_Mid-Western
a1092,87.66382,26.83617,186,19845,11340,908,Wood,East,Mechi,Ilam,Sakfara,p_East
a1093,85.56382,27.96117,186,19845,11340,908,Wood,Central,Bagmati,Sindhupalchok,Helumbu,p_Central_Sindhupalchok
a1094,81.66382,29.31117,186,19845,11340,908,Wood,Mid-Western,Karnali,Kalikot,Phukot,p_Mid-Western
a1095,84.96382,27.58617,186,19845,11340,908,Wood,Central,Narayani,Makwanpur,Kalikatar,p_Central_Makwanpur
a1096,82.48882,28.78617,187,19845,11340,913,Wood,Mid-Western,Rapti,Rukum,Syalagadi,p_Mid-Western
a1097,80.91382,29.38617,187,19845,11340,913,Wood,Far-Western,Seti,Doti,Chhapali,p_Far-Western
a1098,85.48882,27.51117,188,19845,11340,917,Wood,Central,Bagmati,Kavrepalanchok,Dhunkharka,p_Central_Kavrepalanchok
a1099,81.28882,29.61117,188,19845,11340,917,Wood,Far-Western,Seti,Bajhang,Dhamena,p_Far-Western
a1101,87.13882,27.06117,189,19845,11340,922,Wood,East,Koshi,Bhojpur,Ranibas,p_East
a1102,85.11382,27.13617,189,19845,11340,922,Wood,Central,Narayani,Bara,Kakadi,p_Central_Bara
a1103,83.46382,28.18617,189,19845,11340,922,Wood,West,Dhaualagiri,Baglung,Hatiya,p_West
a1104,87.21382,26.91117,189,19845,11340,922,Wood,East,Koshi,Dhankuta,Chhintang,p_East
a1105,86.31382,27.43617,190,19845,11340,927,Wood,East,Sagarmatha,Okhaldhunga,Khijifalate,p_East
a1106,80.68882,28.78617,190,19845,11340,927,Wood,Far-Western,Seti,Kailali,Chaumala,p_Far-Western
a1107,85.48882,27.43617,190,19845,11340,927,Wood,Central,Bagmati,Kavrepalanchok,Falemetar,p_Central_Kavrepalanchok
a1108,85.41382,27.96117,190,19845,11340,927,Wood,Central,Bagmati,Nuwakot,Rautbesi,p_Central_Nuwakot
a1109,81.51382,29.08617,191,19845,11340,932,Wood,Mid-Western,Bheri,Dailekh,Pipalkot,p_Mid-Western
a1110,87.21382,26.98617,191,19845,11340,932,Wood,East,Koshi,Dhankuta,Khoku,p_East
a1111,84.96382,27.28617,191,19845,11340,932,Wood,Central,Narayani,Parsa,Royal Chitawan Natio,p_Central_Parsa
a1112,83.76382,27.73617,191,19845,11340,932,Wood,West,Lumbini,Palpa,Bahadurpur,p_West
a1113,83.68882,28.41117,192,19845,11340,937,Wood,West,Dhaualagiri,Myagdi,Dhar,p_West
a1114,86.61382,26.68617,192,19845,11340,937,Wood,East,Sagarmatha,Saptari,Khojpur,p_East
a1115,82.18882,28.86117,192,19845,11340,937,Wood,Mid-Western,Bheri,Jajarkot,Dhime,p_Mid-Western
a1116,82.78882,27.96117,193,19845,11340,942,Wood,Mid-Western,Rapti,Pyuthan,Dungegadi,p_Mid-Western
a1117,81.96382,28.48617,193,19845,11340,942,Wood,Mid-Western,Bheri,Surkhet,Kaprichaur,p_Mid-Western
a1118,86.23882,27.51117,194,19845,11340,947,Wood,Central,Janakpur,Ramechhap,Guptesor,p_Central_Ramechhap
a1119,82.03882,29.53617,194,19845,11340,947,Wood,Mid-Western,Karnali,Mugu,Rara(Gilas),p_Mid-Western
a1120,85.26382,27.21117,194,19845,11340,947,Wood,Central,Narayani,Bara,BharatganjSigaul,p_Central_Bara
a1121,85.56382,27.36117,195,19845,11340,952,Wood,Central,Bagmati,Kavrepalanchok,Gokule,p_Central_Kavrepalanchok
a1122,81.06382,29.53617,195,19845,11340,952,Wood,Far-Western,Seti,Bajhang,Byasi,p_Far-Western
a1123,86.91382,27.28617,195,19845,11340,952,Wood,East,Sagarmatha,Khotang,Phedi,p_East
a1124,82.41382,28.71117,195,19845,11340,952,Wood,Mid-Western,Rapti,Rukum,Duli,p_Mid-Western
a1125,82.63882,28.26117,197,19845,11340,961,Wood,Mid-Western,Rapti,Rolpa,Khumel,p_Mid-Western
a1126,82.26382,28.18617,197,19845,11340,961,Wood,Mid-Western,Rapti,Dang,Pawannagar,p_Mid-Western
a1127,87.36382,27.36117,197,19845,11340,961,Wood,East,Koshi,Sankhuwasabha,Jaljala,p_East
a1128,83.91382,28.33617,198,19845,11340,966,Wood,West,Gandaki,Kaski,Reevan,p_West
a1129,86.61382,27.51117,198,19845,11340,966,Wood,East,Sagarmatha,Solukhumbu,Salleri,p_East
a1130,80.98882,29.01117,198,19845,11340,966,Wood,Far-Western,Seti,Doti,Simchaur,p_Far-Western
a1131,83.91382,27.58617,199,19845,11340,971,Wood,West,Lumbini,Nawalparasi,Dumkibas,p_West
a1132,85.71382,27.36117,199,19845,11340,971,Wood,Central,Janakpur,Sindhuli,Santeswori(Rampur),p_Central_Sindhuli
a1133,82.78882,28.41117,200,19845,11340,976,Wood,Mid-Western,Rapti,Rolpa,Uwa,p_Mid-Western
a1134,81.73882,29.46117,200,19845,11340,976,Wood,Far-Western,Seti,Bajura,Bai,p_Far-Western
a1135,85.03882,27.66117,200,19845,11340,976,Wood,Central,Narayani,Makwanpur,Agara,p_Central_Makwanpur
a1136,87.43882,27.21117,200,19845,11340,976,Wood,East,Koshi,Sankhuwasabha,MadiMulkharka,p_East
a1137,80.68882,29.38617,200,19845,11340,976,Wood,Far-Western,Mahakali,Dadeldhura,Belapur,p_Far-Western
a1138,82.33882,29.31117,200,19845,11340,976,Wood,Mid-Western,Karnali,Jumla,Chhumchaur,p_Mid-Western
a1139,80.83882,29.68617,201,19845,11340,981,Wood,Far-Western,Seti,Bajhang,Kaphalaseri,p_Far-Western
a1140,83.01382,27.73617,201,19845,11340,981,Wood,West,Lumbini,Kapilbastu,Dubiya,p_West
a1141,86.91382,26.98617,202,19845,11340,986,Wood,East,Sagarmatha,Khotang,Kahule,p_East
a1142,84.36382,27.51117,202,19845,11340,986,Wood,Central,Narayani,Chitawan,Royal Chitawan Natio,p_Central_Chitawan
a1143,86.98882,26.98617,202,19845,11340,986,Wood,East,Koshi,Bhojpur,Walangkha,p_East
a1144,81.81382,28.03617,202,19845,11340,986,Wood,Mid-Western,Bheri,Banke,Binauna,p_Mid-Western
a1145,87.81382,26.98617,204,19845,11340,996,Wood,East,Mechi,Ilam,Ektappa,p_East
a1146,85.56382,27.28617,204,19845,11340,996,Wood,Central,Janakpur,Sindhuli,Mahendrajhayadi,p_Central_Sindhuli
a1147,82.03882,29.08617,205,19845,11340,1000,Wood,Mid-Western,Karnali,Jumla,Tamti,p_Mid-Western
a1148,86.53882,27.51117,205,19845,11340,1000,Wood,East,Sagarmatha,Solukhumbu,LodingTamakhani,p_East
a1149,83.23882,27.88617,205,19845,11340,1000,Wood,West,Lumbini,Arghakhanchi,Pathauti,p_West
a1150,80.76382,29.61117,205,19845,11340,1000,Wood,Far-Western,Mahakali,Baitadi,Kuwakot,p_Far-Western
a1151,82.78882,28.18617,206,19845,11340,1005,Wood,Mid-Western,Rapti,Rolpa,Aresh,p_Mid-Western
a1152,85.93882,27.81117,206,19845,11340,1005,Wood,Central,Bagmati,Sindhupalchok,Bahrabise,p_Central_Sindhupalchok
a1153,83.46382,28.33617,206,19845,11340,1005,Wood,West,Dhaualagiri,Myagdi,Baranja,p_West
a1154,85.41382,27.21117,206,19845,11340,1005,Wood,Central,Narayani,Makwanpur,Raigaun,p_Central_Makwanpur
a1155,87.58882,26.91117,206,19845,11340,1005,Wood,East,Mechi,Panchthar,Limba,p_East
a1156,87.81382,27.36117,206,19845,11340,1005,Wood,East,Mechi,Taplejung,Sikaicha,p_East
a1157,87.73882,26.83617,207,19845,11340,1010,Wood,East,Mechi,Ilam,Ebhang,p_East
a1158,82.18882,29.53617,208,19845,11340,1015,Wood,Mid-Western,Karnali,Mugu,Rowa,p_Mid-Western
a1159,82.41382,28.41117,209,19845,11340,1020,Wood,Mid-Western,Rapti,Rolpa,Jinawang,p_Mid-Western
a1160,81.73882,28.63617,210,19845,11340,1025,Wood,Mid-Western,Bheri,Surkhet,Garpan,p_Mid-Western
a1161,80.46382,29.16117,210,19845,11340,1025,Wood,Far-Western,Mahakali,Dadeldhura,Alital,p_Far-Western
a1162,85.26382,27.51117,210,19845,11340,1025,Wood,Central,Bagmati,Lalitpur,Malta,p_Central_Lalitpur
a1163,82.03882,29.16117,210,19845,11340,1025,Wood,Mid-Western,Karnali,Jumla,Malikathota,p_Mid-Western
a1164,82.86382,27.96117,211,19845,11340,1030,Wood,Mid-Western,Rapti,Pyuthan,Hansapur,p_Mid-Western
a1165,83.08882,27.73617,211,19845,11340,1030,Wood,West,Lumbini,Kapilbastu,Malwar,p_West
a1166,85.86382,27.28617,211,19845,11340,1030,Wood,Central,Janakpur,Sindhuli,Amale,p_Central_Sindhuli
a1167,85.86382,27.51117,211,19845,11340,1030,Wood,Central,Janakpur,Ramechhap,Hiledevi,p_Central_Ramechhap
a1168,86.23882,27.28617,212,19845,11340,1035,Wood,East,Sagarmatha,Okhaldhunga,Palapu,p_East
a1169,82.48882,29.08617,212,19845,11340,1035,Wood,Mid-Western,Karnali,Dolpa,Sarmi,p_Mid-Western
a1170,85.63882,27.28617,213,19845,11340,1039,Wood,Central,Janakpur,Sindhuli,Kapilakot,p_Central_Sindhuli
a1171,86.16382,27.73617,213,19845,11340,1039,Wood,Central,Janakpur,Dolakha,Lamidada,p_Central_Dolakha
a1172,80.61382,29.16117,214,19845,11340,1044,Wood,Far-Western,Seti,Doti,Ghanteswor,p_Far-Western
a1173,82.41382,28.78617,214,19845,11340,1044,Wood,Mid-Western,Rapti,Rukum,AathbisKot,p_Mid-Western
a1174,83.53882,28.18617,214,19845,11340,1044,Wood,West,Dhaualagiri,Baglung,Damek,p_West
a1175,85.63882,27.36117,214,19845,11340,1044,Wood,Central,Bagmati,Kavrepalanchok,BanakhuChor,p_Central_Kavrepalanchok
a1176,84.36382,27.88617,214,19845,11340,1044,Wood,West,Gandaki,Tanahu,Dharampani,p_West
a1177,82.93882,28.63617,215,19845,11340,1049,Wood,Mid-Western,Rapti,Rukum,Hukam,p_Mid-Western
a1178,85.33882,27.43617,215,19845,11340,1049,Wood,Central,Bagmati,Lalitpur,Gimdi,p_Central_Lalitpur
a1179,85.63882,27.43617,215,19845,11340,1049,Wood,Central,Bagmati,Kavrepalanchok,Foksingtar,p_Central_Kavrepalanchok
a1180,84.96382,28.11117,217,19845,11340,1059,Wood,Central,Bagmati,Dhading,ReeGaun,p_Central_Dhading
a1181,82.71382,28.41117,218,19845,11340,1064,Wood,Mid-Western,Rapti,Rolpa,Dhawang,p_Mid-Western
a1182,82.18882,28.56117,218,19845,11340,1064,Wood,Mid-Western,Rapti,Salyan,Suikot,p_Mid-Western
a1183,81.13882,29.08617,220,19845,11340,1074,Wood,Far-Western,Seti,Achham,Basti,p_Far-Western
a1184,82.26382,29.23617,221,19845,11340,1078,Wood,Mid-Western,Karnali,Jumla,Depalgaun,p_Mid-Western
a1185,86.31382,27.51117,224,19845,11340,1093,Wood,Central,Janakpur,Ramechhap,Pritee,p_Central_Ramechhap
a1186,87.06382,26.98617,224,19845,11340,1093,Wood,East,Koshi,Bhojpur,Dewantar,p_East
a1187,81.81382,28.56117,225,19845,11340,1098,Wood,Mid-Western,Bheri,Surkhet,Neta,p_Mid-Western
a1188,82.56382,28.26117,226,19845,11340,1103,Wood,Mid-Western,Rapti,Rolpa,Jedwang,p_Mid-Western
a1189,81.28882,28.86117,226,19845,11340,1103,Wood,Mid-Western,Bheri,Surkhet,Guthu,p_Mid-Western
a1190,82.03882,29.01117,226,19845,11340,1103,Wood,Mid-Western,Bheri,Jajarkot,Daha,p_Mid-Western
a1191,81.28882,29.53617,226,19845,11340,1103,Wood,Far-Western,Seti,Bajhang,Mashdev,p_Far-Western
a1192,82.56382,28.41117,227,19845,11340,1108,Wood,Mid-Western,Rapti,Rolpa,Jankot,p_Mid-Western
a1193,82.56382,28.11117,227,19845,11340,1108,Wood,Mid-Western,Rapti,Dang,Saidha,p_Mid-Western
a1194,84.51382,28.18617,227,19845,11340,1108,Wood,West,Gandaki,Lamjung,Gauda,p_West
a1195,85.63882,27.96117,228,19845,11340,1113,Wood,Central,Bagmati,Sindhupalchok,Baruwa,p_Central_Sindhupalchok
a1196,85.18882,27.28617,229,19845,11340,1118,Wood,Central,Narayani,Makwanpur,ShreepurChhatiwan,p_Central_Makwanpur
a1197,81.88882,28.26117,229,19845,11340,1118,Wood,Mid-Western,Rapti,Salyan,KalimatiKalche,p_Mid-Western
a1198,81.73882,28.41117,230,19845,11340,1122,Wood,Mid-Western,Bheri,Surkhet,Chhinchu,p_Mid-Western
a1199,84.66382,27.88617,230,19845,11340,1122,Wood,West,Gandaki,Gorkha,Makaising,p_West
a1200,85.26382,28.11117,230,19845,11340,1122,Wood,Central,Bagmati,Rasuwa,Haku,p_Central_Rasuwa
a1201,83.38882,28.11117,230,19845,11340,1122,Wood,West,Lumbini,Gulmi,Bisukharka,p_West
a1202,82.03882,28.78617,231,19845,11340,1127,Wood,Mid-Western,Bheri,Jajarkot,Pajaru,p_Mid-Western
a1203,81.13882,29.61117,231,19845,11340,1127,Wood,Far-Western,Seti,Bajhang,Daulichaur,p_Far-Western
a1204,81.43882,28.78617,231,19845,11340,1127,Wood,Mid-Western,Bheri,Surkhet,Salkot,p_Mid-Western
a1205,87.36382,27.43617,231,19845,11340,1127,Wood,East,Koshi,Sankhuwasabha,Bahrabise,p_East
a1206,80.31382,29.08617,232,19845,11340,1132,Wood,Far-Western,Mahakali,Dadeldhura,Jogbuda,p_Far-Western
a1207,81.81382,28.71117,233,19845,11340,1137,Wood,Mid-Western,Bheri,Dailekh,Lalikanda,p_Mid-Western
a1208,86.46382,27.43617,233,19845,11340,1137,Wood,East,Sagarmatha,Okhaldhunga,Jantarkhani,p_East
a1209,84.36382,28.33617,233,19845,11340,1137,Wood,West,Gandaki,Lamjung,Khudi,p_West
a1210,81.66382,29.08617,234,19845,11340,1142,Wood,Mid-Western,Karnali,Kalikot,Mugraha,p_Mid-Western
a1211,80.76382,29.53617,234,19845,11340,1142,Wood,Far-Western,Seti,Bajhang,Deulek,p_Far-Western
a1212,86.38882,26.91117,234,19845,11340,1142,Wood,East,Sagarmatha,Udayapur,Katari,p_East
a1213,87.81382,26.83617,235,19845,11340,1147,Wood,East,Mechi,Ilam,Siddhithumka,p_East
a1214,81.06382,29.46117,236,19845,11340,1152,Wood,Far-Western,Seti,Bajhang,Koiralakot,p_Far-Western
a1215,82.78882,29.01117,236,19845,11340,1152,Wood,Mid-Western,Karnali,Dolpa,Suhun,p_Mid-Western
a1216,81.73882,27.96117,236,19845,11340,1152,Wood,Mid-Western,Bheri,Banke,Holiya,p_Mid-Western
a1217,87.58882,27.21117,236,19845,11340,1152,Wood,East,Koshi,Terhathum,Eseebu,p_East
a1218,82.18882,29.23617,236,19845,11340,1152,Wood,Mid-Western,Karnali,Jumla,Haku,p_Mid-Western
a1219,85.18882,27.58617,236,19845,11340,1152,Wood,Central,Narayani,Makwanpur,Kulekhani,p_Central_Makwanpur
a1220,81.66382,29.46117,237,19845,11340,1157,Wood,Far-Western,Seti,Bajura,Jagannath,p_Far-Western
a1221,82.33882,29.01117,237,19845,11340,1157,Wood,Mid-Western,Bheri,Jajarkot,Sakala,p_Mid-Western
a1222,82.41382,28.86117,237,19845,11340,1157,Wood,Mid-Western,Bheri,Jajarkot,Ragda,p_Mid-Western
a1223,81.81382,29.98617,237,19845,11340,1157,Wood,Mid-Western,Karnali,Humla,Simikot,p_Mid-Western
a1224,80.98882,29.61117,237,19845,11340,1157,Wood,Far-Western,Seti,Bajhang,Dahabagar,p_Far-Western
a1225,83.83882,28.26117,238,19845,11340,1161,Wood,West,Gandaki,Kaski,BhadaureTamagi,p_West
a1226,83.68882,27.73617,238,19845,11340,1161,Wood,West,Lumbini,Palpa,Rahabas,p_West
a1227,81.51382,29.31117,239,19845,11340,1166,Wood,Mid-Western,Karnali,Kalikot,Rupsha,p_Mid-Western
a1228,80.91382,29.61117,239,19845,11340,1166,Wood,Far-Western,Seti,Bajhang,Dahabagar,p_Far-Western
a1229,81.28882,28.78617,239,19845,11340,1166,Wood,Mid-Western,Bheri,Surkhet,GhatGaun,p_Mid-Western
a1230,82.33882,28.26117,239,19845,11340,1166,Wood,Mid-Western,Rapti,Salyan,Rim,p_Mid-Western
a1231,86.38882,27.36117,239,19845,11340,1166,Wood,East,Sagarmatha,Okhaldhunga,Harkapur,p_East
