rup_mag,rup_dip,rup_rake,rup_ztor,dist_rrup,dist_rjb,dist_rx,site_vs30,site_vs30measured,site_z1pt0,result_type,damping,0.01,0.02,0.03,0.04,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.75,1.0,1.5,2.0,3.0,4.0,5.0,7.5,10.0,pga
5.0,30.0,90.0,15.0,1.0,1.0,1.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34327298,0.34676201,0.36000675,0.37149527,0.38444992,0.38735092,0.38299983,0.37119762,0.35907692,0.35078470,0.34209866,0.33314391,0.33338132,0.34145987,0.35657521,0.37602760,0.40121116,0.43959475,0.47824921,0.50740000,0.53280000,0.55420000,0.34327859
5.0,30.0,90.0,15.0,1.0,1.0,1.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34359884,0.34702385,0.36023485,0.37172737,0.38470836,0.38766585,0.38334711,0.37169428,0.35981585,0.35182760,0.34337354,0.33464642,0.33488013,0.34262312,0.35749672,0.37671862,0.40191690,0.44004487,0.47831339,0.50740000,0.53280000,0.55420000,0.34360017
5.0,30.0,90.0,0.0,10.0,10.0,10.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.31598931,0.32028228,0.33186388,0.33932391,0.34644010,0.33773542,0.32893595,0.31840769,0.31274520,0.31095498,0.30855066,0.30883743,0.31512929,0.33094748,0.34966359,0.37280900,0.40012635,0.43995210,0.47832620,0.50740000,0.53280000,0.55420000,0.31622247
5.0,30.0,90.0,0.0,10.0,10.0,10.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.33694257,0.34089475,0.35381609,0.36382944,0.37440696,0.37219228,0.36606564,0.35557169,0.34643964,0.34096474,0.33467762,0.32883767,0.33077310,0.34055542,0.35622127,0.37602956,0.40149198,0.44020624,0.47835321,0.50740000,0.53280000,0.55420000,0.33699943
5.0,30.0,90.0,0.0,10.0,10.0,10.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34209925,0.34570186,0.35885942,0.36990029,0.38207928,0.38313756,0.37817062,0.36711770,0.35630602,0.34924375,0.34151338,0.33364790,0.33430937,0.34244923,0.35743275,0.37671902,0.40201570,0.44038255,0.47837313,0.50740000,0.53280000,0.55420000,0.34211272
5.0,30.0,90.0,5.0,10.0,10.0,10.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.31311683,0.31751133,0.32898234,0.33613969,0.34282229,0.33332558,0.32421895,0.31380122,0.30857054,0.30721318,0.30524842,0.30626828,0.31313251,0.32983416,0.34897930,0.37252602,0.40001005,0.43993015,0.47832493,0.50740000,0.53280000,0.55420000,0.31335830
5.0,30.0,90.0,5.0,10.0,10.0,10.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.33624210,0.34025359,0.35315905,0.36304794,0.37342676,0.37081750,0.36455846,0.35416558,0.34523539,0.33994547,0.33382301,0.32822505,0.33032496,0.34033704,0.35609536,0.37596935,0.40144874,0.44019290,0.47835240,0.50740000,0.53280000,0.55420000,0.33630098
5.0,30.0,90.0,5.0,10.0,10.0,10.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34193332,0.34555740,0.35871344,0.36971403,0.38182268,0.38272687,0.37770990,0.36670588,0.35597156,0.34897555,0.34129916,0.33350585,0.33421131,0.34240724,0.35740999,0.37670651,0.40200049,0.44037518,0.47837266,0.50740000,0.53280000,0.55420000,0.34194727
5.0,30.0,90.0,10.0,10.0,10.0,10.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.31272041,0.31724180,0.32887690,0.33624291,0.34318456,0.33437818,0.32575856,0.31552760,0.30994520,0.30819239,0.30590309,0.30655800,0.31327683,0.32989672,0.34902857,0.37256177,0.40002684,0.43992056,0.47832374,0.50740000,0.53280000,0.55420000,0.31296279
5.0,30.0,90.0,10.0,10.0,10.0,10.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.33614542,0.34019123,0.35313501,0.36307327,0.37352491,0.37114565,0.36505040,0.35469255,0.34563193,0.34021220,0.33399244,0.32829414,0.33035735,0.34034931,0.35610443,0.37597696,0.40145499,0.44018707,0.47835165,0.50740000,0.53280000,0.55420000,0.33620453
5.0,30.0,90.0,10.0,10.0,10.0,10.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34191042,0.34554335,0.35870810,0.36972007,0.38184838,0.38282490,0.37786028,0.36686022,0.35608169,0.34904574,0.34134163,0.33352186,0.33421840,0.34240960,0.35741163,0.37670809,0.40200269,0.44037197,0.47837223,0.50740000,0.53280000,0.55420000,0.34192442
5.0,30.0,90.0,15.0,10.0,10.0,10.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.31806998,0.32261946,0.33480444,0.34321501,0.35158002,0.34577310,0.33866671,0.32846679,0.32128255,0.31727038,0.31299763,0.31086931,0.31585293,0.33094282,0.34945924,0.37276181,0.40011214,0.43991760,0.47832259,0.50740000,0.53280000,0.55420000,0.31829525
5.0,30.0,90.0,15.0,10.0,10.0,10.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.33744995,0.34143554,0.35448658,0.36478443,0.37579954,0.37469804,0.36917482,0.35864219,0.34890240,0.34268507,0.33582847,0.32932217,0.33093550,0.34055451,0.35618367,0.37601952,0.40148670,0.44018527,0.47835092,0.50740000,0.53280000,0.55420000,0.33750489
5.0,30.0,90.0,15.0,10.0,10.0,10.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34221945,0.34582371,0.35900839,0.37012790,0.38244384,0.38388609,0.37912104,0.36801700,0.35699002,0.34969640,0.34180185,0.33376024,0.33434491,0.34244905,0.35742595,0.37671694,0.40201385,0.44037097,0.47837181,0.50740000,0.53280000,0.55420000,0.34223246
5.0,30.0,90.0,0.0,50.0,50.0,50.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.33966014,0.34325244,0.35632323,0.36735677,0.37964792,0.38137467,0.37668066,0.36526012,0.35410287,0.34689888,0.33921100,0.33163803,0.33261705,0.34127358,0.35658695,0.37633057,0.40199946,0.44050897,0.47838965,0.50740000,0.53280000,0.55420000,0.33971034
5.0,30.0,90.0,0.0,50.0,50.0,50.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34271485,0.34620973,0.35939323,0.37070950,0.38340412,0.38579689,0.38132108,0.36987320,0.35837002,0.35075596,0.34261239,0.33427449,0.33469787,0.34258097,0.35749520,0.37677884,0.40218828,0.44054468,0.47839344,0.50740000,0.53280000,0.55420000,0.34272710
5.0,30.0,90.0,0.0,50.0,50.0,50.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34346663,0.34689941,0.36009854,0.37154009,0.38443458,0.38720162,0.38283394,0.37130638,0.35961952,0.35182004,0.34350231,0.33490858,0.33516823,0.34283866,0.35766299,0.37687481,0.40226069,0.44056945,0.47839623,0.50740000,0.53280000,0.55420000,0.34346953
5.0,30.0,90.0,5.0,50.0,50.0,50.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.33858218,0.34222356,0.35526015,0.36617589,0.37829062,0.37971272,0.37493485,0.36359327,0.35262253,0.34560942,0.33810817,0.33082827,0.33201196,0.34094465,0.35638480,0.37624881,0.40196703,0.44050417,0.47838944,0.50740000,0.53280000,0.55420000,0.33864480
5.0,30.0,90.0,5.0,50.0,50.0,50.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34245199,0.34597166,0.35915083,0.37041968,0.38303638,0.38527878,0.38076326,0.36936440,0.35794299,0.35040471,0.34232698,0.33408140,0.33456207,0.34251644,0.35745800,0.37676145,0.40217622,0.44054176,0.47839330,0.50740000,0.53280000,0.55420000,0.34246726
5.0,30.0,90.0,5.0,50.0,50.0,50.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34340436,0.34684577,0.36004468,0.37147101,0.38433831,0.38704684,0.38266343,0.37115737,0.35950092,0.35172762,0.34343077,0.33486381,0.33513852,0.34282626,0.35765626,0.37687119,0.40225645,0.44056784,0.47839615,0.50740000,0.53280000,0.55420000,0.34340798
5.0,30.0,90.0,10.0,50.0,50.0,50.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.33728875,0.34098889,0.35398550,0.36476319,0.37667162,0.37774100,0.37286877,0.36162746,0.35087990,0.34409308,0.33681190,0.32987846,0.33130549,0.34056697,0.35615642,0.37615928,0.40193257,0.44049924,0.47838922,0.50740000,0.53280000,0.55420000,0.33736574
5.0,30.0,90.0,10.0,50.0,50.0,50.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34213658,0.34568598,0.35886019,0.37007297,0.38259773,0.38466409,0.38010310,0.36876435,0.35744029,0.34999165,0.34199151,0.33385492,0.33440351,0.34244236,0.35741598,0.37674240,0.40216341,0.44053877,0.47839317,0.50740000,0.53280000,0.55420000,0.34215535
5.0,30.0,90.0,10.0,50.0,50.0,50.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34332965,0.34678140,0.35998011,0.37138838,0.38422349,0.38686322,0.38246163,0.37098162,0.35936130,0.35161893,0.34334668,0.33481129,0.33510382,0.34281201,0.35764867,0.37686723,0.40225194,0.44056618,0.47839608,0.50740000,0.53280000,0.55420000,0.34333409
5.0,30.0,90.0,15.0,50.0,50.0,50.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.33739993,0.34109828,0.35410319,0.36489927,0.37683357,0.37795220,0.37309873,0.36185043,0.35107376,0.34408142,0.33664535,0.32952298,0.33086372,0.34023688,0.35590023,0.37606177,0.40189609,0.44049419,0.47838901,0.50740000,0.53280000,0.55420000,0.33747571
5.0,30.0,90.0,15.0,50.0,50.0,50.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34216369,0.34571129,0.35888702,0.37010636,0.38264161,0.38472993,0.38017658,0.36883241,0.35749622,0.34998848,0.34194841,0.33377015,0.33430437,0.34237761,0.35736884,0.37672165,0.40214985,0.44053569,0.47839303,0.50740000,0.53280000,0.55420000,0.34218217
5.0,30.0,90.0,15.0,50.0,50.0,50.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34333607,0.34678710,0.35998607,0.37139634,0.38423497,0.38688289,0.38248409,0.37100155,0.35937684,0.35161810,0.34333588,0.33479164,0.33508212,0.34279956,0.35764015,0.37686292,0.40224717,0.44056449,0.47839600,0.50740000,0.53280000,0.55420000,0.34334045
5.0,30.0,90.0,0.0,100.0,100.0,100.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34241753,0.34588833,0.35908052,0.37047514,0.38330578,0.38603542,0.38163573,0.37000989,0.35827070,0.35048887,0.34223659,0.33382393,0.33425099,0.34220837,0.35720328,0.37663239,0.40215557,0.44055500,0.47839484,0.50740000,0.53280000,0.55420000,0.34243368
5.0,30.0,90.0,0.0,100.0,100.0,100.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34338726,0.34681964,0.36002194,0.37147484,0.38439516,0.38724989,0.38290433,0.37132305,0.35957231,0.35173388,0.34339540,0.33479572,0.33506457,0.34276433,0.35760860,0.37684306,0.40224631,0.44057265,0.47839673,0.50740000,0.53280000,0.55420000,0.34339120
5.0,30.0,90.0,0.0,100.0,100.0,100.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34362592,0.34703683,0.36023822,0.37172250,0.38469402,0.38763567,0.38331791,0.37173102,0.35995344,0.35207735,0.34369858,0.33502944,0.33524848,0.34287392,0.35768348,0.37688816,0.40228111,0.44058490,0.47839812,0.50740000,0.53280000,0.55420000,0.34362685
5.0,30.0,90.0,5.0,100.0,100.0,100.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34205329,0.34554390,0.35873424,0.37010112,0.38288746,0.38555060,0.38113001,0.36950875,0.35779500,0.35005143,0.34184273,0.33351249,0.33400504,0.34206357,0.35711009,0.37659285,0.40213959,0.44055258,0.47839474,0.50740000,0.53280000,0.55420000,0.34207393
5.0,30.0,90.0,5.0,100.0,100.0,100.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34329844,0.34673994,0.35994298,0.37138305,0.38428182,0.38709875,0.38274274,0.37117008,0.35943508,0.35161472,0.34329347,0.33472146,0.33500937,0.34273593,0.35759145,0.37683465,0.40224037,0.44057118,0.47839666,0.50740000,0.53280000,0.55420000,0.34330347
5.0,30.0,90.0,5.0,100.0,100.0,100.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34360488,0.34701887,0.36022068,0.37170062,0.38466435,0.38759052,0.38326852,0.37168622,0.35991533,0.35204600,0.34367303,0.33501222,0.33523640,0.34286846,0.35768038,0.37688641,0.40227902,0.44058409,0.47839808,0.50740000,0.53280000,0.55420000,0.34360607
5.0,30.0,90.0,10.0,100.0,100.0,100.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34159264,0.34510821,0.35829629,0.36962872,0.38236012,0.38494199,0.38049689,0.36888436,0.35720459,0.34951025,0.34135677,0.33313041,0.33370547,0.34189067,0.35700077,0.37654800,0.40212202,0.44055005,0.47839463,0.50740000,0.53280000,0.55420000,0.34161889
5.0,30.0,90.0,10.0,100.0,100.0,100.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34318611,0.34663913,0.35984312,0.37126711,0.38413895,0.38690901,0.38254044,0.37097949,0.35926477,0.35146731,0.34316770,0.33463035,0.33494214,0.34270201,0.35757134,0.37682510,0.40223384,0.44056964,0.47839659,0.50740000,0.53280000,0.55420000,0.34319251
5.0,30.0,90.0,10.0,100.0,100.0,100.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34357827,0.34699616,0.36019849,0.37167299,0.38462695,0.38753384,0.38320668,0.37163040,0.35986803,0.35200721,0.34364151,0.33499110,0.33522169,0.34286193,0.35767675,0.37688443,0.40227672,0.44058324,0.47839804,0.50740000,0.53280000,0.55420000,0.34357978
5.0,30.0,90.0,15.0,100.0,100.0,100.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34160265,0.34511795,0.35830648,0.36964017,0.38237338,0.38495832,0.38051451,0.36890203,0.35722098,0.34946330,0.34125794,0.33296141,0.33349941,0.34172998,0.35687284,0.37649720,0.40210274,0.44054740,0.47839452,0.50740000,0.53280000,0.55420000,0.34162877
5.0,30.0,90.0,15.0,100.0,100.0,100.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34318855,0.34664138,0.35984544,0.37126992,0.38414254,0.38691410,0.38254607,0.37098488,0.35926949,0.35145452,0.34314212,0.33459005,0.33489589,0.34267049,0.35754780,0.37681430,0.40222667,0.44056803,0.47839652,0.50740000,0.53280000,0.55420000,0.34319492
5.0,30.0,90.0,15.0,100.0,100.0,100.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34357884,0.34699667,0.36019901,0.37167366,0.38462789,0.38753536,0.38320840,0.37163198,0.35986934,0.35200385,0.34363510,0.33498175,0.33521157,0.34285587,0.35767249,0.37688218,0.40227420,0.44058235,0.47839800,0.50740000,0.53280000,0.55420000,0.34358035
5.0,30.0,90.0,0.0,200.0,200.0,200.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34345182,0.34686875,0.36007901,0.37157287,0.38455764,0.38754276,0.38322916,0.37159934,0.35976281,0.35184382,0.34343460,0.33474646,0.33497009,0.34264011,0.35749356,0.37677590,0.40222972,0.44057680,0.47839730,0.50740000,0.53280000,0.55420000,0.34345483
5.0,30.0,90.0,0.0,200.0,200.0,200.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34363948,0.34704649,0.36024961,0.37174426,0.38473434,0.38771981,0.38341346,0.37180823,0.36000273,0.35210298,0.34370543,0.33501570,0.33522596,0.34284902,0.35766201,0.37687360,0.40227387,0.44058590,0.47839829,0.50740000,0.53280000,0.55420000,0.34364021
5.0,30.0,90.0,0.0,200.0,200.0,200.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34368566,0.34708794,0.36028880,0.37178671,0.38478281,0.38777604,0.38347355,0.37187312,0.36007298,0.35217447,0.34377630,0.33508045,0.33528380,0.34289020,0.35769313,0.37689451,0.40229081,0.44059221,0.47839902,0.50740000,0.53280000,0.55420000,0.34368584
5.0,30.0,90.0,5.0,200.0,200.0,200.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34337981,0.34680164,0.36001498,0.37150748,0.38448847,0.38747079,0.38315441,0.37151829,0.35967365,0.35175125,0.34334104,0.33465885,0.33489163,0.34258500,0.35745436,0.37675738,0.40222187,0.44057554,0.47839724,0.50740000,0.53280000,0.55420000,0.34338369
5.0,30.0,90.0,5.0,200.0,200.0,200.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34362192,0.34703096,0.36023501,0.37172821,0.38471560,0.38769737,0.38338958,0.37178348,0.35997701,0.35207776,0.34368122,0.33499481,0.33520835,0.34283821,0.35765480,0.37686965,0.40227096,0.44058514,0.47839825,0.50740000,0.53280000,0.55420000,0.34362286
5.0,30.0,90.0,5.0,200.0,200.0,200.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34368150,0.34708444,0.36028556,0.37178289,0.38477790,0.38776934,0.38346625,0.37186587,0.36006584,0.35216784,0.34377023,0.33507561,0.33527994,0.34288812,0.35769183,0.37689369,0.40228978,0.44059179,0.47839899,0.50740000,0.53280000,0.55420000,0.34368173
5.0,30.0,90.0,10.0,200.0,200.0,200.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34328721,0.34671534,0.35993269,0.37142355,0.38439986,0.38737900,0.38305936,0.37141574,0.35956131,0.35163502,0.34322394,0.33454993,0.33479487,0.34251844,0.35740788,0.37673616,0.40221317,0.44057422,0.47839718,0.50740000,0.53280000,0.55420000,0.34329221
5.0,30.0,90.0,10.0,200.0,200.0,200.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34359934,0.34701099,0.36021625,0.37170761,0.38469159,0.38766875,0.38335921,0.37175218,0.35994460,0.35204610,0.34365092,0.33496884,0.33518663,0.34282515,0.35764625,0.37686514,0.40226772,0.44058433,0.47839821,0.50740000,0.53280000,0.55420000,0.34360056
5.0,30.0,90.0,10.0,200.0,200.0,200.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34367615,0.34707995,0.36028139,0.37177798,0.38477162,0.38776079,0.38345696,0.37185671,0.36005684,0.35215951,0.34376263,0.33506959,0.33527519,0.34288561,0.35769029,0.37689275,0.40228864,0.44059135,0.47839897,0.50740000,0.53280000,0.55420000,0.34367644
5.0,30.0,90.0,15.0,200.0,200.0,200.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34328772,0.34671582,0.35993317,0.37142407,0.38440042,0.38737962,0.38306002,0.37141646,0.35956209,0.35162262,0.34319788,0.33449978,0.33472663,0.34245552,0.35735281,0.37671188,0.40220353,0.44057283,0.47839713,0.50740000,0.53280000,0.55420000,0.34329271
5.0,30.0,90.0,15.0,200.0,200.0,200.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34359946,0.34701111,0.36021636,0.37170773,0.38469174,0.38766894,0.38335942,0.37175240,0.35994483,0.35204272,0.34364417,0.33495688,0.33517132,0.34281281,0.35763612,0.37685997,0.40226414,0.44058349,0.47839818,0.50740000,0.53280000,0.55420000,0.34360068
5.0,30.0,90.0,15.0,200.0,200.0,200.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34367618,0.34707997,0.36028142,0.37177801,0.38477166,0.38776085,0.38345703,0.37185677,0.36005690,0.35215862,0.34376094,0.33506681,0.33527184,0.34288324,0.35768845,0.37689168,0.40228738,0.44059088,0.47839895,0.50740000,0.53280000,0.55420000,0.34367647
5.0,60.0,90.0,0.0,1.0,1.0,1.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.29135244,0.29584157,0.30552883,0.30910869,0.31088593,0.29074674,0.27507918,0.26171182,0.25976937,0.26260169,0.26504412,0.27315227,0.28540284,0.31153033,0.33594783,0.36502442,0.39563035,0.43858786,0.47816633,0.50740000,0.53280000,0.55420000,0.29156003
5.0,60.0,90.0,0.0,1.0,1.0,1.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.33093471,0.33523951,0.34781125,0.35641376,0.36477408,0.35754347,0.34885727,0.33826550,0.33115780,0.32779317,0.32341831,0.32032852,0.32410160,0.33674660,0.35369753,0.37437325,0.39982065,0.43937711,0.47825185,0.50740000,0.53280000,0.55420000,0.33098533
5.0,60.0,90.0,0.0,1.0,1.0,1.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34067607,0.34442765,0.35752529,0.36813283,0.37955756,0.37876157,0.37291032,0.36204900,0.35206170,0.34577800,0.33869111,0.33167481,0.33284945,0.34171695,0.35697663,0.37637465,0.40142766,0.43992468,0.47831491,0.50740000,0.53280000,0.55420000,0.34068806
5.0,60.0,90.0,5.0,1.0,1.0,1.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.29583423,0.30056908,0.31098383,0.31573735,0.31899837,0.30197013,0.28802595,0.27373523,0.26892404,0.26926815,0.26994383,0.27607028,0.28738203,0.31253701,0.33658931,0.36535860,0.39578901,0.43858043,0.47816386,0.50740000,0.53280000,0.55420000,0.29606324
5.0,60.0,90.0,5.0,1.0,1.0,1.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.33202762,0.33633339,0.34905509,0.35804063,0.36697202,0.36104239,0.35299404,0.34193560,0.33379863,0.32960913,0.32468633,0.32102432,0.32454579,0.33694407,0.35381556,0.37444435,0.39987963,0.43937259,0.47825028,0.50740000,0.53280000,0.55420000,0.33208347
5.0,60.0,90.0,5.0,1.0,1.0,1.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34093497,0.34467412,0.35780164,0.36852058,0.38013295,0.37980678,0.37417486,0.36312391,0.35279515,0.34625582,0.33900895,0.33183615,0.33294665,0.34175491,0.35699796,0.37638944,0.40144841,0.43992219,0.47831401,0.50740000,0.53280000,0.55420000,0.34094820
5.0,60.0,90.0,10.0,1.0,1.0,1.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.30270958,0.30774769,0.31919246,0.32565333,0.33110842,0.31863413,0.30700651,0.29130274,0.28246712,0.27934535,0.27753285,0.28083292,0.29075092,0.31433442,0.33774159,0.36594164,0.39606313,0.43858462,0.47816147,0.50740000,0.53280000,0.55420000,0.30295708
5.0,60.0,90.0,10.0,1.0,1.0,1.0,500.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.33370422,0.33799442,0.35092679,0.36047429,0.37025306,0.36623742,0.35905872,0.34729801,0.33770538,0.33235419,0.32665034,0.32215998,0.32530187,0.33729664,0.35402759,0.37456840,0.39998154,0.43937514,0.47824877,0.50740000,0.53280000,0.55420000,0.33376457
5.0,60.0,90.0,10.0,1.0,1.0,1.0,700.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.34133213,0.34504838,0.35821749,0.36910062,0.38099187,0.38135868,0.37602873,0.36469448,0.35388020,0.34697811,0.33950125,0.33209948,0.33311210,0.34182270,0.35703628,0.37641523,0.40148427,0.43992359,0.47831314,0.50740000,0.53280000,0.55420000,0.34134643
5.0,60.0,90.0,15.0,1.0,1.0,1.0,300.0,0,100.0,INTER_EVENT_STDDEV,5.0,0.31457554,0.31973232,0.33239871,0.34111185,0.34958303,0.34325294,0.33453574,0.31792351,0.30477861,0.29674462,0.29094904,0.28909589,0.29602013,0.31671229,0.33890846,0.36652670,0.39633742,0.43858925,0.47815908,0.50740000,0.53280000,0.55420000,0.31481419
