rup_mag,dist_azimuth,dist_repi,result_type,damping,pga,pgv
6,30,15,MEAN,5,1.327956E-01,6.096007E+00
6,30,30,MEAN,5,7.223000E-02,3.516218E+00
6,30,50,MEAN,5,3.694579E-02,1.900985E+00
6,30,100,MEAN,5,1.180074E-02,1.502645E+00
6,30,200,MEAN,5,3.163340E-03,5.050253E+00
6,60,5,MEAN,5,1.323877E-01,6.373605E+00
6,60,10,MEAN,5,1.120927E-01,5.526263E+00
6,60,15,MEAN,5,9.122024E-02,4.599649E+00
6,60,30,MEAN,5,4.891551E-02,2.610447E+00
6,60,50,MEAN,5,2.508291E-02,1.416170E+00
6,60,100,MEAN,5,8.388789E-03,1.927090E+00
6,60,200,MEAN,5,2.478360E-03,5.902017E+00
6,90,5,MEAN,5,1.145231E-01,5.774738E+00
6,90,10,MEAN,5,9.801618E-02,5.008387E+00
6,90,15,MEAN,5,8.000613E-02,4.159464E+00
6,90,30,MEAN,5,4.279404E-02,2.346689E+00
6,90,50,MEAN,5,2.194704E-02,1.273981E+00
6,90,100,MEAN,5,7.435478E-03,2.112732E+00
6,90,200,MEAN,5,2.264258E-03,6.269325E+00
6,120,5,MEAN,5,1.323877E-01,6.373605E+00
6,120,10,MEAN,5,1.120927E-01,5.526263E+00
6,120,15,MEAN,5,9.122024E-02,4.599649E+00
6,120,30,MEAN,5,4.891551E-02,2.610447E+00
6,120,50,MEAN,5,2.508291E-02,1.416170E+00
6,120,100,MEAN,5,8.388789E-03,1.927090E+00
6,120,200,MEAN,5,2.478360E-03,5.902017E+00
6,150,5,MEAN,5,1.919001E-01,8.325476E+00
6,150,10,MEAN,5,1.624551E-01,7.263748E+00
6,150,15,MEAN,5,1.327956E-01,6.096007E+00
6,150,30,MEAN,5,7.223000E-02,3.516218E+00
6,150,50,MEAN,5,3.694579E-02,1.900985E+00
6,150,100,MEAN,5,1.180074E-02,1.502645E+00
6,150,200,MEAN,5,3.163340E-03,5.050253E+00
6,180,5,MEAN,5,2.503681E-01,1.008945E+01
6,180,10,MEAN,5,2.195055E-01,8.947952E+00
6,180,15,MEAN,5,1.838330E-01,7.610766E+00
6,180,30,MEAN,5,1.024258E-01,4.462708E+00
6,180,50,MEAN,5,5.185223E-02,2.397597E+00
6,180,100,MEAN,5,1.560805E-02,1.247684E+00
6,180,200,MEAN,5,3.792153E-03,4.538410E+00
6,210,5,MEAN,5,1.919001E-01,8.325476E+00
6,210,10,MEAN,5,1.624551E-01,7.263748E+00
6,210,15,MEAN,5,1.327956E-01,6.096007E+00
6,210,30,MEAN,5,7.223000E-02,3.516218E+00
6,210,50,MEAN,5,3.694579E-02,1.900985E+00
6,210,100,MEAN,5,1.180074E-02,1.502645E+00
6,210,200,MEAN,5,3.163340E-03,5.050253E+00
6,240,5,MEAN,5,1.323877E-01,6.373605E+00
6,240,10,MEAN,5,1.120927E-01,5.526263E+00
6,240,15,MEAN,5,9.122024E-02,4.599649E+00
6,240,30,MEAN,5,4.891551E-02,2.610447E+00
6,240,50,MEAN,5,2.508291E-02,1.416170E+00
6,240,100,MEAN,5,8.388789E-03,1.927090E+00
6,240,200,MEAN,5,2.478360E-03,5.902017E+00
6,270,5,MEAN,5,1.145231E-01,5.774738E+00
6,270,10,MEAN,5,9.801618E-02,5.008387E+00
6,270,15,MEAN,5,8.000613E-02,4.159464E+00
6,270,30,MEAN,5,4.279404E-02,2.346689E+00
6,270,50,MEAN,5,2.194704E-02,1.273981E+00
6,270,100,MEAN,5,7.435478E-03,2.112732E+00
6,270,200,MEAN,5,2.264258E-03,6.269325E+00
6,300,5,MEAN,5,1.323877E-01,6.373605E+00
6,300,10,MEAN,5,1.120927E-01,5.526263E+00
6,300,15,MEAN,5,9.122024E-02,4.599649E+00
6,300,30,MEAN,5,4.891551E-02,2.610447E+00
6,300,50,MEAN,5,2.508291E-02,1.416170E+00
6,300,100,MEAN,5,8.388789E-03,1.927090E+00
6,300,200,MEAN,5,2.478360E-03,5.902017E+00
6,330,5,MEAN,5,1.919001E-01,8.325476E+00
6,330,10,MEAN,5,1.624551E-01,7.263748E+00
6,330,15,MEAN,5,1.327956E-01,6.096007E+00
6,330,30,MEAN,5,7.223000E-02,3.516218E+00
6,330,50,MEAN,5,3.694579E-02,1.900985E+00
6,330,100,MEAN,5,1.180074E-02,1.502645E+00
6,330,200,MEAN,5,3.163340E-03,5.050253E+00
7,0,5,MEAN,5,3.784611E-01,2.492715E+01
7,0,10,MEAN,5,3.408941E-01,2.265876E+01
7,0,15,MEAN,5,2.955465E-01,1.989100E+01
7,0,30,MEAN,5,1.820685E-01,1.278321E+01
7,0,50,MEAN,5,1.012286E-01,7.481224E+00
7,0,100,MEAN,5,3.428145E-02,2.784820E+00
7,0,200,MEAN,5,9.064511E-03,1.209103E+00
7,30,5,MEAN,5,3.413936E-01,2.227199E+01
7,30,10,MEAN,5,3.029284E-01,1.995593E+01
7,30,15,MEAN,5,2.586515E-01,1.727730E+01
7,30,30,MEAN,5,1.550092E-01,1.083513E+01
7,30,50,MEAN,5,8.554200E-02,6.300619E+00
7,30,100,MEAN,5,2.970999E-02,2.401627E+00
7,30,200,MEAN,5,8.381595E-03,1.319906E+00
7,60,5,MEAN,5,2.833972E-01,1.846499E+01
7,60,10,MEAN,5,2.488871E-01,1.640330E+01
7,60,15,MEAN,5,2.100782E-01,1.405604E+01
7,60,30,MEAN,5,1.227951E-01,8.610552E+00
7,60,50,MEAN,5,6.730114E-02,4.970841E+00
7,60,100,MEAN,5,2.413452E-02,1.947528E+00
7,60,200,MEAN,5,7.425067E-03,1.507037E+00
7,90,5,MEAN,5,2.605699E-01,1.705884E+01
7,90,10,MEAN,5,2.290822E-01,1.516292E+01
7,90,15,MEAN,5,1.931307E-01,1.297064E+01
7,90,30,MEAN,5,1.121860E-01,7.891389E+00
7,90,50,MEAN,5,6.137881E-02,4.545216E+00
7,90,100,MEAN,5,2.226614E-02,1.797671E+00
7,90,200,MEAN,5,7.071777E-03,1.588387E+00
7,120,5,MEAN,5,2.833972E-01,1.846499E+01
7,120,10,MEAN,5,2.488871E-01,1.640330E+01
7,120,15,MEAN,5,2.100782E-01,1.405604E+01
7,120,30,MEAN,5,1.227951E-01,8.610552E+00
7,120,50,MEAN,5,6.730114E-02,4.970841E+00
7,120,100,MEAN,5,2.413452E-02,1.947528E+00
7,120,200,MEAN,5,7.425067E-03,1.507037E+00
7,150,5,MEAN,5,3.413936E-01,2.227199E+01
7,150,10,MEAN,5,3.029284E-01,1.995593E+01
7,150,15,MEAN,5,2.586515E-01,1.727730E+01
7,150,30,MEAN,5,1.550092E-01,1.083513E+01
7,150,50,MEAN,5,8.554200E-02,6.300619E+00
7,150,100,MEAN,5,2.970999E-02,2.401627E+00
7,150,200,MEAN,5,8.381595E-03,1.319906E+00
7,180,5,MEAN,5,3.784611E-01,2.492715E+01
7,180,10,MEAN,5,3.408941E-01,2.265876E+01
7,180,15,MEAN,5,2.955465E-01,1.989100E+01
7,180,30,MEAN,5,1.820685E-01,1.278321E+01
7,180,50,MEAN,5,1.012286E-01,7.481224E+00
7,180,100,MEAN,5,3.428145E-02,2.784820E+00
7,180,200,MEAN,5,9.064511E-03,1.209103E+00
7,210,5,MEAN,5,3.413936E-01,2.227199E+01
7,210,10,MEAN,5,3.029284E-01,1.995593E+01
7,210,15,MEAN,5,2.586515E-01,1.727730E+01
7,210,30,MEAN,5,1.550092E-01,1.083513E+01
7,210,50,MEAN,5,8.554200E-02,6.300619E+00
7,210,100,MEAN,5,2.970999E-02,2.401627E+00
7,210,200,MEAN,5,8.381595E-03,1.319906E+00
7,240,5,MEAN,5,2.833972E-01,1.846499E+01
7,240,10,MEAN,5,2.488871E-01,1.640330E+01
7,240,15,MEAN,5,2.100782E-01,1.405604E+01
7,240,30,MEAN,5,1.227951E-01,8.610552E+00
7,240,50,MEAN,5,6.730114E-02,4.970841E+00
7,240,100,MEAN,5,2.413452E-02,1.947528E+00
7,240,200,MEAN,5,7.425067E-03,1.507037E+00
7,270,5,MEAN,5,2.605699E-01,1.705884E+01
7,270,10,MEAN,5,2.290822E-01,1.516292E+01
7,270,15,MEAN,5,1.931307E-01,1.297064E+01
7,270,30,MEAN,5,1.121860E-01,7.891389E+00
7,270,50,MEAN,5,6.137881E-02,4.545216E+00
7,270,100,MEAN,5,2.226614E-02,1.797671E+00
7,270,200,MEAN,5,7.071777E-03,1.588387E+00
7,300,5,MEAN,5,2.833972E-01,1.846499E+01
7,300,10,MEAN,5,2.488871E-01,1.640330E+01
7,300,15,MEAN,5,2.100782E-01,1.405604E+01
7,300,30,MEAN,5,1.227951E-01,8.610552E+00
7,300,50,MEAN,5,6.730114E-02,4.970841E+00
7,300,100,MEAN,5,2.413452E-02,1.947528E+00
7,300,200,MEAN,5,7.425067E-03,1.507037E+00
7,330,5,MEAN,5,3.413936E-01,2.227199E+01
7,330,10,MEAN,5,3.029284E-01,1.995593E+01
7,330,15,MEAN,5,2.586515E-01,1.727730E+01
7,330,30,MEAN,5,1.550092E-01,1.083513E+01
7,330,50,MEAN,5,8.554200E-02,6.300619E+00
7,330,100,MEAN,5,2.970999E-02,2.401627E+00
7,330,200,MEAN,5,8.381595E-03,1.319906E+00
8,0,5,MEAN,5,5.143150E-01,4.305378E+01
8,0,10,MEAN,5,4.744593E-01,3.999820E+01
8,0,15,MEAN,5,4.244397E-01,3.613125E+01
8,0,30,MEAN,5,2.878317E-01,2.534760E+01
8,0,50,MEAN,5,1.763534E-01,1.620925E+01
8,0,100,MEAN,5,6.827173E-02,6.817330E+00
8,0,200,MEAN,5,2.005579E-02,2.228821E+00
8,30,5,MEAN,5,4.813440E-01,4.005866E+01
8,30,10,MEAN,5,4.396138E-01,3.683585E+01
8,30,15,MEAN,5,3.888966E-01,3.292178E+01
8,30,30,MEAN,5,2.573530E-01,2.258043E+01
8,30,50,MEAN,5,1.556819E-01,1.427263E+01
8,30,100,MEAN,5,6.079920E-02,6.051994E+00
8,30,200,MEAN,5,1.871734E-02,2.066243E+00
8,60,5,MEAN,5,4.251941E-01,3.525402E+01
8,60,10,MEAN,5,3.846304E-01,3.215160E+01
8,60,15,MEAN,5,3.364173E-01,2.844473E+01
8,60,30,MEAN,5,2.164487E-01,1.900927E+01
8,60,50,MEAN,5,1.289291E-01,1.183907E+01
8,60,100,MEAN,5,5.099796E-02,5.072241E+00
8,60,200,MEAN,5,1.677738E-02,1.836805E+00
8,90,5,MEAN,5,4.012804E-01,3.329848E+01
8,90,10,MEAN,5,3.626523E-01,3.035379E+01
8,90,15,MEAN,5,3.164031E-01,2.679246E+01
8,90,30,MEAN,5,2.017935E-01,1.775521E+01
8,90,50,MEAN,5,1.195835E-01,1.100158E+01
8,90,100,MEAN,5,4.754491E-02,4.731779E+00
8,90,200,MEAN,5,1.604254E-02,1.751474E+00
8,120,5,MEAN,5,4.251941E-01,3.525402E+01
8,120,10,MEAN,5,3.846304E-01,3.215160E+01
8,120,15,MEAN,5,3.364173E-01,2.844473E+01
8,120,30,MEAN,5,2.164487E-01,1.900927E+01
8,120,50,MEAN,5,1.289291E-01,1.183907E+01
8,120,100,MEAN,5,5.099796E-02,5.072241E+00
8,120,200,MEAN,5,1.677738E-02,1.836805E+00
8,150,5,MEAN,5,4.813440E-01,4.005866E+01
8,150,10,MEAN,5,4.396138E-01,3.683585E+01
8,150,15,MEAN,5,3.888966E-01,3.292178E+01
8,150,30,MEAN,5,2.573530E-01,2.258043E+01
8,150,50,MEAN,5,1.556819E-01,1.427263E+01
8,150,100,MEAN,5,6.079920E-02,6.051994E+00
8,150,200,MEAN,5,1.871734E-02,2.066243E+00
8,180,5,MEAN,5,5.143150E-01,4.305378E+01
8,180,10,MEAN,5,4.744593E-01,3.999820E+01
8,180,15,MEAN,5,4.244397E-01,3.613125E+01
8,180,30,MEAN,5,2.878317E-01,2.534760E+01
8,180,50,MEAN,5,1.763534E-01,1.620925E+01
8,180,100,MEAN,5,6.827173E-02,6.817330E+00
8,180,200,MEAN,5,2.005579E-02,2.228821E+00
8,210,5,MEAN,5,4.813440E-01,4.005866E+01
8,210,10,MEAN,5,4.396138E-01,3.683585E+01
8,210,15,MEAN,5,3.888966E-01,3.292178E+01
8,210,30,MEAN,5,2.573530E-01,2.258043E+01
8,210,50,MEAN,5,1.556819E-01,1.427263E+01
8,210,100,MEAN,5,6.079920E-02,6.051994E+00
8,210,200,MEAN,5,1.871734E-02,2.066243E+00
8,240,5,MEAN,5,4.251941E-01,3.525402E+01
8,240,10,MEAN,5,3.846304E-01,3.215160E+01
8,240,15,MEAN,5,3.364173E-01,2.844473E+01
8,240,30,MEAN,5,2.164487E-01,1.900927E+01
8,240,50,MEAN,5,1.289291E-01,1.183907E+01
8,240,100,MEAN,5,5.099796E-02,5.072241E+00
8,240,200,MEAN,5,1.677738E-02,1.836805E+00
8,270,5,MEAN,5,4.012804E-01,3.329848E+01
8,270,10,MEAN,5,3.626523E-01,3.035379E+01
8,270,15,MEAN,5,3.164031E-01,2.679246E+01
8,270,30,MEAN,5,2.017935E-01,1.775521E+01
8,270,50,MEAN,5,1.195835E-01,1.100158E+01
8,270,100,MEAN,5,4.754491E-02,4.731779E+00
8,270,200,MEAN,5,1.604254E-02,1.751474E+00
8,300,5,MEAN,5,4.251941E-01,3.525402E+01
8,300,10,MEAN,5,3.846304E-01,3.215160E+01
8,300,15,MEAN,5,3.364173E-01,2.844473E+01
8,300,30,MEAN,5,2.164487E-01,1.900927E+01
8,300,50,MEAN,5,1.289291E-01,1.183907E+01
8,300,100,MEAN,5,5.099796E-02,5.072241E+00
8,300,200,MEAN,5,1.677738E-02,1.836805E+00
8,330,5,MEAN,5,4.813440E-01,4.005866E+01
8,330,10,MEAN,5,4.396138E-01,3.683585E+01
8,330,15,MEAN,5,3.888966E-01,3.292178E+01
8,330,30,MEAN,5,2.573530E-01,2.258043E+01
8,330,50,MEAN,5,1.556819E-01,1.427263E+01
8,330,100,MEAN,5,6.079920E-02,6.051994E+00
8,330,200,MEAN,5,1.871734E-02,2.066243E+00
