rup_mag,dist_repi,rup_hypo_depth,result_type,mmi 
6.6,3,40,MEAN,7.139
6.6,4,5,MEAN,6.943
6.6,4,10,MEAN,7.081
6.6,4,15,MEAN,7.113
6.6,4,20,MEAN,7.125
6.6,4,30,MEAN,7.134
6.6,4,40,MEAN,7.137
6.6,5,5,MEAN,6.862
6.6,5,10,MEAN,7.05
6.6,5,15,MEAN,7.098
6.6,5,20,MEAN,7.116
6.6,5,30,MEAN,7.13
6.6,5,40,MEAN,7.135
6.6,6,5,MEAN,6.782
6.6,6,10,MEAN,7.015
6.6,6,15,MEAN,7.08
6.6,6,20,MEAN,7.105
6.6,6,30,MEAN,7.124
6.6,6,40,MEAN,7.132
6.6,7,5,MEAN,6.703
6.6,7,10,MEAN,6.978
6.6,7,15,MEAN,7.059
6.6,7,20,MEAN,7.092
6.6,7,30,MEAN,7.118
6.6,7,40,MEAN,7.128
6.6,8,5,MEAN,6.628
6.6,8,10,MEAN,6.938
6.6,8,15,MEAN,7.037
6.6,8,20,MEAN,7.078
6.6,8,30,MEAN,7.111
6.6,8,40,MEAN,7.124
6.6,9,5,MEAN,6.556
6.6,9,10,MEAN,6.897
6.6,9,15,MEAN,7.012
6.6,9,20,MEAN,7.063
6.6,9,30,MEAN,7.103
6.6,9,40,MEAN,7.119
6.6,10,5,MEAN,6.488
6.6,10,10,MEAN,6.855
6.6,10,15,MEAN,6.987
6.6,10,20,MEAN,7.046
6.6,10,30,MEAN,7.095
6.6,10,40,MEAN,7.114
6.6,11,5,MEAN,6.424
6.6,11,10,MEAN,6.814
6.6,11,15,MEAN,6.96
6.6,11,20,MEAN,7.028
6.6,11,30,MEAN,7.086
6.6,11,40,MEAN,7.108
6.6,12,5,MEAN,6.364
6.6,12,10,MEAN,6.772
6.6,12,15,MEAN,6.933
6.6,12,20,MEAN,7.01
6.6,12,30,MEAN,7.076
6.6,12,40,MEAN,7.102
6.6,14,5,MEAN,6.252
6.6,14,10,MEAN,6.691
6.6,14,15,MEAN,6.877
6.6,14,20,MEAN,6.97
6.6,14,30,MEAN,7.054
6.6,14,40,MEAN,7.088
6.6,16,5,MEAN,6.151
6.6,16,10,MEAN,6.612
6.6,16,15,MEAN,6.819
6.6,16,20,MEAN,6.928
6.6,16,30,MEAN,7.03
6.6,16,40,MEAN,7.073
6.6,18,5,MEAN,6.059
6.6,18,10,MEAN,6.538
6.6,18,15,MEAN,6.762
6.6,18,20,MEAN,6.885
6.6,18,30,MEAN,7.004
6.6,18,40,MEAN,7.056
6.6,20,5,MEAN,5.975
6.6,20,10,MEAN,6.467
6.6,20,15,MEAN,6.706
6.6,20,20,MEAN,6.841
6.6,20,30,MEAN,6.976
6.6,20,40,MEAN,7.038
6.6,22,5,MEAN,5.897
6.6,22,10,MEAN,6.4
6.6,22,15,MEAN,6.651
6.6,22,20,MEAN,6.797
6.6,22,30,MEAN,6.948
6.6,22,40,MEAN,7.019
6.6,25,5,MEAN,5.791
6.6,25,10,MEAN,6.305
6.6,25,15,MEAN,6.571
6.6,25,20,MEAN,6.731
6.6,25,30,MEAN,6.903
6.6,25,40,MEAN,6.988
6.6,28,5,MEAN,5.695
6.6,28,10,MEAN,6.218
6.6,28,15,MEAN,6.495
6.6,28,20,MEAN,6.666
6.6,28,30,MEAN,6.858
6.6,28,40,MEAN,6.955
6.6,32,5,MEAN,5.58
6.6,32,10,MEAN,6.11
6.6,32,15,MEAN,6.398
6.6,32,20,MEAN,6.582
6.6,32,30,MEAN,6.796
6.6,32,40,MEAN,6.909
6.6,35,5,MEAN,5.5
6.6,35,10,MEAN,6.036
6.6,35,15,MEAN,6.33
6.6,35,20,MEAN,6.521
6.6,35,30,MEAN,6.749
6.6,35,40,MEAN,6.873
6.6,40,5,MEAN,5.38
6.6,40,10,MEAN,5.921
6.6,40,15,MEAN,6.224
6.6,40,20,MEAN,6.424
6.6,40,30,MEAN,6.672
6.6,40,40,MEAN,6.812
6.6,45,5,MEAN,5.272
6.6,45,10,MEAN,5.817
6.6,45,15,MEAN,6.125
6.6,45,20,MEAN,6.333
6.6,45,30,MEAN,6.596
6.6,45,40,MEAN,6.751
6.6,50,5,MEAN,5.173
6.6,50,10,MEAN,5.721
6.6,50,15,MEAN,6.034
6.6,50,20,MEAN,6.247
6.6,50,30,MEAN,6.522
6.6,50,40,MEAN,6.689
6.6,56,5,MEAN,5.064
6.6,56,10,MEAN,5.614
6.6,56,15,MEAN,5.932
6.6,56,20,MEAN,6.15
6.6,56,30,MEAN,6.437
6.6,56,40,MEAN,6.616
6.6,63,5,MEAN,4.948
6.6,63,10,MEAN,5.501
6.6,63,15,MEAN,5.821
6.6,63,20,MEAN,6.044
6.6,63,30,MEAN,6.342
6.6,63,40,MEAN,6.533
6.6,71,5,MEAN,4.827
6.6,71,10,MEAN,5.381
6.6,71,15,MEAN,5.705
6.6,71,20,MEAN,5.931
6.6,71,30,MEAN,6.238
6.6,71,40,MEAN,6.44
6.6,79,5,MEAN,4.716
6.6,79,10,MEAN,5.272
6.6,79,15,MEAN,5.597
6.6,79,20,MEAN,5.826
6.6,79,30,MEAN,6.14
6.6,79,40,MEAN,6.35
6.6,89,5,MEAN,4.589
6.6,89,10,MEAN,5.145
6.6,89,15,MEAN,5.472
6.6,89,20,MEAN,5.704
6.6,89,30,MEAN,6.025
6.6,89,40,MEAN,6.243
6.6,100,5,MEAN,4.459
6.6,100,10,MEAN,5.017
6.6,100,15,MEAN,5.346
6.6,100,20,MEAN,5.579
6.6,100,30,MEAN,5.906
6.6,100,40,MEAN,6.13
6.6,112,5,MEAN,4.329
6.6,112,10,MEAN,4.888
6.6,112,15,MEAN,5.218
6.6,112,20,MEAN,5.453
6.6,112,30,MEAN,5.783
6.6,112,40,MEAN,6.014
6.6,126,5,MEAN,4.189
6.6,126,10,MEAN,4.748
6.6,126,15,MEAN,5.079
6.6,126,20,MEAN,5.315
6.6,126,30,MEAN,5.65
6.6,126,40,MEAN,5.885
6.6,141,5,MEAN,4.049
6.6,141,10,MEAN,4.608
6.6,141,15,MEAN,4.94
6.6,141,20,MEAN,5.178
6.6,141,30,MEAN,5.515
6.6,141,40,MEAN,5.754
6.6,158,5,MEAN,3.901
6.6,158,10,MEAN,4.461
6.6,158,15,MEAN,4.793
6.6,158,20,MEAN,5.032
6.6,158,30,MEAN,5.372
6.6,158,40,MEAN,5.614
6.6,178,5,MEAN,3.738
6.6,178,10,MEAN,4.298
6.6,178,15,MEAN,4.632
6.6,178,20,MEAN,4.871
6.6,178,30,MEAN,5.213
6.6,178,40,MEAN,5.459
6.6,200,5,MEAN,3.571
6.6,200,10,MEAN,4.131
6.6,200,15,MEAN,4.465
6.6,200,20,MEAN,4.705
6.6,200,30,MEAN,5.049
6.6,200,40,MEAN,5.297
6.6,224,5,MEAN,3.399
6.6,224,10,MEAN,3.96
6.6,224,15,MEAN,4.294
6.6,224,20,MEAN,4.534
6.6,224,30,MEAN,4.88
6.6,224,40,MEAN,5.13
6.6,250,5,MEAN,3.224
6.6,250,10,MEAN,3.784
6.6,250,15,MEAN,4.118
6.6,250,20,MEAN,4.359
6.6,250,30,MEAN,4.706
6.6,250,40,MEAN,4.957
6.7,1.00E-01,5,MEAN,7.231
6.7,1.00E-01,10,MEAN,7.232
6.7,1.00E-01,15,MEAN,7.232
6.7,1.00E-01,20,MEAN,7.232
6.7,1.00E-01,30,MEAN,7.232
6.7,1.00E-01,40,MEAN,7.232
6.7,1,5,MEAN,7.216
6.7,1,10,MEAN,7.228
6.7,1,15,MEAN,7.23
6.7,1,20,MEAN,7.231
6.7,1,30,MEAN,7.231
6.7,1,40,MEAN,7.231
6.7,2,5,MEAN,7.172
6.7,2,10,MEAN,7.216
6.7,2,15,MEAN,7.224
6.7,2,20,MEAN,7.227
6.7,2,30,MEAN,7.23
6.7,2,40,MEAN,7.23
6.7,3,5,MEAN,7.108
6.7,3,10,MEAN,7.196
6.7,3,15,MEAN,7.215
6.7,3,20,MEAN,7.222
6.7,3,30,MEAN,7.227
6.7,3,40,MEAN,7.229
6.7,4,5,MEAN,7.032
6.7,4,10,MEAN,7.171
6.7,4,15,MEAN,7.203
6.7,4,20,MEAN,7.215
6.7,4,30,MEAN,7.224
6.7,4,40,MEAN,7.227
6.7,5,5,MEAN,6.952
6.7,5,10,MEAN,7.14
6.7,5,15,MEAN,7.187
6.7,5,20,MEAN,7.206
6.7,5,30,MEAN,7.219
6.7,5,40,MEAN,7.224
6.7,6,5,MEAN,6.872
6.7,6,10,MEAN,7.105
6.7,6,15,MEAN,7.169
6.7,6,20,MEAN,7.195
6.7,6,30,MEAN,7.214
6.7,6,40,MEAN,7.221
6.7,7,5,MEAN,6.793
6.7,7,10,MEAN,7.067
6.7,7,15,MEAN,7.149
6.7,7,20,MEAN,7.182
6.7,7,30,MEAN,7.208
6.7,7,40,MEAN,7.218
6.7,8,5,MEAN,6.718
6.7,8,10,MEAN,7.028
6.7,8,15,MEAN,7.126
6.7,8,20,MEAN,7.168
6.7,8,30,MEAN,7.201
6.7,8,40,MEAN,7.213
6.7,9,5,MEAN,6.646
6.7,9,10,MEAN,6.987
6.7,9,15,MEAN,7.102
6.7,9,20,MEAN,7.153
6.7,9,30,MEAN,7.193
6.7,9,40,MEAN,7.209
6.7,10,5,MEAN,6.578
6.7,10,10,MEAN,6.945
6.7,10,15,MEAN,7.077
6.7,10,20,MEAN,7.136
6.7,10,30,MEAN,7.185
6.7,10,40,MEAN,7.204
6.7,11,5,MEAN,6.514
6.7,11,10,MEAN,6.903
6.7,11,15,MEAN,7.05
6.7,11,20,MEAN,7.118
6.7,11,30,MEAN,7.175
6.7,11,40,MEAN,7.198
6.7,12,5,MEAN,6.453
6.7,12,10,MEAN,6.862
6.7,12,15,MEAN,7.023
6.7,12,20,MEAN,7.099
6.7,12,30,MEAN,7.165
6.7,12,40,MEAN,7.192
6.7,14,5,MEAN,6.342
6.7,14,10,MEAN,6.78
6.7,14,15,MEAN,6.966
6.7,14,20,MEAN,7.06
6.7,14,30,MEAN,7.143
6.7,14,40,MEAN,7.178
6.7,16,5,MEAN,6.241
6.7,16,10,MEAN,6.702
6.7,16,15,MEAN,6.909
6.7,16,20,MEAN,7.018
6.7,16,30,MEAN,7.119
6.7,16,40,MEAN,7.163
6.7,18,5,MEAN,6.149
6.7,18,10,MEAN,6.628
6.7,18,15,MEAN,6.852
6.7,18,20,MEAN,6.975
6.7,18,30,MEAN,7.094
6.7,18,40,MEAN,7.146
6.7,20,5,MEAN,6.065
6.7,20,10,MEAN,6.557
6.7,20,15,MEAN,6.796
6.7,20,20,MEAN,6.931
6.7,20,30,MEAN,7.066
6.7,20,40,MEAN,7.128
6.7,22,5,MEAN,5.987
6.7,22,10,MEAN,6.49
6.7,22,15,MEAN,6.741
6.7,22,20,MEAN,6.887
6.7,22,30,MEAN,7.038
6.7,22,40,MEAN,7.108
6.7,25,5,MEAN,5.881
6.7,25,10,MEAN,6.395
6.7,25,15,MEAN,6.661
6.7,25,20,MEAN,6.821
6.7,25,30,MEAN,6.993
6.7,25,40,MEAN,7.077
6.7,28,5,MEAN,5.785
6.7,28,10,MEAN,6.308
6.7,28,15,MEAN,6.584
6.7,28,20,MEAN,6.756
6.7,28,30,MEAN,6.947
6.7,28,40,MEAN,7.045
6.7,32,5,MEAN,5.669
6.7,32,10,MEAN,6.2
6.7,32,15,MEAN,6.488
6.7,32,20,MEAN,6.672
6.7,32,30,MEAN,6.885
6.7,32,40,MEAN,6.999
6.7,35,5,MEAN,5.59
6.7,35,10,MEAN,6.126
6.7,35,15,MEAN,6.42
6.7,35,20,MEAN,6.611
6.7,35,30,MEAN,6.839
6.7,35,40,MEAN,6.963
6.7,40,5,MEAN,5.47
6.7,40,10,MEAN,6.011
6.7,40,15,MEAN,6.314
6.7,40,20,MEAN,6.514
6.7,40,30,MEAN,6.761
6.7,40,40,MEAN,6.902
6.7,45,5,MEAN,5.362
6.7,45,10,MEAN,5.907
6.7,45,15,MEAN,6.215
6.7,45,20,MEAN,6.423
6.7,45,30,MEAN,6.686
6.7,45,40,MEAN,6.841
6.7,50,5,MEAN,5.263
6.7,50,10,MEAN,5.81
6.7,50,15,MEAN,6.124
6.7,50,20,MEAN,6.337
6.7,50,30,MEAN,6.612
6.7,50,40,MEAN,6.779
6.7,56,5,MEAN,5.154
6.7,56,10,MEAN,5.704
6.7,56,15,MEAN,6.021
6.7,56,20,MEAN,6.24
6.7,56,30,MEAN,6.527
6.7,56,40,MEAN,6.706
6.7,63,5,MEAN,5.038
6.7,63,10,MEAN,5.59
6.7,63,15,MEAN,5.911
6.7,63,20,MEAN,6.134
6.7,63,30,MEAN,6.431
6.7,63,40,MEAN,6.622
6.7,71,5,MEAN,4.917
6.7,71,10,MEAN,5.471
6.7,71,15,MEAN,5.795
6.7,71,20,MEAN,6.021
6.7,71,30,MEAN,6.328
6.7,71,40,MEAN,6.529
6.7,79,5,MEAN,4.806
6.7,79,10,MEAN,5.362
6.7,79,15,MEAN,5.687
6.7,79,20,MEAN,5.916
6.7,79,30,MEAN,6.23
6.7,79,40,MEAN,6.44
6.7,89,5,MEAN,4.678
6.7,89,10,MEAN,5.235
6.7,89,15,MEAN,5.562
6.7,89,20,MEAN,5.794
6.7,89,30,MEAN,6.115
6.7,89,40,MEAN,6.333
6.7,100,5,MEAN,4.549
6.7,100,10,MEAN,5.107
6.7,100,15,MEAN,5.436
6.7,100,20,MEAN,5.669
6.7,100,30,MEAN,5.995
6.7,100,40,MEAN,6.22
6.7,112,5,MEAN,4.419
6.7,112,10,MEAN,4.977
6.7,112,15,MEAN,5.307
6.7,112,20,MEAN,5.543
6.7,112,30,MEAN,5.873
6.7,112,40,MEAN,6.103
6.7,126,5,MEAN,4.278
6.7,126,10,MEAN,4.837
6.7,126,15,MEAN,5.168
6.7,126,20,MEAN,5.405
6.7,126,30,MEAN,5.739
6.7,126,40,MEAN,5.975
6.7,141,5,MEAN,4.139
6.7,141,10,MEAN,4.698
6.7,141,15,MEAN,5.03
6.7,141,20,MEAN,5.267
6.7,141,30,MEAN,5.605
6.7,141,40,MEAN,5.844
6.7,158,5,MEAN,3.991
6.7,158,10,MEAN,4.55
6.7,158,15,MEAN,4.883
6.7,158,20,MEAN,5.122
6.7,158,30,MEAN,5.461
6.7,158,40,MEAN,5.704
6.7,178,5,MEAN,3.828
6.7,178,10,MEAN,4.388
6.7,178,15,MEAN,4.721
6.7,178,20,MEAN,4.961
6.7,178,30,MEAN,5.303
6.7,178,40,MEAN,5.548
6.7,200,5,MEAN,3.661
6.7,200,10,MEAN,4.221
6.7,200,15,MEAN,4.555
6.7,200,20,MEAN,4.795
6.7,200,30,MEAN,5.139
6.7,200,40,MEAN,5.387
6.7,224,5,MEAN,3.489
6.7,224,10,MEAN,4.05
6.7,224,15,MEAN,4.384
6.7,224,20,MEAN,4.624
6.7,224,30,MEAN,4.97
6.7,224,40,MEAN,5.219
6.7,250,5,MEAN,3.313
6.7,250,10,MEAN,3.874
6.7,250,15,MEAN,4.208
6.7,250,20,MEAN,4.449
6.7,250,30,MEAN,4.796
6.7,250,40,MEAN,5.047
6.8,1.00E-01,5,MEAN,7.321
6.8,1.00E-01,10,MEAN,7.321
6.8,1.00E-01,15,MEAN,7.321
6.8,1.00E-01,20,MEAN,7.321
6.8,1.00E-01,30,MEAN,7.321
6.8,1.00E-01,40,MEAN,7.321
6.8,1,5,MEAN,7.306
6.8,1,10,MEAN,7.317
6.8,1,15,MEAN,7.32
6.8,1,20,MEAN,7.32
6.8,1,30,MEAN,7.321
6.8,1,40,MEAN,7.321
6.8,2,5,MEAN,7.262
6.8,2,10,MEAN,7.305
6.8,2,15,MEAN,7.314
6.8,2,20,MEAN,7.317
6.8,2,30,MEAN,7.319
6.8,2,40,MEAN,7.32
6.8,3,5,MEAN,7.198
6.8,3,10,MEAN,7.286
6.8,3,15,MEAN,7.305
6.8,3,20,MEAN,7.312
6.8,3,30,MEAN,7.317
6.8,3,40,MEAN,7.319
6.8,4,5,MEAN,7.122
6.8,4,10,MEAN,7.26
6.8,4,15,MEAN,7.293
6.8,4,20,MEAN,7.305
6.8,4,30,MEAN,7.314
6.8,4,40,MEAN,7.317
6.8,5,5,MEAN,7.042
6.8,5,10,MEAN,7.23
6.8,5,15,MEAN,7.277
6.8,5,20,MEAN,7.295
6.8,5,30,MEAN,7.309
6.8,5,40,MEAN,7.314
6.8,6,5,MEAN,6.961
6.8,6,10,MEAN,7.195
6.8,6,15,MEAN,7.259
6.8,6,20,MEAN,7.285
6.8,6,30,MEAN,7.304
6.8,6,40,MEAN,7.311
6.8,7,5,MEAN,6.883
6.8,7,10,MEAN,7.157
6.8,7,15,MEAN,7.239
6.8,7,20,MEAN,7.272
6.8,7,30,MEAN,7.298
6.8,7,40,MEAN,7.307
6.8,8,5,MEAN,6.807
6.8,8,10,MEAN,7.117
6.8,8,15,MEAN,7.216
6.8,8,20,MEAN,7.258
6.8,8,30,MEAN,7.291
6.8,8,40,MEAN,7.303
6.8,9,5,MEAN,6.736
6.8,9,10,MEAN,7.076
6.8,9,15,MEAN,7.192
6.8,9,20,MEAN,7.242
6.8,9,30,MEAN,7.283
6.8,9,40,MEAN,7.299
6.8,10,5,MEAN,6.668
6.8,10,10,MEAN,7.035
6.8,10,15,MEAN,7.167
6.8,10,20,MEAN,7.226
6.8,10,30,MEAN,7.274
6.8,10,40,MEAN,7.293
6.8,11,5,MEAN,6.604
6.8,11,10,MEAN,6.993
6.8,11,15,MEAN,7.14
6.8,11,20,MEAN,7.208
6.8,11,30,MEAN,7.265
6.8,11,40,MEAN,7.288
6.8,12,5,MEAN,6.543
6.8,12,10,MEAN,6.952
6.8,12,15,MEAN,7.113
6.8,12,20,MEAN,7.189
6.8,12,30,MEAN,7.255
6.8,12,40,MEAN,7.281
6.8,14,5,MEAN,6.431
6.8,14,10,MEAN,6.87
6.8,14,15,MEAN,7.056
6.8,14,20,MEAN,7.15
6.8,14,30,MEAN,7.233
6.8,14,40,MEAN,7.268
6.8,16,5,MEAN,6.33
6.8,16,10,MEAN,6.792
6.8,16,15,MEAN,6.999
6.8,16,20,MEAN,7.108
6.8,16,30,MEAN,7.209
6.8,16,40,MEAN,7.252
6.8,18,5,MEAN,6.239
6.8,18,10,MEAN,6.717
6.8,18,15,MEAN,6.942
6.8,18,20,MEAN,7.065
6.8,18,30,MEAN,7.183
6.8,18,40,MEAN,7.236
6.8,20,5,MEAN,6.155
6.8,20,10,MEAN,6.647
6.8,20,15,MEAN,6.886
6.8,20,20,MEAN,7.021
6.8,20,30,MEAN,7.156
6.8,20,40,MEAN,7.217
6.8,22,5,MEAN,6.077
6.8,22,10,MEAN,6.579
6.8,22,15,MEAN,6.83
6.8,22,20,MEAN,6.976
6.8,22,30,MEAN,7.128
6.8,22,40,MEAN,7.198
6.8,25,5,MEAN,5.971
6.8,25,10,MEAN,6.485
6.8,25,15,MEAN,6.75
6.8,25,20,MEAN,6.91
6.8,25,30,MEAN,7.083
6.8,25,40,MEAN,7.167
6.8,28,5,MEAN,5.875
6.8,28,10,MEAN,6.397
6.8,28,15,MEAN,6.674
6.8,28,20,MEAN,6.845
6.8,28,30,MEAN,7.037
6.8,28,40,MEAN,7.134
6.8,32,5,MEAN,5.759
6.8,32,10,MEAN,6.29
6.8,32,15,MEAN,6.578
6.8,32,20,MEAN,6.761
6.8,32,30,MEAN,6.975
6.8,32,40,MEAN,7.088
6.8,35,5,MEAN,5.68
6.8,35,10,MEAN,6.215
6.8,35,15,MEAN,6.51
6.8,35,20,MEAN,6.701
6.8,35,30,MEAN,6.928
6.8,35,40,MEAN,7.053
6.8,40,5,MEAN,5.56
6.8,40,10,MEAN,6.101
6.8,40,15,MEAN,6.404
6.8,40,20,MEAN,6.604
6.8,40,30,MEAN,6.851
6.8,40,40,MEAN,6.992
6.8,45,5,MEAN,5.452
6.8,45,10,MEAN,5.996
6.8,45,15,MEAN,6.305
6.8,45,20,MEAN,6.513
6.8,45,30,MEAN,6.775
6.8,45,40,MEAN,6.93
6.8,50,5,MEAN,5.353
6.8,50,10,MEAN,5.9
6.8,50,15,MEAN,6.213
6.8,50,20,MEAN,6.427
6.8,50,30,MEAN,6.702
6.8,50,40,MEAN,6.869
6.8,56,5,MEAN,5.244
6.8,56,10,MEAN,5.794
6.8,56,15,MEAN,6.111
6.8,56,20,MEAN,6.329
6.8,56,30,MEAN,6.616
6.8,56,40,MEAN,6.796
6.8,63,5,MEAN,5.128
6.8,63,10,MEAN,5.68
6.8,63,15,MEAN,6.001
6.8,63,20,MEAN,6.223
6.8,63,30,MEAN,6.521
6.8,63,40,MEAN,6.712
6.8,71,5,MEAN,5.007
6.8,71,10,MEAN,5.561
6.8,71,15,MEAN,5.884
6.8,71,20,MEAN,6.111
6.8,71,30,MEAN,6.418
6.8,71,40,MEAN,6.619
6.8,79,5,MEAN,4.896
6.8,79,10,MEAN,5.451
6.8,79,15,MEAN,5.777
6.8,79,20,MEAN,6.006
6.8,79,30,MEAN,6.32
6.8,79,40,MEAN,6.53
6.8,89,5,MEAN,4.768
6.8,89,10,MEAN,5.325
6.8,89,15,MEAN,5.652
6.8,89,20,MEAN,5.884
6.8,89,30,MEAN,6.204
6.8,89,40,MEAN,6.422
6.8,100,5,MEAN,4.639
6.8,100,10,MEAN,5.197
6.8,100,15,MEAN,5.525
6.8,100,20,MEAN,5.759
6.8,100,30,MEAN,6.085
6.8,100,40,MEAN,6.31
6.8,112,5,MEAN,4.509
6.8,112,10,MEAN,5.067
6.8,112,15,MEAN,5.397
6.8,112,20,MEAN,5.632
6.8,112,30,MEAN,5.963
6.8,112,40,MEAN,6.193
6.8,126,5,MEAN,4.368
6.8,126,10,MEAN,4.927
6.8,126,15,MEAN,5.258
6.8,126,20,MEAN,5.495
6.8,126,30,MEAN,5.829
6.8,126,40,MEAN,6.064
6.8,141,5,MEAN,4.228
6.8,141,10,MEAN,4.788
6.8,141,15,MEAN,5.12
6.8,141,20,MEAN,5.357
6.8,141,30,MEAN,5.695
6.8,141,40,MEAN,5.934
6.8,158,5,MEAN,4.08
6.8,158,10,MEAN,4.64
6.8,158,15,MEAN,4.973
6.8,158,20,MEAN,5.211
6.8,158,30,MEAN,5.551
6.8,158,40,MEAN,5.794
6.8,178,5,MEAN,3.918
6.8,178,10,MEAN,4.478
6.8,178,15,MEAN,4.811
6.8,178,20,MEAN,5.051
6.8,178,30,MEAN,5.393
6.8,178,40,MEAN,5.638
6.8,200,5,MEAN,3.751
6.8,200,10,MEAN,4.311
6.8,200,15,MEAN,4.645
6.8,200,20,MEAN,4.885
6.8,200,30,MEAN,5.229
6.8,200,40,MEAN,5.476
6.8,224,5,MEAN,3.579
6.8,224,10,MEAN,4.14
6.8,224,15,MEAN,4.473
6.8,224,20,MEAN,4.714
6.8,224,30,MEAN,5.059
6.8,224,40,MEAN,5.309
6.8,250,5,MEAN,3.403
6.8,250,10,MEAN,3.964
6.8,250,15,MEAN,4.298
6.8,250,20,MEAN,4.539
6.8,250,30,MEAN,4.886
6.8,250,40,MEAN,5.137
6.9,1.00E-01,5,MEAN,7.411
6.9,1.00E-01,10,MEAN,7.411
6.9,1.00E-01,15,MEAN,7.411
6.9,1.00E-01,20,MEAN,7.411
6.9,1.00E-01,30,MEAN,7.411
6.9,1.00E-01,40,MEAN,7.411
6.9,1,5,MEAN,7.395
6.9,1,10,MEAN,7.407
6.9,1,15,MEAN,7.409
6.9,1,20,MEAN,7.41
6.9,1,30,MEAN,7.411
6.9,1,40,MEAN,7.411
6.9,2,5,MEAN,7.352
6.9,2,10,MEAN,7.395
6.9,2,15,MEAN,7.404
6.9,2,20,MEAN,7.407
6.9,2,30,MEAN,7.409
6.9,2,40,MEAN,7.41
6.9,3,5,MEAN,7.288
6.9,3,10,MEAN,7.376
6.9,3,15,MEAN,7.395
6.9,3,20,MEAN,7.402
6.9,3,30,MEAN,7.407
6.9,3,40,MEAN,7.409
6.9,4,5,MEAN,7.212
6.9,4,10,MEAN,7.35
6.9,4,15,MEAN,7.382
6.9,4,20,MEAN,7.394
6.9,4,30,MEAN,7.403
6.9,4,40,MEAN,7.407
6.9,5,5,MEAN,7.132
6.9,5,10,MEAN,7.319
6.9,5,15,MEAN,7.367
6.9,5,20,MEAN,7.385
6.9,5,30,MEAN,7.399
6.9,5,40,MEAN,7.404
6.9,6,5,MEAN,7.051
6.9,6,10,MEAN,7.285
6.9,6,15,MEAN,7.349
6.9,6,20,MEAN,7.374
6.9,6,30,MEAN,7.394
6.9,6,40,MEAN,7.401
6.9,7,5,MEAN,6.972
6.9,7,10,MEAN,7.247
6.9,7,15,MEAN,7.328
6.9,7,20,MEAN,7.362
6.9,7,30,MEAN,7.388
6.9,7,40,MEAN,7.397
6.9,8,5,MEAN,6.897
6.9,8,10,MEAN,7.207
6.9,8,15,MEAN,7.306
6.9,8,20,MEAN,7.348
6.9,8,30,MEAN,7.381
6.9,8,40,MEAN,7.393
6.9,9,5,MEAN,6.825
6.9,9,10,MEAN,7.166
6.9,9,15,MEAN,7.282
6.9,9,20,MEAN,7.332
6.9,9,30,MEAN,7.373
6.9,9,40,MEAN,7.388
6.9,10,5,MEAN,6.758
6.9,10,10,MEAN,7.125
6.9,10,15,MEAN,7.256
6.9,10,20,MEAN,7.315
6.9,10,30,MEAN,7.364
6.9,10,40,MEAN,7.383
6.9,11,5,MEAN,6.694
6.9,11,10,MEAN,7.083
6.9,11,15,MEAN,7.23
6.9,11,20,MEAN,7.298
6.9,11,30,MEAN,7.355
6.9,11,40,MEAN,7.377
6.9,12,5,MEAN,6.633
6.9,12,10,MEAN,7.041
6.9,12,15,MEAN,7.202
6.9,12,20,MEAN,7.279
6.9,12,30,MEAN,7.345
6.9,12,40,MEAN,7.371
6.9,14,5,MEAN,6.521
6.9,14,10,MEAN,6.96
6.9,14,15,MEAN,7.146
6.9,14,20,MEAN,7.239
6.9,14,30,MEAN,7.323
6.9,14,40,MEAN,7.358
6.9,16,5,MEAN,6.42
6.9,16,10,MEAN,6.882
6.9,16,15,MEAN,7.089
6.9,16,20,MEAN,7.198
6.9,16,30,MEAN,7.299
6.9,16,40,MEAN,7.342
6.9,18,5,MEAN,6.328
6.9,18,10,MEAN,6.807
6.9,18,15,MEAN,7.032
6.9,18,20,MEAN,7.154
6.9,18,30,MEAN,7.273
6.9,18,40,MEAN,7.325
6.9,20,5,MEAN,6.244
6.9,20,10,MEAN,6.736
6.9,20,15,MEAN,6.975
6.9,20,20,MEAN,7.11
6.9,20,30,MEAN,7.246
6.9,20,40,MEAN,7.307
6.9,22,5,MEAN,6.167
6.9,22,10,MEAN,6.669
6.9,22,15,MEAN,6.92
6.9,22,20,MEAN,7.066
6.9,22,30,MEAN,7.217
6.9,22,40,MEAN,7.288
6.9,25,5,MEAN,6.061
6.9,25,10,MEAN,6.575
6.9,25,15,MEAN,6.84
6.9,25,20,MEAN,7
6.9,25,30,MEAN,7.173
6.9,25,40,MEAN,7.257
6.9,28,5,MEAN,5.965
6.9,28,10,MEAN,6.487
6.9,28,15,MEAN,6.764
6.9,28,20,MEAN,6.935
6.9,28,30,MEAN,7.127
6.9,28,40,MEAN,7.224
6.9,32,5,MEAN,5.849
6.9,32,10,MEAN,6.38
6.9,32,15,MEAN,6.668
6.9,32,20,MEAN,6.851
6.9,32,30,MEAN,7.065
6.9,32,40,MEAN,7.178
6.9,35,5,MEAN,5.77
6.9,35,10,MEAN,6.305
6.9,35,15,MEAN,6.6
6.9,35,20,MEAN,6.791
6.9,35,30,MEAN,7.018
6.9,35,40,MEAN,7.143
6.9,40,5,MEAN,5.65
6.9,40,10,MEAN,6.191
6.9,40,15,MEAN,6.493
6.9,40,20,MEAN,6.694
6.9,40,30,MEAN,6.941
