rup_mag,dist_repi,rup_hypo_depth,result_type,mmi 
5.2,1,40,MEAN,5.884
5.2,2,5,MEAN,5.825
5.2,2,10,MEAN,5.869
5.2,2,15,MEAN,5.877
5.2,2,20,MEAN,5.88
5.2,2,30,MEAN,5.883
5.2,2,40,MEAN,5.883
5.2,3,5,MEAN,5.761
5.2,3,10,MEAN,5.849
5.2,3,15,MEAN,5.868
5.2,3,20,MEAN,5.875
5.2,3,30,MEAN,5.88
5.2,3,40,MEAN,5.882
5.2,4,5,MEAN,5.685
5.2,4,10,MEAN,5.824
5.2,4,15,MEAN,5.856
5.2,4,20,MEAN,5.868
5.2,4,30,MEAN,5.877
5.2,4,40,MEAN,5.88
5.2,5,5,MEAN,5.605
5.2,5,10,MEAN,5.793
5.2,5,15,MEAN,5.84
5.2,5,20,MEAN,5.859
5.2,5,30,MEAN,5.872
5.2,5,40,MEAN,5.877
5.2,6,5,MEAN,5.525
5.2,6,10,MEAN,5.758
5.2,6,15,MEAN,5.822
5.2,6,20,MEAN,5.848
5.2,6,30,MEAN,5.867
5.2,6,40,MEAN,5.874
5.2,7,5,MEAN,5.446
5.2,7,10,MEAN,5.72
5.2,7,15,MEAN,5.802
5.2,7,20,MEAN,5.835
5.2,7,30,MEAN,5.861
5.2,7,40,MEAN,5.871
5.2,8,5,MEAN,5.371
5.2,8,10,MEAN,5.681
5.2,8,15,MEAN,5.779
5.2,8,20,MEAN,5.821
5.2,8,30,MEAN,5.854
5.2,8,40,MEAN,5.866
5.2,9,5,MEAN,5.299
5.2,9,10,MEAN,5.64
5.2,9,15,MEAN,5.755
5.2,9,20,MEAN,5.806
5.2,9,30,MEAN,5.846
5.2,9,40,MEAN,5.862
5.2,10,5,MEAN,5.231
5.2,10,10,MEAN,5.598
5.2,10,15,MEAN,5.73
5.2,10,20,MEAN,5.789
5.2,10,30,MEAN,5.838
5.2,10,40,MEAN,5.857
5.2,11,5,MEAN,5.167
5.2,11,10,MEAN,5.556
5.2,11,15,MEAN,5.703
5.2,11,20,MEAN,5.771
5.2,11,30,MEAN,5.828
5.2,11,40,MEAN,5.851
5.2,12,5,MEAN,5.106
5.2,12,10,MEAN,5.515
5.2,12,15,MEAN,5.676
5.2,12,20,MEAN,5.752
5.2,12,30,MEAN,5.818
5.2,12,40,MEAN,5.845
5.2,14,5,MEAN,4.995
5.2,14,10,MEAN,5.433
5.2,14,15,MEAN,5.619
5.2,14,20,MEAN,5.713
5.2,14,30,MEAN,5.796
5.2,14,40,MEAN,5.831
5.2,16,5,MEAN,4.894
5.2,16,10,MEAN,5.355
5.2,16,15,MEAN,5.562
5.2,16,20,MEAN,5.671
5.2,16,30,MEAN,5.772
5.2,16,40,MEAN,5.816
5.2,18,5,MEAN,4.802
5.2,18,10,MEAN,5.281
5.2,18,15,MEAN,5.505
5.2,18,20,MEAN,5.628
5.2,18,30,MEAN,5.747
5.2,18,40,MEAN,5.799
5.2,20,5,MEAN,4.718
5.2,20,10,MEAN,5.21
5.2,20,15,MEAN,5.449
5.2,20,20,MEAN,5.584
5.2,20,30,MEAN,5.719
5.2,20,40,MEAN,5.781
5.2,22,5,MEAN,4.64
5.2,22,10,MEAN,5.143
5.2,22,15,MEAN,5.394
5.2,22,20,MEAN,5.54
5.2,22,30,MEAN,5.691
5.2,22,40,MEAN,5.761
5.2,25,5,MEAN,4.534
5.2,25,10,MEAN,5.048
5.2,25,15,MEAN,5.314
5.2,25,20,MEAN,5.474
5.2,25,30,MEAN,5.646
5.2,25,40,MEAN,5.73
5.2,28,5,MEAN,4.438
5.2,28,10,MEAN,4.961
5.2,28,15,MEAN,5.237
5.2,28,20,MEAN,5.409
5.2,28,30,MEAN,5.6
5.2,28,40,MEAN,5.698
5.2,32,5,MEAN,4.322
5.2,32,10,MEAN,4.853
5.2,32,15,MEAN,5.141
5.2,32,20,MEAN,5.325
5.2,32,30,MEAN,5.538
5.2,32,40,MEAN,5.652
5.2,35,5,MEAN,4.243
5.2,35,10,MEAN,4.779
5.2,35,15,MEAN,5.073
5.2,35,20,MEAN,5.264
5.2,35,30,MEAN,5.492
5.2,35,40,MEAN,5.616
5.2,40,5,MEAN,4.123
5.2,40,10,MEAN,4.664
5.2,40,15,MEAN,4.967
5.2,40,20,MEAN,5.167
5.2,40,30,MEAN,5.414
5.2,40,40,MEAN,5.555
5.2,45,5,MEAN,4.015
5.2,45,10,MEAN,4.56
5.2,45,15,MEAN,4.868
5.2,45,20,MEAN,5.076
5.2,45,30,MEAN,5.339
5.2,45,40,MEAN,5.494
5.2,50,5,MEAN,3.916
5.2,50,10,MEAN,4.463
5.2,50,15,MEAN,4.777
5.2,50,20,MEAN,4.99
5.2,50,30,MEAN,5.265
5.2,50,40,MEAN,5.432
5.2,56,5,MEAN,3.807
5.2,56,10,MEAN,4.357
5.2,56,15,MEAN,4.674
5.2,56,20,MEAN,4.893
5.2,56,30,MEAN,5.18
5.2,56,40,MEAN,5.359
5.2,63,5,MEAN,3.691
5.2,63,10,MEAN,4.243
5.2,63,15,MEAN,4.564
5.2,63,20,MEAN,4.787
5.2,63,30,MEAN,5.084
5.2,63,40,MEAN,5.275
5.2,71,5,MEAN,3.57
5.2,71,10,MEAN,4.124
5.2,71,15,MEAN,4.448
5.2,71,20,MEAN,4.674
5.2,71,30,MEAN,4.981
5.2,71,40,MEAN,5.182
5.2,79,5,MEAN,3.459
5.2,79,10,MEAN,4.015
5.2,79,15,MEAN,4.34
5.2,79,20,MEAN,4.569
5.2,79,30,MEAN,4.883
5.2,79,40,MEAN,5.093
5.2,89,5,MEAN,3.331
5.2,89,10,MEAN,3.888
5.2,89,15,MEAN,4.215
5.2,89,20,MEAN,4.447
5.2,89,30,MEAN,4.768
5.2,89,40,MEAN,4.986
5.2,100,5,MEAN,3.202
5.2,100,10,MEAN,3.76
5.2,100,15,MEAN,4.089
5.2,100,20,MEAN,4.322
5.2,100,30,MEAN,4.648
5.2,100,40,MEAN,4.873
5.2,112,5,MEAN,3.072
5.2,112,10,MEAN,3.63
5.2,112,15,MEAN,3.96
5.2,112,20,MEAN,4.196
5.2,112,30,MEAN,4.526
5.2,112,40,MEAN,4.756
5.2,126,5,MEAN,2.931
5.2,126,10,MEAN,3.49
5.2,126,15,MEAN,3.821
5.2,126,20,MEAN,4.058
5.2,126,30,MEAN,4.392
5.2,126,40,MEAN,4.628
5.2,141,5,MEAN,2.792
5.2,141,10,MEAN,3.351
5.2,141,15,MEAN,3.683
5.2,141,20,MEAN,3.92
5.2,141,30,MEAN,4.258
5.2,141,40,MEAN,4.497
5.2,158,5,MEAN,2.644
5.2,158,10,MEAN,3.203
5.2,158,15,MEAN,3.536
5.2,158,20,MEAN,3.775
5.2,158,30,MEAN,4.114
5.2,158,40,MEAN,4.357
5.2,178,5,MEAN,2.481
5.2,178,10,MEAN,3.041
5.2,178,15,MEAN,3.374
5.2,178,20,MEAN,3.614
5.2,178,30,MEAN,3.956
5.2,178,40,MEAN,4.201
5.2,200,5,MEAN,2.314
5.2,200,10,MEAN,2.874
5.2,200,15,MEAN,3.208
5.2,200,20,MEAN,3.448
5.2,200,30,MEAN,3.792
5.2,200,40,MEAN,4.04
5.2,224,5,MEAN,2.142
5.2,224,10,MEAN,2.703
5.2,224,15,MEAN,3.037
5.2,224,20,MEAN,3.277
5.2,224,30,MEAN,3.623
5.2,224,40,MEAN,3.872
5.2,250,5,MEAN,1.966
5.2,250,10,MEAN,2.527
5.2,250,15,MEAN,2.861
5.2,250,20,MEAN,3.102
5.2,250,30,MEAN,3.449
5.2,250,40,MEAN,3.7
5.3,1.00E-01,5,MEAN,5.974
5.3,1.00E-01,10,MEAN,5.974
5.3,1.00E-01,15,MEAN,5.974
5.3,1.00E-01,20,MEAN,5.974
5.3,1.00E-01,30,MEAN,5.974
5.3,1.00E-01,40,MEAN,5.974
5.3,1,5,MEAN,5.959
5.3,1,10,MEAN,5.97
5.3,1,15,MEAN,5.973
5.3,1,20,MEAN,5.973
5.3,1,30,MEAN,5.974
5.3,1,40,MEAN,5.974
5.3,2,5,MEAN,5.915
5.3,2,10,MEAN,5.958
5.3,2,15,MEAN,5.967
5.3,2,20,MEAN,5.97
5.3,2,30,MEAN,5.972
5.3,2,40,MEAN,5.973
5.3,3,5,MEAN,5.851
5.3,3,10,MEAN,5.939
5.3,3,15,MEAN,5.958
5.3,3,20,MEAN,5.965
5.3,3,30,MEAN,5.97
5.3,3,40,MEAN,5.972
5.3,4,5,MEAN,5.775
5.3,4,10,MEAN,5.913
5.3,4,15,MEAN,5.946
5.3,4,20,MEAN,5.958
5.3,4,30,MEAN,5.967
5.3,4,40,MEAN,5.97
5.3,5,5,MEAN,5.695
5.3,5,10,MEAN,5.883
5.3,5,15,MEAN,5.93
5.3,5,20,MEAN,5.948
5.3,5,30,MEAN,5.962
5.3,5,40,MEAN,5.967
5.3,6,5,MEAN,5.614
5.3,6,10,MEAN,5.848
5.3,6,15,MEAN,5.912
5.3,6,20,MEAN,5.938
5.3,6,30,MEAN,5.957
5.3,6,40,MEAN,5.964
5.3,7,5,MEAN,5.536
5.3,7,10,MEAN,5.81
5.3,7,15,MEAN,5.892
5.3,7,20,MEAN,5.925
5.3,7,30,MEAN,5.951
5.3,7,40,MEAN,5.96
5.3,8,5,MEAN,5.46
5.3,8,10,MEAN,5.77
5.3,8,15,MEAN,5.869
5.3,8,20,MEAN,5.911
5.3,8,30,MEAN,5.944
5.3,8,40,MEAN,5.956
5.3,9,5,MEAN,5.389
5.3,9,10,MEAN,5.729
5.3,9,15,MEAN,5.845
5.3,9,20,MEAN,5.895
5.3,9,30,MEAN,5.936
5.3,9,40,MEAN,5.952
5.3,10,5,MEAN,5.321
5.3,10,10,MEAN,5.688
5.3,10,15,MEAN,5.82
5.3,10,20,MEAN,5.879
5.3,10,30,MEAN,5.927
5.3,10,40,MEAN,5.946
5.3,11,5,MEAN,5.257
5.3,11,10,MEAN,5.646
5.3,11,15,MEAN,5.793
5.3,11,20,MEAN,5.861
5.3,11,30,MEAN,5.918
5.3,11,40,MEAN,5.941
5.3,12,5,MEAN,5.196
5.3,12,10,MEAN,5.605
5.3,12,15,MEAN,5.766
5.3,12,20,MEAN,5.842
5.3,12,30,MEAN,5.908
5.3,12,40,MEAN,5.934
5.3,14,5,MEAN,5.084
5.3,14,10,MEAN,5.523
5.3,14,15,MEAN,5.709
5.3,14,20,MEAN,5.803
5.3,14,30,MEAN,5.886
5.3,14,40,MEAN,5.921
5.3,16,5,MEAN,4.983
5.3,16,10,MEAN,5.445
5.3,16,15,MEAN,5.652
5.3,16,20,MEAN,5.761
5.3,16,30,MEAN,5.862
5.3,16,40,MEAN,5.905
5.3,18,5,MEAN,4.892
5.3,18,10,MEAN,5.37
5.3,18,15,MEAN,5.595
5.3,18,20,MEAN,5.718
5.3,18,30,MEAN,5.836
5.3,18,40,MEAN,5.889
5.3,20,5,MEAN,4.808
5.3,20,10,MEAN,5.3
5.3,20,15,MEAN,5.539
5.3,20,20,MEAN,5.674
5.3,20,30,MEAN,5.809
5.3,20,40,MEAN,5.87
5.3,22,5,MEAN,4.73
5.3,22,10,MEAN,5.232
5.3,22,15,MEAN,5.483
5.3,22,20,MEAN,5.629
5.3,22,30,MEAN,5.781
5.3,22,40,MEAN,5.851
5.3,25,5,MEAN,4.624
5.3,25,10,MEAN,5.138
5.3,25,15,MEAN,5.403
5.3,25,20,MEAN,5.563
5.3,25,30,MEAN,5.736
5.3,25,40,MEAN,5.82
5.3,28,5,MEAN,4.528
5.3,28,10,MEAN,5.05
5.3,28,15,MEAN,5.327
5.3,28,20,MEAN,5.498
5.3,28,30,MEAN,5.69
5.3,28,40,MEAN,5.787
5.3,32,5,MEAN,4.412
5.3,32,10,MEAN,4.943
5.3,32,15,MEAN,5.231
5.3,32,20,MEAN,5.414
5.3,32,30,MEAN,5.628
5.3,32,40,MEAN,5.741
5.3,35,5,MEAN,4.333
5.3,35,10,MEAN,4.868
5.3,35,15,MEAN,5.163
5.3,35,20,MEAN,5.354
5.3,35,30,MEAN,5.581
5.3,35,40,MEAN,5.706
5.3,40,5,MEAN,4.213
5.3,40,10,MEAN,4.754
5.3,40,15,MEAN,5.057
5.3,40,20,MEAN,5.257
5.3,40,30,MEAN,5.504
5.3,40,40,MEAN,5.645
5.3,45,5,MEAN,4.105
5.3,45,10,MEAN,4.649
5.3,45,15,MEAN,4.958
5.3,45,20,MEAN,5.166
5.3,45,30,MEAN,5.428
5.3,45,40,MEAN,5.583
5.3,50,5,MEAN,4.006
5.3,50,10,MEAN,4.553
5.3,50,15,MEAN,4.866
5.3,50,20,MEAN,5.08
5.3,50,30,MEAN,5.355
5.3,50,40,MEAN,5.522
5.3,56,5,MEAN,3.897
5.3,56,10,MEAN,4.447
5.3,56,15,MEAN,4.764
5.3,56,20,MEAN,4.982
5.3,56,30,MEAN,5.269
5.3,56,40,MEAN,5.449
5.3,63,5,MEAN,3.781
5.3,63,10,MEAN,4.333
5.3,63,15,MEAN,4.654
5.3,63,20,MEAN,4.876
5.3,63,30,MEAN,5.174
5.3,63,40,MEAN,5.365
5.3,71,5,MEAN,3.66
5.3,71,10,MEAN,4.214
5.3,71,15,MEAN,4.537
5.3,71,20,MEAN,4.764
5.3,71,30,MEAN,5.071
5.3,71,40,MEAN,5.272
5.3,79,5,MEAN,3.549
5.3,79,10,MEAN,4.104
5.3,79,15,MEAN,4.43
5.3,79,20,MEAN,4.659
5.3,79,30,MEAN,4.973
5.3,79,40,MEAN,5.183
5.3,89,5,MEAN,3.421
5.3,89,10,MEAN,3.978
5.3,89,15,MEAN,4.305
5.3,89,20,MEAN,4.537
5.3,89,30,MEAN,4.857
5.3,89,40,MEAN,5.075
5.3,100,5,MEAN,3.292
5.3,100,10,MEAN,3.85
5.3,100,15,MEAN,4.178
5.3,100,20,MEAN,4.412
5.3,100,30,MEAN,4.738
5.3,100,40,MEAN,4.963
5.3,112,5,MEAN,3.162
5.3,112,10,MEAN,3.72
5.3,112,15,MEAN,4.05
5.3,112,20,MEAN,4.285
5.3,112,30,MEAN,4.616
5.3,112,40,MEAN,4.846
5.3,126,5,MEAN,3.021
5.3,126,10,MEAN,3.58
5.3,126,15,MEAN,3.911
5.3,126,20,MEAN,4.148
5.3,126,30,MEAN,4.482
5.3,126,40,MEAN,4.717
5.3,141,5,MEAN,2.881
5.3,141,10,MEAN,3.441
5.3,141,15,MEAN,3.773
5.3,141,20,MEAN,4.01
5.3,141,30,MEAN,4.348
5.3,141,40,MEAN,4.587
5.3,158,5,MEAN,2.733
5.3,158,10,MEAN,3.293
5.3,158,15,MEAN,3.626
5.3,158,20,MEAN,3.864
5.3,158,30,MEAN,4.204
5.3,158,40,MEAN,4.447
5.3,178,5,MEAN,2.571
5.3,178,10,MEAN,3.131
5.3,178,15,MEAN,3.464
5.3,178,20,MEAN,3.704
5.3,178,30,MEAN,4.046
5.3,178,40,MEAN,4.291
5.3,200,5,MEAN,2.404
5.3,200,10,MEAN,2.964
5.3,200,15,MEAN,3.298
5.3,200,20,MEAN,3.538
5.3,200,30,MEAN,3.882
5.3,200,40,MEAN,4.129
5.3,224,5,MEAN,2.232
5.3,224,10,MEAN,2.793
5.3,224,15,MEAN,3.126
5.3,224,20,MEAN,3.367
5.3,224,30,MEAN,3.712
5.3,224,40,MEAN,3.962
5.3,250,5,MEAN,2.056
5.3,250,10,MEAN,2.617
5.3,250,15,MEAN,2.951
5.3,250,20,MEAN,3.192
5.3,250,30,MEAN,3.539
5.3,250,40,MEAN,3.79
5.4,1.00E-01,5,MEAN,6.064
5.4,1.00E-01,10,MEAN,6.064
5.4,1.00E-01,15,MEAN,6.064
5.4,1.00E-01,20,MEAN,6.064
5.4,1.00E-01,30,MEAN,6.064
5.4,1.00E-01,40,MEAN,6.064
5.4,1,5,MEAN,6.048
5.4,1,10,MEAN,6.06
5.4,1,15,MEAN,6.062
5.4,1,20,MEAN,6.063
5.4,1,30,MEAN,6.064
5.4,1,40,MEAN,6.064
5.4,2,5,MEAN,6.005
5.4,2,10,MEAN,6.048
5.4,2,15,MEAN,6.057
5.4,2,20,MEAN,6.06
5.4,2,30,MEAN,6.062
5.4,2,40,MEAN,6.063
5.4,3,5,MEAN,5.941
5.4,3,10,MEAN,6.029
5.4,3,15,MEAN,6.048
5.4,3,20,MEAN,6.055
5.4,3,30,MEAN,6.06
5.4,3,40,MEAN,6.062
5.4,4,5,MEAN,5.865
5.4,4,10,MEAN,6.003
5.4,4,15,MEAN,6.035
5.4,4,20,MEAN,6.047
5.4,4,30,MEAN,6.056
5.4,4,40,MEAN,6.06
5.4,5,5,MEAN,5.785
5.4,5,10,MEAN,5.972
5.4,5,15,MEAN,6.02
5.4,5,20,MEAN,6.038
5.4,5,30,MEAN,6.052
5.4,5,40,MEAN,6.057
5.4,6,5,MEAN,5.704
5.4,6,10,MEAN,5.938
5.4,6,15,MEAN,6.002
5.4,6,20,MEAN,6.027
5.4,6,30,MEAN,6.047
5.4,6,40,MEAN,6.054
5.4,7,5,MEAN,5.625
5.4,7,10,MEAN,5.9
5.4,7,15,MEAN,5.981
5.4,7,20,MEAN,6.015
5.4,7,30,MEAN,6.041
5.4,7,40,MEAN,6.05
5.4,8,5,MEAN,5.55
5.4,8,10,MEAN,5.86
5.4,8,15,MEAN,5.959
5.4,8,20,MEAN,6.001
5.4,8,30,MEAN,6.034
5.4,8,40,MEAN,6.046
5.4,9,5,MEAN,5.478
5.4,9,10,MEAN,5.819
5.4,9,15,MEAN,5.935
5.4,9,20,MEAN,5.985
5.4,9,30,MEAN,6.026
5.4,9,40,MEAN,6.041
5.4,10,5,MEAN,5.411
5.4,10,10,MEAN,5.778
5.4,10,15,MEAN,5.909
5.4,10,20,MEAN,5.968
5.4,10,30,MEAN,6.017
5.4,10,40,MEAN,6.036
5.4,11,5,MEAN,5.347
5.4,11,10,MEAN,5.736
5.4,11,15,MEAN,5.883
5.4,11,20,MEAN,5.951
5.4,11,30,MEAN,6.008
5.4,11,40,MEAN,6.03
5.4,12,5,MEAN,5.286
5.4,12,10,MEAN,5.694
5.4,12,15,MEAN,5.855
5.4,12,20,MEAN,5.932
5.4,12,30,MEAN,5.998
5.4,12,40,MEAN,6.024
5.4,14,5,MEAN,5.174
5.4,14,10,MEAN,5.613
5.4,14,15,MEAN,5.799
5.4,14,20,MEAN,5.892
5.4,14,30,MEAN,5.976
5.4,14,40,MEAN,6.011
5.4,16,5,MEAN,5.073
5.4,16,10,MEAN,5.535
5.4,16,15,MEAN,5.742
5.4,16,20,MEAN,5.851
5.4,16,30,MEAN,5.952
5.4,16,40,MEAN,5.995
5.4,18,5,MEAN,4.981
5.4,18,10,MEAN,5.46
5.4,18,15,MEAN,5.685
5.4,18,20,MEAN,5.807
5.4,18,30,MEAN,5.926
5.4,18,40,MEAN,5.978
5.4,20,5,MEAN,4.897
5.4,20,10,MEAN,5.389
5.4,20,15,MEAN,5.628
5.4,20,20,MEAN,5.763
5.4,20,30,MEAN,5.899
5.4,20,40,MEAN,5.96
5.4,22,5,MEAN,4.82
5.4,22,10,MEAN,5.322
5.4,22,15,MEAN,5.573
5.4,22,20,MEAN,5.719
5.4,22,30,MEAN,5.87
5.4,22,40,MEAN,5.941
5.4,25,5,MEAN,4.714
5.4,25,10,MEAN,5.228
5.4,25,15,MEAN,5.493
5.4,25,20,MEAN,5.653
5.4,25,30,MEAN,5.826
5.4,25,40,MEAN,5.91
5.4,28,5,MEAN,4.618
5.4,28,10,MEAN,5.14
5.4,28,15,MEAN,5.417
5.4,28,20,MEAN,5.588
5.4,28,30,MEAN,5.78
5.4,28,40,MEAN,5.877
5.4,32,5,MEAN,4.502
5.4,32,10,MEAN,5.033
5.4,32,15,MEAN,5.321
5.4,32,20,MEAN,5.504
5.4,32,30,MEAN,5.718
5.4,32,40,MEAN,5.831
5.4,35,5,MEAN,4.423
5.4,35,10,MEAN,4.958
5.4,35,15,MEAN,5.253
5.4,35,20,MEAN,5.444
5.4,35,30,MEAN,5.671
5.4,35,40,MEAN,5.796
5.4,40,5,MEAN,4.303
5.4,40,10,MEAN,4.844
5.4,40,15,MEAN,5.146
5.4,40,20,MEAN,5.347
5.4,40,30,MEAN,5.594
5.4,40,40,MEAN,5.735
5.4,45,5,MEAN,4.194
5.4,45,10,MEAN,4.739
5.4,45,15,MEAN,5.048
5.4,45,20,MEAN,5.255
5.4,45,30,MEAN,5.518
5.4,45,40,MEAN,5.673
5.4,50,5,MEAN,4.095
5.4,50,10,MEAN,4.643
5.4,50,15,MEAN,4.956
5.4,50,20,MEAN,5.169
5.4,50,30,MEAN,5.445
5.4,50,40,MEAN,5.612
5.4,56,5,MEAN,3.986
5.4,56,10,MEAN,4.537
5.4,56,15,MEAN,4.854
5.4,56,20,MEAN,5.072
5.4,56,30,MEAN,5.359
5.4,56,40,MEAN,5.539
5.4,63,5,MEAN,3.871
5.4,63,10,MEAN,4.423
5.4,63,15,MEAN,4.744
5.4,63,20,MEAN,4.966
5.4,63,30,MEAN,5.264
5.4,63,40,MEAN,5.455
5.4,71,5,MEAN,3.75
5.4,71,10,MEAN,4.304
5.4,71,15,MEAN,4.627
5.4,71,20,MEAN,4.854
5.4,71,30,MEAN,5.161
5.4,71,40,MEAN,5.362
5.4,79,5,MEAN,3.639
5.4,79,10,MEAN,4.194
5.4,79,15,MEAN,4.52
5.4,79,20,MEAN,4.749
5.4,79,30,MEAN,5.063
5.4,79,40,MEAN,5.273
5.4,89,5,MEAN,3.511
5.4,89,10,MEAN,4.068
5.4,89,15,MEAN,4.395
5.4,89,20,MEAN,4.626
5.4,89,30,MEAN,4.947
5.4,89,40,MEAN,5.165
5.4,100,5,MEAN,3.382
5.4,100,10,MEAN,3.939
5.4,100,15,MEAN,4.268
5.4,100,20,MEAN,4.502
5.4,100,30,MEAN,4.828
5.4,100,40,MEAN,5.053
5.4,112,5,MEAN,3.252
5.4,112,10,MEAN,3.81
5.4,112,15,MEAN,4.14
5.4,112,20,MEAN,4.375
5.4,112,30,MEAN,4.706
5.4,112,40,MEAN,4.936
5.4,126,5,MEAN,3.111
5.4,126,10,MEAN,3.67
5.4,126,15,MEAN,4.001
5.4,126,20,MEAN,4.238
5.4,126,30,MEAN,4.572
5.4,126,40,MEAN,4.807
5.4,141,5,MEAN,2.971
5.4,141,10,MEAN,3.531
5.4,141,15,MEAN,3.862
5.4,141,20,MEAN,4.1
5.4,141,30,MEAN,4.437
5.4,141,40,MEAN,4.677
5.4,158,5,MEAN,2.823
5.4,158,10,MEAN,3.383
5.4,158,15,MEAN,3.715
5.4,158,20,MEAN,3.954
5.4,158,30,MEAN,4.294
5.4,158,40,MEAN,4.537
5.4,178,5,MEAN,2.661
5.4,178,10,MEAN,3.221
5.4,178,15,MEAN,3.554
5.4,178,20,MEAN,3.793
5.4,178,30,MEAN,4.135
5.4,178,40,MEAN,4.381
5.4,200,5,MEAN,2.493
5.4,200,10,MEAN,3.054
5.4,200,15,MEAN,3.387
5.4,200,20,MEAN,3.627
5.4,200,30,MEAN,3.971
5.4,200,40,MEAN,4.219
5.4,224,5,MEAN,2.322
5.4,224,10,MEAN,2.882
5.4,224,15,MEAN,3.216
5.4,224,20,MEAN,3.457
5.4,224,30,MEAN,3.802
5.4,224,40,MEAN,4.052
5.4,250,5,MEAN,2.146
5.4,250,10,MEAN,2.707
5.4,250,15,MEAN,3.041
5.4,250,20,MEAN,3.282
5.4,250,30,MEAN,3.628
5.4,250,40,MEAN,3.88
5.5,1.00E-01,5,MEAN,6.154
5.5,1.00E-01,10,MEAN,6.154
5.5,1.00E-01,15,MEAN,6.154
5.5,1.00E-01,20,MEAN,6.154
5.5,1.00E-01,30,MEAN,6.154
5.5,1.00E-01,40,MEAN,6.154
5.5,1,5,MEAN,6.138
5.5,1,10,MEAN,6.15
5.5,1,15,MEAN,6.152
5.5,1,20,MEAN,6.153
5.5,1,30,MEAN,6.154
5.5,1,40,MEAN,6.154
5.5,2,5,MEAN,6.094
5.5,2,10,MEAN,6.138
5.5,2,15,MEAN,6.147
5.5,2,20,MEAN,6.15
5.5,2,30,MEAN,6.152
5.5,2,40,MEAN,6.153
5.5,3,5,MEAN,6.03
5.5,3,10,MEAN,6.119
5.5,3,15,MEAN,6.138
5.5,3,20,MEAN,6.144
5.5,3,30,MEAN,6.15
5.5,3,40,MEAN,6.151
5.5,4,5,MEAN,5.955
5.5,4,10,MEAN,6.093
5.5,4,15,MEAN,6.125
5.5,4,20,MEAN,6.137
5.5,4,30,MEAN,6.146
5.5,4,40,MEAN,6.149
5.5,5,5,MEAN,5.875
5.5,5,10,MEAN,6.062
5.5,5,15,MEAN,6.11
5.5,5,20,MEAN,6.128
5.5,5,30,MEAN,6.142
5.5,5,40,MEAN,6.147
5.5,6,5,MEAN,5.794
5.5,6,10,MEAN,6.027
5.5,6,15,MEAN,6.092
5.5,6,20,MEAN,6.117
5.5,6,30,MEAN,6.137
5.5,6,40,MEAN,6.144
5.5,7,5,MEAN,5.715
5.5,7,10,MEAN,5.99
5.5,7,15,MEAN,6.071
5.5,7,20,MEAN,6.105
5.5,7,30,MEAN,6.13
5.5,7,40,MEAN,6.14
5.5,8,5,MEAN,5.64
5.5,8,10,MEAN,5.95
5.5,8,15,MEAN,6.049
5.5,8,20,MEAN,6.09
5.5,8,30,MEAN,6.123
5.5,8,40,MEAN,6.136
5.5,9,5,MEAN,5.568
5.5,9,10,MEAN,5.909
5.5,9,15,MEAN,6.025
5.5,9,20,MEAN,6.075
5.5,9,30,MEAN,6.116
5.5,9,40,MEAN,6.131
5.5,10,5,MEAN,5.5
5.5,10,10,MEAN,5.867
5.5,10,15,MEAN,5.999
5.5,10,20,MEAN,6.058
5.5,10,30,MEAN,6.107
5.5,10,40,MEAN,6.126
5.5,11,5,MEAN,5.436
5.5,11,10,MEAN,5.826
5.5,11,15,MEAN,5.973
5.5,11,20,MEAN,6.04
5.5,11,30,MEAN,6.098
5.5,11,40,MEAN,6.12
5.5,12,5,MEAN,5.376
5.5,12,10,MEAN,5.784
5.5,12,15,MEAN,5.945
5.5,12,20,MEAN,6.022
5.5,12,30,MEAN,6.088
5.5,12,40,MEAN,6.114
5.5,14,5,MEAN,5.264
5.5,14,10,MEAN,5.703
5.5,14,15,MEAN,5.889
5.5,14,20,MEAN,5.982
5.5,14,30,MEAN,6.066
5.5,14,40,MEAN,6.1
5.5,16,5,MEAN,5.163
5.5,16,10,MEAN,5.625
5.5,16,15,MEAN,5.832
5.5,16,20,MEAN,5.94
5.5,16,30,MEAN,6.042
5.5,16,40,MEAN,6.085
5.5,18,5,MEAN,5.071
5.5,18,10,MEAN,5.55
5.5,18,15,MEAN,5.775
5.5,18,20,MEAN,5.897
5.5,18,30,MEAN,6.016
5.5,18,40,MEAN,6.068
5.5,20,5,MEAN,4.987
5.5,20,10,MEAN,5.479
5.5,20,15,MEAN,5.718
5.5,20,20,MEAN,5.853
5.5,20,30,MEAN,5.989
5.5,20,40,MEAN,6.05
5.5,22,5,MEAN,4.91
5.5,22,10,MEAN,5.412
5.5,22,15,MEAN,5.663
5.5,22,20,MEAN,5.809
5.5,22,30,MEAN,5.96
5.5,22,40,MEAN,6.031
5.5,25,5,MEAN,4.804
5.5,25,10,MEAN,5.317
5.5,25,15,MEAN,5.583
5.5,25,20,MEAN,5.743
5.5,25,30,MEAN,5.916
5.5,25,40,MEAN,6
5.5,28,5,MEAN,4.707
5.5,28,10,MEAN,5.23
5.5,28,15,MEAN,5.507
5.5,28,20,MEAN,5.678
5.5,28,30,MEAN,5.87
5.5,28,40,MEAN,5.967
5.5,32,5,MEAN,4.592
5.5,32,10,MEAN,5.122
5.5,32,15,MEAN,5.411
5.5,32,20,MEAN,5.594
5.5,32,30,MEAN,5.808
